task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,sharing,1720,2.9153,39.226,35.364,62.47,81.257,31.42,30.004,0.002,0.632,4.766,0.0,7.806
vocseg,sharing,1768,2.9966,39.688,35.508,62.55,81.876,31.716,30.125,0.003,0.757,4.934,0.0,7.972
