task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing_tpc,2906,4.9254,37.904,30.59,61.645,97.7,29.893,28.382,0.002,0.842,4.914,0.0,8.011
vocseg,no_sharing_tpc,2990,5.0678,38.433,30.892,63.842,93.294,30.065,28.381,0.003,1.005,5.174,0.0,8.368
