task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
vocseg,single_vocseg,0.0,283.6504,274.8853,189.5626,0.0022,85.0148,2.6991,8.7651
vocseg,single_vocseg,0.0033,427.1491,143.6654,21.5492,0.0013,24.3848,278.6412,283.4837
vocseg,single_vocseg,0.0051,427.927,143.6654,21.5492,0.0013,24.3848,276.8962,284.2616
vocseg,single_vocseg,0.0058,429.5213,143.6654,21.5492,0.0013,24.3848,276.1886,285.8559
vocseg,single_vocseg,0.0254,414.4833,143.6654,21.5492,0.0013,24.3848,256.5565,270.8179
vocseg,single_vocseg,0.0513,388.5667,143.6654,21.5492,0.0013,24.3848,230.6345,244.9014
vocseg,single_vocseg,0.0582,503.8493,121.8706,5.262,0.0013,23.2795,377.4879,381.9787
vocseg,single_vocseg,0.081,483.5153,121.8706,5.262,0.0013,23.2795,354.6538,361.6447
vocseg,single_vocseg,0.0828,486.5017,121.8706,5.262,0.0013,23.2795,352.7968,364.6311
vocseg,single_vocseg,0.1007,468.6844,121.8706,5.262,0.0013,23.2795,334.9733,346.8139
vocseg,single_vocseg,0.1095,462.1582,121.8706,5.262,0.0013,23.2795,326.1476,340.2876
vocseg,single_vocseg,0.1265,567.3008,122.1565,4.5819,0.0015,23.4723,440.9575,445.1443
vocseg,single_vocseg,0.1834,512.6975,122.1565,4.5819,0.0015,23.4723,384.0249,390.541
vocseg,single_vocseg,0.1963,504.5657,122.1565,4.5819,0.0015,23.4723,371.1045,382.4092
vocseg,single_vocseg,0.2172,483.7,122.1565,4.5819,0.0015,23.4723,350.2331,361.5435
vocseg,single_vocseg,0.235,468.6635,122.1565,4.5819,0.0015,23.4723,332.3853,346.507
vocseg,single_vocseg,0.235,590.2684,122.7394,5.0024,0.0012,23.5053,463.6056,467.529
vocseg,single_vocseg,0.2386,589.1702,122.7394,5.0024,0.0012,23.5053,460.0792,466.4308
vocseg,single_vocseg,0.2443,588.0001,122.7394,5.0024,0.0012,23.5053,454.3617,465.2607
vocseg,single_vocseg,0.26,572.2435,122.7394,5.0024,0.0012,23.5053,438.5998,449.5041
vocseg,single_vocseg,0.2719,562.6373,122.7394,5.0024,0.0012,23.5053,426.707,439.8979
vocseg,single_vocseg,0.3258,631.593,122.9654,4.5696,0.0012,23.6367,504.636,508.6276
vocseg,single_vocseg,0.3414,618.3546,122.9654,4.5696,0.0012,23.6367,489.0518,495.3891
vocseg,single_vocseg,0.3673,597.0294,122.9654,4.5696,0.0012,23.6367,463.1491,474.064
vocseg,single_vocseg,0.3712,593.0953,122.9654,4.5696,0.0012,23.6367,459.2102,470.1299
vocseg,single_vocseg,0.4059,560.9133,122.9654,4.5696,0.0012,23.6367,424.5589,437.9479
vocseg,single_vocseg,0.4059,683.0304,122.1102,4.5947,0.001,23.4605,556.484,560.9201
vocseg,single_vocseg,0.4152,679.0309,122.1102,4.5947,0.001,23.4605,547.2262,556.9207
vocseg,single_vocseg,0.4211,673.0666,122.1102,4.5947,0.001,23.4605,541.2557,550.9564
vocseg,single_vocseg,0.447,649.5352,122.1102,4.5947,0.001,23.4605,515.4023,527.4249
vocseg,single_vocseg,0.4525,646.5163,122.1102,4.5947,0.001,23.4605,509.9018,524.4061
vocseg,single_vocseg,0.463,761.534,124.1327,5.678,0.0011,23.6417,633.3444,637.4013
vocseg,single_vocseg,0.4714,755.6617,124.1327,5.678,0.0011,23.6417,624.8913,631.529
vocseg,single_vocseg,0.4739,757.8537,124.1327,5.678,0.0011,23.6417,622.422,633.7211
vocseg,single_vocseg,0.5094,722.3971,124.1327,5.678,0.0011,23.6417,586.9596,598.2644
vocseg,single_vocseg,0.5318,702.2903,124.1327,5.678,0.0011,23.6417,564.5163,578.1576
vocseg,single_vocseg,0.534,823.7164,123.9614,4.7031,0.0012,23.8086,695.7197,699.755
vocseg,single_vocseg,0.5459,814.4133,123.9614,4.7031,0.0012,23.8086,683.8839,690.4519
vocseg,single_vocseg,0.5546,810.3817,123.9614,4.7031,0.0012,23.8086,675.1704,686.4203
vocseg,single_vocseg,0.5621,802.9079,123.9614,4.7031,0.0012,23.8086,667.6846,678.9466
vocseg,single_vocseg,0.5717,795.64,123.9614,4.7031,0.0012,23.8086,658.0963,671.6786
vocseg,single_vocseg,0.5717,916.8434,122.2426,4.6318,0.0011,23.478,790.518,794.6008
vocseg,single_vocseg,0.5874,903.6193,122.2426,4.6318,0.0011,23.478,774.7545,781.3767
vocseg,single_vocseg,0.5874,908.2599,122.2426,4.6318,0.0011,23.478,774.7424,786.0173
vocseg,single_vocseg,0.6027,892.9954,122.2426,4.6318,0.0011,23.478,759.4721,770.7528
vocseg,single_vocseg,0.6415,856.4711,122.2426,4.6318,0.0011,23.478,720.6473,734.2285
vocseg,single_vocseg,0.6435,982.3291,122.8076,4.583,0.0014,23.6018,850.8358,859.5215
vocseg,single_vocseg,0.645,980.7951,122.8076,4.583,0.0014,23.6018,849.2937,857.9875
vocseg,single_vocseg,0.6527,979.9731,122.8076,4.583,0.0014,23.6018,841.6348,857.1654
vocseg,single_vocseg,0.6745,958.1516,122.8076,4.583,0.0014,23.6018,819.8085,835.3439
vocseg,single_vocseg,0.6962,936.4686,122.8076,4.583,0.0014,23.6018,798.1219,813.661
vocseg,single_vocseg,0.7012,1054.0566,122.5945,4.573,0.0014,23.5602,927.0864,931.4621
vocseg,single_vocseg,0.7012,1056.3741,122.5945,4.573,0.0014,23.5602,927.079,933.7796
vocseg,single_vocseg,0.7642,998.1534,122.5945,4.573,0.0014,23.5602,864.0089,875.559
vocseg,single_vocseg,0.7868,975.5523,122.5945,4.573,0.0014,23.5602,841.4013,852.9578
vocseg,single_vocseg,0.8017,963.2337,122.5945,4.573,0.0014,23.5602,826.5357,840.6392
vocseg,single_vocseg,0.8152,1071.6555,122.5446,5.4386,0.0009,23.3773,944.8562,949.1109
vocseg,single_vocseg,0.8367,1053.0031,122.5446,5.4386,0.0009,23.3773,923.3687,930.4584
vocseg,single_vocseg,0.8522,1045.2592,122.5446,5.4386,0.0009,23.3773,907.83,922.7146
vocseg,single_vocseg,0.8797,1017.7205,122.5446,5.4386,0.0009,23.3773,880.2848,895.1758
