task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing_mps,2860,9.8621,90.317,64.238,193.73,277.479,69.617,44.91,0.002,12.887,19.741,20.7
gestureclass,no_sharing_mps,2941,10.1414,89.609,64.232,192.43,285.606,68.914,43.873,0.002,13.116,19.743,20.695
