task,n_requests,throughput_rps,avg_latency_ms
diasbp,519,8.65,115.66399999806498
gestureclass,515,8.583333333333334,116.5795504544874
sysbp,522,8.7,115.02042241172116
ecgclass,518,8.633333333333333,115.9212043108485
