elapsed_s,allocated_mb,reserved_mb
0.00,400.7,422.0
0.50,409.6,490.0
1.00,409.6,490.0
1.50,409.6,490.0
2.00,409.6,490.0
2.50,409.6,490.0
3.00,409.6,490.0
3.50,409.6,490.0
4.00,409.6,490.0
4.50,409.6,490.0
5.00,421.6,490.0
5.51,417.1,490.0
6.01,409.6,490.0
6.51,409.6,490.0
7.01,409.6,490.0
7.51,409.6,490.0
8.01,409.6,490.0
8.51,409.6,490.0
9.01,409.6,490.0
9.51,409.6,490.0
10.01,409.6,490.0
10.51,425.4,490.0
11.01,418.6,490.0
11.51,409.6,490.0
12.01,409.6,490.0
12.51,409.6,490.0
13.01,409.6,490.0
13.51,409.6,490.0
14.01,409.6,490.0
14.51,409.6,490.0
15.01,409.6,490.0
15.51,409.6,490.0
16.01,409.6,490.0
16.51,409.6,490.0
17.01,409.6,490.0
17.51,409.6,490.0
18.01,449.5,490.0
18.52,425.4,490.0
19.02,418.6,490.0
19.52,409.6,490.0
20.02,409.6,490.0
20.52,409.6,490.0
21.02,409.6,490.0
21.52,409.6,490.0
22.02,409.6,490.0
22.52,409.6,490.0
23.02,409.6,490.0
23.52,409.6,490.0
24.02,409.6,490.0
24.52,409.6,490.0
25.02,409.6,490.0
25.52,409.6,490.0
26.02,409.6,490.0
26.52,409.6,490.0
27.02,409.6,490.0
27.52,409.6,490.0
28.02,409.6,490.0
28.52,409.6,490.0
29.02,409.6,490.0
29.52,409.6,490.0
30.02,409.6,490.0
30.53,409.6,490.0
31.03,409.6,490.0
31.53,409.6,490.0
32.03,409.6,490.0
32.53,409.6,490.0
33.03,409.6,490.0
33.53,409.6,490.0
34.03,409.6,490.0
34.53,409.6,490.0
35.03,409.6,490.0
35.53,409.6,490.0
36.03,409.6,490.0
36.53,409.6,490.0
37.03,409.6,490.0
37.53,409.6,490.0
38.03,409.6,490.0
38.53,409.6,490.0
39.03,409.6,490.0
39.53,409.6,490.0
40.03,409.6,490.0
40.53,409.6,490.0
41.03,409.6,490.0
41.53,409.6,490.0
42.03,409.6,490.0
42.54,409.6,490.0
43.04,409.6,490.0
43.54,409.6,490.0
44.04,409.6,490.0
44.54,409.6,490.0
45.04,409.6,490.0
45.54,409.6,490.0
46.04,409.6,490.0
46.54,409.6,490.0
47.04,409.6,490.0
47.54,409.6,490.0
48.04,409.6,490.0
48.54,409.6,490.0
49.04,409.6,490.0
49.54,409.6,490.0
50.04,409.6,490.0
50.54,409.6,490.0
51.04,409.6,490.0
51.54,409.6,490.0
52.04,409.6,490.0
52.54,409.6,490.0
53.04,409.6,490.0
53.54,409.6,490.0
54.05,409.6,490.0
54.55,409.6,490.0
55.05,409.6,490.0
55.55,409.6,490.0
56.05,409.6,490.0
56.55,409.6,490.0
57.05,409.6,490.0
57.55,409.6,490.0
58.05,409.6,490.0
58.55,409.6,490.0
59.05,409.6,490.0
59.55,409.6,490.0
