elapsed_s,allocated_mb,reserved_mb
0.00,417.4,422.0
0.50,419.4,522.0
1.00,419.4,522.0
1.50,419.4,522.0
2.00,419.4,522.0
2.50,475.2,522.0
3.00,419.4,522.0
3.50,419.4,522.0
4.00,443.2,522.0
4.50,419.4,522.0
5.00,419.4,522.0
5.50,419.4,522.0
6.00,419.4,522.0
6.51,419.4,522.0
7.01,419.4,522.0
7.51,419.4,522.0
8.01,419.4,522.0
8.51,419.4,522.0
9.01,419.4,522.0
9.51,419.4,522.0
10.01,419.4,522.0
10.51,419.4,522.0
11.01,419.4,522.0
11.51,419.4,522.0
12.01,437.1,522.0
12.51,419.4,522.0
13.01,419.4,522.0
13.51,419.4,522.0
14.01,419.4,522.0
14.51,419.4,522.0
15.01,419.4,522.0
15.51,419.4,522.0
16.01,419.4,522.0
16.51,419.4,522.0
17.01,419.4,522.0
17.51,419.4,522.0
18.01,419.4,522.0
18.51,422.1,522.0
19.01,419.4,522.0
19.51,419.4,522.0
20.02,441.6,522.0
20.52,419.4,522.0
21.02,419.4,522.0
21.52,419.4,522.0
22.02,419.4,522.0
22.52,419.4,522.0
23.02,419.4,522.0
23.52,419.4,522.0
24.02,419.4,522.0
24.52,419.4,522.0
25.02,419.4,522.0
25.52,419.4,522.0
26.02,419.4,522.0
26.52,439.1,522.0
27.02,419.4,522.0
27.52,419.4,522.0
28.02,436.1,522.0
28.52,419.4,522.0
29.02,419.4,522.0
29.52,419.4,522.0
30.02,419.4,522.0
30.52,419.4,522.0
31.02,443.2,522.0
31.52,419.4,522.0
32.02,419.4,522.0
32.53,437.6,522.0
33.03,419.4,522.0
33.53,419.4,522.0
34.03,451.1,522.0
34.53,419.4,522.0
35.03,419.4,522.0
35.53,436.1,522.0
36.03,419.4,522.0
36.53,419.4,522.0
37.03,419.4,522.0
37.53,419.4,522.0
38.03,419.4,522.0
38.53,419.4,522.0
39.03,419.4,522.0
39.53,419.4,522.0
40.03,419.4,522.0
40.53,419.4,522.0
41.03,419.4,522.0
41.53,419.4,522.0
42.03,419.4,522.0
42.53,419.4,522.0
43.03,419.4,522.0
43.53,419.4,522.0
44.03,419.4,522.0
44.53,419.4,522.0
45.03,419.4,522.0
45.54,419.4,522.0
46.04,419.4,522.0
46.54,419.4,522.0
47.04,419.4,522.0
47.54,419.4,522.0
48.04,419.4,522.0
48.54,419.4,522.0
49.04,419.4,522.0
49.54,419.4,522.0
50.04,419.4,522.0
50.54,419.4,522.0
51.04,419.4,522.0
51.54,419.4,522.0
52.04,419.4,522.0
52.54,419.4,522.0
53.04,419.4,522.0
53.54,419.4,522.0
54.04,417.4,522.0
54.54,419.4,522.0
55.04,419.4,522.0
55.54,436.1,522.0
56.04,419.4,522.0
56.54,419.4,522.0
57.04,419.4,522.0
57.54,419.4,522.0
58.05,419.4,522.0
58.55,419.4,522.0
59.05,419.4,522.0
59.55,419.4,522.0
