task,device_url,n_requests,throughput_rps,avg_latency_ms,error
flores,local://instance-0,727,12.116666666666667,82.58924818760427,
conll2003,local://instance-0,727,12.116666666666667,82.5915011939845,
cnn_dailymail,local://instance-0,727,12.116666666666667,82.58948890182306,
sst2,local://instance-0,727,12.116666666666667,82.5909817235178,
squad,local://instance-0,727,12.116666666666667,82.59034484747843,
ag_news,local://instance-0,727,12.116666666666667,82.5936649983654,
