task,send_elapsed_s,latency_ms,server_exec_ms,worker_id,has_adapter
ecgclass,0.0002,400.367,396.468,0,1
ecgclass__app1,0.0004,772.421,399.206,0,1
ecgclass__app5,0.0006,773.802,400.373,0,1
ecgclass__app3,0.0005,774.250,400.827,0,1
ecgclass__app2,0.0004,774.432,401.126,0,1
ecgclass__app6,0.0007,774.497,401.163,0,1
ecgclass__app4,0.0006,774.701,401.374,0,1
ecgclass__app7,0.0007,775.076,402.641,0,1
ecgclass__app8,0.0020,773.885,402.706,0,1
ecgclass__app9,0.0022,774.852,403.941,0,1
ecgclass,0.4006,419.447,60.856,0,1
ecgclass__app4,0.7753,420.206,387.234,0,1
ecgclass__app7,0.7758,419.782,387.315,0,1
ecgclass__app1,0.7728,423.272,387.650,0,1
ecgclass__app2,0.7749,421.311,387.716,0,1
ecgclass__app5,0.7744,421.813,387.742,0,1
ecgclass__app3,0.7748,421.869,388.360,0,1
ecgclass__app6,0.7752,421.515,388.738,0,1
ecgclass__app8,0.7759,420.823,388.853,0,1
ecgclass__app9,0.7770,420.216,389.708,0,1
ecgclass,0.8201,420.867,61.805,0,1
ecgclass__app4,1.1955,417.600,384.211,0,1
ecgclass__app3,1.1967,416.628,384.479,0,1
ecgclass__app5,1.1963,417.357,384.691,0,1
ecgclass__app1,1.1961,418.030,384.770,0,1
ecgclass__app6,1.1967,417.507,385.363,0,1
ecgclass__app9,1.1972,417.054,385.453,0,1
ecgclass__app2,1.1962,418.173,385.600,0,1
ecgclass__app8,1.1968,418.287,386.798,0,1
ecgclass__app7,1.1956,420.878,388.655,0,1
ecgclass,1.2409,418.012,62.204,0,1
ecgclass__app3,1.6133,418.314,384.662,0,1
ecgclass__app8,1.6151,416.722,384.931,0,1
ecgclass__app7,1.6165,415.688,385.397,0,1
ecgclass__app4,1.6131,419.684,385.921,0,1
ecgclass__app6,1.6142,418.690,386.018,0,1
ecgclass__app9,1.6143,418.947,386.244,0,1
ecgclass__app2,1.6144,419.283,387.077,0,1
ecgclass__app5,1.6136,420.641,387.736,0,1
ecgclass__app1,1.6141,420.442,387.931,0,1
ecgclass,1.6590,418.110,60.660,0,1
ecgclass__app8,2.0318,413.807,380.751,0,1
ecgclass__app2,2.0337,412.605,381.253,0,1
ecgclass__app4,2.0328,413.695,381.548,0,1
ecgclass__app1,2.0346,412.588,381.963,0,1
ecgclass__app7,2.0322,415.529,382.841,0,1
ecgclass__app5,2.0343,414.157,383.610,0,1
ecgclass__app6,2.0329,416.692,384.827,0,1
ecgclass__app3,2.0316,418.183,385.011,0,1
ecgclass__app9,2.0333,416.812,385.320,0,1
ecgclass,2.0771,414.773,61.138,0,1
ecgclass__app2,2.4463,420.664,386.822,0,1
ecgclass__app9,2.4501,417.000,386.917,0,1
ecgclass__app5,2.4485,419.019,387.158,0,1
ecgclass__app6,2.4496,418.073,387.529,0,1
ecgclass__app4,2.4465,421.249,387.632,0,1
ecgclass__app1,2.4472,420.859,387.717,0,1
ecgclass__app7,2.4478,420.666,388.669,0,1
ecgclass__app8,2.4456,423.128,388.948,0,1
ecgclass__app3,2.4498,419.206,389.302,0,1
ecgclass,2.4919,420.067,60.954,0,1
ecgclass__app6,2.8677,413.917,381.381,0,1
ecgclass__app1,2.8681,413.728,381.499,0,1
ecgclass__app4,2.8678,414.807,382.763,0,1
ecgclass__app2,2.8670,416.211,382.979,0,1
ecgclass__app7,2.8684,415.052,383.154,0,1
ecgclass__app3,2.8691,414.549,383.272,0,1
ecgclass__app8,2.8687,415.324,383.615,0,1
ecgclass__app5,2.8675,416.685,383.685,0,1
ecgclass__app9,2.8671,417.341,383.764,0,1
ecgclass,2.9120,416.020,61.756,0,1
ecgclass__app8,3.2841,420.110,389.156,0,1
ecgclass__app3,3.2836,421.616,390.299,0,1
ecgclass__app6,3.2817,424.555,390.643,0,1
ecgclass__app2,3.2832,423.355,391.110,0,1
ecgclass__app9,3.2845,422.289,391.186,0,1
ecgclass__app1,3.2818,425.560,392.267,0,1
ecgclass__app7,3.2835,424.110,392.345,0,1
ecgclass__app5,3.2842,423.625,392.402,0,1
ecgclass__app4,3.2826,425.803,393.545,0,1
