task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
nyudepth,no_sharing,0.0001,295.9003,286.3174,199.7808,0.0021,86.2121,2.9783,9.5829
nyudepth,no_sharing,0.2419,86.3318,30.4075,4.4799,0.0008,25.7637,50.9224,55.9244
nyudepth,no_sharing,0.4744,51.2364,44.9108,4.0161,0.0011,40.6862,1.7755,6.3256
nyudepth,no_sharing,0.7128,33.5016,28.0338,3.9812,0.0012,23.827,1.5435,5.4678
nyudepth,no_sharing,0.7414,50.1573,42.6134,3.4947,0.0011,38.9762,3.0007,7.5439
nyudepth,no_sharing,0.7494,88.0361,44.4413,3.7377,0.0008,40.3715,39.7296,43.5948
nyudepth,no_sharing,0.8945,33.1163,27.8489,4.0549,0.0014,23.5977,1.2729,5.2675
nyudepth,no_sharing,1.0359,33.1204,27.5913,4.0221,0.0012,23.3472,1.5056,5.5291
nyudepth,no_sharing,1.3488,32.9647,27.8606,4.0456,0.0009,23.6046,1.1871,5.1041
nyudepth,no_sharing,1.3563,57.8687,30.7051,3.4628,0.0008,27.0883,23.1621,27.1636
nyudepth,no_sharing,1.4612,70.446,62.6645,3.9997,0.0011,58.4515,1.188,7.7815
nyudepth,no_sharing,1.468,123.9564,60.1846,4.1221,0.001,55.9029,58.7232,63.7718
nyudepth,no_sharing,1.5779,75.778,59.9736,3.7874,0.0009,56.0024,11.6992,15.8044
nyudepth,no_sharing,1.7509,34.339,27.7766,3.993,0.0011,23.5513,2.5537,6.5623
nyudepth,no_sharing,1.7883,32.886,28.1087,3.5371,0.001,24.4198,0.8142,4.7773
nyudepth,no_sharing,1.9124,32.855,27.543,3.9937,0.0013,23.3427,1.327,5.3121
nyudepth,no_sharing,1.9271,162.2434,141.9024,14.1966,0.0009,63.7709,16.3758,20.3409
nyudepth,no_sharing,1.936,155.6334,141.9024,14.1966,0.0009,63.7709,7.4577,13.731
nyudepth,no_sharing,1.9678,175.5881,50.3558,4.3448,0.0015,22.9178,121.0983,125.2323
nyudepth,no_sharing,2.0582,88.3553,50.3558,4.3448,0.0015,22.9178,30.7002,37.9995
nyudepth,no_sharing,2.0998,76.3023,29.6961,4.3758,0.0009,25.1399,42.6872,46.6062
nyudepth,no_sharing,2.2245,63.1688,55.898,3.9916,0.0011,51.7085,2.4006,7.2708
nyudepth,no_sharing,2.2468,77.3125,32.444,3.7637,0.0013,28.5187,40.8621,44.8684
nyudepth,no_sharing,2.4303,59.0162,53.3905,4.0093,0.0013,49.1853,1.4327,5.6258
nyudepth,no_sharing,2.5543,65.6817,56.555,4.0281,0.0015,52.3406,4.7064,9.1267
nyudepth,no_sharing,2.62,34.5347,29.2272,3.7714,0.0013,25.2864,1.3225,5.3075
nyudepth,no_sharing,2.6607,40.2737,35.2746,3.5687,0.001,31.544,0.9449,4.9991
nyudepth,no_sharing,2.706,63.4546,58.1188,3.6321,0.001,54.318,1.0724,5.3359
nyudepth,no_sharing,2.7136,164.8304,103.5591,4.116,0.001,49.6317,53.3936,61.2713
nyudepth,no_sharing,2.7316,146.8091,103.5591,4.116,0.001,49.6317,35.3651,43.25
nyudepth,no_sharing,2.7995,181.0739,98.8215,4.0585,0.001,47.2809,78.3627,82.2524
nyudepth,no_sharing,2.8393,143.9867,98.8215,4.0585,0.001,47.2809,38.4972,45.1652
nyudepth,no_sharing,2.9665,47.961,29.8,3.9763,0.0012,25.6384,13.2709,18.161
nyudepth,no_sharing,3.0356,46.2825,39.6606,3.7648,0.0008,35.7243,2.1408,6.6219
nyudepth,no_sharing,3.0602,69.3617,43.215,3.6674,0.0012,39.3956,21.8039,26.1467
