task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,2,1,0.0001,0.3537,353.5635,353.5635,349.5724,321.3379,0.0029,2.3742,3.9911,1775525398131538635,0
ecgclass,2,1,0.3537,0.3967,42.9628,42.9628,40.1987,39.1658,0.0015,1.7724,2.7641,1775525398484531818,0
ecgclass,2,1,0.3967,0.4518,55.1333,55.1333,52.541,51.5409,0.0015,1.559,2.5923,1775525398527296886,0
ecgclass,2,1,0.4518,0.5067,54.8611,54.8611,52.2152,51.2337,0.0015,1.5988,2.6459,1775525398582485692,0
ecgclass,2,1,0.5067,0.5625,55.7714,55.7714,53.0961,52.0262,0.0015,1.6584,2.6753,1775525398637421662,0
ecgclass,2,1,0.5625,0.6168,54.2974,54.2974,51.3017,50.3315,0.0014,1.9693,2.9957,1775525398693519736,0
ecgclass,2,1,0.6168,0.6719,55.1207,55.1207,52.5023,51.5316,0.0014,1.5519,2.6185,1775525398747415509,0
ecgclass,2,1,0.6719,0.727,55.0122,55.0122,52.3771,51.4024,0.0015,1.5631,2.6351,1775525398802563422,0
ecgclass,2,1,0.727,0.7824,55.4194,55.4194,52.909,51.9364,0.0015,1.5099,2.5104,1775525398857537731,0
ecgclass,2,1,0.7824,0.837,54.565,54.565,52.0539,51.0772,0.0014,1.5943,2.511,1775525398913057544,0
ecgclass,2,1,0.837,0.8922,55.1755,55.1755,52.6183,51.6155,0.0014,1.5283,2.5573,1775525398967571953,0
ecgclass,2,1,0.8922,0.9474,55.1953,55.1953,52.625,51.616,0.0013,1.5824,2.5703,1775525399022817196,0
ecgclass,2,1,0.9474,1.0029,55.5427,55.5427,52.9866,51.7492,0.0014,1.55,2.5561,1775525399077996125,0
ecgclass,2,1,1.0029,1.0583,55.3777,55.3777,52.8108,51.8516,0.0015,1.59,2.567,1775525399133594480,0
ecgclass,2,1,1.0583,1.1125,54.1954,54.1954,51.6399,50.6779,0.0015,1.5626,2.5555,1775525399188960676,0
ecgclass,2,1,1.1126,1.1674,54.8558,54.8558,52.3734,51.4085,0.0015,1.5695,2.4824,1775525399243178787,0
ecgclass,2,1,1.1674,1.2226,55.1293,55.1293,52.5709,51.6034,0.0015,1.565,2.5584,1775525399298046254,0
ecgclass,2,1,1.2226,1.2778,55.1965,55.1965,52.6681,51.6981,0.0015,1.5504,2.5284,1775525399353177153,0
ecgclass,2,1,1.2778,1.3328,54.9912,54.9912,52.4162,51.4511,0.0014,1.5943,2.575,1775525399408433683,0
ecgclass,2,1,1.3328,1.388,55.2249,55.2249,52.6712,51.6708,0.0015,1.5066,2.5537,1775525399463353882,0
ecgclass,2,1,1.388,1.4432,55.1264,55.1264,52.5521,51.5448,0.0016,1.5464,2.5743,1775525399518634878,0
ecgclass,2,1,1.4432,1.4986,55.4376,55.4376,52.7993,51.4575,0.0016,1.6592,2.6382,1775525399573890106,0
ecgclass,2,1,1.4986,1.554,55.4106,55.4106,52.781,51.8264,0.0015,1.6217,2.6296,1775525399629306508,0
ecgclass,2,1,1.5541,1.6088,54.7025,54.7025,52.1844,51.213,0.0014,1.529,2.5181,1775525399684640880,0
ecgclass,2,1,1.6088,1.6639,55.1202,55.1202,52.5775,51.6044,0.0014,1.5502,2.5427,1775525399739380475,0
ecgclass,2,1,1.6639,1.7185,54.5523,54.5523,51.9899,51.0269,0.0015,1.5879,2.5624,1775525399794555754,0
ecgclass,2,1,1.7185,1.7736,55.1109,55.1109,52.5299,51.5587,0.0015,1.5604,2.5811,1775525399849096437,0
ecgclass,2,1,1.7736,1.8287,55.0883,55.0883,52.5773,51.6092,0.0014,1.4844,2.511,1775525399904147704,0
ecgclass,2,1,1.8287,1.8838,55.0859,55.0859,52.5215,51.5595,0.0014,1.5471,2.5643,1775525399959314460,0
ecgclass,2,1,1.8838,1.939,55.1693,55.1693,52.4493,51.4854,0.0015,1.6861,2.7201,1775525400014555301,0
ecgclass,2,1,1.939,1.9939,54.8754,54.8754,52.329,51.3538,0.0016,1.5388,2.5464,1775525400069593104,0
ecgclass,2,1,1.9939,2.0504,56.4692,56.4692,53.8715,52.4879,0.0014,1.5612,2.5977,1775525400124506935,0
ecgclass,2,1,2.0504,2.1045,54.1673,54.1673,51.5759,50.5981,0.0015,1.5669,2.5914,1775525400180998470,0
ecgclass,2,1,2.1046,2.1591,54.5416,54.5416,52.0492,51.077,0.0015,1.5118,2.4924,1775525400235127280,0
ecgclass,2,1,2.1591,2.2143,55.1531,55.1531,52.5759,51.6062,0.0016,1.5717,2.5773,1775525400289744730,0
ecgclass,2,1,2.2143,2.2694,55.141,55.141,52.5419,51.5318,0.0015,1.5826,2.599,1775525400344924739,0
ecgclass,2,1,2.2694,2.3243,54.8389,54.8389,52.2442,51.2839,0.0015,1.5473,2.5947,1775525400400046499,0
ecgclass,2,1,2.3243,2.3795,55.1603,55.1603,52.6263,51.6639,0.0015,1.5192,2.534,1775525400454873596,0
ecgclass,2,1,2.3795,2.4345,55.0539,55.0539,52.5151,51.5556,0.0015,1.5757,2.5389,1775525400510106439,0
ecgclass,2,1,2.4345,2.4897,55.1279,55.1279,52.593,51.6253,0.0014,1.5142,2.5349,1775525400565114847,0
ecgclass,2,1,2.4897,2.545,55.3589,55.3589,52.8343,51.8637,0.0015,1.5416,2.5246,1775525400620286766,0
ecgclass,2,1,2.5451,2.5997,54.6174,54.6174,52.0653,51.0661,0.0015,1.5349,2.5521,1775525400675656326,0
ecgclass,2,1,2.5997,2.6552,55.4588,55.4588,52.857,51.4573,0.0015,1.6165,2.6018,1775525400730371659,0
ecgclass,2,1,2.6552,2.7102,54.9979,54.9979,52.4499,51.4769,0.0014,1.5738,2.5481,1775525400785803840,0
ecgclass,2,1,2.7102,2.7648,54.5914,54.5914,52.0566,51.0934,0.0016,1.5452,2.5349,1775525400840788997,0
ecgclass,2,1,2.7648,2.82,55.2096,55.2096,52.6751,51.7099,0.0014,1.5149,2.5346,1775525400895366614,0
ecgclass,2,1,2.82,2.8753,55.2826,55.2826,52.764,51.7811,0.0014,1.5399,2.5186,1775525400950617002,0
ecgclass,2,1,2.8753,2.9299,54.5945,54.5945,52.0889,51.1269,0.0015,1.5576,2.5056,1775525401005933207,0
ecgclass,2,1,2.9299,2.9851,55.1431,55.1431,52.6046,51.6282,0.0015,1.5476,2.5385,1775525401060533741,0
ecgclass,2,1,2.9851,3.041,55.8937,55.8937,52.5563,51.5972,0.0016,1.4718,3.3374,1775525401115617279,0
ecgclass,2,1,3.041,3.0953,54.2696,54.2696,51.7458,50.7814,0.0015,1.5535,2.5238,1775525401171608849,0
ecgclass,2,1,3.0953,3.1504,55.0699,55.0699,52.4791,51.5136,0.0015,1.616,2.5909,1775525401225956702,0
ecgclass,2,1,3.1504,3.2058,55.3882,55.3882,52.8776,51.4641,0.0016,1.6131,2.5106,1775525401281040091,0
ecgclass,2,1,3.2058,3.2604,54.6284,54.6284,52.1147,51.1488,0.0013,1.5254,2.5137,1775525401336357629,0
ecgclass,2,1,3.2604,3.3156,55.1336,55.1336,52.589,51.6264,0.0014,1.5693,2.5446,1775525401391046267,0
ecgclass,2,1,3.3156,3.3707,55.1002,55.1002,52.6327,51.6578,0.0015,1.4939,2.4675,1775525401446120286,0
ecgclass,2,1,3.3707,3.4256,54.9109,54.9109,52.4038,51.4181,0.0015,1.5335,2.5071,1775525401501276258,0
ecgclass,2,1,3.4256,3.4807,55.1176,55.1176,52.6141,51.6512,0.0016,1.5154,2.5035,1775525401556185446,0
ecgclass,2,1,3.4807,3.5357,54.9793,54.9793,52.4551,51.4955,0.0015,1.5516,2.5243,1775525401611355398,0
ecgclass,2,1,3.5357,3.5908,55.079,55.079,52.5197,51.5651,0.0014,1.6046,2.5593,1775525401666404031,0
ecgclass,2,1,3.5908,3.6458,55.0013,55.0013,52.498,51.538,0.0014,1.513,2.5032,1775525401721407441,0
ecgclass,2,1,3.6459,3.701,55.1748,55.1748,52.6363,51.6588,0.0015,1.5664,2.5385,1775525401776477943,0
ecgclass,2,1,3.701,3.7565,55.4893,55.4893,52.8761,51.47,0.0014,1.6215,2.6132,1775525401831723994,0
ecgclass,2,1,3.7566,3.8111,54.543,54.543,52.0621,51.0957,0.0014,1.5059,2.481,1775525401887113685,0
ecgclass,2,1,3.8111,3.8662,55.0785,55.0785,52.5306,51.5651,0.0015,1.5707,2.5479,1775525401941737604,0
ecgclass,2,1,3.8662,3.9213,55.1386,55.1386,52.6857,51.7052,0.0015,1.4772,2.4529,1775525401996739579,0
ecgclass,2,1,3.9214,3.9765,55.1529,55.1529,52.5998,51.6316,0.0014,1.5635,2.5531,1775525402051980980,0
ecgclass,2,1,3.9765,4.0316,55.0897,55.0897,52.5832,51.6081,0.0014,1.529,2.5065,1775525402107115294,0
ecgclass,2,1,4.0316,4.0867,55.0809,55.0809,52.5073,51.5489,0.0014,1.5941,2.5735,1775525402162286132,0
ecgclass,2,1,4.0867,4.1419,55.1627,55.1627,52.6256,51.6613,0.0015,1.5764,2.537,1775525402217365624,0
ecgclass,2,1,4.1419,4.1988,56.9024,56.9024,54.3977,53.4178,0.0015,1.5185,2.5047,1775525402272486079,0
ecgclass,2,1,4.1988,4.252,53.1998,53.1998,50.689,49.7198,0.0015,1.5142,2.5108,1775525402329400530,0
ecgclass,2,1,4.252,4.307,54.965,54.965,52.4565,51.4571,0.0015,1.5345,2.5085,1775525402382636599,0
ecgclass,2,1,4.307,4.3624,55.3482,55.3482,52.7629,51.3513,0.0015,1.606,2.5853,1775525402437689443,0
ecgclass,2,1,4.3624,4.4171,54.7323,54.7323,52.1669,51.0848,0.0015,1.5962,2.5654,1775525402493044176,0
