task,send_time_s,latency_ms
ecgclass,0.0001,379.035
ecgclass,0.0488,425.979
ecgclass,0.0955,379.378
ecgclass,0.1433,331.568
ecgclass,0.1486,409.370
ecgclass,0.1508,407.140
ecgclass,0.1791,378.856
ecgclass,0.2078,455.281
ecgclass,0.2698,393.343
ecgclass,0.2722,391.012
ecgclass,0.2931,466.519
ecgclass,0.2943,465.270
ecgclass,0.3156,443.959
ecgclass,0.3507,509.744
ecgclass,0.3580,502.541
ecgclass,0.3834,477.145
ecgclass,0.3859,573.678
ecgclass,0.3883,571.376
ecgclass,0.3940,565.651
ecgclass,0.4126,644.936
ecgclass,0.4201,637.557
ecgclass,0.4454,612.275
ecgclass,0.4497,712.173
ecgclass,0.4871,674.861
ecgclass,0.5109,651.069
ecgclass,0.5253,735.865
ecgclass,0.5330,728.131
ecgclass,0.5416,719.545
ecgclass,0.5446,814.266
ecgclass,0.5470,811.882
ecgclass,0.5601,798.767
ecgclass,0.5678,895.579
ecgclass,0.5932,870.280
ecgclass,0.6079,855.604
ecgclass,0.6125,952.150
ecgclass,0.6228,941.882
ecgclass,0.6344,930.300
ecgclass,0.6416,1020.882
ecgclass,0.6481,1014.429
ecgclass,0.6653,997.235
ecgclass,0.6717,1095.189
ecgclass,0.6979,1069.032
ecgclass,0.7259,1041.021
ecgclass,0.7481,1115.642
ecgclass,0.7495,1114.279
ecgclass,0.7720,1091.760
ecgclass,0.7986,1162.511
ecgclass,0.8213,1139.853
ecgclass,0.8265,1134.644
ecgclass,0.8328,1229.755
ecgclass,0.8362,1226.329
ecgclass,0.8440,1218.615
ecgclass,0.8440,1315.778
ecgclass,0.8473,1312.521
ecgclass,0.8747,1285.181
ecgclass,0.9538,1303.964
ecgclass,0.9651,1292.775
ecgclass,0.9706,1287.301
ecgclass,0.9790,1383.482
ecgclass,0.9854,1377.132
ecgclass,0.9888,1373.740
ecgclass,1.0102,1450.172
ecgclass,1.0371,1423.282
ecgclass,1.0679,1392.546
ecgclass,1.1753,1382.263
ecgclass,1.2161,1341.531
ecgclass,1.2484,1309.207
ecgclass,1.2694,1393.076
ecgclass,1.2819,1380.561
ecgclass,1.2822,1380.300
ecgclass,1.3015,1457.570
ecgclass,1.3141,1444.984
ecgclass,1.3438,1415.333
ecgclass,1.3847,1470.462
ecgclass,1.3911,1464.140
ecgclass,1.3924,1462.852
ecgclass,1.4117,1546.933
ecgclass,1.4616,1497.070
ecgclass,1.4782,1480.464
ecgclass,1.5215,1534.311
ecgclass,1.5359,1519.927
ecgclass,1.5626,1493.223
ecgclass,1.5678,1590.583
ecgclass,1.5711,1587.306
ecgclass,1.5736,1584.910
ecgclass,1.5758,1684.519
ecgclass,1.5771,1683.246
ecgclass,1.6112,1649.197
ecgclass,1.6215,1737.376
ecgclass,1.6284,1730.501
ecgclass,1.6469,1711.989
ecgclass,1.6504,1813.079
ecgclass,1.6891,1774.374
ecgclass,1.7158,1747.702
ecgclass,1.7212,1840.340
ecgclass,1.7256,1835.921
ecgclass,1.7360,1825.579
ecgclass,1.7416,1917.296
ecgclass,1.7439,1915.022
ecgclass,1.7542,1904.732
ecgclass,1.7985,1965.413
ecgclass,1.8188,1945.091
ecgclass,1.8810,1882.924
ecgclass,1.9211,1941.730
ecgclass,1.9434,1919.438
ecgclass,1.9809,1881.995
ecgclass,1.9965,1964.329
ecgclass,2.0163,1944.541
ecgclass,2.0249,1936.076
ecgclass,2.0291,2036.223
ecgclass,2.0720,1993.388
ecgclass,2.0742,1991.139
ecgclass,2.0785,2084.337
ecgclass,2.0845,2078.394
ecgclass,2.1038,2059.101
ecgclass,2.1121,2148.697
ecgclass,2.1264,2134.434
ecgclass,2.1693,2091.538
ecgclass,2.1999,2165.296
ecgclass,2.2236,2141.685
ecgclass,2.2260,2139.237
ecgclass,2.2502,2211.780
ecgclass,2.2590,2203.008
ecgclass,2.2623,2199.747
ecgclass,2.2696,2290.546
ecgclass,2.2709,2289.228
ecgclass,2.2902,2269.928
ecgclass,2.3096,2355.004
ecgclass,2.3149,2349.666
ecgclass,2.3163,2348.304
ecgclass,2.3707,2390.959
ecgclass,2.3863,2375.444
ecgclass,2.4168,2344.859
ecgclass,2.4232,2433.458
ecgclass,2.4575,2399.102
ecgclass,2.4899,2366.735
ecgclass,2.4913,2466.943
ecgclass,2.6003,2357.947
ecgclass,2.6146,2343.599
ecgclass,2.6419,2413.043
ecgclass,2.6462,2408.726
ecgclass,2.6666,2388.379
ecgclass,2.6719,2487.563
ecgclass,2.7046,2454.912
ecgclass,2.7150,2444.556
