task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing_tpc,5993,10.1576,19249.511,15335.738,42815.061,46504.705,3194.032,3185.429,0.003,0.258,15989.47,0.0,16055.479
vocseg,no_sharing_tpc,5925,10.0424,25305.225,26019.138,45409.893,47571.393,3221.678,3162.544,0.003,1.905,22017.472,0.0,22083.547
