task,t_center,count,throughput_rps,p50_ms,p99_ms,mean_ms
exchangefore,0.5,6,6.0,80.2154541015625,121.38832807540894,87.6083771387736
exchangefore,1.5,5,5.0,61.54298782348633,103.18408966064453,69.03204917907715
exchangefore,2.5,5,5.0,64.54658508300781,95.50080299377441,71.42271995544434
exchangefore,3.5,2,2.0,71.19560241699219,90.4930067062378,71.19560241699219
exchangefore,4.5,5,5.0,73.46034049987793,109.65885162353517,74.65910911560059
exchangefore,5.5,3,3.0,88.7155532836914,110.57726860046387,83.24996630350749
exchangefore,6.5,7,7.0,53.68161201477051,96.73157691955565,62.806776591709685
exchangefore,7.5,7,7.0,57.77883529663086,105.20609855651853,68.4279373713902
exchangefore,8.5,1,1.0,65.23847579956055,65.23847579956055,65.23847579956055
exchangefore,9.5,5,5.0,57.31081962585449,68.68788719177246,58.28232765197754
exchangefore,10.5,6,6.0,68.56727600097656,104.66440916061403,72.84156481424968
exchangefore,11.5,3,3.0,84.47384834289551,88.94147396087646,76.34949684143066
exchangefore,12.5,9,9.0,57.491302490234375,86.9602108001709,66.16285112169054
exchangefore,13.5,7,7.0,74.59497451782227,107.09088802337646,77.14200019836426
exchangefore,14.5,3,3.0,54.81886863708496,95.51933288574219,67.6124095916748
exchangefore,15.5,3,3.0,80.86323738098145,84.16541576385498,73.49673906962077
exchangefore,16.5,11,11.0,47.09935188293457,95.29862403869629,56.61155960776589
exchangefore,17.5,3,3.0,55.860280990600586,62.77305603027343,58.190107345581055
exchangefore,18.5,12,12.0,119.73929405212402,187.02799558639526,122.87116050720215
exchangefore,19.5,8,8.0,85.50906181335449,105.43053150177002,85.07835865020752
exchangefore,20.5,15,15.0,64.2693042755127,106.03003501892088,71.13887468973796
exchangefore,21.5,11,11.0,55.63092231750488,104.87902164459229,65.54174423217773
exchangefore,22.5,5,5.0,62.657833099365234,87.87243843078613,66.19071960449219
exchangefore,23.5,11,11.0,52.03604698181152,109.24720764160158,65.4266747561368
exchangefore,24.5,6,6.0,59.82387065887451,92.55173206329344,66.7481819788615
