task,device,t_center,count,throughput_rps,p50_ms,p99_ms
exchangefore,192.168.245.193:8000,107.5,4,4.0,93.05346012115479,107.14809179306029
exchangefore,192.168.245.193:8000,108.5,7,7.0,75.35696029663086,93.00624370574951
exchangefore,192.168.245.193:8000,109.5,8,8.0,87.82529830932617,140.8679437637329
exchangefore,192.168.245.193:8000,110.5,3,3.0,117.28715896606444,135.7333755493164
exchangefore,192.168.245.193:8000,111.5,6,6.0,89.81192111968994,139.77744579315186
exchangefore,192.168.245.193:8000,112.5,8,8.0,87.84794807434082,132.44183540344238
exchangefore,192.168.245.193:8000,113.5,5,5.0,94.88439559936523,139.80188369750977
exchangefore,192.168.245.193:8000,114.5,4,4.0,113.14284801483154,143.06591033935547
exchangefore,192.168.245.193:8000,115.5,8,8.0,89.65015411376953,141.9497537612915
exchangefore,192.168.245.193:8000,116.5,4,4.0,71.49779796600342,87.98550367355347
exchangefore,192.168.245.193:8000,117.5,5,5.0,82.07464218139648,102.8872585296631
exchangefore,192.168.245.193:8000,118.5,5,5.0,77.57759094238281,106.51782989501952
exchangefore,192.168.245.193:8000,119.5,4,4.0,68.75574588775635,106.24291896820067
exchangefore,192.168.245.193:8000,120.5,1,1.0,122.15042114257812,122.15042114257812
nyudepth,192.168.245.194:8000,0.5,9,9.0,44.87371444702149,72.79716491699219
nyudepth,192.168.245.194:8000,1.5,8,8.0,43.103933334350586,73.8831043243408
nyudepth,192.168.245.194:8000,2.5,3,3.0,43.01047325134277,43.43735218048096
nyudepth,192.168.245.194:8000,3.5,7,7.0,43.216705322265625,54.09510135650635
nyudepth,192.168.245.194:8000,4.5,6,6.0,44.586896896362305,64.48872089385986
nyudepth,192.168.245.194:8000,5.5,7,7.0,40.80033302307129,61.63256168365478
nyudepth,192.168.245.194:8000,6.5,8,8.0,61.18881702423096,168.45247507095337
nyudepth,192.168.245.194:8000,7.5,7,7.0,76.31444931030273,93.01540851593018
nyudepth,192.168.245.194:8000,8.5,6,6.0,42.27042198181152,43.22056770324707
nyudepth,192.168.245.194:8000,9.5,6,6.0,45.464515686035156,56.592679023742676
nyudepth,192.168.245.194:8000,10.5,10,10.0,42.1062707901001,57.09964752197266
nyudepth,192.168.245.194:8000,11.5,13,13.0,43.14327239990234,69.9843692779541
nyudepth,192.168.245.194:8000,12.5,2,2.0,44.00169849395752,48.92085313796997
nyudepth,192.168.245.194:8000,13.5,8,8.0,51.93281173706055,81.86833620071411
nyudepth,192.168.245.194:8000,14.5,4,4.0,41.12875461578369,43.33524465560913
nyudepth,192.168.245.194:8000,15.5,5,5.0,42.49000549316406,71.04150772094727
nyudepth,192.168.245.194:8000,16.5,4,4.0,42.533278465270996,42.80529022216797
nyudepth,192.168.245.194:8000,17.5,3,3.0,44.50440406799317,44.912357330322266
nyudepth,192.168.245.194:8000,18.5,5,5.0,42.42920875549317,56.268091201782234
nyudepth,192.168.245.194:8000,19.5,4,4.0,44.213056564331055,69.39962148666382
nyudepth,192.168.245.194:8000,20.5,3,3.0,42.46282577514648,43.4871482849121
nyudepth,192.168.245.194:8000,21.5,6,6.0,42.722225189208984,46.875834465026855
nyudepth,192.168.245.194:8000,22.5,4,4.0,41.82016849517822,42.435195446014404
nyudepth,192.168.245.194:8000,23.5,5,5.0,42.32144355773926,43.85685920715332
nyudepth,192.168.245.194:8000,24.5,5,5.0,42.77777671813965,52.50653266906738
nyudepth,192.168.245.194:8000,25.5,8,8.0,43.11072826385498,68.77209901809692
nyudepth,192.168.245.194:8000,26.5,5,5.0,44.22783851623535,50.25341033935547
nyudepth,192.168.245.194:8000,27.5,2,2.0,42.25504398345947,42.4091362953186
nyudepth,192.168.245.194:8000,28.5,3,3.0,42.39940643310547,42.58235454559326
nyudepth,192.168.245.194:8000,29.5,9,9.0,42.42587089538574,73.47920417785645
nyudepth,192.168.245.194:8000,30.5,3,3.0,40.87948799133301,50.03623962402344
nyudepth,192.168.245.194:8000,31.5,1,1.0,42.133331298828125,42.133331298828125
nyudepth,192.168.245.194:8000,32.5,5,5.0,39.31140899658203,43.134050369262695
nyudepth,192.168.245.194:8000,33.5,7,7.0,36.1318588256836,54.29944515228271
nyudepth,192.168.245.194:8000,34.5,3,3.0,39.51001167297363,40.70887088775635
nyudepth,192.168.245.194:8000,35.5,5,5.0,42.00887680053711,45.783138275146484
nyudepth,192.168.245.194:8000,36.5,7,7.0,37.54329681396485,57.96913623809814
nyudepth,192.168.245.194:8000,37.5,8,8.0,44.05403137207031,62.12882995605469
nyudepth,192.168.245.194:8000,38.5,7,7.0,38.69485855102539,56.42716407775878
nyudepth,192.168.245.194:8000,39.5,2,2.0,42.197346687316895,43.273189067840576
nyudepth,192.168.245.194:8000,40.5,5,5.0,49.41916465759277,52.348384857177734
nyudepth,192.168.245.194:8000,41.5,5,5.0,45.601844787597656,49.88975524902344
nyudepth,192.168.245.194:8000,42.5,8,8.0,52.09171772003174,76.70762538909912
nyudepth,192.168.245.194:8000,43.5,4,4.0,39.459228515625,41.650471687316895
nyudepth,192.168.245.194:8000,44.5,3,3.0,43.07174682617188,45.1727294921875
nyudepth,192.168.245.194:8000,45.5,3,3.0,43.68948936462402,44.2264175415039
nyudepth,192.168.245.194:8000,46.5,5,5.0,48.5079288482666,62.173118591308594
nyudepth,192.168.245.194:8000,47.5,6,6.0,39.02256488800049,39.49384689331055
nyudepth,192.168.245.194:8000,48.5,5,5.0,39.88456726074219,55.340566635131836
nyudepth,192.168.245.194:8000,49.5,5,5.0,39.60514068603516,53.540334701538086
nyudepth,192.168.245.194:8000,50.5,7,7.0,39.40606117248535,102.1824836730957
nyudepth,192.168.245.194:8000,51.5,7,7.0,58.96115303039551,76.20107650756835
nyudepth,192.168.245.194:8000,52.5,4,4.0,58.304429054260254,59.73074436187744
nyudepth,192.168.245.194:8000,53.5,5,5.0,57.849884033203125,58.74186515808106
nyudepth,192.168.245.194:8000,54.5,5,5.0,58.48336219787598,60.87618827819824
nyudepth,192.168.245.194:8000,55.5,3,3.0,55.11474609375,59.15666103363037
nyudepth,192.168.245.194:8000,56.5,7,7.0,58.9754581451416,108.08307170867919
nyudepth,192.168.245.194:8000,57.5,4,4.0,56.156039237976074,59.49573993682861
nyudepth,192.168.245.194:8000,58.5,2,2.0,57.399749755859375,59.91405963897705
nyudepth,192.168.245.194:8000,59.5,4,4.0,58.44736099243164,83.52570295333862
nyudepth,192.168.245.194:8000,60.5,8,8.0,58.9367151260376,117.82026767730711
nyudepth,192.168.245.194:8000,61.5,7,7.0,42.734622955322266,58.96768569946289
nyudepth,192.168.245.194:8000,62.5,6,6.0,59.82553958892822,61.863911151885986
nyudepth,192.168.245.194:8000,63.5,4,4.0,57.75570869445801,59.009881019592285
nyudepth,192.168.245.194:8000,64.5,3,3.0,56.09464645385742,62.57516860961914
nyudepth,192.168.245.194:8000,65.5,3,3.0,57.88230895996094,57.90287017822266
nyudepth,192.168.245.194:8000,66.5,3,3.0,59.60965156555176,61.82395458221436
nyudepth,192.168.245.194:8000,67.5,6,6.0,58.844804763793945,59.15783643722534
nyudepth,192.168.245.194:8000,68.5,5,5.0,57.97243118286133,91.68587684631346
nyudepth,192.168.245.194:8000,69.5,5,5.0,55.940866470336914,62.36818313598633
nyudepth,192.168.245.194:8000,70.5,3,3.0,58.16078186035156,58.703083992004395
nyudepth,192.168.245.194:8000,71.5,4,4.0,57.358741760253906,61.32853984832764
nyudepth,192.168.245.194:8000,72.5,2,2.0,56.630611419677734,58.31265926361084
nyudepth,192.168.245.194:8000,73.5,3,3.0,57.69824981689453,58.78659248352051
nyudepth,192.168.245.194:8000,74.5,10,10.0,59.948086738586426,132.8726291656494
nyudepth,192.168.245.194:8000,75.5,5,5.0,58.90011787414551,61.42745018005371
nyudepth,192.168.245.194:8000,76.5,7,7.0,58.6395263671875,78.25642585754393
nyudepth,192.168.245.194:8000,77.5,6,6.0,57.955026626586914,89.53334093093872
nyudepth,192.168.245.194:8000,78.5,4,4.0,56.673288345336914,61.401755809783936
nyudepth,192.168.245.194:8000,79.5,3,3.0,56.03384971618652,58.09861660003662
nyudepth,192.168.245.194:8000,80.5,3,3.0,58.39061737060547,59.045305252075195
nyudepth,192.168.245.194:8000,81.5,6,6.0,56.39231204986572,68.35002899169922
nyudepth,192.168.245.194:8000,82.5,6,6.0,58.684587478637695,99.22531843185425
nyudepth,192.168.245.194:8000,83.5,3,3.0,60.42313575744629,60.55795192718506
nyudepth,192.168.245.194:8000,84.5,9,9.0,59.661149978637695,93.85739326477051
nyudepth,192.168.245.194:8000,85.5,9,9.0,79.93412017822266,119.28624153137206
nyudepth,192.168.245.194:8000,86.5,7,7.0,58.011531829833984,87.3585271835327
nyudepth,192.168.245.194:8000,87.5,4,4.0,62.78645992279053,75.80367088317871
nyudepth,192.168.245.194:8000,88.5,2,2.0,36.78762912750244,37.384722232818596
nyudepth,192.168.245.194:8000,89.5,8,8.0,56.00583553314209,69.16827201843262
nyudepth,192.168.245.194:8000,90.5,4,4.0,82.58414268493652,112.6689100265503
nyudepth,192.168.245.194:8000,91.5,4,4.0,53.406357765197754,58.986923694610596
nyudepth,192.168.245.194:8000,92.5,6,6.0,60.03105640411377,62.24497556686402
nyudepth,192.168.245.194:8000,93.5,3,3.0,55.21893501281738,56.46055221557617
nyudepth,192.168.245.194:8000,94.5,5,5.0,59.70168113708496,82.27900505065918
nyudepth,192.168.245.194:8000,95.5,3,3.0,54.50868606567383,55.31875133514405
nyudepth,192.168.245.194:8000,96.5,9,9.0,58.06732177734375,88.03766250610352
nyudepth,192.168.245.194:8000,97.5,6,6.0,57.94680118560791,89.94182348251343
nyudepth,192.168.245.194:8000,98.5,6,6.0,59.2041015625,63.17639350891113
nyudepth,192.168.245.194:8000,99.5,7,7.0,58.1212043762207,79.03103828430174
nyudepth,192.168.245.194:8000,100.5,5,5.0,59.070587158203125,59.50522422790528
nyudepth,192.168.245.194:8000,101.5,7,7.0,58.10952186584473,63.21850776672363
nyudepth,192.168.245.194:8000,102.5,6,6.0,57.55269527435303,59.61189270019531
nyudepth,192.168.245.194:8000,103.5,5,5.0,58.67314338684082,62.96964645385742
nyudepth,192.168.245.194:8000,104.5,5,5.0,58.0286979675293,62.88583755493165
nyudepth,192.168.245.194:8000,105.5,3,3.0,55.58919906616211,61.35942459106445
nyudepth,192.168.245.194:8000,106.5,3,3.0,59.63563919067383,75.42735576629639
nyudepth,192.168.245.194:8000,107.5,5,5.0,56.12683296203613,98.11893463134766
nyudepth,192.168.245.194:8000,108.5,5,5.0,59.49020385742188,59.639625549316406
nyudepth,192.168.245.194:8000,109.5,8,8.0,59.78703498840332,103.0026626586914
nyudepth,192.168.245.194:8000,110.5,6,6.0,59.05759334564209,61.95220947265625
nyudepth,192.168.245.194:8000,111.5,7,7.0,71.05088233947754,131.82422637939453
nyudepth,192.168.245.194:8000,112.5,4,4.0,53.13575267791748,59.11389350891113
nyudepth,192.168.245.194:8000,113.5,3,3.0,57.96122550964356,59.51266288757324
nyudepth,192.168.245.194:8000,114.5,3,3.0,58.670759201049805,59.74484920501709
nyudepth,192.168.245.194:8000,115.5,6,6.0,58.07507038116455,59.16367769241333
nyudepth,192.168.245.194:8000,116.5,2,2.0,61.648011207580566,63.45214128494263
nyudepth,192.168.245.194:8000,117.5,3,3.0,60.81414222717285,78.51711750030518
nyudepth,192.168.245.194:8000,118.5,5,5.0,59.32831764221192,87.81857490539551
nyudepth,192.168.245.194:8000,119.5,4,4.0,58.293938636779785,60.01473188400269
trafficfore,192.168.245.193:8000,0.5,5,5.0,97.90444374084473,137.22286224365234
trafficfore,192.168.245.193:8000,1.5,5,5.0,53.94148826599121,81.1029052734375
trafficfore,192.168.245.193:8000,2.5,3,3.0,52.67214775085449,53.47169876098633
trafficfore,192.168.245.193:8000,3.5,5,5.0,49.03554916381836,55.729074478149414
trafficfore,192.168.245.193:8000,4.5,10,10.0,71.27809524536133,113.37088584899904
trafficfore,192.168.245.193:8000,5.5,9,9.0,74.05519485473633,95.53292274475098
trafficfore,192.168.245.193:8000,6.5,3,3.0,62.65377998352051,102.57525444030762
trafficfore,192.168.245.193:8000,7.5,7,7.0,84.21087265014648,101.16285800933838
trafficfore,192.168.245.193:8000,8.5,4,4.0,70.62196731567383,123.92721414566039
trafficfore,192.168.245.193:8000,9.5,3,3.0,54.29720878601074,63.747191429138184
trafficfore,192.168.245.193:8000,10.5,7,7.0,81.93159103393555,88.9376449584961
trafficfore,192.168.245.193:8000,11.5,6,6.0,67.86775588989258,88.25163841247559
trafficfore,192.168.245.193:8000,12.5,4,4.0,68.6798095703125,101.52530908584593
trafficfore,192.168.245.193:8000,13.5,6,6.0,90.28971195220947,111.74427270889284
trafficfore,192.168.245.193:8000,14.5,5,5.0,54.97455596923828,55.241146087646484
trafficfore,192.168.245.193:8000,15.5,3,3.0,51.67722702026367,61.868348121643066
trafficfore,192.168.245.193:8000,16.5,1,1.0,95.88503837585448,95.88503837585448
trafficfore,192.168.245.193:8000,17.5,4,4.0,61.21516227722168,72.64196157455444
trafficfore,192.168.245.193:8000,18.5,5,5.0,83.05931091308594,99.97254371643065
trafficfore,192.168.245.193:8000,19.5,4,4.0,72.76535034179688,81.96972608566284
trafficfore,192.168.245.193:8000,20.5,5,5.0,68.35579872131348,112.2347354888916
trafficfore,192.168.245.193:8000,22.5,6,6.0,68.2302713394165,92.06775426864625
trafficfore,192.168.245.193:8000,23.5,7,7.0,85.02030372619629,107.13249206542969
trafficfore,192.168.245.193:8000,24.5,3,3.0,83.96124839782715,100.80322265625
trafficfore,192.168.245.193:8000,25.5,5,5.0,86.89379692077637,99.42033767700195
trafficfore,192.168.245.193:8000,26.5,6,6.0,95.7028865814209,103.77124547958374
trafficfore,192.168.245.193:8000,27.5,5,5.0,42.88911819458008,58.38858604431152
trafficfore,192.168.245.193:8000,28.5,4,4.0,53.86197566986084,85.93281030654907
trafficfore,192.168.245.193:8000,29.5,8,8.0,61.48958206176758,151.8014359474182
trafficfore,192.168.245.193:8000,30.5,34,34.0,324.3741989135742,467.73247718811035
trafficfore,192.168.245.193:8000,31.5,42,42.0,690.0049448013306,774.2362999916076
trafficfore,192.168.245.193:8000,32.5,39,39.0,858.9267730712891,1125.617904663086
trafficfore,192.168.245.193:8000,33.5,37,37.0,1194.244384765625,1261.9673442840574
trafficfore,192.168.245.193:8000,34.5,39,39.0,1339.883804321289,1540.0650072097774
trafficfore,192.168.245.193:8000,35.5,38,38.0,1727.1112203598022,1911.3994574546814
trafficfore,192.168.245.193:8000,36.5,37,37.0,2025.4435539245603,2183.669605255127
trafficfore,192.168.245.193:8000,37.5,39,39.0,2233.497142791748,2308.248381614685
trafficfore,192.168.245.193:8000,38.5,36,36.0,2292.0119762420654,2363.859713077545
trafficfore,192.168.245.193:8000,39.5,39,39.0,2301.905870437622,2418.69300365448
trafficfore,192.168.245.193:8000,40.5,42,42.0,2346.0086584091187,2547.679467201233
trafficfore,192.168.245.193:8000,41.5,40,40.0,2530.0251245498657,2619.5034289360046
trafficfore,192.168.245.193:8000,42.5,40,40.0,2585.6765508651733,2788.720145225525
trafficfore,192.168.245.193:8000,43.5,37,37.0,2915.5943393707275,3022.9395294189453
trafficfore,192.168.245.193:8000,44.5,38,38.0,3109.356641769409,3200.1629757881165
trafficfore,192.168.245.193:8000,45.5,40,40.0,3142.1244144439697,3240.6064772605896
trafficfore,192.168.245.193:8000,46.5,38,38.0,3115.3080463409424,3197.7210807800293
trafficfore,192.168.245.193:8000,47.5,40,40.0,3272.3069190979004,3346.0940647125244
trafficfore,192.168.245.193:8000,48.5,35,35.0,3311.882972717285,3454.756317138672
trafficfore,192.168.245.193:8000,49.5,38,38.0,3505.515694618225,3590.8386087417603
trafficfore,192.168.245.193:8000,50.5,41,41.0,3502.027750015259,3634.2773437500005
trafficfore,192.168.245.193:8000,51.5,35,35.0,3541.239023208618,3696.7765951156616
trafficfore,192.168.245.193:8000,52.5,41,41.0,3924.443006515503,4051.460075378418
trafficfore,192.168.245.193:8000,53.5,35,35.0,4335.134267807007,4532.440528869629
trafficfore,192.168.245.193:8000,54.5,36,36.0,4555.430173873901,4651.091480255127
trafficfore,192.168.245.193:8000,55.5,41,41.0,4129.133701324463,4552.421140670776
trafficfore,192.168.245.193:8000,56.5,37,37.0,3342.026472091675,3568.4882068634033
trafficfore,192.168.245.193:8000,57.5,41,41.0,3110.3832721710205,3247.8307723999023
trafficfore,192.168.245.193:8000,58.5,43,43.0,2706.560611724853,2849.412145614624
trafficfore,192.168.245.193:8000,59.5,39,39.0,2091.003656387329,2448.036150932312
trafficfore,192.168.245.193:8000,60.5,38,38.0,1694.2765712738037,1906.4298653602598
trafficfore,192.168.245.193:8000,61.5,39,39.0,1304.1250705718994,1696.3296461105347
trafficfore,192.168.245.193:8000,62.5,40,40.0,1083.0665826797485,1199.9544191360476
trafficfore,192.168.245.193:8000,63.5,38,38.0,505.50007820129395,963.6935615539551
trafficfore,192.168.245.193:8000,64.5,24,24.0,91.92526340484619,180.32779932022098
trafficfore,192.168.245.193:8000,65.5,19,19.0,68.21942329406738,94.62417125701903
trafficfore,192.168.245.193:8000,66.5,23,23.0,60.39810180664063,163.98367404937744
trafficfore,192.168.245.193:8000,67.5,20,20.0,53.32911014556885,142.13264465332028
trafficfore,192.168.245.193:8000,68.5,23,23.0,61.16175651550293,106.4107656478882
trafficfore,192.168.245.193:8000,69.5,26,26.0,97.60355949401855,191.61230325698855
trafficfore,192.168.245.193:8000,70.5,35,35.0,91.19582176208496,183.51809024810788
trafficfore,192.168.245.193:8000,71.5,20,20.0,58.75682830810547,110.99798202514648
trafficfore,192.168.245.193:8000,72.5,20,20.0,59.17179584503174,86.90921306610107
trafficfore,192.168.245.193:8000,73.5,26,26.0,75.6990909576416,162.397563457489
trafficfore,192.168.245.193:8000,74.5,25,25.0,77.06260681152344,153.01883697509766
trafficfore,192.168.245.193:8000,75.5,31,31.0,89.63203430175781,180.34920692443845
trafficfore,192.168.245.193:8000,76.5,30,30.0,85.40380001068115,141.97692394256592
trafficfore,192.168.245.193:8000,77.5,28,28.0,83.56177806854248,136.99763298034668
trafficfore,192.168.245.193:8000,78.5,20,20.0,67.29722023010254,99.35328960418701
trafficfore,192.168.245.193:8000,79.5,19,19.0,50.99320411682129,105.79155921936034
trafficfore,192.168.245.193:8000,80.5,24,24.0,70.36221027374268,98.54084253311159
trafficfore,192.168.245.193:8000,81.5,13,13.0,73.72045516967773,114.10687446594237
trafficfore,192.168.245.193:8000,82.5,23,23.0,83.57524871826172,157.24576473236087
