task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
nyudepth,no_sharing,0.0001,305.6388,295.751,214.7253,0.0027,80.7345,2.1191,9.8878
nyudepth,no_sharing,0.4818,87.4987,79.7882,58.7529,0.0026,20.8163,2.9061,7.7105
nyudepth,no_sharing,0.9488,48.6839,41.8244,4.0434,0.0019,37.5757,2.1226,6.8595
nyudepth,no_sharing,1.4255,33.9994,27.6481,4.0297,0.002,23.3959,1.6367,6.3513
nyudepth,no_sharing,1.4816,33.5178,27.5524,3.747,0.0019,23.6338,1.1759,5.9654
nyudepth,no_sharing,1.4992,75.9535,58.271,5.8748,0.0012,52.0643,13.4263,17.6825
nyudepth,no_sharing,1.7894,33.3343,27.6361,4.0057,0.0026,23.4105,1.6172,5.6981
nyudepth,no_sharing,2.0721,33.0963,27.6242,4.0215,0.0017,23.3752,1.425,5.4721
nyudepth,no_sharing,2.6967,33.1333,27.7273,4.1606,0.0023,23.3301,1.4021,5.406
nyudepth,no_sharing,2.7124,46.6938,27.5336,3.4858,0.0013,23.8921,15.1913,19.1602
nyudepth,no_sharing,2.9219,57.5469,51.8756,3.9485,0.002,47.7208,1.2021,5.6713
nyudepth,no_sharing,2.935,81.1512,32.0097,3.7223,0.0016,28.1292,44.512,49.1415
nyudepth,no_sharing,3.1536,33.0768,27.8998,4.1957,0.0024,23.4966,1.0946,5.177
nyudepth,no_sharing,3.4994,33.0269,27.5901,3.9643,0.0018,23.4185,1.3714,5.4369
nyudepth,no_sharing,3.5765,32.8031,27.5602,3.9002,0.002,23.4417,1.133,5.2429
nyudepth,no_sharing,3.8236,33.2339,27.5692,3.9561,0.0018,23.3947,1.395,5.6647
nyudepth,no_sharing,3.8544,34.3585,27.3663,3.4458,0.0016,23.7699,3.1242,6.9922
nyudepth,no_sharing,3.8722,59.3016,40.0932,3.4866,0.0011,36.4522,14.3578,19.2084
nyudepth,no_sharing,3.9356,44.1389,37.524,3.676,0.0015,33.6775,1.8756,6.6149
nyudepth,no_sharing,4.1156,33.6888,28.439,4.0187,0.0018,24.2123,1.2348,5.2498
nyudepth,no_sharing,4.1985,33.0007,27.6443,4.0249,0.002,23.4318,1.2984,5.3564
nyudepth,no_sharing,4.4474,60.1799,54.8781,4.0145,0.0018,50.6577,1.1446,5.3018
nyudepth,no_sharing,4.492,47.2658,29.4236,3.7417,0.0018,25.5232,13.2492,17.8422
nyudepth,no_sharing,4.8606,62.3586,55.8809,4.1322,0.0019,51.5448,2.2511,6.4777
nyudepth,no_sharing,5.106,33.0656,27.8158,4.0404,0.0018,23.562,1.2164,5.2497
nyudepth,no_sharing,5.2363,33.0198,27.5932,3.9726,0.002,23.3815,1.3721,5.4266
nyudepth,no_sharing,5.3204,32.8844,27.5311,4.0027,0.002,23.3127,1.2283,5.3533
nyudepth,no_sharing,5.4109,42.9766,37.1897,4.0282,0.0021,32.9476,1.0898,5.7869
nyudepth,no_sharing,5.4264,77.4086,45.5612,3.5769,0.0019,41.8178,27.5071,31.8473
nyudepth,no_sharing,5.4629,72.4003,30.0513,3.745,0.0015,26.1468,38.3546,42.3491
nyudepth,no_sharing,5.5987,33.1876,28.0033,4.112,0.0022,23.6917,1.1201,5.1843
nyudepth,no_sharing,5.6765,61.0423,54.7359,3.976,0.0022,50.573,2.0216,6.3064
nyudepth,no_sharing,5.9295,33.5734,27.9175,4.3089,0.0018,23.4308,1.4439,5.6559
nyudepth,no_sharing,6.0713,33.3607,27.5522,3.9807,0.0017,23.3784,1.4789,5.8085
nyudepth,no_sharing,6.119,49.0952,43.6364,3.6024,0.0015,39.8693,1.2999,5.4588
nyudepth,no_sharing,6.2112,33.2692,27.8096,3.995,0.002,23.6162,1.2531,5.4596
nyudepth,no_sharing,6.3397,33.1101,27.5681,3.9568,0.0019,23.4017,1.4522,5.5421
nyudepth,no_sharing,6.4078,65.8381,56.28,3.884,0.002,52.1996,5.0848,9.5581
nyudepth,no_sharing,6.4737,34.3833,28.6632,3.7659,0.0018,24.7289,1.7498,5.7201
nyudepth,no_sharing,6.6481,56.8089,51.0608,3.9968,0.002,46.8573,1.3566,5.7481
nyudepth,no_sharing,6.708,51.244,42.6948,3.722,0.0017,38.8106,4.0116,8.5492
nyudepth,no_sharing,6.9748,33.1974,27.6123,4.0399,0.0019,23.3825,1.4451,5.5851
nyudepth,no_sharing,7.2527,36.8769,31.4667,3.9769,0.002,26.9706,1.2686,5.4103
nyudepth,no_sharing,7.4698,33.4876,27.6814,3.967,0.0018,23.5153,1.5864,5.8061
nyudepth,no_sharing,7.4847,51.3041,28.3057,3.64,0.0016,24.507,18.6739,22.9984
nyudepth,no_sharing,7.711,61.11,55.5828,3.9718,0.0022,51.3982,1.2741,5.5272
nyudepth,no_sharing,7.9816,33.0377,27.6002,3.999,0.0019,23.3868,1.3537,5.4375
nyudepth,no_sharing,8.2062,33.2425,27.581,4.0117,0.002,23.3563,1.5237,5.6615
nyudepth,no_sharing,8.2625,32.8977,27.7994,3.7588,0.0015,23.8679,1.0624,5.0983
nyudepth,no_sharing,8.3266,32.6493,27.4805,3.7464,0.0018,23.5234,1.0917,5.1687
nyudepth,no_sharing,8.3592,59.8652,54.3365,3.5183,0.0015,50.6487,1.4534,5.5287
nyudepth,no_sharing,8.4302,65.7082,60.0087,3.8553,0.0017,55.9706,1.1077,5.6995
nyudepth,no_sharing,8.4349,192.2159,128.513,30.2973,0.0028,48.8295,59.2132,63.7029
nyudepth,no_sharing,8.4686,161.8557,128.513,30.2973,0.0028,48.8295,25.563,33.3427
nyudepth,no_sharing,8.7316,34.6105,27.9705,4.8804,0.0019,22.8812,2.4414,6.6401
nyudepth,no_sharing,9.53,33.3588,27.6983,4.0955,0.0022,23.3544,1.4415,5.6605
nyudepth,no_sharing,9.6442,34.6406,27.7955,4.0106,0.0022,23.5717,2.754,6.8451
nyudepth,no_sharing,9.6999,33.8593,28.2097,3.7309,0.0014,24.2957,1.0746,5.6496
nyudepth,no_sharing,9.7795,55.2678,49.0897,4.3366,0.0048,44.4833,1.756,6.1781
nyudepth,no_sharing,9.8519,33.9689,28.5859,3.8741,0.0018,24.5275,1.2929,5.3831
nyudepth,no_sharing,9.8775,38.3153,28.1326,3.4605,0.0015,24.5215,6.1288,10.1827
nyudepth,no_sharing,10.0944,33.6993,27.7531,4.0048,0.0019,23.5268,1.2212,5.9461
nyudepth,no_sharing,10.3704,33.2277,27.5862,4.0093,0.002,23.375,1.4813,5.6415
nyudepth,no_sharing,10.6706,38.6658,32.3342,4.0076,0.002,28.1242,1.4143,6.3316
nyudepth,no_sharing,11.7327,33.2646,27.646,4.0442,0.0019,23.3876,1.4238,5.6187
nyudepth,no_sharing,12.1541,33.1371,27.634,4.0127,0.002,23.4122,1.3537,5.5031
nyudepth,no_sharing,12.483,52.2714,43.9922,4.0009,0.0022,39.7758,1.277,8.2792
nyudepth,no_sharing,12.6916,33.1478,27.6021,4.0092,0.0022,23.3741,1.4491,5.5457
nyudepth,no_sharing,12.811,33.0582,27.5739,3.9851,0.0018,23.3745,1.3876,5.4843
nyudepth,no_sharing,12.8197,54.1701,28.0794,3.4221,0.0014,24.5041,22.1007,26.0907
nyudepth,no_sharing,13.0111,33.0086,27.5836,3.9649,0.0021,23.402,1.349,5.425
nyudepth,no_sharing,13.1351,59.1676,53.6183,3.9535,0.0022,49.4602,1.2684,5.5493
nyudepth,no_sharing,13.4366,33.1321,27.5613,3.9515,0.0016,23.4025,1.4446,5.5708
nyudepth,no_sharing,13.8422,33.2124,27.5833,3.9823,0.0021,23.3838,1.3833,5.6291
nyudepth,no_sharing,13.9086,34.5085,27.609,3.7752,0.0017,23.6513,1.9395,6.8994
nyudepth,no_sharing,13.9217,50.7765,28.2556,3.456,0.0013,24.6305,18.3854,22.5209
nyudepth,no_sharing,14.1034,40.4623,35.144,4.0487,0.0023,30.8692,1.3819,5.3182
nyudepth,no_sharing,14.6149,33.1287,27.6054,4.024,0.0019,23.3619,1.4117,5.5233
nyudepth,no_sharing,14.7782,33.123,27.5619,3.9614,0.0023,23.3885,1.4665,5.5611
nyudepth,no_sharing,15.2042,33.1814,27.7528,4.0338,0.0024,23.5003,1.3204,5.4286
nyudepth,no_sharing,15.3553,33.3033,27.7065,3.9766,0.002,23.5176,1.4596,5.5968
nyudepth,no_sharing,15.6182,32.9869,27.6077,3.9998,0.0021,23.386,1.3506,5.3792
nyudepth,no_sharing,15.6753,33.3171,27.5017,3.7187,0.002,23.5987,0.9837,5.8154
nyudepth,no_sharing,15.7028,36.1035,27.6661,4.0778,0.002,23.3712,3.1598,8.4374
nyudepth,no_sharing,15.7307,39.1402,28.9515,3.4782,0.0013,25.3114,5.1715,10.1887
nyudepth,no_sharing,15.755,46.4785,29.7156,4.2009,0.0015,25.3497,12.0082,16.7629
nyudepth,no_sharing,15.7657,100.0447,62.1898,4.4713,0.0018,57.5146,33.051,37.8549
nyudepth,no_sharing,16.1094,33.5455,27.5603,3.9406,0.0021,23.4139,1.7416,5.9852
nyudepth,no_sharing,16.1988,51.6441,45.2301,3.7505,0.0021,41.2887,2.5361,6.414
