task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing,1720,2.9153,37.466,33.638,56.547,80.714,31.505,30.343,0.002,0.633,3.332,0.0,5.96
vocseg,no_sharing,1768,2.9966,38.175,34.234,58.003,81.12,31.824,30.568,0.002,0.733,3.676,0.0,6.351
