batch_start_ns,observed_batch_size,send_time_rel_first
1775274670534162944,1,10.000737
1775274670594444420,6,10.002007
1775274670645519667,4,10.06124
1775274670686286692,6,10.081069
1775274670734611388,6,10.119164
1775274670774627241,7,10.20119
1775274670808707579,4,10.26391
1775274670869978545,5,10.303646
1775274670915649153,7,10.329277
1775274670960360454,6,10.394034
1775274671006204717,6,10.419399
1775274671040930225,5,10.45257
1775274671077387383,2,10.529804
1775274671118363754,5,10.542359
1775274671159621663,6,10.594476
1775274671187699966,3,10.63586
1775274671216683606,3,10.681584
1775274671246629773,3,10.698765
1775274671295645010,5,10.739436
1775274671336435385,5,10.757873
1775274671364158768,3,10.788673
1775274671399839314,3,10.877509
1775274671435234791,4,10.899593
1775274671472301297,5,10.916678
1775274671505053477,5,10.957428
1775274671536986153,4,10.98544
1775274671572993358,3,11.033674
1775274671592000575,1,11.079134
1775274671621434857,1,11.109108
1775274671650656364,4,11.110386
1775274671678810019,3,11.144094
1775274671709305383,2,11.183024
1775274671745217405,1,11.236929
1775274671771681831,1,11.2562
1775274671812590100,2,11.256216
1775274671859071882,8,11.2731
1775274671896938502,4,11.319534
1775274671950535882,6,11.369989
1775274671999155397,7,11.385487
1775274672054895491,6,11.437663
1775274672104057841,6,11.475389
1775274672146975409,6,11.515317
1775274672188755884,5,11.540526
1775274672229490108,5,11.592135
1775274672275193327,7,11.616527
1775274672324861692,8,11.703403
1775274672373575190,6,11.753887
1775274672423139892,6,11.818022
1775274672464837614,5,11.872038
1775274672502173549,6,11.935793
1775274672538881175,3,11.98725
1775274672568935415,4,12.031484
1775274672604443336,3,12.056775
1775274672649126245,4,12.098396
1775274672690947031,7,12.118454
1775274672729136050,3,12.177062
1775274672760358425,2,12.226319
1775274672791498118,2,12.26873
1775274672820255681,4,12.2842
1775274672852730622,3,12.318636
1775274672873060348,1,12.350781
1775274672916496951,1,12.391371
1775274672940444683,5,12.391382
1775274672967781184,1,12.453771
1775274672998061421,1,12.476083
1775274673026465364,1,12.511206
1775274673064820078,3,12.517779
1775274673099268847,3,12.550483
1775274673141178486,3,12.590986
1775274673169223048,3,12.63691
1775274673209584340,3,12.668858
1775274673244974317,4,12.686705
1775274673273526774,2,12.746674
1775274673304297496,1,12.777669
1775274673333401129,1,12.81768
1775274673362008867,2,12.843225
1775274673406149961,5,12.84971
1775274673456900928,6,12.875951
1775274673491385779,2,12.922813
1775274673522827300,3,12.979271
1775274673570348863,6,13.016056
1775274673599593520,4,13.05318
1775274673625636603,3,13.080363
1775274673670232679,2,13.141923
1775274673698815517,4,13.145419
1775274673729276670,1,13.207809
1775274673758769764,2,13.232231
1775274673795241633,3,13.253877
1775274673832916877,5,13.272949
1775274673868180891,5,13.32948
1775274673893842633,1,13.372178
1775274673918564077,1,13.388077
1775274673960706712,4,13.41747
1775274673997427259,5,13.450094
1775274674039152591,6,13.477701
1775274674095630896,4,13.509937
1775274674138032889,6,13.531063
1775274674178635759,6,13.555836
1775274674219464445,5,13.585137
1775274674260825308,4,13.669734
1775274674306849327,7,13.705223
1775274674349277741,5,13.764978
1775274674379473606,4,13.816108
1775274674414707630,3,13.881643
1775274674444245746,1,13.930121
1775274674474863183,1,13.961487
1775274674504539133,2,13.972785
1775274674534381348,5,13.979447
1775274674560923157,1,14.044113
1775274674585207369,3,14.05589
1775274674613969122,3,14.073716
1775274674663808343,5,14.113935
1775274674704801505,5,14.156556
1775274674748155936,5,14.193001
1775274674781402731,3,14.224331
1775274674832716195,5,14.266207
1775274674869708750,5,14.31579
1775274674906362685,4,14.340185
1775274674948319535,3,14.40369
1775274674999617079,6,14.430821
1775274675028114694,3,14.453613
1775274675054645902,1,14.53337
1775274675088508865,2,14.552217
1775274675113345663,3,14.581352
1775274675155611322,4,14.617345
1775274675184839459,4,14.635749
1775274675241120920,4,14.700751
1775274675268507403,3,14.713313
1775274675294978879,1,14.774662
1775274675342675617,6,14.794703
1775274675385298267,3,14.84842
1775274675419118948,4,14.868517
1775274675452867057,1,14.926504
1775274675489650056,3,14.948901
1775274675526258509,3,14.97677
1775274675553720314,1,15.032448
1775274675583163568,2,15.051759
1775274675608512771,1,15.087563
1775274675641602401,2,15.115521
1775274675669811278,2,15.144797
1775274675720687200,1,15.200688
1775274675750240176,3,15.202184
1775274675811028058,4,15.242516
1775274675845401316,2,15.284069
1775274675889913511,3,15.335069
1775274675943159292,4,15.362325
1775274675988579784,7,15.411065
1775274676033838150,5,15.468118
1775274676062534312,1,15.521075
1775274676103816322,4,15.55701
1775274676137839360,2,15.605932
1775274676185264440,4,15.607526
1775274676238676236,8,15.636051
1775274676286143838,5,15.720321
1775274676339459381,6,15.766208
1775274676389749295,4,15.819782
1775274676443000866,5,15.859645
1775274676493142097,6,15.875634
1775274676554164716,6,15.936795
1775274676608232081,7,15.99872
1775274676646032459,5,16.068811
1775274676684416395,3,16.129219
1775274676726704065,5,16.175167
1775274676772874168,3,16.220113
1775274676811699416,4,16.249627
1775274676850280318,4,16.291311
1775274676883648246,4,16.328749
1775274676919406504,1,16.375458
1775274676948505807,2,16.403181
1775274676975922261,1,16.442981
1775274677005647203,3,16.47335
1775274677044466461,3,16.497706
1775274677098599998,4,16.544028
1775274677143622768,5,16.574042
1775274677176728649,4,16.630427
1775274677210584191,1,16.676421
1775274677278856153,6,16.679772
1775274677326237392,6,16.733762
1775274677375932159,6,16.787547
1775274677432579260,6,16.824012
1775274677475790117,6,16.896038
1775274677514406629,5,16.936725
1775274677566230198,5,16.98859
1775274677603727398,5,17.039349
1775274677654210278,4,17.084888
1775274677698397104,4,17.106524
1775274677754520199,7,17.146263
1775274677800116436,7,17.190429
1775274677851414650,5,17.24533
1775274677887440496,3,17.296883
1775274677938387720,5,17.321114
1775274677995173615,6,17.373296
1775274678046769458,7,17.395401
1775274678098202606,7,17.418396
1775274678143997958,6,17.530424
1775274678186996699,5,17.62896
1775274678228144345,3,17.669816
1775274678274478154,6,17.716304
1775274678319445952,6,17.753328
1775274678379210244,7,17.780051
1775274678424008738,5,17.835511
1775274678472798128,6,17.892921
1775274678500854281,2,17.947902
1775274678559749727,6,17.995069
1775274678612978538,6,18.012504
1775274678662445009,6,18.061093
1775274678719242814,7,18.116593
1775274678765709476,6,18.180031
1775274678806260255,3,18.261505
1775274678841339423,4,18.280768
1775274678878334268,2,18.333079
1775274678922647277,6,18.34087
1775274678968717728,6,18.388874
1775274679016505919,4,18.423845
1775274679068996988,6,18.436257
1775274679118862960,5,18.504338
1775274679165334402,5,18.564437
1775274679207035095,5,18.596349
1775274679257158065,6,18.643127
1775274679302693670,5,18.692747
1775274679346013400,4,18.743575
1775274679378368388,5,18.782032
1775274679418227937,4,18.874232
1775274679456298293,5,18.905627
1775274679507193695,4,18.933175
1775274679537508564,3,18.989185
1775274679575629922,3,19.041779
1775274679603413936,1,19.085031
1775274679640644498,4,19.099746
1775274679665868087,2,19.145916
1775274679705333904,5,19.171572
1775274679748454429,5,19.185687
1775274679797702213,6,19.202641
1775274679846605796,6,19.257526
1775274679891486632,5,19.306632
1775274679922619725,4,19.363525
1775274679967691756,4,19.417461
1775274680018787074,6,19.439828
1775274680070518201,6,19.468375
1775274680121918188,6,19.511203
1775274680167111083,6,19.544705
1775274680217970304,6,19.554201
1775274680269140084,5,19.652511
1775274680321467939,6,19.688066
1775274680373692240,5,19.759997
1775274680409470869,4,19.788764
1775274680474592808,10,19.803005
1775274680518680231,4,19.918642
1775274680573644432,5,19.953387
1775274680622241117,7,19.985711
1775274680678453855,6,20.075249
1775274680731273484,5,20.131183
1775274680772613746,3,20.197018
1775274680811516757,4,20.23407
1775274680864770588,4,20.276222
1775274680908542431,5,20.301999
1775274680969462717,6,20.357094
1775274681008509592,3,20.454371
1775274681036565785,3,20.485224
1775274681073618611,4,20.534449
1775274681106688951,2,20.564205
1775274681146588080,2,20.607085
1775274681178942609,1,20.637062
