task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
ecgclass,no_sharing,380,38.0,43.3,42.724,71.045,77.143
gestureclass,no_sharing,425,42.5,41.746,41.004,71.209,79.583
