req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),pred,true
0,0.0,site2,10.100.20.48:8020,papageip,diasbp,1769436740.327646,1769436740.3517723,1202.974796295166,1165.998761,0.018168,58.4384765625,56.0
1,0.020001111172842936,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.3479736,1769436740.3765035,849.4853973388672,803.0439240000001,0.016225,0.0,0.0
2,0.04000222234568587,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.367579,1769436741.200293,862.5280857086182,24.849703,0.002464,0.0,0.0
3,0.06000333351852881,site2,10.100.20.48:8000,momentbase,gestureclass,1769436740.389052,1769436741.2309523,872.0622062683105,25.299168,0.003255,4.0,4.0
4,0.08000444469137175,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.4084516,1769436741.2612867,881.6664218902588,26.603887,0.002654,0.0,0.0
5,0.10000555586421468,site2,10.100.20.48:8020,papageip,diasbp,1769436740.4277842,1769436741.5312326,1129.3272972106934,23.536893,0.002554,58.4384765625,56.0
6,0.12000666703705762,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.4481158,1769436741.2956438,876.5764236450195,23.611125,0.002203,0.0,0.0
7,0.14000777820990054,site2,10.100.20.48:8010,chronostiny,heartrate,1769436740.4684248,1769436740.503383,1207.0567607879639,1168.832119,0.013760999999999999,74.84310150146484,69.0
8,0.1600088893827435,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.488185,1769436741.3250053,860.9235286712646,21.8754,0.001853,0.0,0.0
9,0.1800100005555864,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.508551,1769436741.349468,870.7213401794434,23.834004999999998,0.0017829999999999999,0.0,0.0
10,0.20001111172842936,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.5279238,1769436741.3794866,876.4946460723877,22.776674,0.001912,0.0,0.0
11,0.2200122229012723,site2,10.100.20.48:8000,momentbase,sysbp,1769436740.5482585,1769436741.405287,923.4275817871094,62.930201000000004,0.003065,125.82366943359375,98.0
12,0.24001333407411524,site2,10.100.20.48:8010,chronostiny,heartrate,1769436740.567551,1769436741.6783333,1141.718864440918,28.811191,0.0020829999999999998,74.84310150146484,69.0
13,0.26001444524695816,site2,10.100.20.48:8010,chronostiny,heartrate,1769436740.5878751,1769436741.7096734,1133.6138248443604,9.978519,0.001883,74.84310150146484,69.0
14,0.2800155564198011,site2,10.100.20.48:8020,papageip,diasbp,1769436740.6082726,1769436741.5573997,980.3645610809326,20.859011,0.001773,58.4384765625,56.0
15,0.300016667592644,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.6276155,1769436741.4720874,876.8773078918457,22.534295,0.004096000000000001,0.0,0.0
16,0.320017778765487,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.6479251,1769436741.5049312,886.8660926818848,23.733482,0.002644,0.0,0.0
17,0.3400188899383299,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.6683123,1769436741.539317,901.235818862915,19.873248999999998,0.002003,0.0,0.0
18,0.3600200011111728,site2,10.100.20.48:8000,momentbase,gestureclass,1769436740.6876855,1769436741.56979,907.3936939239502,17.748179999999998,0.003525,4.0,4.0
19,0.38002111228401575,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.7080607,1769436741.5974145,922.7352142333984,25.610152,0.003355,0.0,0.0
20,0.4000222234568587,site2,10.100.20.48:8000,momentbase,sysbp,1769436740.7284322,1769436741.6312814,960.3826999664307,54.400291,0.002885,125.82366943359375,98.0
21,0.42002333462970165,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.7479455,1769436741.689388,967.0565128326416,17.615628,0.003606,0.0,0.0
22,0.4400244458025446,site2,10.100.20.48:8000,momentbase,ecgclass,1769436740.7683234,1769436741.7154691,978.1284332275391,24.946952000000003,0.001573,0.0,0.0
23,0.4600255569753875,site2,10.100.20.48:8010,chronostiny,heartrate,1769436740.7876694,1769436741.7216444,952.0542621612549,16.278159,0.001612,74.84310150146484,69.0
24,0.4800266681482305,site2,10.100.20.48:8000,momentbase,sysbp,1769436740.8080776,1769436741.7466993,1024.9230861663818,76.823115,0.0032849999999999997,125.82366943359375,98.0
25,0.5000277793210733,site2,10.100.20.48:8000,momentbase,sysbp,1769436740.8285115,1769436741.8336694,1082.3068618774414,74.866884,0.003435,125.82366943359375,98.0
26,0.5200288904939163,site2,10.100.20.48:8000,momentbase,sysbp,1769436740.847861,1769436741.9116824,1125.8008480072021,59.670593000000004,0.0022429999999999998,125.82366943359375,98.0
