task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing,589,0.9983,70.162,68.964,87.092,105.508,47.131,33.665,0.005,11.872,7.826,23.031
vocseg,no_sharing,593,1.0051,66.904,64.095,87.197,98.85,43.813,29.364,0.005,12.734,7.683,23.091
