backbone,decoder,encoder,adapter,dataset_name,device,task_name,metric,result,backbone memory(MB),decoder memory(MB),train time(ms),train mem peak(MB),train energy(mJ),inference time(ms),inference mem peak(MB),inference energy(mJ)
chronosmini,mlp,,,ETTh1,NVIDIA A2,etth1fore,mae,0.5750887422239352,40.918016,151.29088000000002,7396.27197265625,814.430208,1819.544,10.347363240393443,38.22921039494233,0.004029378951283005
chronostiny,mlp,,,ETTh1,NVIDIA A2,etth1fore,mae,0.5781709630486268,16.789504,100.860928,5196.55810546875,538.151936,1095.892,7.953008420851294,25.38118007288955,0.20915991074748977
chronoslarge,mlp,,,ETTh1,NVIDIA A2,etth1fore,mae,0.5492804507567338,1417.926656,403.4406399999998,56516.73046875,3452.187648,18439.391,98.44781457823686,70.79168190405358,5.698557456303459
momentlarge,mlp,,,ETTh1,NVIDIA A2,etth1fore,mae,0.22808222182845408,1461.95456,50.332672,29105.12890625,1704.462336,8522.223,32.752270881905346,12.98780575083697,2.1014079583488288
momentbase,mlp,,,ETTh1,NVIDIA A2,etth1fore,mae,0.23292693849819165,455.474688,37.74975999999998,11648.0849609375,663.6416,2941.82,17.808085037634335,11.8081821227222,0.9836024544440312
momentsmall,mlp,,,ETTh1,NVIDIA A2,etth1fore,mae,0.21938321473704445,151.835648,25.166848000000016,6052.05078125,295.77728,1026.5,12.654433974638089,10.333646494607649,0.021853849014503535
papageis,mlp,,,ETTh1,NVIDIA A2,etth1fore,mae,0.9405200675599549,23.242752,0.3942399999999999,11897.1357421875,86.724096,1190.365,15.271821601898885,16.431466341390852,0.5102740795834882
papageip,mlp,,,ETTh1,NVIDIA A2,etth1fore,mae,1.409690259369394,20.068352,0.3942399999999999,11285.0263671875,83.549696,1134.85,13.941530092536583,16.43146310449982,0.5115399776868724
papageissvri,mlp,,,ETTh1,NVIDIA A2,etth1fore,mae,0.5054445660500063,20.068352,0.3942399999999999,11328.3193359375,83.549696,1144.229,16.41341291656721,16.43146310449982,0.5526333209371513
chronosbase,mlp,,,weather,NVIDIA A2,weatherfore,mae,0.29915711545426144,420.18304,302.580736,110914.90625,1950.144512,33213.971,33.99093333680426,52.734823557789014,2.1110806919211442
chronossmall,mlp,,,weather,NVIDIA A2,weatherfore,mae,0.3577890865432127,92.30848,201.720832,53929.39453125,1117.970432,13168.313,12.098386083001284,38.32821832238113,0.0037876884422110555
chronosmini,mlp,,,weather,NVIDIA A2,weatherfore,mae,0.3054841105503329,40.918016,151.29088000000002,40462.05859375,814.954496,9015.544,9.747118830726928,38.22942770467722,0.06058040201005025
chronostiny,mlp,,,weather,NVIDIA A2,weatherfore,mae,0.3161406923084736,16.789504,100.860928,38594.6328125,538.151936,6389.233,8.339319305158186,25.381325086973334,0.47263790104368
chronoslarge,mlp,,,weather,NVIDIA A2,weatherfore,mae,0.30192532095388896,1417.926656,403.4406399999998,267748.09375,3452.187648,85588.926,100.61016900999277,70.79281735446466,5.261258504058755
momentlarge,mlp,,,weather,NVIDIA A2,weatherfore,mae,0.02709810262602839,1461.95456,50.332672,144111.328125,1705.510912,40275.144,32.69217397717836,12.987878469269617,2.0507126981059143
momentbase,mlp,,,weather,NVIDIA A2,weatherfore,mae,0.027118303844528957,455.474688,37.74975999999998,64861.2265625,662.855168,14576.007,17.667914666491768,11.808236802473914,0.9735985697719366
momentsmall,mlp,,,weather,NVIDIA A2,weatherfore,mae,0.027228495538107234,151.835648,25.166848000000016,49214.859375,295.77728,5968.736,12.458726971961376,10.33368313567837,0.012425202937765752
papageis,mlp,,,weather,NVIDIA A2,weatherfore,mae,0.07721625786039164,23.242752,0.3942399999999999,103814.4765625,86.724096,8793.674,15.537806657275777,16.432713969849246,0.4985895825280247
papageip,mlp,,,weather,NVIDIA A2,weatherfore,mae,0.07272848317747214,20.068352,0.3942399999999999,99646.8203125,83.549696,8434.891,14.118869816146397,16.43271312872053,0.4701031117124082
papageissvri,mlp,,,weather,NVIDIA A2,weatherfore,mae,0.0631724084277233,20.068352,0.3942399999999999,100122.71875,83.549696,8426.709,14.0071954490321,16.43271312872053,0.47787611132586005
chronosbase,mlp,,,exchange,NVIDIA A2,ratefore,mae,1.6803535156349376,420.18304,302.580736,14189.2001953125,1949.751296,4054.614,33.82795045314691,52.73378635294114,2.0849585218702864
chronossmall,mlp,,,exchange,NVIDIA A2,ratefore,mae,1.3684553832489001,92.30848,201.720832,7220.82080078125,1117.970432,1628.921,14.033536141454544,38.32752651583712,0.8049049773755657
chronosmini,mlp,,,exchange,NVIDIA A2,ratefore,mae,1.4260062769951742,40.918016,151.29088000000002,5346.71826171875,814.954496,1134.673,9.161647541310812,38.228908597285056,0.27511689291101055
chronostiny,mlp,,,exchange,NVIDIA A2,ratefore,mae,1.5959107665343144,16.789504,100.860928,5024.76123046875,538.151936,806.618,8.610763855109926,25.380978678733015,0.4116779788838612
chronoslarge,mlp,,,exchange,NVIDIA A2,ratefore,mae,1.630702099184577,1417.926656,403.4406399999998,34416.1328125,3452.187648,10614.88,96.71582668183616,70.79010500150844,6.071528657616893
momentlarge,mlp,,,exchange,NVIDIA A2,ratefore,mae,0.4002387445294759,1461.95456,50.332672,18617.3125,1705.510912,4913.702,32.55989193376912,12.987704760181032,2.2615678733031674
momentbase,mlp,,,exchange,NVIDIA A2,ratefore,mae,0.39812404754380354,455.474688,37.74975999999998,8472.662109375,662.855168,1804.456,21.611209176064975,11.808106184012047,0.8657579185520362
momentsmall,mlp,,,exchange,NVIDIA A2,ratefore,mae,0.40876913037718227,151.835648,25.166848000000016,6441.25830078125,295.77728,736.569,12.142548971765901,10.333595607843137,0.035589743589743594
papageis,mlp,,,exchange,NVIDIA A2,ratefore,mae,0.6855050213997878,23.242752,0.3942399999999999,13251.5517578125,86.724096,1110.496,15.98878334082809,16.429733647058825,0.569865761689291
papageip,mlp,,,exchange,NVIDIA A2,ratefore,mae,1.9067825570007926,20.068352,0.3942399999999999,12586.1953125,83.549696,1051.313,14.27133514366898,16.429727082956262,0.521919306184012
papageissvri,mlp,,,exchange,NVIDIA A2,ratefore,mae,0.6621550096179126,20.068352,0.3942399999999999,12765.7568359375,83.549696,1061.78,13.92597684960919,16.429727082956262,0.5093567119155354
chronosbase,mlp,,,ecl,NVIDIA A2,elecfore,mae,0.43348061155830786,420.18304,302.580736,69814.96875,1949.74208,19201.284,33.801516946238344,52.734664800157816,2.229961728151509
chronossmall,mlp,,,ecl,NVIDIA A2,elecfore,mae,0.4620137624444371,92.30848,201.720832,43078.09375,1117.961216,9006.712,12.257297857905026,38.32804799053065,0.02233793647662261
chronosmini,mlp,,,ecl,NVIDIA A2,elecfore,mae,0.46094720454231936,40.918016,151.29088000000002,35002.671875,814.94528,6580.638,8.86715360533488,38.22934824856972,0.3797320970605642
chronostiny,mlp,,,ecl,NVIDIA A2,elecfore,mae,0.4889207279701433,16.789504,100.860928,34170.86328125,538.14272,4694.663,9.651271490261479,25.381272064707048,0.0025626356283290587
chronoslarge,mlp,,,ecl,NVIDIA A2,elecfore,mae,0.4322995507661445,1417.926656,403.4406399999998,158385.609375,3452.178432,46641.534,99.69476070769042,70.79240219372673,5.431086802130598
momentlarge,mlp,,,ecl,NVIDIA A2,elecfore,mae,0.4315691818118437,1461.95456,50.332672,106272.4609375,1706.025984,24722.072,32.76608897149151,12.987851880844346,2.0489037285460645
momentbase,mlp,,,ecl,NVIDIA A2,elecfore,mae,0.47097002721617415,455.474688,37.74975999999998,62931.4296875,662.42816,10329.691,21.533399032168333,11.80821680962714,0.7776182679029394
momentsmall,mlp,,,ecl,NVIDIA A2,elecfore,mae,0.43689913646962525,151.835648,25.166848000000016,47507.90234375,295.243776,4812.763,12.312675684343596,10.333669738409924,0.016547445255474455
papageis,mlp,,,ecl,NVIDIA A2,elecfore,mae,0.7849344682092904,23.242752,0.3942399999999999,100284.09375,77.43232,8238.284,15.63468572048775,16.43225779285855,0.5358025251528901
papageip,mlp,,,ecl,NVIDIA A2,elecfore,mae,0.8075604367816789,20.068352,0.3942399999999999,95439.3046875,74.25792,7834.403,13.857515324923526,16.432256075754587,0.48443756164924046
papageissvri,mlp,,,ecl,NVIDIA A2,elecfore,mae,0.7918070852565311,20.068352,0.3942399999999999,95079.3515625,74.25792,7892.588,14.108882291849888,16.432256075754587,0.4742513316235944
chronosbase,mlp,,,traffic,NVIDIA A2,trafficfore,mae,0.41041082217035507,420.18304,302.580736,90611.1640625,1949.737472,18925.512,33.273401804921996,52.734500428097704,2.0206213445884837
chronossmall,mlp,,,traffic,NVIDIA A2,trafficfore,mae,0.4714048036106731,92.30848,201.720832,57298.3828125,1117.956608,10105.885,12.256627805052588,38.32790431835997,0.03176394332227917
chronosmini,mlp,,,traffic,NVIDIA A2,trafficfore,mae,0.4448178075297647,40.918016,151.29088000000002,39595.609375,814.940672,6990.577,10.152480533693007,38.229265982514306,0.004116973168525776
chronostiny,mlp,,,traffic,NVIDIA A2,trafficfore,mae,0.4507101121908348,16.789504,100.860928,41387.25,538.138112,5351.477,9.678287624270578,25.381217167319875,0.0023050949653301176
chronoslarge,mlp,,,traffic,NVIDIA A2,trafficfore,mae,0.41367627539845153,1417.926656,403.4406399999998,146966.671875,3452.173824,37449.365,99.46077179700306,70.79197235091965,5.532982815797407
momentlarge,mlp,,,traffic,NVIDIA A2,trafficfore,mae,0.3760614480541043,1461.95456,50.332672,139989.984375,1704.448512,23357.12,39.31650043633604,12.987824352125472,0.7965128127826349
momentbase,mlp,,,traffic,NVIDIA A2,trafficfore,mae,0.39905960981945104,455.474688,37.74975999999998,82128.5,661.137408,9343.641,18.358737176751962,11.808196109737708,0.9618962918299668
momentsmall,mlp,,,traffic,NVIDIA A2,trafficfore,mae,0.3954742115338745,151.835648,25.166848000000016,63204.6171875,294.977024,5924.661,12.521988058507102,10.333655867350018,0.03268164003617727
papageis,mlp,,,traffic,NVIDIA A2,trafficfore,mae,1.2046591624503336,23.242752,0.3942399999999999,130977.40625,72.787456,10808.453,15.403868348906835,16.431785483268015,0.48653059993970454
papageip,mlp,,,traffic,NVIDIA A2,trafficfore,mae,1.207431453656594,20.068352,0.3942399999999999,124982.1953125,69.613056,10311.466,14.051380323077096,16.431782859210124,0.49190624057883625
papageissvri,mlp,,,traffic,NVIDIA A2,trafficfore,mae,1.080094690059267,20.068352,0.3942399999999999,125468.765625,69.613056,10358.45,14.098366052801795,16.431782859210124,0.4731450105517034
momentlarge,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,diasbp,mae,10.130711811344797,1461.95456,0.5258240000000569,121734.78125,2613.989888,43894.734,97.33868156991353,41.998723121951116,10.104829268292683
momentbase,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,diasbp,mae,10.261295969893293,455.474688,0.3947519999999827,36996.0234375,1311.500288,14042.174,19.859740815511564,35.41903609756099,1.7826341463414634
chronostiny,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,diasbp,mae,10.182042749916635,16.789504,0.13260799999999762,6012.97802734375,1399.789056,1384.4,18.492788000804623,51.17076604878049,0.943390243902439
chronosmini,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,diasbp,mae,10.110805418433213,40.918016,0.1981439999999992,11863.0673828125,2751.832064,2823.319,16.42785023479927,94.3687055609756,1.0701219512195121
chronossmall,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,diasbp,mae,10.154093300423972,92.30848,0.2636799999999937,18751.787109375,2841.2416,4639.92,22.642611689683868,94.30469307317071,2.469682926829268
chronosbase,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,diasbp,mae,10.030391972239425,420.18304,0.3947519999999827,46370.2734375,4530.082304,14041.017,68.42804113248499,137.32905209756103,11.63109756097561
chronoslarge,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,diasbp,mae,10.089558671160441,1417.926656,0.5258239999998295,115069.765625,6894.023168,39407.608,195.0571095536395,181.1306271219512,39.59229268292683
papageis,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,diasbp,mae,9.840054581804972,23.242752,0.2636800000000008,3916.729248046875,641.048576,551.577,79.88578705671357,42.97544429268292,4.361317073170731
papageip,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,diasbp,mae,9.506530389553163,20.068352,0.2636800000000008,3485.1123046875,637.874176,503.384,18.225612733422256,42.954452292682916,0.7494634146341463
papageissvri,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,diasbp,mae,10.896414314828268,20.068352,0.2636800000000008,3500.937255859375,637.874176,508.916,18.135084617428664,42.954452292682916,0.7592439024390244
momentlarge,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,sysbp,mae,17.58566637736995,1461.95456,0.5258240000000569,121508.7578125,2584.105472,43963.565,48.917359607975655,41.998723121951116,7.80990243902439
momentbase,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,sysbp,mae,17.357959468190263,455.474688,0.3947519999999827,36993.375,1308.35456,14046.098,19.960427842489104,35.41903609756099,1.4590975609756096
momentsmall,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,sysbp,mae,16.80006557557641,151.835648,0.2636800000000221,10205.5322265625,625.839616,3537.737,21.444455565475835,22.004661073170695,1.1135365853658536
chronostiny,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,sysbp,mae,18.467415786371,16.789504,0.13260799999999762,5251.13037109375,1399.789056,1372.02,12.74652082164113,51.17076604878049,0.5634634146341464
chronosmini,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,sysbp,mae,17.68093239388815,40.918016,0.1981439999999992,11846.705078125,2751.832064,2828.92,15.969621728106242,94.3687055609756,0.9306341463414634
chronossmall,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,sysbp,mae,17.864274187785824,92.30848,0.2636799999999937,18754.607421875,2841.2416,4639.844,22.063722261568394,94.30469307317071,2.311609756097561
chronosbase,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,sysbp,mae,16.853391507776774,420.18304,0.3947519999999827,46336.5390625,4530.082304,14023.37,68.30471094643197,137.32905209756103,12.00751219512195
chronoslarge,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,sysbp,mae,17.32843780517578,1417.926656,0.5258239999998295,114570.21875,6894.023168,39255.167,193.69473824849942,181.1306271219512,39.69187804878049
papageis,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,sysbp,mae,18.71055454161109,23.242752,0.2636800000000008,3618.532470703125,641.048576,537.185,20.94380734606487,42.97544429268292,0.8108048780487804
papageip,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,sysbp,mae,17.808848869509813,20.068352,0.2636800000000008,3509.5234375,637.874176,514.329,18.95150796378531,42.954452292682916,0.7630975609756098
papageissvri,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,sysbp,mae,19.753630475300113,20.068352,0.2636800000000008,3498.4150390625,637.874176,510.231,18.936550838191334,42.954452292682916,0.860609756097561
momentlarge,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,heartrate,mae,7.931830429449314,1461.95456,0.5258240000000569,121535.078125,2584.105472,43932.859,49.46544154097394,41.998723121951116,7.784804878048781
momentbase,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,heartrate,mae,7.0490596119950455,455.474688,0.3947519999999827,36985.92578125,1308.35456,14016.119,19.640234272654464,35.41903609756099,2.1105853658536584
momentsmall,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,heartrate,mae,6.692202312190358,151.835648,0.2636800000000221,10207.4169921875,625.839616,3554.259,16.389081117583483,22.004661073170695,0.5454878048780488
chronostiny,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,heartrate,mae,8.26263595208889,16.789504,0.13260799999999762,5256.98681640625,1399.789056,1360.52,12.720638589161199,51.17076604878049,0.5061707317073171
chronosmini,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,heartrate,mae,8.187608858434166,40.918016,0.1981439999999992,11815.8984375,2751.832064,2817.282,15.940547245304758,94.3687055609756,0.7696829268292682
chronossmall,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,heartrate,mae,8.092311952172256,92.30848,0.2636799999999937,18787.30078125,2841.2416,4657.796,22.21016509358476,94.30469307317071,1.4542926829268292
chronosbase,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,heartrate,mae,7.970923074861852,420.18304,0.3947519999999827,46323.2109375,4530.082304,14013.893,68.17892055976682,137.32905209756103,10.31619512195122
chronoslarge,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,heartrate,mae,7.969073225812214,1417.926656,0.5258239999998295,114613.578125,6894.023168,39435.847,194.2911886819979,181.1306271219512,37.36004878048781
papageis,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,heartrate,mae,8.092241519834937,23.242752,0.2636800000000008,3607.511962890625,641.048576,531.233,19.992743794511004,42.97544429268292,0.9268048780487804
papageip,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,heartrate,mae,6.073543083377,20.068352,0.2636800000000008,3518.488525390625,637.874176,515.321,18.155339520152022,42.954452292682916,0.7279756097560975
papageissvri,mlp,,,PPG-data,NVIDIA GeForce RTX 2080 Ti,heartrate,mae,7.5378643128930065,20.068352,0.2636800000000008,3501.0078125,637.874176,519.284,18.378442136252797,42.954452292682916,0.881219512195122
momentlarge,mlp,,,ecg5000,NVIDIA GeForce RTX 2080 Ti,ecgclass,accuracy,0.9315555555555556,1461.95456,0.5278720000001158,70195.5078125,1600.961536,23042.562,23.572975759718155,12.726271886222094,1.6363762222222222
momentsmall,mlp,,,ecg5000,NVIDIA GeForce RTX 2080 Ti,ecgclass,accuracy,0.9257777777777778,151.835648,0.26572799999999575,8231.6826171875,228.714496,1935.899,9.399565414852566,10.203135886222213,0.243012
momentbase,mlp,,,ecg5000,NVIDIA GeForce RTX 2080 Ti,ecgclass,accuracy,0.9282222222222222,455.474688,0.3967999999999847,22965.556640625,579.252736,6552.974,12.802920302497016,11.61215988622223,0.44467688888888884
chronostiny,mlp,,,ecg5000,NVIDIA GeForce RTX 2080 Ti,ecgclass,accuracy,0.824,16.789504,0.13465599999999966,10485.720703125,489.074176,2098.356,5.716733401616414,24.855039886222222,0.11214422222222223
chronosmini,mlp,,,ecg5000,NVIDIA GeForce RTX 2080 Ti,ecgclass,accuracy,0.8595555555555555,40.918016,0.20019200000000126,16343.427734375,957.543936,3748.356,6.30177785481347,37.44051188622223,0.3236031111111111
chronossmall,mlp,,,ecg5000,NVIDIA GeForce RTX 2080 Ti,ecgclass,accuracy,0.8577777777777778,92.30848,0.26572799999999575,30665.904296875,1021.738496,6716.178,9.522771426942613,36.95001588622222,0.679626
chronosbase,mlp,,,ecg5000,NVIDIA GeForce RTX 2080 Ti,ecgclass,accuracy,0.878,420.18304,0.3967999999999847,68106.65625,1801.910784,19580.748,26.291618100908067,51.158015886222245,3.7096964444444445
chronoslarge,mlp,,,ecg5000,NVIDIA GeForce RTX 2080 Ti,ecgclass,accuracy,0.9031111111111111,1417.926656,0.5278719999998884,181788.40625,3256.410624,55428.477,82.26183309427897,67.45086407111125,15.869961333333332
papageis,mlp,,,ecg5000,NVIDIA GeForce RTX 2080 Ti,ecgclass,accuracy,0.8802222222222222,23.242752,0.2657279999999993,10558.6494140625,142.904832,1140.961,12.922593997955323,13.979185948444439,0.3872648888888889
papageip,mlp,,,ecg5000,NVIDIA GeForce RTX 2080 Ti,ecgclass,accuracy,0.7542222222222222,20.068352,0.2657279999999993,9926.3203125,139.730432,1063.538,11.595154734929404,13.97918424177778,0.30826466666666663
papageissvri,mlp,,,ecg5000,NVIDIA GeForce RTX 2080 Ti,ecgclass,accuracy,0.8908888888888888,20.068352,0.2657279999999993,9986.001953125,139.730432,1066.414,11.691767037497627,13.97918424177778,0.3136955555555555
momentlarge,mlp,,,UWaveGestureLibraryAll,NVIDIA GeForce RTX 2080 Ti,gestureclass,accuracy,0.9274148520379676,1461.95456,0.5294080000001031,337707.875,1741.690368,81261.82,23.496310975816513,16.683007857063103,3.043536850921273
momentsmall,mlp,,,UWaveGestureLibraryAll,NVIDIA GeForce RTX 2080 Ti,gestureclass,accuracy,0.8833054159687326,151.835648,0.2672640000000115,33554.640625,274.288128,7008.271,9.51425663763288,11.775999857063084,0.2798358458961474
momentbase,mlp,,,UWaveGestureLibraryAll,NVIDIA GeForce RTX 2080 Ti,gestureclass,accuracy,0.8858179787828029,455.474688,0.39833599999997205,106982.1484375,667.91936,24062.664,13.036387026609487,14.526975857063121,0.4900463428252373
chronostiny,mlp,,,UWaveGestureLibraryAll,NVIDIA GeForce RTX 2080 Ti,gestureclass,accuracy,0.7370184254606366,16.789504,0.13619199999999765,55011.08203125,489.083392,8237.932,5.722904394220068,24.855039857063094,0.1038643216080402
chronosmini,mlp,,,UWaveGestureLibraryAll,NVIDIA GeForce RTX 2080 Ti,gestureclass,accuracy,0.7777777777777778,40.918016,0.2017279999999957,98981.1796875,957.553152,17298.796,6.327523983237066,37.4405118570631,0.3161563372417644
chronossmall,mlp,,,UWaveGestureLibraryAll,NVIDIA GeForce RTX 2080 Ti,gestureclass,accuracy,0.7783361250697934,92.30848,0.2672639999999973,206396.03125,1021.747712,34843.198,9.531998647650415,36.95001585706309,0.5039913456169738
chronosbase,mlp,,,UWaveGestureLibraryAll,NVIDIA GeForce RTX 2080 Ti,gestureclass,accuracy,0.7872696817420436,420.18304,0.39833599999997205,666757.3125,1803.623936,134088.217,26.295871063692484,51.15801585706316,3.644109715242881
chronoslarge,mlp,,,UWaveGestureLibraryAll,NVIDIA GeForce RTX 2080 Ti,gestureclass,accuracy,0.8243997766610832,1417.926656,0.5294079999998758,2062525.375,3256.41984,423757.919,82.36604092468568,67.45085998883292,15.907171133445003
papageis,mlp,,,UWaveGestureLibraryAll,NVIDIA GeForce RTX 2080 Ti,gestureclass,accuracy,0.9034059184812954,23.242752,0.26726400000000083,39908.37890625,205.413888,2859.017,12.5737622286074,14.644519450586266,0.3844611948632049
papageip,mlp,,,UWaveGestureLibraryAll,NVIDIA GeForce RTX 2080 Ti,gestureclass,accuracy,0.6929089893914014,20.068352,0.26726400000000083,35522.67578125,202.239488,2622.779,11.512526333498462,14.644517020658846,0.33782384142936905
papageissvri,mlp,,,UWaveGestureLibraryAll,NVIDIA GeForce RTX 2080 Ti,gestureclass,accuracy,0.9184812953657174,20.068352,0.26726400000000083,35319.984375,202.239488,2605.908,11.419102428080581,14.644517020658846,0.32955667225013957
chronosbase,mlp,,,weather,NVIDIA GeForce RTX 2080 Ti,weatherfore,mae,0.29915723841125125,420.18304,302.580736,110914.90625,1950.144512,33213.971,26.544301223054465,52.734823557789014,3.677411673753382
chronossmall,mlp,,,weather,NVIDIA GeForce RTX 2080 Ti,weatherfore,mae,0.35779385965104765,92.30848,201.720832,53929.39453125,1117.970432,13168.313,9.53314267533785,38.32821832238113,0.7482212988017009
chronosmini,mlp,,,weather,NVIDIA GeForce RTX 2080 Ti,weatherfore,mae,0.30548189310821944,40.918016,151.29088000000002,40462.05859375,814.954496,9015.544,6.0665115459941275,38.22942770467722,0.2421468882875918
chronostiny,mlp,,,weather,NVIDIA GeForce RTX 2080 Ti,weatherfore,mae,0.3161362025986956,16.789504,100.860928,38594.6328125,538.151936,6389.233,5.615671375335116,25.381325086973334,0.1088252802473908
chronoslarge,mlp,,,weather,NVIDIA GeForce RTX 2080 Ti,weatherfore,mae,0.3019198653635821,1417.926656,403.4406399999998,267748.09375,3452.187648,85588.926,82.57253193422133,70.79281735446466,15.992903169694628
momentlarge,mlp,,,weather,NVIDIA GeForce RTX 2080 Ti,weatherfore,mae,0.027098102621769787,1461.95456,50.332672,144111.328125,1705.510912,40275.144,23.89179820041192,12.987878469269617,1.6337361809045226
momentbase,mlp,,,weather,NVIDIA GeForce RTX 2080 Ti,weatherfore,mae,0.027118303836570965,455.474688,37.74975999999998,64861.2265625,662.855168,14576.007,13.017305173420473,11.808236802473914,0.46515316969462694
momentsmall,mlp,,,weather,NVIDIA GeForce RTX 2080 Ti,weatherfore,mae,0.027228495532666906,151.835648,25.166848000000016,49214.859375,295.77728,5968.736,9.342820634978317,10.33368313567837,0.2143687669114805
papageis,mlp,,,weather,NVIDIA GeForce RTX 2080 Ti,weatherfore,mae,0.0772171456165032,23.242752,0.3942399999999999,103814.4765625,86.724096,8793.674,12.554669246647778,16.301654636258213,0.3544702357943564
papageip,mlp,,,weather,NVIDIA GeForce RTX 2080 Ti,weatherfore,mae,0.07272910645051937,20.068352,0.3942399999999999,99646.8203125,83.549696,8434.891,11.61191493155277,16.30165379512949,0.3218189022033243
papageissvri,mlp,,,weather,NVIDIA GeForce RTX 2080 Ti,weatherfore,mae,0.06316830838817443,20.068352,0.3942399999999999,100122.71875,83.549696,8426.709,11.767479342201478,16.30165379512949,0.3117889447236181
chronosbase,mlp,,,ETTh1,NVIDIA GeForce RTX 2080 Ti,etth1fore,mae,0.717231671996796,420.18304,302.580736,22332.98046875,1948.440576,7019.446,26.278217109972413,52.73438936110074,3.834834139085162
chronossmall,mlp,,,ETTh1,NVIDIA GeForce RTX 2080 Ti,etth1fore,mae,0.8261664084431496,92.30848,201.720832,10426.38671875,1117.970432,2740.901,9.551639179529067,38.32780723837857,0.7555894384529566
chronosmini,mlp,,,ETTh1,NVIDIA GeForce RTX 2080 Ti,etth1fore,mae,0.5751036025165682,40.918016,151.29088000000002,7396.27197265625,814.430208,1819.544,6.147172856924923,38.22921039494233,0.2437300111565638
chronostiny,mlp,,,ETTh1,NVIDIA GeForce RTX 2080 Ti,etth1fore,mae,0.578181653043173,16.789504,100.860928,5196.55810546875,538.151936,1095.892,5.697130878337833,25.38118007288955,0.1127381926366679
chronoslarge,mlp,,,ETTh1,NVIDIA GeForce RTX 2080 Ti,etth1fore,mae,0.5492763011628192,1417.926656,403.4406399999998,56516.73046875,3452.187648,18439.391,82.16100263329588,70.79168190405358,15.940378951283005
momentlarge,mlp,,,ETTh1,NVIDIA GeForce RTX 2080 Ti,etth1fore,mae,0.2280822218956451,1461.95456,50.332672,29105.12890625,1704.462336,8522.223,23.57239171287392,12.98780575083697,1.8460502045370026
momentbase,mlp,,,ETTh1,NVIDIA GeForce RTX 2080 Ti,etth1fore,mae,0.23292693831133837,455.474688,37.74975999999998,11648.0849609375,663.6416,2941.82,13.050880073215403,11.8081821227222,0.3807021197471179
momentsmall,mlp,,,ETTh1,NVIDIA GeForce RTX 2080 Ti,etth1fore,mae,0.21938321463198632,151.835648,25.166848000000016,6052.05078125,295.77728,1026.5,9.552347324026611,10.333646494607649,0.22446485682409817
papageis,mlp,,,ETTh1,NVIDIA GeForce RTX 2080 Ti,etth1fore,mae,0.9404444785472164,23.242752,0.3942399999999999,11897.1357421875,86.724096,1190.365,12.741515390843697,16.300443085161767,0.3686121234659725
papageip,mlp,,,ETTh1,NVIDIA GeForce RTX 2080 Ti,etth1fore,mae,1.4097610025687715,20.068352,0.3942399999999999,11285.0263671875,83.549696,1134.85,11.506667097779001,16.300439848270727,0.32027854220899965
papageissvri,mlp,,,ETTh1,NVIDIA GeForce RTX 2080 Ti,etth1fore,mae,0.5054940764738481,20.068352,0.3942399999999999,11328.3193359375,83.549696,1144.229,11.64628930338345,16.300439848270727,0.3330476013387877
chronosbase,mlp,,,exchange,NVIDIA GeForce RTX 2080 Ti,ratefore,mae,1.6803839357582178,420.18304,302.580736,14189.2001953125,1949.751296,4054.614,26.317972869355216,52.73378635294114,4.091997737556561
chronossmall,mlp,,,exchange,NVIDIA GeForce RTX 2080 Ti,ratefore,mae,1.3684689174888114,92.30848,201.720832,7220.82080078125,1117.970432,1628.921,9.693725135711164,38.32752651583712,0.8547239819004525
