elapsed_s,allocated_mb,reserved_mb
0.00,810.7,822.0
0.50,828.9,932.0
1.00,820.3,932.0
1.50,830.4,932.0
2.00,836.1,946.0
2.50,842.9,948.0
3.00,828.6,948.0
3.50,828.9,948.0
4.00,848.2,948.0
4.50,852.7,948.0
5.00,829.4,948.0
5.50,836.5,948.0
6.01,830.4,948.0
6.51,819.6,948.0
7.01,842.9,948.0
7.51,828.9,948.0
8.01,830.9,948.0
8.51,854.2,948.0
9.01,838.0,948.0
9.51,836.1,948.0
10.01,835.4,948.0
10.51,829.4,948.0
11.01,838.7,948.0
11.51,842.9,948.0
12.01,828.3,948.0
12.51,829.7,948.0
13.01,836.1,948.0
13.51,829.4,948.0
14.01,831.6,948.0
14.51,829.4,948.0
15.01,838.0,948.0
15.51,829.1,948.0
16.01,835.4,948.0
16.51,829.7,948.0
17.01,835.1,948.0
17.51,827.1,948.0
18.02,829.4,948.0
18.52,828.9,948.0
19.02,829.4,948.0
19.52,842.9,948.0
20.02,829.4,948.0
20.52,845.9,948.0
21.02,829.7,948.0
21.52,838.4,948.0
22.02,829.4,948.0
22.52,829.1,948.0
23.02,829.7,948.0
23.52,828.9,948.0
24.02,829.8,948.0
24.52,843.7,948.0
25.02,830.9,948.0
25.52,830.4,948.0
26.02,851.9,948.0
26.52,827.9,948.0
27.02,819.6,948.0
27.52,842.9,948.0
28.02,835.4,948.0
28.52,829.7,948.0
29.02,828.6,948.0
29.53,843.7,948.0
30.03,829.4,948.0
30.53,842.9,948.0
31.03,830.4,948.0
31.53,828.2,948.0
32.03,829.4,948.0
32.53,829.7,948.0
33.03,828.6,948.0
33.53,843.7,948.0
34.03,828.9,948.0
34.53,827.1,948.0
35.03,843.4,948.0
35.53,836.1,948.0
36.03,854.2,948.0
36.53,828.6,948.0
37.03,842.2,948.0
37.53,829.8,948.0
38.03,829.7,948.0
38.53,829.4,948.0
39.03,836.1,948.0
39.53,843.2,948.0
40.03,854.2,948.0
40.53,875.0,948.0
41.03,830.2,948.0
41.53,819.6,948.0
42.04,830.4,948.0
42.54,827.9,948.0
43.04,842.9,948.0
43.54,836.1,948.0
44.04,843.7,948.0
44.54,843.7,948.0
45.04,851.5,948.0
45.54,827.9,948.0
46.04,848.0,948.0
46.54,834.6,948.0
47.04,828.6,948.0
47.54,829.4,948.0
48.04,827.9,948.0
48.54,836.1,948.0
49.04,829.4,948.0
49.54,837.2,948.0
50.04,835.1,948.0
50.54,839.5,948.0
51.04,828.6,948.0
51.54,819.6,948.0
52.04,827.1,948.0
52.54,828.6,948.0
53.05,843.7,948.0
53.55,829.4,948.0
54.05,828.6,948.0
54.55,829.4,948.0
55.05,839.2,948.0
55.55,832.1,948.0
56.05,849.7,948.0
56.55,832.4,948.0
57.05,820.3,948.0
57.55,836.1,948.0
58.05,829.4,948.0
58.55,831.6,948.0
59.05,836.1,948.0
59.55,851.2,948.0
