task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
ecgclass,sharing,5147,30.2765,17.289,13.321,34.105,46.7
gestureclass,sharing,5141,30.2412,17.006,13.51,33.805,44.631
