task,device_url,n_requests,throughput_rps,avg_latency_ms
etth1fore,10.100.31.64:8003,266,4.433333333333334,225.57244085727777
ecgclass,10.100.31.64:8000,266,4.433333333333334,225.73792038107277
gestureclass,10.100.31.64:8001,266,4.433333333333334,225.76442248839186
sysbp,10.100.31.64:8007,150,2.5,400.55908997853595
exchangefore,10.100.31.64:8004,267,4.45,225.11417231756204
weatherfore,10.100.31.64:8006,266,4.433333333333334,225.96285576210883
trafficfore,10.100.31.64:8005,266,4.433333333333334,226.02185987888421
eclfore,10.100.31.64:8002,265,4.416666666666667,226.9518609316844
