task,device_url,n_requests,throughput_rps,avg_latency_ms,error
humaneval,local://instance-0,616,10.266666666666667,97.47282212430781,
conll2003,local://instance-0,616,10.266666666666667,97.47652690131943,
gsm8k,local://instance-0,616,10.266666666666667,97.47313137178297,
squad,local://instance-0,616,10.266666666666667,97.47699367535579,
sst2,local://instance-0,616,10.266666666666667,97.48986711749782,
ag_news,local://instance-0,616,10.266666666666667,97.48992943144464,
flores,local://instance-0,616,10.266666666666667,97.47660121360383,
cnn_dailymail,local://instance-0,616,10.266666666666667,97.47734433644777,
