task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
nyudepth,single_nyudepth,0.0001,253.8404,244.7788,187.8423,0.0029,56.6334,2.1882,9.0617
nyudepth,single_nyudepth,0.0408,399.9789,184.4197,20.984,0.0019,32.6526,211.1425,215.5592
nyudepth,single_nyudepth,0.0797,363.3771,184.4197,20.984,0.0019,32.6526,172.2236,178.9574
nyudepth,single_nyudepth,0.1196,328.1672,184.4197,20.984,0.0019,32.6526,132.3113,143.7475
nyudepth,single_nyudepth,0.1236,324.1842,184.4197,20.984,0.0019,32.6526,128.3236,139.7645
nyudepth,single_nyudepth,0.1252,325.0568,184.4197,20.984,0.0019,32.6526,126.7021,140.6371
nyudepth,single_nyudepth,0.15,417.0358,117.0846,6.2183,0.0016,22.1335,295.8357,299.9512
nyudepth,single_nyudepth,0.1729,396.4665,117.0846,6.2183,0.0016,22.1335,272.9549,279.3819
nyudepth,single_nyudepth,0.2257,345.9177,117.0846,6.2183,0.0016,22.1335,220.1195,228.8331
nyudepth,single_nyudepth,0.2278,349.1254,117.0846,6.2183,0.0016,22.1335,218.0738,232.0408
nyudepth,single_nyudepth,0.2436,333.3204,117.0846,6.2183,0.0016,22.1335,202.2638,216.2358
nyudepth,single_nyudepth,0.2453,455.7686,120.214,4.4921,0.0016,23.1038,327.7445,335.5546
nyudepth,single_nyudepth,0.264,437.032,120.214,4.4921,0.0016,23.1038,308.9986,316.818
nyudepth,single_nyudepth,0.2925,415.5965,120.214,4.4921,0.0016,23.1038,280.4565,295.3825
nyudepth,single_nyudepth,0.2985,409.6284,120.214,4.4921,0.0016,23.1038,274.4823,289.4144
nyudepth,single_nyudepth,0.3192,388.9472,120.214,4.4921,0.0016,23.1038,253.7971,268.7332
nyudepth,single_nyudepth,0.3221,506.1626,121.638,4.5899,0.002,23.366,380.6181,384.5247
nyudepth,single_nyudepth,0.3238,506.7463,121.638,4.5899,0.002,23.366,378.8807,385.1083
nyudepth,single_nyudepth,0.3286,506.587,121.638,4.5899,0.002,23.366,374.1124,384.9491
nyudepth,single_nyudepth,0.3444,490.8097,121.638,4.5899,0.002,23.366,358.33,369.1717
nyudepth,single_nyudepth,0.3501,487.4132,121.638,4.5899,0.002,23.366,352.5791,365.7752
nyudepth,single_nyudepth,0.371,587.3258,120.3306,4.5241,0.0019,23.1197,462.8465,466.9952
nyudepth,single_nyudepth,0.3748,586.0794,120.3306,4.5241,0.0019,23.1197,458.9684,465.7488
nyudepth,single_nyudepth,0.4056,559.8836,120.3306,4.5241,0.0019,23.1197,428.1988,439.553
nyudepth,single_nyudepth,0.4266,538.9104,120.3306,4.5241,0.0019,23.1197,407.2196,418.5798
nyudepth,single_nyudepth,0.4365,531.3437,120.3306,4.5241,0.0019,23.1197,397.33,411.0131
nyudepth,single_nyudepth,0.4478,639.5009,121.3248,4.5188,0.0019,23.3196,513.994,518.176
nyudepth,single_nyudepth,0.4516,640.8496,121.3248,4.5188,0.0019,23.3196,510.1953,519.5248
nyudepth,single_nyudepth,0.4531,639.3621,121.3248,4.5188,0.0019,23.3196,508.7006,518.0373
nyudepth,single_nyudepth,0.4556,641.5231,121.3248,4.5188,0.0019,23.3196,506.2678,520.1983
nyudepth,single_nyudepth,0.4671,630.0073,121.3248,4.5188,0.0019,23.3196,494.7474,508.6824
nyudepth,single_nyudepth,0.4736,743.479,121.0403,4.592,0.0015,23.2487,618.2437,622.4387
nyudepth,single_nyudepth,0.4945,727.5019,121.0403,4.592,0.0015,23.2487,597.3389,606.4616
nyudepth,single_nyudepth,0.5063,715.6644,121.0403,4.592,0.0015,23.2487,585.4945,594.6241
nyudepth,single_nyudepth,0.51,716.7566,121.0403,4.592,0.0015,23.2487,581.8119,595.7163
nyudepth,single_nyudepth,0.5178,708.9949,121.0403,4.592,0.0015,23.2487,574.0445,587.9546
nyudepth,single_nyudepth,0.5295,819.7403,123.4936,4.5233,0.0019,23.7541,692.3046,696.2467
nyudepth,single_nyudepth,0.5343,817.4827,123.4936,4.5233,0.0019,23.7541,687.5005,693.9891
nyudepth,single_nyudepth,0.5401,816.5908,123.4936,4.5233,0.0019,23.7541,681.7427,693.0972
nyudepth,single_nyudepth,0.5557,800.9033,123.4936,4.5233,0.0019,23.7541,666.049,677.4097
nyudepth,single_nyudepth,0.5597,799.6352,123.4936,4.5233,0.0019,23.7541,662.1077,676.1416
nyudepth,single_nyudepth,0.582,898.4327,121.842,4.8742,0.0018,23.3531,772.5182,776.5908
nyudepth,single_nyudepth,0.6046,878.5167,121.842,4.8742,0.0018,23.3531,749.9173,756.6747
nyudepth,single_nyudepth,0.6241,863.5638,121.842,4.8742,0.0018,23.3531,730.3934,741.7218
nyudepth,single_nyudepth,0.6241,863.5557,121.842,4.8742,0.0018,23.3531,730.3791,741.7137
nyudepth,single_nyudepth,0.6439,846.0855,121.842,4.8742,0.0018,23.3531,710.6049,724.2436
nyudepth,single_nyudepth,0.6654,945.1504,121.5455,4.5248,0.002,23.3629,819.6614,823.6048
nyudepth,single_nyudepth,0.6843,928.7989,121.5455,4.5248,0.002,23.3629,800.8015,807.2534
nyudepth,single_nyudepth,0.6893,928.5154,121.5455,4.5248,0.002,23.3629,795.7809,806.9699
nyudepth,single_nyudepth,0.6941,923.697,121.5455,4.5248,0.002,23.3629,790.9572,802.1515
nyudepth,single_nyudepth,0.7012,918.9615,121.5455,4.5248,0.002,23.3629,783.8867,797.416
nyudepth,single_nyudepth,0.7084,1031.8668,121.3358,4.4982,0.0015,23.3227,905.7314,910.531
nyudepth,single_nyudepth,0.7084,1036.4761,121.3358,4.4982,0.0015,23.3227,905.7231,915.1403
nyudepth,single_nyudepth,0.7084,1036.4783,121.3358,4.4982,0.0015,23.3227,905.7195,915.1425
nyudepth,single_nyudepth,0.7285,1021.0171,121.3358,4.4982,0.0015,23.3227,885.6273,899.6812
nyudepth,single_nyudepth,0.7951,954.4318,121.3358,4.4982,0.0015,23.3227,819.0372,833.0959
nyudepth,single_nyudepth,0.8042,1066.2532,121.595,4.5471,0.0017,23.3678,940.5456,944.6581
nyudepth,single_nyudepth,0.809,1063.8492,121.595,4.5471,0.0017,23.3678,935.74,942.2542
nyudepth,single_nyudepth,0.8158,1064.9648,121.595,4.5471,0.0017,23.3678,928.9529,943.3697
nyudepth,single_nyudepth,0.8216,1064.8947,121.595,4.5471,0.0017,23.3678,923.1849,943.2996
nyudepth,single_nyudepth,0.8232,1063.2746,121.595,4.5471,0.0017,23.3678,921.5596,941.6796
nyudepth,single_nyudepth,0.8416,1158.4513,120.7445,4.5574,0.002,23.1949,1033.6092,1037.7068
nyudepth,single_nyudepth,0.8651,1140.1863,120.7445,4.5574,0.002,23.1949,1010.0682,1019.4418
nyudepth,single_nyudepth,0.8897,1115.6061,120.7445,4.5574,0.002,23.1949,985.482,994.8616
nyudepth,single_nyudepth,0.9779,1032.3024,120.7445,4.5574,0.002,23.1949,897.3036,911.5579
nyudepth,single_nyudepth,1.0135,996.6936,120.7445,4.5574,0.002,23.1949,861.6884,875.9491
nyudepth,single_nyudepth,1.0411,1089.6297,121.2029,4.5405,0.0018,23.2883,964.0248,968.4267
nyudepth,single_nyudepth,1.0587,1077.363,121.2029,4.5405,0.0018,23.2883,946.4693,956.1601
nyudepth,single_nyudepth,1.0692,1066.8113,121.2029,4.5405,0.0018,23.2883,935.9105,945.6084
nyudepth,single_nyudepth,1.0692,1071.6147,121.2029,4.5405,0.0018,23.2883,935.9004,950.4118
nyudepth,single_nyudepth,1.0848,1055.9967,121.2029,4.5405,0.0018,23.2883,920.2764,934.7937
nyudepth,single_nyudepth,1.0971,1163.3112,122.06,4.503,0.002,23.4683,1036.7317,1041.2512
nyudepth,single_nyudepth,1.1206,1143.0039,122.06,4.503,0.002,23.4683,1013.1905,1020.9439
nyudepth,single_nyudepth,1.1542,1117.0056,122.06,4.503,0.002,23.4683,979.6219,994.9455
nyudepth,single_nyudepth,1.1598,1111.4287,122.06,4.503,0.002,23.4683,974.0384,989.3687
nyudepth,single_nyudepth,1.1602,1111.6943,122.06,4.503,0.002,23.4683,973.6261,989.6343
nyudepth,single_nyudepth,1.1756,1232.0955,121.7672,4.84,0.0031,23.337,1090.4059,1110.3283
nyudepth,single_nyudepth,1.2221,1185.6229,121.7672,4.84,0.0031,23.337,1043.9217,1063.8557
nyudepth,single_nyudepth,1.2321,1175.6167,121.7672,4.84,0.0031,23.337,1033.9108,1053.8495
nyudepth,single_nyudepth,1.2676,1142.3979,121.7672,4.84,0.0031,23.337,998.4362,1020.6307
nyudepth,single_nyudepth,1.2802,1129.8537,121.7672,4.84,0.0031,23.337,985.883,1008.0865
nyudepth,single_nyudepth,1.3017,1222.764,120.6679,5.5686,0.0016,22.9759,1097.8293,1102.0961
nyudepth,single_nyudepth,1.3072,1222.1575,120.6679,5.5686,0.0016,22.9759,1092.3202,1101.4896
nyudepth,single_nyudepth,1.3089,1220.4449,120.6679,5.5686,0.0016,22.9759,1090.6007,1099.777
nyudepth,single_nyudepth,1.3117,1222.2073,120.6679,5.5686,0.0016,22.9759,1087.8046,1101.5394
nyudepth,single_nyudepth,1.3135,1220.4628,120.6679,5.5686,0.0016,22.9759,1086.055,1099.7949
nyudepth,single_nyudepth,1.3151,1339.9031,120.9995,4.6277,0.0018,23.2344,1214.7279,1218.9036
