elapsed_s,allocated_mb,reserved_mb
0.00,450.6,494.0
0.50,455.5,500.0
1.00,453.6,500.0
1.50,453.3,500.0
2.00,451.0,500.0
2.50,451.0,500.0
3.00,451.0,500.0
3.50,451.0,500.0
4.00,451.0,500.0
4.50,453.3,500.0
5.00,452.5,500.0
5.50,451.0,500.0
6.00,451.0,500.0
6.51,451.0,500.0
7.01,456.5,500.0
7.51,453.5,500.0
8.01,450.6,500.0
8.51,451.0,500.0
9.01,451.0,500.0
9.51,451.0,500.0
10.01,452.9,500.0
10.51,455.5,500.0
11.01,451.0,500.0
11.51,451.0,500.0
12.01,451.0,500.0
12.51,451.0,500.0
13.01,453.3,500.0
13.51,452.9,500.0
14.01,450.6,500.0
14.51,451.0,500.0
15.01,451.0,500.0
15.51,451.0,500.0
16.01,451.8,500.0
16.51,452.1,500.0
17.01,454.4,500.0
17.51,451.0,500.0
18.01,451.0,500.0
18.51,451.0,500.0
19.02,452.1,500.0
19.52,452.5,500.0
20.02,451.0,500.0
20.52,451.0,500.0
21.02,451.0,500.0
21.52,456.5,500.0
22.02,452.9,500.0
22.52,451.0,500.0
23.02,451.0,500.0
23.52,451.0,500.0
24.02,454.5,500.0
24.52,453.6,500.0
25.02,450.6,500.0
25.52,451.0,500.0
26.02,451.0,500.0
26.52,451.0,500.0
27.02,453.6,500.0
27.52,453.3,500.0
28.02,451.0,500.0
28.52,451.0,500.0
29.02,451.0,500.0
29.52,452.9,500.0
30.02,452.1,500.0
30.52,450.6,500.0
31.02,451.0,500.0
31.53,451.0,500.0
32.03,451.0,500.0
32.53,453.5,500.0
33.03,452.5,500.0
33.53,451.0,500.0
34.03,451.0,500.0
34.53,451.0,500.0
35.03,451.0,500.0
35.53,452.9,500.0
36.03,451.0,500.0
36.53,451.0,500.0
37.03,451.0,500.0
37.53,451.0,500.0
38.03,453.6,500.0
38.53,452.1,500.0
39.03,451.0,500.0
39.53,451.0,500.0
40.03,451.0,500.0
40.53,454.8,500.0
41.03,453.5,500.0
41.53,451.0,500.0
42.03,451.0,500.0
42.53,451.0,500.0
43.03,456.5,500.0
43.53,452.1,500.0
44.03,451.0,500.0
44.54,451.0,500.0
45.04,451.0,500.0
45.54,454.5,500.0
46.04,452.5,500.0
46.54,450.6,500.0
47.04,451.0,500.0
47.54,451.0,500.0
48.04,453.6,500.0
48.54,456.5,500.0
49.04,450.6,500.0
49.54,451.0,500.0
50.04,451.0,500.0
50.54,453.6,500.0
51.04,454.0,500.0
51.54,454.8,500.0
52.04,451.0,500.0
52.54,451.0,500.0
53.04,451.0,500.0
53.54,452.5,500.0
54.04,452.5,500.0
54.54,451.0,500.0
55.04,451.0,500.0
55.54,451.0,500.0
56.04,456.5,500.0
56.54,452.5,500.0
57.04,451.0,500.0
57.55,451.0,500.0
58.05,451.0,500.0
58.55,453.3,500.0
59.05,453.6,500.0
59.55,454.4,500.0
