batch_start_ns,observed_batch_size,send_time_rel_first
1775261160306205517,1,18.826573
1775261170031255418,4,10.000267
1775261170090109530,9,10.003149
1775261170142308699,8,10.02153
1775261170197729870,9,10.034084
1775261170248075728,6,10.064143
1775261170295831763,6,10.087216
1775261170343051754,8,10.102114
1775261170397981733,7,10.129502
1775261170444580317,7,10.138811
1775261170501244472,7,10.159204
1775261170557387205,6,10.187561
1775261170602961864,8,10.202949
1775261170657846101,9,10.229101
1775261170720201826,9,10.260935
1775261170769960169,7,10.284055
1775261170825453993,9,10.310741
1775261170881316513,7,10.344066
1775261170934558808,10,10.356943
1775261170986685944,7,10.388943
1775261171035538887,8,10.407187
1775261171085635165,7,10.427186
1775261171132193867,7,10.444103
1775261171184548813,7,10.452863
1775261171231090444,8,10.468951
1775261171294075667,8,10.486929
1775261171340791906,7,10.49257
1775261171393308120,10,10.510631
1775261171450073909,8,10.52355
1775261171498388799,6,10.539119
1775261171548864162,6,10.550848
1775261171605356620,7,10.57068
1775261171656930792,6,10.581547
1775261171706607571,4,10.595906
1775261171765264794,8,10.610423
1775261171828251157,8,10.644169
1775261171872368432,4,10.666303
1775261171942265037,8,10.679722
1775261172005143465,8,10.700861
1775261172072111643,9,10.715752
1775261172132790204,8,10.733293
1775261172181956690,5,10.756452
1775261172229702944,4,10.764816
1775261172280407979,6,10.779059
1775261172344475669,8,10.829643
1775261172403569280,7,10.849689
1775261172465981278,9,10.860964
1775261172517329180,7,10.885754
1775261172573058824,7,10.895846
1775261172628350990,6,10.91503
1775261172697824837,7,10.926341
1775261172757204941,9,10.95483
1775261172802800171,5,10.970839
1775261172868001241,6,10.980238
1775261172932379575,8,10.9851
1775261172978476786,6,11.011488
1775261173023553764,4,11.026178
1775261173080031811,7,11.037444
1775261173127309054,5,11.053639
1775261173190772068,7,11.067678
1775261173256697740,7,11.090621
1775261173322655073,7,11.108778
1775261173385259928,6,11.127176
1775261173461340556,9,11.140432
1775261173518834727,7,11.178194
1775261173583603358,9,11.188013
1775261173639299061,7,11.215654
1775261173697521855,7,11.240608
1775261173766397816,7,11.255691
1775261173826510633,8,11.269821
1775261173886656191,6,11.286595
1775261173946264545,7,11.315972
1775261174014062339,7,11.324922
1775261174082131744,9,11.330782
1775261174164829561,8,11.354277
1775261174226910504,9,11.362691
1775261174283645343,7,11.38375
1775261174348080899,9,11.42054
1775261174428911505,8,11.445064
1775261174482598449,8,11.464929
1775261174537921216,7,11.490864
1775261174606371528,8,11.506659
1775261174677677866,6,11.533071
1775261174744079388,9,11.544797
1775261174806722126,7,11.564814
1775261174872967441,8,11.584857
1775261174948387709,8,11.620084
1775261175022192037,7,11.64241
1775261175090844308,7,11.649104
1775261175144598696,6,11.679515
1775261175210813850,7,11.691639
1775261175276901729,10,11.708261
1775261175342306618,7,11.727143
1775261175411630428,8,11.744731
1775261175467395744,7,11.761309
1775261175534784020,8,11.776927
1775261175603604728,8,11.785251
1775261175669141703,6,11.790609
1775261175741644143,8,11.798145
1775261175809164354,8,11.831069
1775261175879140694,6,11.845923
1775261175933189234,7,11.87011
1775261175993621125,7,11.877919
1775261176059380039,9,11.89513
1775261176114588221,5,11.918039
1775261176191905042,5,11.926663
1775261176254374892,7,11.940087
1775261176317585694,8,11.950188
1775261176379642176,9,11.972496
1775261176425572891,5,11.994437
1775261176489400420,7,12.002713
1775261176548734503,5,12.010453
1775261176616809039,8,12.017768
1775261176683118957,8,12.034091
1775261176745651430,7,12.049235
1775261176810912402,7,12.071688
1775261176869905420,8,12.095006
1775261176938078470,8,12.1178
1775261176997044297,8,12.142588
1775261177045492681,4,12.156591
1775261177111460145,6,12.169149
1775261177174432597,7,12.189138
1775261177224206280,5,12.19699
1775261177285669256,7,12.216668
1775261177342550731,4,12.239625
1775261177410049941,8,12.247794
1775261177501625938,5,12.269554
1775261177561321637,8,12.281925
1775261177607336025,5,12.314715
1775261177654612839,4,12.32988
1775261177712905945,7,12.33754
1775261177768349787,7,12.349515
1775261177825298925,7,12.369186
1775261177891254728,7,12.380209
1775261177936571336,5,12.404036
1775261178003768333,9,12.419345
1775261178066254784,8,12.446188
1775261178130938911,7,12.466274
1775261178176191766,6,12.475158
1775261178239047673,7,12.492923
1775261178305370692,8,12.500398
1775261178371773674,7,12.511649
1775261178438087643,7,12.526386
1775261178496247504,7,12.537772
1775261178542146737,5,12.5462
1775261178598801792,6,12.56375
1775261178660346462,7,12.570268
1775261178722829002,7,12.597692
1775261178788544855,7,12.607668
1775261178841030177,7,12.618009
1775261178896777532,6,12.635094
1775261178959789035,7,12.645627
1775261179005912549,6,12.65962
1775261179065581786,6,12.675516
1775261179117797406,6,12.690573
1775261179191140653,8,12.708299
1775261179253638894,8,12.731872
1775261179307714856,5,12.75502
1775261179370243089,6,12.770137
1775261179433162428,9,12.783909
1775261179496852062,8,12.816824
1775261179559727730,8,12.830119
1775261179622437150,9,12.845163
1775261179677388180,7,12.860042
1775261179734193772,7,12.887965
1775261179782803754,4,12.898757
1775261179845357418,9,12.9131
1775261179897505885,6,12.929778
1775261179955629754,6,12.935909
1775261180011248174,7,12.95957
1775261180078114357,8,12.978834
1775261180139496159,6,13.005712
1775261180212399676,10,13.020227
1775261180269234439,9,13.036926
1775261180327138429,6,13.057492
1775261180377975039,6,13.068998
1775261180439409164,6,13.080923
1775261180505277113,8,13.093567
1775261180554253561,5,13.11869
1775261180615511668,8,13.132028
1775261180654051858,40,13.163398
1775261180776071450,15,13.262851
1775261180847098455,10,13.304042
1775261180912228162,7,13.338009
1775261180972858371,7,13.355555
1775261181039824579,7,13.362574
1775261181108491220,8,13.379743
1775261181160391016,9,13.397749
1775261181219515000,6,13.567928
