req_id,client_id,send_time_rel,latency_ms,start_time_ns,end_time_ns
21774,9,0.147909,308.7037,1775261141736044632,1775261141851346807
12136,5,0.147926,308.6903,1775261141736044632,1775261141851346807
2377,1,0.150412,439.5776,1775261141870320689,1775261141985412756
7228,3,0.15769,432.5178,1775261141870320689,1775261141985412756
21775,9,0.160069,430.1512,1775261141870320689,1775261141985412756
4795,2,0.162334,428.1533,1775261141870320689,1775261141985412756
2378,1,0.163603,426.8959,1775261141870320689,1775261141985412756
7229,3,0.167874,422.7431,1775261141870320689,1775261141985412756
3,0,0.178351,412.3867,1775261141870320689,1775261141985412756
14402,6,0.180771,410.054,1775261141870320689,1775261141985412756
12137,5,0.182129,408.7067,1775261141870320689,1775261141985412756
14403,6,0.182364,408.5524,1775261141870320689,1775261141985412756
9664,4,0.184705,406.2321,1775261141870320689,1775261141985412756
19324,8,0.18472,407.9115,1775261141870320689,1775261141985412756
4,0,0.186232,406.4126,1775261141870320689,1775261141985412756
19325,8,0.186246,406.4074,1775261141870320689,1775261141985412756
5,0,0.187711,404.9489,1775261141870320689,1775261141985412756
12138,5,0.190037,402.6976,1775261141870320689,1775261141985412756
2379,1,0.190052,404.2153,1775261141870320689,1775261141985412756
21776,9,0.191505,402.7712,1775261141870320689,1775261141985412756
19326,8,0.191519,402.7624,1775261141870320689,1775261141985412756
19327,8,0.195066,399.219,1775261141870320689,1775261141985412756
4796,2,0.195081,399.2083,1775261141870320689,1775261141985412756
9665,4,0.197539,396.7535,1775261141870320689,1775261141985412756
14404,6,0.197553,396.7433,1775261141870320689,1775261141985412756
21777,9,0.20005,394.2502,1775261141870320689,1775261141985412756
12139,5,0.202373,391.9315,1775261141870320689,1775261141985412756
19328,8,0.206656,387.6519,1775261141870320689,1775261141985412756
12140,5,0.212965,381.3457,1775261141870320689,1775261141985412756
12141,5,0.217276,377.0382,1775261141870320689,1775261141985412756
6,0,0.224592,369.7262,1775261141870320689,1775261141985412756
9666,4,0.230866,363.4551,1775261141870320689,1775261141985412756
16836,7,0.233162,361.1624,1775261141870320689,1775261141985412756
12142,5,0.236488,357.8403,1775261141870320689,1775261141985412756
4797,2,0.238757,355.5741,1775261141870320689,1775261141985412756
14405,6,0.240078,354.2571,1775261141870320689,1775261141985412756
21778,9,0.24009,354.2478,1775261141870320689,1775261141985412756
19329,8,0.243476,350.8651,1775261141870320689,1775261141985412756
7230,3,0.247762,346.5824,1775261141870320689,1775261141985412756
4798,2,0.247996,346.3523,1775261141870320689,1775261141985412756
21779,9,0.249312,345.0389,1775261141870320689,1775261141985412756
19330,8,0.256613,337.7419,1775261141870320689,1775261141985412756
7,0,0.259948,334.41,1775261141870320689,1775261141985412756
21780,9,0.26522,329.1416,1775261141870320689,1775261141985412756
4799,2,0.266529,327.8356,1775261141870320689,1775261141985412756
9667,4,0.267835,326.5328,1775261141870320689,1775261141985412756
9668,4,0.267846,326.6041,1775261141870320689,1775261141985412756
16837,7,0.270253,324.203,1775261141870320689,1775261141985412756
16838,7,0.27453,319.9303,1775261141870320689,1775261141985412756
2380,1,0.274757,319.7069,1775261141870320689,1775261141985412756
21781,9,0.285069,309.3989,1775261141870320689,1775261141985412756
9669,4,0.285081,309.3898,1775261141870320689,1775261141985412756
7231,3,0.287466,307.009,1775261141870320689,1775261141985412756
19331,8,0.287477,307.0018,1775261141870320689,1775261141985412756
21782,9,0.291841,302.6421,1775261141870320689,1775261141985412756
2381,1,0.293183,301.3043,1775261141870320689,1775261141985412756
19332,8,0.297485,297.0054,1775261141870320689,1775261141985412756
12143,5,0.299935,294.5597,1775261141870320689,1775261141985412756
12144,5,0.301304,293.1933,1775261141870320689,1775261141985412756
9670,4,0.301321,293.1809,1775261141870320689,1775261141985412756
9671,4,0.302821,291.6837,1775261141870320689,1775261141985412756
19333,8,0.305162,289.4955,1775261141870320689,1775261141985412756
9672,4,0.313501,281.1635,1775261141870320689,1775261141985412756
9673,4,0.318304,276.3655,1775261141870320689,1775261141985412756
9674,4,0.322586,272.0881,1775261141870320689,1775261141985412756
2382,1,0.32485,269.829,1775261141870320689,1775261141985412756
21783,9,0.328141,404.8731,1775261142008725408,1775261142123974351
4800,2,0.329435,404.0718,1775261142008725408,1775261142123974351
9675,4,0.330694,402.8249,1775261142008725408,1775261142123974351
14406,6,0.331947,401.7408,1775261142008725408,1775261142123974351
21784,9,0.335206,398.494,1775261142008725408,1775261142123974351
8,0,0.337475,396.2305,1775261142008725408,1775261142123974351
7232,3,0.33773,396.1139,1775261142008725408,1775261142123974351
9,0,0.339999,393.8553,1775261142008725408,1775261142123974351
12145,5,0.34001,393.8513,1775261142008725408,1775261142123974351
14407,6,0.342372,391.6111,1775261142008725408,1775261142123974351
4801,2,0.347636,386.3583,1775261142008725408,1775261142123974351
4802,2,0.347648,386.3783,1775261142008725408,1775261142123974351
2383,1,0.351036,383.0004,1775261142008725408,1775261142123974351
2384,1,0.351047,383.8031,1775261142008725408,1775261142123974351
14408,6,0.352422,382.437,1775261142008725408,1775261142123974351
21785,9,0.354686,380.1775,1775261142008725408,1775261142123974351
7233,3,0.355941,378.927,1775261142008725408,1775261142123974351
2385,1,0.357215,377.6574,1775261142008725408,1775261142123974351
14409,6,0.359471,375.4301,1775261142008725408,1775261142123974351
14410,6,0.362786,372.1251,1775261142008725408,1775261142123974351
16839,7,0.364104,370.9931,1775261142008725408,1775261142123974351
19334,8,0.365391,369.7178,1775261142008725408,1775261142123974351
21786,9,0.365405,369.7116,1775261142008725408,1775261142123974351
10,0,0.365415,369.7102,1775261142008725408,1775261142123974351
2386,1,0.366906,368.2268,1775261142008725408,1775261142123974351
11,0,0.366916,368.2542,1775261142008725408,1775261142123974351
19335,8,0.37329,361.8903,1775261142008725408,1775261142123974351
16840,7,0.377561,357.6262,1775261142008725408,1775261142123974351
9676,4,0.381844,353.3509,1775261142008725408,1775261142123974351
9677,4,0.381858,353.3442,1775261142008725408,1775261142123974351
16841,7,0.38225,353.3533,1775261142008725408,1775261142123974351
9678,4,0.387615,347.9958,1775261142008725408,1775261142123974351
2387,1,0.389959,345.6566,1775261142008725408,1775261142123974351
12146,5,0.389972,345.6469,1775261142008725408,1775261142123974351
9679,4,0.394413,341.2106,1775261142008725408,1775261142123974351
12,0,0.394427,341.1996,1775261142008725408,1775261142123974351
12147,5,0.397902,337.7278,1775261142008725408,1775261142123974351
4803,2,0.398091,337.5437,1775261142008725408,1775261142123974351
19336,8,0.400362,335.2764,1775261142008725408,1775261142123974351
19337,8,0.400374,335.2685,1775261142008725408,1775261142123974351
16842,7,0.402749,332.8969,1775261142008725408,1775261142123974351
21787,9,0.405071,333.1416,1775261142008725408,1775261142123974351
2388,1,0.407369,330.8527,1775261142008725408,1775261142123974351
14411,6,0.412687,325.5405,1775261142008725408,1775261142123974351
16843,7,0.412947,325.2835,1775261142008725408,1775261142123974351
7234,3,0.415272,322.963,1775261142008725408,1775261142123974351
16844,7,0.416539,321.6999,1775261142008725408,1775261142123974351
16845,7,0.417803,320.4398,1775261142008725408,1775261142123974351
9680,4,0.422094,316.1521,1775261142008725408,1775261142123974351
4804,2,0.422108,316.1426,1775261142008725408,1775261142123974351
16846,7,0.423567,314.6875,1775261142008725408,1775261142123974351
12148,5,0.425837,312.422,1775261142008725408,1775261142123974351
19338,8,0.436143,302.119,1775261142008725408,1775261142123974351
9681,4,0.436155,302.1109,1775261142008725408,1775261142123974351
13,0,0.437555,300.7152,1775261142008725408,1775261142123974351
9682,4,0.440851,297.4222,1775261142008725408,1775261142123974351
9683,4,0.445131,293.1461,1775261142008725408,1775261142123974351
14,0,0.447398,290.8819,1775261142008725408,1775261142123974351
16847,7,0.454618,283.6659,1775261142008725408,1775261142123974351
16848,7,0.45463,283.659,1775261142008725408,1775261142123974351
19339,8,0.460022,278.2717,1775261142008725408,1775261142123974351
21788,9,0.461349,276.9496,1775261142008725408,1775261142123974351
9684,4,0.461359,276.9434,1775261142008725408,1775261142123974351
4805,2,0.464729,371.2366,1775261142157433478,1775261142233649930
12149,5,0.468061,368.0747,1775261142157433478,1775261142233649930
19340,8,0.469371,367.1181,1775261142157433478,1775261142233649930
4806,2,0.470662,365.8473,1775261142157433478,1775261142233649930
14412,6,0.47393,362.5898,1775261142157433478,1775261142233649930
21789,9,0.473941,362.7143,1775261142157433478,1775261142233649930
4807,2,0.475323,361.4359,1775261142157433478,1775261142233649930
15,0,0.478607,358.1662,1775261142157433478,1775261142233649930
16849,7,0.479949,356.9276,1775261142157433478,1775261142233649930
14413,6,0.479964,356.986,1775261142157433478,1775261142233649930
21790,9,0.481469,355.4924,1775261142157433478,1775261142233649930
16,0,0.481727,356.1523,1775261142157433478,1775261142233649930
17,0,0.48508,352.8326,1775261142157433478,1775261142233649930
2389,1,0.488379,349.5424,1775261142157433478,1775261142233649930
7235,3,0.488391,349.5376,1775261142157433478,1775261142233649930
21791,9,0.490789,347.1479,1775261142157433478,1775261142233649930
21792,9,0.491011,346.9336,1775261142157433478,1775261142233649930
18,0,0.4922,345.7525,1775261142157433478,1775261142233649930
21793,9,0.494471,343.4887,1775261142157433478,1775261142233649930
12150,5,0.497753,340.2145,1775261142157433478,1775261142233649930
21794,9,0.498003,339.9711,1775261142157433478,1775261142233649930
7236,3,0.49927,338.711,1775261142157433478,1775261142233649930
9685,4,0.501607,336.3814,1775261142157433478,1775261142233649930
21795,9,0.501831,336.1647,1775261142157433478,1775261142233649930
19341,8,0.504126,335.0103,1775261142157433478,1775261142233649930
16850,7,0.50414,335.005,1775261142157433478,1775261142233649930
7237,3,0.505561,333.5898,1775261142157433478,1775261142233649930
21796,9,0.505575,333.5791,1775261142157433478,1775261142233649930
16851,7,0.505946,333.2126,1775261142157433478,1775261142233649930
19342,8,0.50596,333.2038,1775261142157433478,1775261142233649930
14414,6,0.507334,331.8346,1775261142157433478,1775261142233649930
21797,9,0.507345,331.8274,1775261142157433478,1775261142233649930
7238,3,0.509699,329.4783,1775261142157433478,1775261142233649930
16852,7,0.511018,328.1634,1775261142157433478,1775261142233649930
7239,3,0.51103,328.1558,1775261142157433478,1775261142233649930
2390,1,0.511037,328.1529,1775261142157433478,1775261142233649930
21798,9,0.512619,326.5743,1775261142157433478,1775261142233649930
12151,5,0.512632,326.5657,1775261142157433478,1775261142233649930
9686,4,0.514073,325.1278,1775261142157433478,1775261142233649930
19,0,0.515365,323.8802,1775261142157433478,1775261142233649930
7240,3,0.51965,319.6006,1775261142157433478,1775261142233649930
20,0,0.524934,314.3213,1775261142157433478,1775261142233649930
14415,6,0.526227,313.0324,1775261142157433478,1775261142233649930
9687,4,0.533508,305.7556,1775261142157433478,1775261142233649930
16853,7,0.535795,372.999,1775261142260060578,1775261142307070309
12152,5,0.541113,367.7025,1775261142260060578,1775261142307070309
12153,5,0.544425,364.8801,1775261142260060578,1775261142307070309
12154,5,0.549806,359.5078,1775261142260060578,1775261142307070309
2391,1,0.551107,358.2115,1775261142260060578,1775261142307070309
19343,8,0.551319,358.0039,1775261142260060578,1775261142307070309
2392,1,0.555595,353.9166,1775261142260060578,1775261142307070309
21,0,0.556935,352.6664,1775261142260060578,1775261142307070309
7241,3,0.556946,354.3165,1775261142260060578,1775261142307070309
7242,3,0.558365,352.9069,1775261142260060578,1775261142307070309
14416,6,0.558378,352.8998,1775261142260060578,1775261142307070309
12155,5,0.558385,352.8965,1775261142260060578,1775261142307070309
9688,4,0.558837,352.4482,1775261142260060578,1775261142307070309
19344,8,0.560149,351.676,1775261142260060578,1775261142307070309
4808,2,0.560162,351.671,1775261142260060578,1775261142307070309
22,0,0.562556,349.2823,1775261142260060578,1775261142307070309
4809,2,0.563834,348.0077,1775261142260060578,1775261142307070309
16854,7,0.566123,345.7236,1775261142260060578,1775261142307070309
4810,2,0.568381,343.4696,1775261142260060578,1775261142307070309
16855,7,0.578643,333.2114,1775261142260060578,1775261142307070309
9689,4,0.578654,333.2038,1775261142260060578,1775261142307070309
9690,4,0.57904,332.8226,1775261142260060578,1775261142307070309
12156,5,0.581301,330.5664,1775261142260060578,1775261142307070309
4811,2,0.582567,329.3045,1775261142260060578,1775261142307070309
21799,9,0.583821,328.0547,1775261142260060578,1775261142307070309
19345,8,0.586132,325.748,1775261142260060578,1775261142307070309
4812,2,0.586143,325.7663,1775261142260060578,1775261142307070309
14417,6,0.592062,319.8819,1775261142260060578,1775261142307070309
21800,9,0.594957,316.9947,1775261142260060578,1775261142307070309
19346,8,0.597345,314.6117,1775261142260060578,1775261142307070309
19347,8,0.605611,306.35,1775261142260060578,1775261142307070309
23,0,0.607929,349.5612,1775261142327779217,1775261142357905698
2393,1,0.60794,349.7512,1775261142327779217,1775261142357905698
2394,1,0.609296,348.4068,1775261142327779217,1775261142357905698
9691,4,0.609306,348.5286,1775261142327779217,1775261142357905698
16856,7,0.609312,348.6392,1775261142327779217,1775261142357905698
14418,6,0.613761,344.2953,1775261142327779217,1775261142357905698
14419,6,0.615085,343.0603,1775261142327779217,1775261142357905698
4813,2,0.619347,338.9237,1775261142327779217,1775261142357905698
2395,1,0.623609,334.6701,1775261142327779217,1775261142357905698
12157,5,0.623621,334.7137,1775261142327779217,1775261142357905698
9692,4,0.626019,333.3592,1775261142327779217,1775261142357905698
9693,4,0.628284,331.1019,1775261142327779217,1775261142357905698
4814,2,0.629541,329.85,1775261142327779217,1775261142357905698
2396,1,0.631805,327.5909,1775261142327779217,1775261142357905698
21801,9,0.634131,325.2695,1775261142327779217,1775261142357905698
24,0,0.638391,321.0142,1775261142327779217,1775261142357905698
14420,6,0.640645,318.7642,1775261142327779217,1775261142357905698
12158,5,0.640657,318.7566,1775261142327779217,1775261142357905698
14421,6,0.651152,308.2662,1775261142327779217,1775261142357905698
9694,4,0.651169,308.2538,1775261142327779217,1775261142357905698
25,0,0.654628,349.6459,1775261142381626748,1775261142400883362
9695,4,0.654846,349.4411,1775261142381626748,1775261142400883362
19348,8,0.657133,347.1622,1775261142381626748,1775261142400883362
21802,9,0.664395,341.0423,1775261142381626748,1775261142400883362
26,0,0.665657,339.7889,1775261142381626748,1775261142400883362
14422,6,0.665667,339.7832,1775261142381626748,1775261142400883362
9696,4,0.668046,337.4078,1775261142381626748,1775261142400883362
16857,7,0.669301,336.1576,1775261142381626748,1775261142400883362
2397,1,0.670555,334.9073,1775261142381626748,1775261142400883362
7243,3,0.671809,333.6577,1775261142381626748,1775261142400883362
16858,7,0.676093,329.3774,1775261142381626748,1775261142400883362
27,0,0.677354,328.1202,1775261142381626748,1775261142400883362
16859,7,0.677365,328.1131,1775261142381626748,1775261142400883362
9697,4,0.677371,328.1112,1775261142381626748,1775261142400883362
28,0,0.678863,371.4094,1775261142429938656,1775261142446362186
2398,1,0.678874,371.527,1775261142429938656,1775261142446362186
19349,8,0.680326,370.1632,1775261142429938656,1775261142446362186
7244,3,0.681581,369.0696,1775261142429938656,1775261142446362186
16860,7,0.682837,367.821,1775261142429938656,1775261142446362186
29,0,0.682848,367.9001,1775261142429938656,1775261142446362186
7245,3,0.685237,365.6864,1775261142429938656,1775261142446362186
14423,6,0.685249,365.6871,1775261142429938656,1775261142446362186
16861,7,0.686606,364.4538,1775261142429938656,1775261142446362186
19350,8,0.687857,363.2653,1775261142429938656,1775261142446362186
9698,4,0.690145,360.9848,1775261142429938656,1775261142446362186
4815,2,0.69034,391.2134,1775261142463341951,1775261142477410748
2399,1,0.693617,387.9495,1775261142463341951,1775261142477410748
7246,3,0.699948,382.1526,1775261142463341951,1775261142477410748
30,0,0.699961,382.148,1775261142463341951,1775261142477410748
16862,7,0.702389,379.724,1775261142463341951,1775261142477410748
4816,2,0.7024,379.7171,1775261142463341951,1775261142477410748
2400,1,0.706822,375.3006,1775261142463341951,1775261142477410748
19351,8,0.708165,373.9614,1775261142463341951,1775261142477410748
19352,8,0.709429,372.7009,1775261142463341951,1775261142477410748
31,0,0.70962,410.9635,1775261142503189318,1775261142518543011
14424,6,0.710915,409.6844,1775261142503189318,1775261142518543011
2401,1,0.710928,409.8706,1775261142503189318,1775261142518543011
4817,2,0.712409,408.4036,1775261142503189318,1775261142518543011
21803,9,0.713681,407.3679,1775261142503189318,1775261142518543011
7247,3,0.713869,407.1891,1775261142503189318,1775261142518543011
21804,9,0.715195,406.1906,1775261142503189318,1775261142518543011
7248,3,0.718465,402.9329,1775261142503189318,1775261142518543011
4818,2,0.723743,397.6636,1775261142503189318,1775261142518543011
19353,8,0.725281,396.1329,1775261142503189318,1775261142518543011
16863,7,0.726638,427.0778,1775261142534723201,1775261142548751816
19354,8,0.732584,421.1459,1775261142534723201,1775261142548751816
9699,4,0.732599,421.7753,1775261142534723201,1775261142548751816
16864,7,0.736875,417.5084,1775261142534723201,1775261142548751816
12159,5,0.736903,417.4852,1775261142534723201,1775261142548751816
19355,8,0.737271,417.1212,1775261142534723201,1775261142548751816
32,0,0.74154,412.8566,1775261142534723201,1775261142548751816
21805,9,0.746854,407.548,1775261142534723201,1775261142548751816
7249,3,0.748133,436.1737,1775261142571826737,1775261142585159272
9700,4,0.75135,433.3446,1775261142571826737,1775261142585159272
14425,6,0.751362,433.3432,1775261142571826737,1775261142585159272
12160,5,0.753737,430.9733,1775261142571826737,1775261142585159272
7250,3,0.758025,426.8258,1775261142571826737,1775261142585159272
33,0,0.759297,425.5598,1775261142571826737,1775261142585159272
9701,4,0.762559,422.3032,1775261142571826737,1775261142585159272
2402,1,0.763832,421.0348,1775261142571826737,1775261142585159272
34,0,0.765132,419.7388,1775261142571826737,1775261142585159272
9702,4,0.766382,457.7355,1775261142607935931,1775261142622663066
14426,6,0.766486,457.6414,1775261142607935931,1775261142622663066
9703,4,0.770824,453.3076,1775261142607935931,1775261142622663066
21806,9,0.772151,451.9875,1775261142607935931,1775261142622663066
21807,9,0.774406,449.7375,1775261142607935931,1775261142622663066
35,0,0.776668,447.48,1775261142607935931,1775261142622663066
21808,9,0.776679,447.4735,1775261142607935931,1775261142622663066
14427,6,0.782068,442.0884,1775261142607935931,1775261142622663066
19356,8,0.785326,480.9732,1775261142648098432,1775261142664418557
9704,4,0.788676,477.6371,1775261142648098432,1775261142664418557
36,0,0.792943,473.3896,1775261142648098432,1775261142664418557
4819,2,0.794252,472.6834,1775261142648098432,1775261142664418557
9705,4,0.795512,471.4332,1775261142648098432,1775261142664418557
19357,8,0.796782,470.1681,1775261142648098432,1775261142664418557
7251,3,0.796793,470.1629,1775261142648098432,1775261142664418557
9706,4,0.796798,470.1619,1775261142648098432,1775261142664418557
2403,1,0.798297,468.6675,1775261142648098432,1775261142664418557
2404,1,0.798309,468.7088,1775261142648098432,1775261142664418557
14428,6,0.799706,467.3309,1775261142648098432,1775261142664418557
37,0,0.801924,507.385,1775261142690132635,1775261142705513299
16865,7,0.801935,507.3888,1775261142690132635,1775261142705513299
38,0,0.809302,500.6578,1775261142690132635,1775261142705513299
12161,5,0.814556,495.4126,1775261142690132635,1775261142705513299
2405,1,0.817811,492.1632,1775261142690132635,1775261142705513299
21809,9,0.822141,487.8378,1775261142690132635,1775261142705513299
16866,7,0.822155,487.828,1775261142690132635,1775261142705513299
19358,8,0.822576,487.4113,1775261142690132635,1775261142705513299
19359,8,0.822592,487.4158,1775261142690132635,1775261142705513299
16867,7,0.827143,482.8687,1775261142690132635,1775261142705513299
39,0,0.831417,524.2317,1775261142735271364,1775261142752289160
2406,1,0.831594,524.127,1775261142735271364,1775261142752289160
12162,5,0.840852,515.7344,1775261142735271364,1775261142752289160
7252,3,0.836968,519.628,1775261142735271364,1775261142752289160
4820,2,0.837476,519.1262,1775261142735271364,1775261142752289160
40,0,0.839102,517.5049,1775261142735271364,1775261142752289160
16868,7,0.839459,517.1523,1775261142735271364,1775261142752289160
2407,1,0.840863,515.9178,1775261142735271364,1775261142752289160
21810,9,0.852278,504.5123,1775261142735271364,1775261142752289160
19360,8,0.855012,501.7991,1775261142735271364,1775261142752289160
2408,1,0.856607,500.211,1775261142735271364,1775261142752289160
4821,2,0.857871,532.9571,1775261142774797987,1775261142789666289
7253,3,0.857882,533.1421,1775261142774797987,1775261142789666289
2409,1,0.857912,533.344,1775261142774797987,1775261142789666289
12163,5,0.857919,533.35,1775261142774797987,1775261142789666289
9707,4,0.866682,524.6801,1775261142774797987,1775261142789666289
16869,7,0.872063,519.3772,1775261142774797987,1775261142789666289
41,0,0.872075,519.433,1775261142774797987,1775261142789666289
19361,8,0.872387,519.1429,1775261142774797987,1775261142789666289
9708,4,0.873673,517.8618,1775261142774797987,1775261142789666289
21811,9,0.874926,554.3723,1775261142809384933,1775261142825075001
4822,2,0.87718,552.1309,1775261142809384933,1775261142825075001
2410,1,0.880443,548.8756,1775261142809384933,1775261142825075001
2411,1,0.881691,547.6327,1775261142809384933,1775261142825075001
9709,4,0.884933,544.5364,1775261142809384933,1775261142825075001
14429,6,0.888292,541.3332,1775261142809384933,1775261142825075001
16870,7,0.890591,539.042,1775261142809384933,1775261142825075001
14430,6,0.893862,535.7757,1775261142809384933,1775261142825075001
21812,9,0.895171,534.5919,1775261142809384933,1775261142825075001
14431,6,0.902431,527.3454,1775261142809384933,1775261142825075001
2412,1,0.903719,565.1929,1775261142851309651,1775261142867069973
12164,5,0.906001,563.5054,1775261142851309651,1775261142867069973
42,0,0.907253,562.2668,1775261142851309651,1775261142867069973
19362,8,0.909266,560.2615,1775261142851309651,1775261142867069973
9710,4,0.91819,551.3434,1775261142851309651,1775261142867069973
16871,7,0.918202,551.3566,1775261142851309651,1775261142867069973
7254,3,0.920583,548.9814,1775261142851309651,1775261142867069973
14432,6,0.924861,544.9054,1775261142851309651,1775261142867069973
12165,5,0.927472,542.3026,1775261142851309651,1775261142867069973
7255,3,0.927482,542.2976,1775261142851309651,1775261142867069973
7256,3,0.928833,570.8828,1775261142884559829,1775261142900978649
43,0,0.934099,565.6302,1775261142884559829,1775261142900978649
44,0,0.936406,564.1148,1775261142884559829,1775261142900978649
19363,8,0.93665,563.8802,1775261142884559829,1775261142900978649
7257,3,0.94102,559.5152,1775261142884559829,1775261142900978649
19364,8,0.942321,558.2185,1775261142884559829,1775261142900978649
7258,3,0.945614,554.93,1775261142884559829,1775261142900978649
4823,2,0.946909,553.6392,1775261142884559829,1775261142900978649
9711,4,0.949196,551.357,1775261142884559829,1775261142900978649
7259,3,0.955469,545.1772,1775261142884559829,1775261142900978649
2413,1,0.961575,539.0859,1775261142884559829,1775261142900978649
14433,6,0.962839,570.9639,1775261142917621919,1775261142930551646
45,0,0.964115,569.7048,1775261142917621919,1775261142930551646
2414,1,0.965364,568.5782,1775261142917621919,1775261142930551646
12166,5,0.965374,568.6705,1775261142917621919,1775261142930551646
9712,4,0.966711,567.4067,1775261142917621919,1775261142930551646
2415,1,0.967936,566.1972,1775261142917621919,1775261142930551646
2416,1,0.979193,554.9455,1775261142917621919,1775261142930551646
7260,3,0.982457,590.5912,1775261142956039243,1775261142970649604
9713,4,0.989721,583.4839,1775261142956039243,1775261142970649604
19365,8,0.991005,582.4282,1775261142956039243,1775261142970649604
16872,7,0.992266,581.1806,1775261142956039243,1775261142970649604
46,0,0.998531,575.0158,1775261142956039243,1775261142970649604
19366,8,1.000793,572.8283,1775261142956039243,1775261142970649604
12167,5,1.000804,572.8319,1775261142956039243,1775261142970649604
14434,6,1.002324,571.3179,1775261142956039243,1775261142970649604
4824,2,1.003588,616.5795,1775261142998814969,1775261143015313613
12168,5,1.00765,612.5345,1775261142998814969,1775261143015313613
4825,2,1.007663,613.1959,1775261142998814969,1775261143015313613
4826,2,1.00767,613.199,1775261142998814969,1775261143015313613
16873,7,1.009212,611.6621,1775261142998814969,1775261143015313613
2417,1,1.011471,609.4074,1775261142998814969,1775261143015313613
