task,n_requests,throughput_rps,avg_latency_ms
gestureclass,510,8.5,117.66082402866553
sysbp,506,8.433333333333334,118.63941890546471
ecgclass,509,8.483333333333333,117.9904946238571
diasbp,507,8.45,118.4739408265116
