elapsed_s,allocated_mb,reserved_mb
0.00,1621.1,1642.0
0.50,1667.6,1804.0
1.00,1657.7,1804.0
1.50,1693.1,1832.0
2.00,1704.8,1832.0
2.50,1666.0,1836.0
3.00,1669.7,1836.0
3.50,1666.0,1836.0
4.00,1660.7,1836.0
4.50,1657.7,1836.0
5.01,1670.5,1836.0
5.51,1666.0,1836.0
6.01,1670.5,1836.0
6.51,1657.4,1836.0
7.01,1680.7,1836.0
7.51,1653.9,1836.0
8.01,1672.4,1836.0
8.51,1676.2,1836.0
9.01,1678.8,1836.0
9.51,1687.2,1836.0
10.01,1662.9,1836.0
10.51,1696.5,1836.0
11.01,1656.2,1836.0
11.51,1686.0,1836.0
12.01,1678.0,1836.0
12.51,1674.7,1836.0
13.01,1692.3,1836.0
13.52,1658.1,1878.0
14.02,1656.9,1878.0
14.52,1682.2,1878.0
15.02,1664.9,1878.0
15.52,1692.5,1878.0
16.02,1696.6,1878.0
16.52,1687.1,1878.0
17.02,1672.0,1878.0
17.52,1665.4,1878.0
18.02,1660.7,1878.0
18.52,1671.7,1878.0
19.02,1676.5,1878.0
19.52,1667.5,1878.0
20.02,1666.4,1878.0
20.52,1665.2,1878.0
21.02,1664.9,1878.0
21.52,1729.6,1878.0
22.02,1693.8,1878.0
22.53,1683.4,1878.0
23.03,1665.7,1878.0
23.53,1691.7,1878.0
24.03,1676.7,1878.0
24.53,1660.7,1878.0
25.03,1690.5,1878.0
25.53,1714.9,1878.0
26.03,1665.7,1878.0
26.53,1683.3,1878.0
27.03,1659.2,1878.0
27.54,1655.9,1878.0
28.04,1667.9,1878.0
28.54,1708.6,1878.0
29.04,1684.0,1878.0
29.54,1668.2,1878.0
30.04,1683.3,1878.0
30.54,1678.8,1878.0
31.04,1662.9,1878.0
31.54,1663.7,1878.0
32.04,1708.2,1878.0
32.54,1684.8,1878.0
33.04,1687.9,1878.0
33.54,1657.7,1878.0
34.05,1677.2,1878.0
34.55,1672.7,1878.0
35.05,1660.7,1878.0
35.55,1669.7,1878.0
36.05,1658.1,1878.0
36.55,1671.2,1878.0
37.05,1682.9,1878.0
37.55,1676.5,1878.0
38.05,1673.5,1878.0
38.55,1656.2,1878.0
39.05,1661.9,1878.0
39.55,1657.7,1878.0
40.05,1669.0,1878.0
40.55,1665.7,1878.0
41.05,1671.2,1878.0
41.55,1683.0,1878.0
42.05,1693.5,1878.0
42.55,1690.5,1878.0
43.05,1672.0,1878.0
43.55,1670.2,1878.0
44.06,1673.5,1878.0
44.56,1664.1,1878.0
45.06,1690.8,1878.0
45.56,1673.2,1878.0
46.06,1694.6,1878.0
46.56,1693.1,1878.0
47.06,1659.6,1878.0
47.56,1692.5,1878.0
48.06,1667.9,1878.0
48.56,1680.0,1878.0
49.06,1667.2,1878.0
49.56,1681.0,1878.0
50.06,1660.7,1878.0
50.56,1663.7,1878.0
51.06,1687.5,1878.0
51.56,1672.4,1878.0
52.06,1717.2,1878.0
52.56,1672.0,1878.0
53.06,1658.1,1878.0
53.56,1695.0,1878.0
54.06,1655.9,1878.0
54.56,1673.2,1878.0
55.07,1678.5,1878.0
55.57,1724.9,1878.0
56.07,1675.4,1878.0
56.57,1655.4,1878.0
57.07,1658.1,1878.0
57.57,1657.7,1878.0
58.07,1676.5,1878.0
58.57,1669.7,1878.0
59.07,1666.7,1878.0
59.57,1685.5,1878.0
