task,n_requests,throughput_rps,avg_latency_ms
diasbp,74,7.4,135.4175998108076
ecgclass,74,7.4,135.8209458918847
gestureclass,74,7.4,135.974196243198
heartrate,74,7.4,136.05662393245046
eclfore,74,7.4,136.0662564188715
sysbp,75,7.5,134.30535178664286
