task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
vocseg,single_vocseg,0.0001,277.7212,268.6536,184.5042,0.0023,83.8462,2.718,9.0676
vocseg,single_vocseg,0.0052,418.9732,143.4319,22.068,0.0014,24.2378,270.6518,275.5413
vocseg,single_vocseg,0.007,419.5251,143.4319,22.068,0.0014,24.2378,268.8911,276.0932
vocseg,single_vocseg,0.0085,422.9929,143.4319,22.068,0.0014,24.2378,267.3302,279.561
vocseg,single_vocseg,0.0378,393.7016,143.4319,22.068,0.0014,24.2378,238.0333,250.2696
vocseg,single_vocseg,0.0775,356.2868,143.4319,22.068,0.0014,24.2378,198.3166,212.8549
vocseg,single_vocseg,0.0865,468.231,121.1075,5.1518,0.0014,23.1551,343.0004,347.1234
vocseg,single_vocseg,0.1202,436.8417,121.1075,5.1518,0.0014,23.1551,309.2699,315.7342
vocseg,single_vocseg,0.1232,438.6604,121.1075,5.1518,0.0014,23.1551,306.2794,317.5528
vocseg,single_vocseg,0.1499,411.9337,121.1075,5.1518,0.0014,23.1551,279.547,290.8261
vocseg,single_vocseg,0.1637,400.6221,121.1075,5.1518,0.0014,23.1551,265.7278,279.5146
vocseg,single_vocseg,0.1896,495.2226,122.16,4.8556,0.0014,23.419,369.1132,373.0626
vocseg,single_vocseg,0.2778,409.3819,122.16,4.8556,0.0014,23.419,280.894,287.2219
vocseg,single_vocseg,0.2934,396.2345,122.16,4.8556,0.0014,23.419,265.2693,274.0745
vocseg,single_vocseg,0.3243,369.957,122.16,4.8556,0.0014,23.419,234.4375,247.797
vocseg,single_vocseg,0.351,343.1907,122.16,4.8556,0.0014,23.419,207.6664,221.0307
vocseg,single_vocseg,0.351,465.4164,122.869,4.5241,0.0011,23.626,338.5167,342.5475
vocseg,single_vocseg,0.3574,461.3621,122.869,4.5241,0.0011,23.626,332.1395,338.4932
vocseg,single_vocseg,0.3671,456.496,122.869,4.5241,0.0011,23.626,322.4502,333.627
vocseg,single_vocseg,0.3899,433.7103,122.869,4.5241,0.0011,23.626,299.6595,310.8414
vocseg,single_vocseg,0.4068,419.3561,122.869,4.5241,0.0011,23.626,282.7363,296.4872
vocseg,single_vocseg,0.488,459.2717,121.534,4.8009,0.0017,23.3041,333.5574,337.7377
vocseg,single_vocseg,0.5117,437.8891,121.534,4.8009,0.0017,23.3041,309.8538,316.3551
vocseg,single_vocseg,0.5512,400.6608,121.534,4.8009,0.0017,23.3041,270.319,279.1268
vocseg,single_vocseg,0.5571,399.4224,121.534,4.8009,0.0017,23.3041,264.3859,277.8884
vocseg,single_vocseg,0.6085,348.0713,121.534,4.8009,0.0017,23.3041,213.0282,226.5373
vocseg,single_vocseg,0.6085,470.5856,122.2901,4.5091,0.0013,23.5158,344.223,348.2955
vocseg,single_vocseg,0.6234,458.024,122.2901,4.5091,0.0013,23.5158,329.3417,335.7339
vocseg,single_vocseg,0.6309,455.1191,122.2901,4.5091,0.0013,23.5158,321.8441,332.8291
vocseg,single_vocseg,0.6703,415.6673,122.2901,4.5091,0.0013,23.5158,282.3875,293.3772
vocseg,single_vocseg,0.6789,409.4183,122.2901,4.5091,0.0013,23.5158,273.8383,287.1283
vocseg,single_vocseg,0.6942,517.9999,123.486,4.7613,0.0012,23.6979,390.2984,394.5139
vocseg,single_vocseg,0.7068,510.8664,123.486,4.7613,0.0012,23.6979,377.768,387.3804
vocseg,single_vocseg,0.7112,506.3889,123.486,4.7613,0.0012,23.6979,373.2831,382.9029
vocseg,single_vocseg,0.7647,457.5386,123.486,4.7613,0.0012,23.6979,319.7868,334.0526
vocseg,single_vocseg,0.7973,424.9394,123.486,4.7613,0.0012,23.6979,287.1811,301.4534
vocseg,single_vocseg,0.7989,550.1046,123.6582,4.5853,0.0013,23.7722,416.815,426.4464
vocseg,single_vocseg,0.8189,530.1068,123.6582,4.5853,0.0013,23.7722,396.8081,406.4486
vocseg,single_vocseg,0.8323,521.4264,123.6582,4.5853,0.0013,23.7722,383.4274,397.7683
vocseg,single_vocseg,0.8408,512.9578,123.6582,4.5853,0.0013,23.7722,374.9526,389.2996
vocseg,single_vocseg,0.8562,499.8012,123.6582,4.5853,0.0013,23.7722,359.4718,376.143
vocseg,single_vocseg,0.8577,619.6499,122.3057,4.7726,0.0011,23.4683,493.1657,497.3442
vocseg,single_vocseg,0.8804,599.6687,122.3057,4.7726,0.0011,23.4683,470.5248,477.363
vocseg,single_vocseg,0.8821,602.5691,122.3057,4.7726,0.0011,23.4683,468.7853,480.2634
vocseg,single_vocseg,0.9039,580.79,122.3057,4.7726,0.0011,23.4683,447.0017,458.4843
vocseg,single_vocseg,0.9616,525.347,122.3057,4.7726,0.0011,23.4683,389.2522,403.0413
