task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing,2860,9.8621,80.529,68.241,167.497,220.187,45.331,16.245,0.003,22.339,18.147,35.197
vocseg,no_sharing,2947,10.1621,80.015,68.536,161.919,231.935,45.072,15.973,0.002,22.533,18.02,34.943
