task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,stfq,344,17.2,873.635,854.505,1599.172,1665.287,69.867,67.059,0.003,0.801,802.854,0.0,803.767
gestureclass,stfq,647,32.35,4035.545,4268.758,5838.454,5989.766,68.927,67.015,0.002,0.65,3965.609,0.0,3966.618
