req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),pred,true
0,0.0,site2,10.100.20.48:8030,momentsmall,diasbp,1769415477.4081879,1769415477.419998,551.6536235809326,519.387305,0.012199,68.82672119140625,56.0
1,0.10002778549597109,site2,10.100.20.48:8000,momentbase,ecgclass,1769415477.5082347,1769415477.5235276,645.796537399292,624.940825,0.013861,0.0,0.0
2,0.20005557099194218,site2,10.100.20.48:8000,momentbase,ecgclass,1769415477.6087577,1769415478.154825,565.8409595489502,18.037662,0.001973,0.0,0.0
3,0.30008335648791334,site2,10.100.20.48:8020,momentlarge,gestureclass,1769415477.708297,1769415477.725352,631.1740875244141,611.045076,0.016455,4.0,4.0
4,0.40011114198388437,site2,10.100.20.48:8000,momentbase,ecgclass,1769415477.8086858,1769415478.179463,387.9997730255127,15.217154,0.002063,0.0,0.0
5,0.5001389274798556,site2,10.100.20.48:8030,momentsmall,diasbp,1769415477.9092233,1769415477.960519,75.34551620483398,21.716129000000002,0.002745,68.82672119140625,56.0
6,0.6001667129758267,site2,10.100.20.48:8000,momentbase,ecgclass,1769415478.0087705,1769415478.1970458,205.15704154968262,15.196482000000001,0.001672,0.0,0.0
7,0.7001944984717977,site2,10.100.20.48:8030,momentsmall,heartrate,1769415478.109306,1769415478.11115,23.10776710510254,19.080040999999998,0.005999,72.31608581542969,69.0
8,0.8002222839677687,site2,10.100.20.48:8000,momentbase,ecgclass,1769415478.2089589,1769415478.2145348,22.112607955932617,14.70253,0.001442,0.0,0.0
9,0.9002500694637399,site2,10.100.20.48:8000,momentbase,ecgclass,1769415478.3083172,1769415478.310248,21.740436553955078,14.103265,0.003065,0.0,0.0
10,1.000277854959711,site2,10.100.20.48:8000,momentbase,ecgclass,1769415478.4087348,1769415478.4106472,13.920068740844727,10.076608,0.003005,0.0,0.0
11,1.1003056404556821,site2,10.100.20.48:8010,chronosbase,sysbp,1769415478.5090318,1769415478.521727,467.8635597229004,451.775962,0.011788,126.73008728027344,98.0
12,1.2003334259516534,site2,10.100.20.48:8030,momentsmall,heartrate,1769415478.609327,1769415478.611255,22.05801010131836,17.986254,0.0026939999999999998,72.31608581542969,69.0
13,1.3003612114476244,site2,10.100.20.48:8030,momentsmall,heartrate,1769415478.7086966,1769415478.7107024,18.909692764282227,14.759476000000001,0.003145,72.31608581542969,69.0
14,1.4003889969435954,site2,10.100.20.48:8030,momentsmall,diasbp,1769415478.808925,1769415478.8109245,24.02973175048828,15.763927,0.005198,68.82672119140625,56.0
15,1.5004167824395667,site2,10.100.20.48:8000,momentbase,ecgclass,1769415478.909269,1769415478.9112208,21.026611328125,17.054474,0.0032040000000000003,0.0,0.0
