task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing_tpc,589,0.9983,175.282,132.923,351.229,513.634,157.81,155.756,0.002,1.356,16.626,0.0,17.471
gestureclass,no_sharing_tpc,621,1.0525,173.939,138.049,333.366,515.097,155.313,153.15,0.002,1.436,17.777,0.0,18.626
heartrate,no_sharing_tpc,593,1.0051,175.796,137.382,351.812,487.177,157.67,155.573,0.002,1.379,16.986,0.0,18.125
diasbp,no_sharing_tpc,631,1.0695,173.672,139.351,326.106,429.064,155.977,153.862,0.002,1.378,16.818,0.0,17.694
