task,n_requests,throughput_rps,avg_latency_ms
diasbp,70,7.0,142.85638561206204
sysbp,70,7.0,143.13237319168235
heartrate,70,7.0,143.22661202001785
eclfore,70,7.0,143.29840945346015
weatherfore,70,7.0,143.3837271495057
gestureclass,70,7.0,143.5930340417794
etth1fore,70,7.0,143.74013096094131
ecgclass,70,7.0,143.82526534609497
trafficfore,70,7.0,143.74216641299427
exchangefore,70,7.0,143.79264548687
