batch_start_ns,observed_batch_size,send_time_rel_first
1775258442478958676,3,10.001217
1775258442542167353,7,10.009826
1775258442604094975,9,10.037125
1775258442671293721,7,10.069343
1775258442733163071,8,10.103804
1775258442795978387,8,10.137286
1775258442892346685,9,10.172858
1775258442956579840,9,10.215796
1775258443029245007,7,10.267806
1775258443101241685,9,10.286756
1775258443143661941,6,10.3415
1775258443204679147,6,10.357223
1775258443261649723,8,10.36612
1775258443326370521,6,10.390176
1775258443393653840,9,10.449335
1775258443450028299,6,10.500988
1775258443517153813,8,10.54014
1775258443572089563,7,10.566848
1775258443649564711,7,10.580033
1775258443716132811,9,10.605441
1775258443782282078,8,10.681573
1775258443852190339,8,10.710693
1775258443919493218,8,10.761524
1775258443980692190,9,10.791164
1775258444036122643,6,10.834802
1775258444105822438,5,10.84921
1775258444163037431,7,10.87975
1775258444225177158,8,10.901987
1775258444281358791,9,10.92944
1775258444336633910,5,11.014654
1775258444405963305,9,11.034583
1775258444460432302,7,11.086242
1775258444521389387,8,11.148532
1775258444587381471,9,11.194227
1775258444645956360,8,11.233129
1775258444697428024,7,11.266941
1775258444759666734,8,11.311033
1775258444817092482,9,11.357329
1775258444874463349,8,11.381225
1775258444938948991,7,11.420694
1775258444995651489,9,11.458444
1775258445051532704,5,11.482682
1775258445110048512,9,11.510231
1775258445164700544,6,11.548973
1775258445230689007,8,11.56803
1775258445283763935,6,11.627859
1775258445354137419,7,11.660151
1775258445413518120,9,11.68649
1775258445478923978,8,11.750856
1775258445536667504,9,11.791428
1775258445590020681,6,11.812004
1775258445639882240,8,11.859248
1775258445701023971,9,11.928886
1775258445765845422,7,11.973903
1775258445812395801,7,12.043348
1775258445850208280,4,12.080707
1775258445902767784,6,12.112964
1775258445962183007,6,12.145291
1775258446020689484,8,12.15709
1775258446079024457,8,12.189519
1775258446139644503,8,12.219496
1775258446209246805,9,12.278584
1775258446270615231,9,12.316146
1775258446328317847,4,12.355338
1775258446386429674,9,12.384753
1775258446437099946,6,12.457029
1775258446492883169,6,12.479998
1775258446547552751,7,12.499172
1775258446604959068,9,12.517448
1775258446656961177,6,12.563155
1775258446725471880,9,12.59184
1775258446782256350,8,12.638341
1775258446841177819,7,12.653338
1775258446894535975,6,12.686983
1775258446958707198,7,12.740842
1775258447009920366,8,12.772731
1775258447070390997,7,12.834227
1775258447138802907,7,12.976303
1775258447193862970,8,12.976334
1775258447249286143,4,12.976363
1775258447310431583,8,12.976381
1775258447384593700,9,13.01391
1775258447446345307,7,13.045904
1775258447502940712,9,13.070539
1775258447552968597,5,13.105791
1775258447608995037,6,13.123662
1775258447657595092,5,13.13689
1775258447716934583,6,13.177415
1775258447776629243,9,13.219618
1775258447843772928,7,13.256075
1775258447903553620,8,13.270028
1775258447962799088,8,13.312568
1775258448018820187,8,13.351125
1775258448085934822,7,13.39352
1775258448125857399,6,13.421601
1775258448179296397,6,13.450756
1775258448240549920,7,13.503543
1775258448294587275,8,13.549839
1775258448341043312,6,13.58128
1775258448405746030,6,13.590794
1775258448458238302,8,13.622007
1775258448514656232,6,13.667481
1775258448573419337,6,13.682173
1775258448631105512,8,13.693363
1775258448693195038,8,13.73734
1775258448760737484,9,13.780626
1775258448815638792,7,13.815401
1775258448880615507,8,13.852943
1775258448939145866,8,13.911883
1775258449002708513,9,13.969445
1775258449061773605,10,14.03421
1775258449143333766,4,14.061028
1775258449216083565,9,14.071573
1775258449274383738,9,14.107486
1775258449338968772,7,14.146658
1775258449395775263,7,14.198502
1775258449460286755,7,14.22269
1775258449529379604,10,14.268795
1775258449600791376,8,14.294812
1775258449661625188,9,14.330375
1775258449721097702,10,14.389826
1775258449787281760,7,14.422114
1775258449843302330,8,14.456599
1775258449897045547,8,14.499496
1775258449962189146,7,14.520387
1775258450033293620,8,14.560292
1775258450108203669,10,14.596997
1775258450164041863,9,14.65001
1775258450226009156,6,14.722657
1775258450288578425,9,14.761676
1775258450341243292,7,14.801634
1775258450404815689,9,14.859829
1775258450465874017,8,14.896153
1775258450518397520,8,14.937003
1775258450574508022,6,14.97385
1775258450641358948,6,15.013478
1775258450699448095,9,15.032716
1775258450760050860,7,15.105045
1775258450824452570,7,15.123702
1775258450896684144,7,15.153675
1775258450959183472,9,15.196472
1775258451031216161,9,15.213053
1775258451087592730,7,15.251819
1775258451152272567,8,15.296236
1775258451221950581,9,15.322381
1775258451287028150,8,15.3541
1775258451344074487,9,15.393855
1775258451404127497,8,15.468673
1775258451472006742,8,15.495031
1775258451530610763,8,15.52865
1775258451595117505,9,15.5765
1775258451662301801,9,15.598385
1775258451729394335,9,15.627121
1775258451783241464,8,15.687839
1775258451849058393,7,15.71682
1775258451915123278,7,15.74889
1775258451978584892,9,15.763034
1775258452038431656,7,15.801209
1775258452104837221,7,15.828738
1775258452172498730,9,15.868066
1775258452236567051,9,15.890838
1775258452288571990,8,15.934486
1775258452342500051,6,15.969101
1775258452407592930,9,15.994416
1775258452472388120,9,16.021977
1775258452529248513,6,16.082143
1775258452597647642,9,16.091031
1775258452663744149,9,16.126834
1775258452731240563,9,16.183532
1775258452788808625,9,16.21653
1775258452847393195,7,16.302855
1775258452909269255,7,16.349617
1775258452967190186,6,16.395804
1775258453015992917,8,16.423114
1775258453079215685,8,16.4467
1775258453142442812,9,16.498798
1775258453203470709,9,16.536074
1775258453273698828,6,16.578388
1775258453328242407,8,16.616318
1775258453389271074,6,16.656386
1775258453450597649,8,16.71495
1775258453511840792,9,16.756993
1775258453587718247,7,16.812267
1775258453655318654,9,16.855834
1775258453715305712,9,16.929216
1775258453780115943,7,16.993011
1775258453842472147,9,17.031323
1775258453894418974,8,17.072512
1775258453945538179,6,17.13822
1775258454012268332,7,17.156695
1775258454072939519,8,17.168305
1775258454136024063,9,17.187545
1775258454194476669,9,17.263505
1775258454260399650,7,17.312051
1775258454329185991,9,17.345301
1775258454394822094,10,17.379671
1775258454453790974,7,17.445121
1775258454500575160,5,17.475032
1775258454554496682,6,17.4935
1775258454615849597,8,17.513882
1775258454675239539,6,17.544087
1775258454738412935,9,17.569177
1775258454797096507,8,17.614645
1775258454855261216,8,17.642862
1775258454915990994,9,17.667642
1775258454973048172,6,17.690547
1775258455032645360,9,17.710565
1775258455099720853,8,17.751011
1775258455168229165,8,17.810239
1775258455229148369,8,17.838105
1775258455276598523,7,17.878206
1775258455318192686,5,17.89913
1775258455384019504,7,17.914699
1775258455447556470,9,17.961557
1775258455513656287,7,18.029545
1775258455573693687,9,18.071891
1775258455631649889,7,18.113082
1775258455698305560,9,18.143641
1775258455751259775,8,18.172013
1775258455813087294,6,18.219528
1775258455877969617,9,18.262803
1775258455936765473,9,18.326413
1775258456002627113,7,18.352788
1775258456060802891,8,18.378816
1775258456120315026,9,18.401147
1775258456180118270,7,18.441029
1775258456245520027,9,18.495747
1775258456296284431,8,18.530329
1775258456356882587,8,18.569789
1775258456411573709,8,18.625552
1775258456470977571,7,18.647037
1775258456527154615,7,18.676891
1775258456579276687,6,18.700321
1775258456639043260,6,18.715758
1775258456702184074,9,18.746997
1775258456767111668,9,18.794206
1775258456818159781,8,18.825757
1775258456885182153,7,18.86744
1775258456945965063,8,18.900757
1775258457006479396,8,18.931798
1775258457062262368,8,18.97129
1775258457122267497,6,18.984849
1775258457180789115,8,19.014873
1775258457241140203,9,19.064578
1775258457298564911,37,19.099926
1775258457392238855,44,19.263838
1775258457510954527,19,19.482474
1775258457573946788,9,19.581695
1775258457635954332,7,19.60508
1775258457694345966,9,19.645156
1775258457759698082,7,19.699703
1775258457824057690,8,19.725398
1775258457881753746,9,19.770972
1775258457945727414,7,19.837067
1775258458009457545,9,19.880343
1775258458077447940,8,19.956583
1775258458137633292,9,19.996076
1775258458196127476,6,20.025831
1775258458266960121,10,20.041476
1775258458320701654,8,20.083733
1775258458383983621,9,20.150567
1775258458440911163,9,20.203189
1775258458494758249,5,20.243926
1775258458558020715,9,20.253071
1775258458614734980,7,20.287175
1775258458677113782,7,20.322125
1775258458742045244,9,20.340299
1775258458794072420,8,20.395682
1775258458852492203,7,20.427784
1775258458910111693,8,20.461475
1775258458952334069,5,20.494128
1775258459012183881,6,20.55975
1775258459068920986,9,20.598941
1775258459121185279,6,20.661377
1775258459183420467,9,20.680245
1775258459244399730,9,20.714647
1775258459301439044,8,20.773458
1775258459352445602,8,20.814662
1775258459414390472,6,20.847203
1775258459466836050,8,20.856425
1775258459529698365,7,20.883254
1775258459586593565,7,20.891051
1775258459657990876,9,20.923417
1775258459721673084,9,20.973659
1775258459793621680,10,21.026947
1775258459861156414,10,21.052962
1775258459930491907,9,21.106545
1775258459995716948,9,21.154988
1775258460052092434,9,21.190665
1775258460109138178,6,21.219969
1775258460165820433,9,21.244815
1775258460222155808,6,21.277071
1775258460300506421,10,21.298851
1775258460369047163,6,21.350204
1775258460433197074,8,21.381074
1775258460491964216,7,21.413702
1775258460568032285,7,21.442739
1775258460645802482,10,21.478331
1775258460708219314,8,21.542135
1775258460759843459,5,21.557792
1775258460824966647,6,21.579668
1775258460926146569,9,21.602596
1775258460996685436,9,21.663977
1775258461065726912,8,21.703256
1775258461131712003,10,21.748938
1775258461198003343,7,21.776191
1775258461254772270,6,21.836135
1775258461325234775,9,21.858347
1775258461394591279,7,21.889597
1775258461437408251,6,21.93617
1775258461504795341,34,21.957823
1775258461605319406,13,22.118283
1775258461681467748,6,22.167064
1775258461739269023,8,22.194926
1775258461808962927,6,22.210271
1775258461884430100,9,22.231314
1775258461954062092,8,22.282488
1775258462029300129,9,22.317252
1775258462101076910,9,22.33956
1775258462168036998,8,22.383669
1775258462241346531,7,22.416515
1775258462313928514,9,22.433841
1775258462375827203,7,22.481326
1775258462451351558,8,22.503255
1775258462512478745,7,22.545046
1775258462586647892,8,22.57634
1775258462654441013,9,22.620701
1775258462718968345,7,22.683943
1775258462785120971,8,22.739384
1775258462859830022,9,22.788736
1775258462919552231,8,22.814437
1775258462986153339,7,22.857689
1775258463056552943,9,22.865583
1775258463105963306,7,22.913464
1775258463157137738,4,22.966913
1775258463222591085,6,22.980231
1775258463288946196,8,23.005638
1775258463348594242,8,23.042518
1775258463408623380,5,23.081823
1775258463472511773,6,23.099849
1775258463527097710,8,23.132738
1775258463576145163,5,23.161431
1775258463641330542,7,23.196758
1775258463692244128,5,23.244364
1775258463764756969,8,23.263335
1775258463833928828,9,23.284473
1775258463906569183,8,23.348143
1775258463964952004,7,23.383108
1775258464025710011,7,23.409262
1775258464096825884,9,23.444921
1775258464163455683,8,23.486943
1775258464224843188,7,23.535577
1775258464292288729,7,23.585094
1775258464346949328,8,23.615171
1775258464410505132,6,23.646931
1775258464478402286,9,23.660454
1775258464544331276,8,23.686151
1775258464600970539,6,23.738215
1775258464664921484,7,23.761077
1775258464722919195,6,23.789483
1775258464780752631,5,23.828382
1775258464849120418,9,23.851474
1775258464912641421,7,23.896983
1775258464974830298,9,23.931616
1775258465041447427,8,23.963605
1775258465103380607,8,23.992472
1775258465169380308,8,24.017729
1775258465232380977,8,24.07482
1775258465297153725,10,24.109089
1775258465353323026,5,24.154616
1775258465412556600,8,24.164594
1775258465477138573,6,24.197649
1775258465540223054,8,24.217478
1775258465599955793,7,24.26141
1775258465660546685,8,24.293816
1775258465735005260,9,24.319789
1775258465802148464,6,24.35726
1775258465851220578,7,24.379018
1775258465917445676,6,24.425013
1775258465990094271,9,24.449589
1775258466056043441,8,24.481662
1775258466120268674,9,24.515248
1775258466179933901,8,24.555516
1775258466239960917,6,24.595395
1775258466311218534,9,24.627109
1775258466383403627,9,24.688433
1775258466450919500,8,24.711559
1775258466524909093,7,24.746057
1775258466595687606,9,24.757807
1775258466658838759,8,24.791582
1775258466728227324,9,24.824674
1775258466792021295,11,24.864688
1775258466864561247,7,24.913396
1775258466927826303,8,24.995354
1775258466992846288,9,25.044239
1775258467051867587,7,25.096578
1775258467101748324,4,25.161174
1775258467161548235,6,25.176722
1775258467226607571,9,25.198582
1775258467289862347,6,25.22554
1775258467349500493,7,25.262488
1775258467407135003,5,25.315105
1775258467485426494,10,25.342697
1775258467548442874,8,25.379082
1775258467612565123,8,25.433022
1775258467669849724,7,25.482228
1775258467732338040,8,25.562954
1775258467793528878,8,25.623471
1775258467850376268,6,25.659123
1775258467897115957,4,25.687665
1775258467966496763,7,25.716674
1775258468017821119,5,25.739579
1775258468072682454,6,25.759136
1775258468134924842,8,25.779182
1775258468198704622,9,25.800048
1775258468268443917,7,25.864942
1775258468339775026,8,25.915203
1775258468403127274,9,25.943806
1775258468460468907,7,25.993971
1775258468527595919,6,26.023273
1775258468588106520,8,26.047047
1775258468658832612,8,26.076816
1775258468734520231,9,26.13931
1775258468797355555,9,26.19319
1775258468853380671,5,26.221639
1775258468908412110,5,26.236122
1775258468970782942,8,26.254582
