task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,fifo,13062,76.8353,199905.682,199800.72,343883.948,356809.722,24.69,23.135,0.002,0.572,199879.46,0.0,199880.993
gestureclass,fifo,4566,26.8588,81957.572,31983.735,312217.678,348841.83,26.276,24.616,0.003,0.609,81925.799,0.0,81931.296
