task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,stfq,4114,24.2,24862.666,24968.024,50838.202,53359.686,24.51,21.516,0.003,1.385,24833.148,0.0,24838.156
vocseg,stfq,10170,59.8235,110463.805,135209.391,161116.821,162616.991,24.019,19.941,0.003,1.204,110435.224,0.0,110439.786
