task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,1,1,0.0,0.305,304.9414,304.9414,300.4307,274.0586,0.0023,3.7351,4.5107,1775514733809020567,0
ecgclass,1,1,0.305,0.3248,19.7895,19.7895,11.6689,10.8765,0.0012,7.6756,8.1206,1775514734117913063,0
ecgclass,1,1,0.3248,0.3584,33.6406,33.6406,27.7723,27.1325,0.0013,5.441,5.8683,1775514734135476044,0
ecgclass,1,1,0.3584,0.3912,32.8012,32.8012,26.269,25.5382,0.0009,6.1269,6.5322,1775514734169810833,0
ecgclass,1,1,0.3913,0.4247,33.4418,33.4418,27.453,26.8739,0.0008,5.5988,5.9888,1775514734202090160,0
ecgclass,1,1,0.4247,0.4585,33.8089,33.8089,28.2777,27.4327,0.001,5.0962,5.5313,1775514734235035124,0
ecgclass,1,1,0.4585,0.4916,33.0758,33.0758,26.2749,25.5921,0.0009,6.4027,6.8009,1775514734270157184,0
ecgclass,1,1,0.4916,0.525,33.3648,33.3648,28.605,28.0078,0.0009,4.3836,4.7598,1775514734301220723,0
ecgclass,1,1,0.525,0.5586,33.6237,33.6237,29.5865,28.9754,0.0008,3.6457,4.0372,1775514734333853224,0
ecgclass,1,1,0.5586,0.592,33.3772,33.3772,28.5981,28.0306,0.0011,4.401,4.7791,1775514734368238505,0
ecgclass,1,1,0.592,0.6255,33.5047,33.5047,27.2365,26.6377,0.0009,5.8644,6.2682,1775514734403084654,0
ecgclass,1,1,0.6255,0.659,33.5553,33.5553,28.6677,28.0164,0.001,4.5142,4.8876,1775514734435245007,0
ecgclass,1,1,0.6591,0.6925,33.493,33.493,27.1311,26.3354,0.0009,5.9566,6.362,1775514734470247823,0
ecgclass,1,1,0.6926,0.7258,33.2494,33.2494,30.8443,30.3027,0.0011,2.0056,2.405,1775514734499795041,0
ecgclass,1,1,0.7258,0.7592,33.3695,33.3695,27.1588,26.5704,0.0008,5.8365,6.2107,1775514734536881029,0
ecgclass,1,1,0.7592,0.7934,34.1976,34.1976,27.4045,26.6731,0.0014,6.2273,6.793,1775514734570647176,0
ecgclass,1,1,0.7934,0.8266,33.2599,33.2599,27.9255,27.2434,0.0009,4.8895,5.3343,1775514734603516037,0
ecgclass,1,1,0.8267,0.86,33.3292,33.3292,26.9357,26.2656,0.0009,5.9893,6.3935,1775514734637883287,0
ecgclass,1,1,0.86,0.8934,33.4249,33.4249,27.8911,27.2575,0.0009,5.1348,5.5337,1775514734670365312,0
ecgclass,1,1,0.8934,0.9266,33.1633,33.1633,26.6305,25.9027,0.0009,6.1052,6.5328,1775514734704766344,0
ecgclass,1,1,0.9266,0.9599,33.2897,33.2897,28.2354,27.6384,0.0009,4.6732,5.0543,1775514734736505570,0
ecgclass,1,1,0.9599,0.9934,33.4766,33.4766,26.797,26.079,0.001,6.2871,6.6796,1775514734771415082,0
ecgclass,1,1,0.9934,1.0269,33.5715,33.5715,28.608,27.9365,0.0008,4.5874,4.9635,1775514734803197749,0
ecgclass,1,1,1.0269,1.0604,33.4034,33.4034,29.3653,28.7838,0.001,3.6514,4.0381,1775514734835838761,0
ecgclass,1,1,1.0604,1.0938,33.4508,33.4508,28.538,27.9942,0.0009,4.53,4.9128,1775514734870126478,0
ecgclass,1,1,1.0938,1.128,34.1661,34.1661,27.2996,26.5163,0.0022,6.2973,6.8665,1775514734905350573,0
ecgclass,1,1,1.128,1.1619,33.9448,33.9448,27.7289,27.0078,0.002,5.6243,6.216,1775514734938854529,0
ecgclass,1,1,1.1619,1.195,33.0405,33.0405,26.6878,26.0285,0.0012,5.9485,6.3527,1775514734973131935,0
ecgclass,1,1,1.195,1.2282,33.1879,33.1879,25.2555,24.6157,0.0012,7.5004,7.9324,1775514735007732225,0
ecgclass,1,1,1.2282,1.2615,33.3359,33.3359,28.3408,27.717,0.0011,4.5607,4.9952,1775514735037987911,0
ecgclass,1,1,1.2615,1.2949,33.3848,33.3848,30.7582,30.1566,0.0011,2.2533,2.6266,1775514735069022639,0
ecgclass,1,1,1.2949,1.3283,33.3846,33.3846,27.9578,27.3507,0.0011,5.0442,5.4267,1775514735105204832,0
ecgclass,1,1,1.3283,1.3624,34.0633,34.0633,26.0799,25.1189,0.0009,7.601,7.9834,1775514735141152705,0
