task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,sharing,0.0002,704.313,698.0384,648.0597,0.0028,44.0791,5.512,6.2747,1775866242299585689
ecgclass,slot_0:ecgclass,sharing,2.4047,27.8988,26.1946,25.2451,0.0027,0.5519,1.0624,1.7042,1775866244699726126
ecgclass,slot_0:ecgclass,sharing,4.7416,51.3859,34.7431,26.3505,0.0025,7.1559,15.9469,16.6427,1775866247051437853
ecgclass,slot_0:ecgclass,sharing,7.1257,30.3538,25.2793,24.5716,0.0014,0.44,4.6716,5.0744,1775866249424315402
ecgclass,slot_0:ecgclass,sharing,7.4051,29.5799,25.2176,24.3941,0.0019,0.5,3.8552,4.3623,1775866249702908792
ecgclass,slot_0:ecgclass,sharing,7.4919,31.707,25.612,24.2503,0.002,0.5322,5.5983,6.0951,1775866249791373926
ecgclass,slot_0:ecgclass,sharing,8.9447,61.9516,25.0988,24.3006,0.0022,0.5021,36.3293,36.8529,1775866251274894651
ecgclass,slot_0:ecgclass,sharing,10.3556,47.5719,24.8972,24.0974,0.0023,0.4921,22.1398,22.6747,1775866252671619935
ecgclass,slot_0:ecgclass,sharing,13.4794,47.4756,34.7212,26.2067,0.002,3.9009,12.0089,12.7544,1775866255785322899
ecgclass,slot_0:ecgclass,sharing,13.558,44.2781,24.8249,24.0972,0.0015,0.4518,19.0177,19.4533,1775866255870916092
ecgclass,slot_0:ecgclass,sharing,14.6053,30.0958,24.9077,24.1576,0.0018,0.4828,4.7796,5.1881,1775866256904037269
ecgclass,slot_0:ecgclass,sharing,14.6749,60.7214,24.8128,24.0578,0.0019,0.4722,35.4996,35.9086,1775866257004296421
ecgclass,slot_0:ecgclass,sharing,15.7638,50.0898,26.1456,24.9615,0.0017,0.4842,23.4101,23.9442,1775866258081100356
ecgclass,slot_0:ecgclass,sharing,17.4955,43.8936,26.788,25.2694,0.0018,0.7719,16.6142,17.1056,1775866259806044082
ecgclass,slot_0:ecgclass,sharing,17.8823,68.7289,26.0543,25.2404,0.0023,0.2399,42.0413,42.6746,1775866260218251902
ecgclass,slot_0:ecgclass,sharing,19.1144,32.6562,24.8253,24.135,0.0015,0.4317,7.2193,7.8309,1775866261415574539
ecgclass,slot_0:ecgclass,sharing,19.2676,49.7248,26.0476,25.0009,0.0014,0.4204,23.1688,23.6773,1775866261584680205
ecgclass,slot_0:ecgclass,sharing,19.3589,35.9919,24.7488,24.0461,0.0013,0.4303,10.8087,11.2431,1775866261663629782
ecgclass,slot_0:ecgclass,sharing,19.6741,81.949,26.9937,25.8192,0.0022,0.5052,54.4419,54.9553,1775866262022423907
ecgclass,slot_0:ecgclass,sharing,20.5761,73.7255,26.5014,25.5766,0.0029,0.5418,46.7002,47.224,1775866262916693390
ecgclass,slot_0:ecgclass,sharing,20.9892,70.7293,25.2613,24.3337,0.0024,0.48,44.9567,45.468,1775866263328079704
ecgclass,slot_0:ecgclass,sharing,22.2363,35.3799,26.2353,25.2781,0.0043,0.5572,8.538,9.1446,1775866264538750109
ecgclass,slot_0:ecgclass,sharing,22.4596,34.2736,26.321,24.9507,0.0027,1.0055,7.3617,7.9526,1775866264760862876
ecgclass,slot_0:ecgclass,sharing,24.2975,49.7699,26.7827,25.6343,0.0015,0.4362,22.4524,22.9871,1775866266613865121
ecgclass,slot_0:ecgclass,sharing,25.5251,112.7009,56.1065,25.8397,0.0027,14.2038,55.8457,56.5945,1775866267874833713
ecgclass,slot_0:ecgclass,sharing,26.1806,78.0785,25.6458,24.8479,0.002,0.5137,51.9643,52.4327,1775866268526451711
ecgclass,slot_0:ecgclass,sharing,26.5975,33.8151,25.8348,24.9765,0.0031,0.54,7.4503,7.9804,1775866268898887727
ecgclass,slot_0:ecgclass,sharing,27.0513,85.7406,35.8528,26.3048,0.0032,8.3391,49.1984,49.8878,1775866269394365061
ecgclass,slot_0:ecgclass,sharing,27.128,58.4583,29.0557,25.909,0.0022,0.4718,28.6324,29.4026,1775866269450536520
ecgclass,slot_0:ecgclass,sharing,27.3077,34.5702,26.1782,25.2119,0.0035,0.5325,7.7364,8.392,1775866269609322538
ecgclass,slot_0:ecgclass,sharing,27.9927,65.959,25.646,24.8326,0.0033,0.5015,39.7458,40.313,1775866270326366087
ecgclass,slot_0:ecgclass,sharing,28.3818,79.0601,25.1129,24.3358,0.002,0.4692,53.4961,53.9471,1775866270729214625
ecgclass,slot_0:ecgclass,sharing,29.6473,32.9077,25.2614,24.4774,0.0025,0.4808,7.1399,7.6463,1775866271948380278
ecgclass,slot_0:ecgclass,sharing,30.3549,34.5047,26.4562,25.5488,0.0026,0.5221,7.4589,8.0484,1775866272656247157
ecgclass,slot_0:ecgclass,sharing,30.5927,51.6655,27.3672,25.9294,0.0021,0.6578,23.675,24.2984,1775866272910303359
ecgclass,slot_0:ecgclass,sharing,31.0533,89.3657,27.5023,25.588,0.002,0.4969,60.9598,61.8635,1775866273408207488
ecgclass,slot_0:ecgclass,sharing,31.6949,36.2718,27.0089,25.5407,0.0029,0.5307,8.6052,9.2629,1775866273997431882
ecgclass,slot_0:ecgclass,sharing,32.0389,35.188,25.9376,25.0076,0.0026,0.5285,8.6124,9.2503,1775866274341432585
ecgclass,slot_0:ecgclass,sharing,32.3609,49.6085,26.7708,25.5526,0.0026,0.4832,22.2843,22.8377,1775866274677053621
ecgclass,slot_0:ecgclass,sharing,33.2396,62.7675,26.1264,25.2456,0.0024,0.5296,36.0949,36.6411,1775866275569659427
ecgclass,slot_0:ecgclass,sharing,33.5362,84.9211,26.5926,25.6411,0.0029,0.5369,57.6999,58.3285,1775866275887822913
ecgclass,slot_0:ecgclass,sharing,34.8707,55.6431,26.3352,25.5033,0.0024,0.2409,28.6634,29.3079,1775866277193265952
ecgclass,slot_0:ecgclass,sharing,36.2623,34.3039,25.2125,24.4077,0.0022,0.5076,8.5795,9.0914,1775866278564829339
ecgclass,slot_0:ecgclass,sharing,37.345,59.9334,34.3099,26.2617,0.0026,6.9181,24.8737,25.6235,1775866279663820980
ecgclass,slot_0:ecgclass,sharing,37.4192,33.3443,25.9281,25.1148,0.0019,0.4984,6.9621,7.4161,1775866279720059992
ecgclass,slot_0:ecgclass,sharing,38.5525,46.617,26.0242,25.2136,0.0018,0.4816,19.9759,20.5929,1775866280866418636
ecgclass,slot_0:ecgclass,sharing,39.9069,71.732,25.176,24.3184,0.0021,0.5232,45.9266,46.5561,1775866282246723982
ecgclass,slot_0:ecgclass,sharing,41.0287,35.5299,26.2528,25.3289,0.0029,0.5376,8.6615,9.2771,1775866283331298570
