task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing,380,38.0,52.095,49.04,92.309,102.155,21.686,7.755,0.002,6.141,21.269,30.409
vocseg,no_sharing,425,42.5,48.5,44.642,81.384,97.716,20.609,7.588,0.002,5.996,19.133,27.891
