task,send_time_s,latency_ms
ecgclass,0.0001,365.840
ecgclass,0.0347,370.164
ecgclass,0.0681,336.783
ecgclass,0.1026,383.729
ecgclass,0.1069,379.536
ecgclass,0.1081,422.365
ecgclass,0.1283,402.130
ecgclass,0.1490,424.981
ecgclass,0.1934,380.633
ecgclass,0.1948,379.323
ecgclass,0.2093,407.993
ecgclass,0.2106,406.737
ecgclass,0.2261,435.247
ecgclass,0.2511,453.237
ecgclass,0.2564,447.902
ecgclass,0.2738,475.983
ecgclass,0.2763,473.651
ecgclass,0.2767,473.267
ecgclass,0.2821,512.246
ecgclass,0.2945,499.860
ecgclass,0.3009,493.448
ecgclass,0.3183,518.880
ecgclass,0.3218,515.535
ecgclass,0.3492,488.135
ecgclass,0.3657,515.843
ecgclass,0.3761,505.478
ecgclass,0.3805,501.133
ecgclass,0.3868,537.572
ecgclass,0.3881,536.293
ecgclass,0.3904,534.062
ecgclass,0.4002,567.544
ecgclass,0.4060,606.436
ecgclass,0.4253,587.126
ecgclass,0.4341,622.648
ecgclass,0.4376,662.904
ecgclass,0.4446,655.882
ecgclass,0.4530,691.170
ecgclass,0.4584,685.802
ecgclass,0.4628,681.431
ecgclass,0.4761,752.630
ecgclass,0.4797,749.093
ecgclass,0.4986,773.711
ecgclass,0.5185,798.642
ecgclass,0.5337,827.937
ecgclass,0.5349,826.686
ecgclass,0.5510,898.546
ecgclass,0.5707,920.793
ecgclass,0.5866,904.963
ecgclass,0.5909,943.505
ecgclass,0.5954,939.009
ecgclass,0.5979,981.014
ecgclass,0.6032,975.689
ecgclass,0.6032,1020.718
ecgclass,0.6055,1018.476
ecgclass,0.6239,1044.421
ecgclass,0.6815,1029.980
ecgclass,0.6898,1065.362
ecgclass,0.6932,1061.904
ecgclass,0.6995,1097.216
ecgclass,0.7042,1092.553
ecgclass,0.7061,1090.672
ecgclass,0.7214,1119.410
ecgclass,0.7410,1099.908
ecgclass,0.7642,1122.097
ecgclass,0.8385,1136.161
ecgclass,0.8690,1105.725
ecgclass,0.8918,1169.357
ecgclass,0.9075,1153.756
ecgclass,0.9158,1188.450
ecgclass,0.9159,1188.397
ecgclass,0.9296,1174.713
ecgclass,0.9386,1255.307
ecgclass,0.9603,1277.312
ecgclass,0.9889,1291.977
ecgclass,0.9943,1286.638
ecgclass,0.9944,1286.615
ecgclass,1.0081,1317.210
ecgclass,1.0446,1280.694
ecgclass,1.0564,1312.886
ecgclass,1.0869,1282.356
ecgclass,1.0973,1316.776
ecgclass,1.1157,1298.375
ecgclass,1.1201,1294.027
ecgclass,1.1223,1335.659
ecgclass,1.1246,1333.461
ecgclass,1.1258,1332.235
ecgclass,1.1271,1375.116
ecgclass,1.1513,1350.874
ecgclass,1.1572,1388.608
ecgclass,1.1635,1426.439
ecgclass,1.1763,1457.417
ecgclass,1.1795,1454.197
ecgclass,1.2066,1427.123
ecgclass,1.2259,1452.370
ecgclass,1.2302,1448.143
ecgclass,1.2325,1445.888
ecgclass,1.2397,1482.081
ecgclass,1.2450,1476.818
ecgclass,1.2452,1476.651
ecgclass,1.2524,1512.752
ecgclass,1.2865,1478.689
ecgclass,1.3009,1507.737
ecgclass,1.3435,1508.599
ecgclass,1.3728,1479.309
ecgclass,1.3884,1506.165
ecgclass,1.4153,1479.316
ecgclass,1.4259,1514.254
ecgclass,1.4404,1499.753
ecgclass,1.4459,1538.718
ecgclass,1.4493,1535.383
ecgclass,1.4797,1549.215
ecgclass,1.4822,1546.754
ecgclass,1.4846,1587.486
ecgclass,1.4889,1583.197
ecgclass,1.5043,1609.439
ecgclass,1.5086,1605.151
ecgclass,1.5189,1594.842
ecgclass,1.5492,1610.396
ecgclass,1.5712,1631.894
ecgclass,1.5891,1658.524
ecgclass,1.5904,1657.254
ecgclass,1.6077,1727.546
ecgclass,1.6142,1763.285
ecgclass,1.6154,1762.075
ecgclass,1.6217,1755.864
ecgclass,1.6230,1796.758
ecgclass,1.6359,1783.868
ecgclass,1.6504,1769.443
ecgclass,1.6538,1809.737
ecgclass,1.6540,1809.546
ecgclass,1.6938,1814.192
ecgclass,1.7052,1802.909
ecgclass,1.7259,1782.169
ecgclass,1.7315,1820.787
ecgclass,1.7548,1797.480
ecgclass,1.7786,1818.010
ecgclass,1.7799,1816.779
ecgclass,1.8574,1783.458
ecgclass,1.8671,1817.024
ecgclass,1.8874,1841.108
ecgclass,1.8907,1837.814
ecgclass,1.9048,1912.313
ecgclass,1.9092,1907.971
ecgclass,1.9318,1929.253
ecgclass,1.9381,1965.644
ecgclass,1.9495,1954.258
ecgclass,1.9569,1946.832
ecgclass,1.9678,1979.743
ecgclass,1.9742,2017.906
ecgclass,1.9849,2007.304
ecgclass,1.9849,2007.259
ecgclass,2.0062,2030.497
ecgclass,2.0432,1993.601
ecgclass,2.0504,2031.946
ecgclass,2.0997,2069.466
ecgclass,2.1020,2067.208
ecgclass,2.1414,2071.219
ecgclass,2.1471,2109.631
ecgclass,2.1564,2144.506
ecgclass,2.1910,2154.269
ecgclass,2.1933,2195.028
ecgclass,2.1957,2192.642
ecgclass,2.2150,2173.367
ecgclass,2.2286,2203.789
ecgclass,2.2328,2199.621
ecgclass,2.2392,2236.428
ecgclass,2.2494,2226.161
ecgclass,2.2768,2198.823
ecgclass,2.2821,2238.212
ecgclass,2.2935,2226.882
ecgclass,2.2979,2266.786
ecgclass,2.3021,2262.541
ecgclass,2.3327,2275.954
ecgclass,2.3411,2267.515
ecgclass,2.3604,2292.222
ecgclass,2.3647,2287.899
ecgclass,2.3670,2329.052
ecgclass,2.3837,2312.341
ecgclass,2.4034,2337.116
ecgclass,2.4172,2323.329
ecgclass,2.4349,2350.860
ecgclass,2.4493,2336.509
ecgclass,2.4642,2366.190
ecgclass,2.4969,2377.691
ecgclass,2.5373,2380.582
ecgclass,2.5458,2372.092
ecgclass,2.5473,2412.330
ecgclass,2.5676,2392.045
ecgclass,2.5796,2423.323
ecgclass,2.6151,2432.112
ecgclass,2.6299,2461.409
ecgclass,2.6314,2459.942
ecgclass,2.6479,2487.849
ecgclass,2.6543,2481.518
ecgclass,2.6565,2479.243
ecgclass,2.6600,2519.722
ecgclass,2.7095,2512.855
ecgclass,2.7160,2506.457
ecgclass,2.7193,2544.439
ecgclass,2.7260,2537.791
ecgclass,2.7553,2508.512
ecgclass,2.7703,2536.665
ecgclass,2.7736,2533.366
ecgclass,2.7737,2533.312
ecgclass,2.7800,2573.235
ecgclass,2.7823,2570.975
ecgclass,2.8113,2541.962
ecgclass,2.8137,2584.231
ecgclass,2.8242,2573.803
ecgclass,2.8386,2603.629
ecgclass,2.8793,2605.238
ecgclass,2.8827,2601.841
ecgclass,2.9088,2575.798
ecgclass,2.9186,2609.136
ecgclass,2.9433,2584.535
ecgclass,2.9487,2623.922
ecgclass,2.9531,2619.567
ecgclass,2.9568,2660.724
ecgclass,2.9712,2646.421
ecgclass,2.9818,2635.823
ecgclass,2.9933,2668.781
ecgclass,3.0111,2694.788
ecgclass,3.0284,2677.476
ecgclass,3.0431,2706.743
ecgclass,3.0638,2686.072
ecgclass,3.0639,2729.877
ecgclass,3.0863,2707.502
ecgclass,3.1033,2734.208
ecgclass,3.1099,2960.106
ecgclass,3.1132,2956.796
ecgclass,3.1239,2982.609
ecgclass,3.1527,2953.845
ecgclass,3.1570,2992.869
ecgclass,3.1770,3017.776
ecgclass,3.2202,3018.018
ecgclass,3.2255,3058.951
ecgclass,3.2866,3043.167
ecgclass,3.2879,3041.826
ecgclass,3.2880,3085.812
ecgclass,3.3146,3059.218
ecgclass,3.3251,3092.009
ecgclass,3.3326,3128.151
ecgclass,3.3604,3100.378
ecgclass,3.3963,3108.532
ecgclass,3.4080,3141.609
ecgclass,3.4390,3110.671
ecgclass,3.4533,3140.078
ecgclass,3.4596,3133.787
ecgclass,3.4629,3130.526
ecgclass,3.4830,3154.650
ecgclass,3.5136,3167.145
ecgclass,3.5515,3215.134
ecgclass,3.5558,3210.793
ecgclass,3.5707,3285.753
ecgclass,3.5780,3278.445
ecgclass,3.6021,3254.437
ecgclass,3.6054,3294.564
ecgclass,3.6056,3294.410
ecgclass,3.6110,3289.069
ecgclass,3.6122,3331.230
ecgclass,3.6195,3323.961
ecgclass,3.6260,3317.548
ecgclass,3.6273,3360.327
ecgclass,3.6713,3316.273
ecgclass,3.6757,3355.785
ecgclass,3.6943,3337.296
ecgclass,3.6956,3380.383
ecgclass,3.7029,3373.119
ecgclass,3.7042,3371.856
ecgclass,3.7064,3414.087
ecgclass,3.7065,3414.064
ecgclass,3.7297,3434.747
ecgclass,3.7350,3429.491
ecgclass,3.7455,3461.983
ecgclass,3.7568,3494.316
ecgclass,3.7592,3491.986
ecgclass,3.8018,3493.263
ecgclass,3.8094,3530.463
ecgclass,3.8107,3529.217
ecgclass,3.8119,3572.762
ecgclass,3.8193,3565.431
ecgclass,3.8206,3564.148
ecgclass,3.8259,3601.918
ecgclass,3.8362,3591.604
ecgclass,3.8363,3591.518
ecgclass,3.8420,3628.544
ecgclass,3.8642,3606.331
ecgclass,3.8655,3647.236
ecgclass,3.8798,3632.936
ecgclass,3.8799,3632.847
ecgclass,3.9179,3637.423
ecgclass,3.9213,3634.156
ecgclass,3.9256,3629.879
ecgclass,3.9409,3659.610
ecgclass,3.9728,3672.477
ecgclass,4.0188,3671.357
ecgclass,4.0386,3695.133
ecgclass,4.0629,3670.811
ecgclass,4.0784,3655.382
ecgclass,4.0819,3695.288
ecgclass,4.0978,3722.886
ecgclass,4.1001,3720.670
ecgclass,4.1150,3751.274
ecgclass,4.1257,3788.514
ecgclass,4.1307,3825.857
ecgclass,4.1410,3815.612
ecgclass,4.1546,3844.721
ecgclass,4.1569,3842.479
ecgclass,4.1631,3880.030
ecgclass,4.1688,3874.392
ecgclass,4.1703,3872.896
ecgclass,4.1748,3913.098
ecgclass,4.1891,3898.808
ecgclass,4.2062,3926.887
ecgclass,4.2148,3962.569
ecgclass,4.2234,3953.966
ecgclass,4.2289,3992.083
ecgclass,4.2457,4017.950
ecgclass,4.2512,4012.548
ecgclass,4.2649,4042.193
ecgclass,4.2752,4031.917
ecgclass,4.2825,4024.731
ecgclass,4.3236,4072.882
ecgclass,4.3554,4041.094
ecgclass,4.3680,4072.706
ecgclass,4.3853,4055.419
ecgclass,4.3877,4095.459
ecgclass,4.3935,4089.700
ecgclass,4.4128,4070.360
ecgclass,4.4276,4097.460
ecgclass,4.4308,4094.190
ecgclass,4.4746,4135.962
ecgclass,4.4754,4135.162
ecgclass,4.4918,4118.844
ecgclass,4.4931,4163.027
ecgclass,4.5275,4173.352
ecgclass,4.5288,4172.122
ecgclass,4.5518,4236.588
ecgclass,4.5534,4235.070
ecgclass,4.6183,4212.454
ecgclass,4.6266,4248.400
ecgclass,4.6434,4276.626
ecgclass,4.6580,4262.043
ecgclass,4.6682,4296.340
ecgclass,4.6881,4276.507
ecgclass,4.6986,4310.178
ecgclass,4.7373,4314.743
ecgclass,4.7388,4313.318
ecgclass,4.8146,4281.489
ecgclass,4.8274,4312.119
ecgclass,4.8307,4308.822
ecgclass,4.8396,4344.970
ecgclass,4.8575,4327.154
ecgclass,4.8713,4357.683
ecgclass,4.9015,4370.796
ecgclass,4.9333,4382.335
ecgclass,4.9470,4411.467
ecgclass,4.9696,4433.015
ecgclass,4.9793,4468.493
ecgclass,4.9806,4467.212
ecgclass,4.9889,4503.321
ecgclass,4.9932,4499.068
ecgclass,5.0222,4470.121
ecgclass,5.0246,4511.649
ecgclass,5.0432,4535.968
ecgclass,5.0751,4547.818
ecgclass,5.0774,4545.567
ecgclass,5.0902,4576.926
ecgclass,5.1283,4583.961
ecgclass,5.1354,4576.829
ecgclass,5.1419,4614.815
ecgclass,5.1515,4649.160
ecgclass,5.1547,4645.920
ecgclass,5.1570,4643.712
ecgclass,5.2012,4686.723
ecgclass,5.2371,4650.822
ecgclass,5.2444,4688.118
ecgclass,5.2490,4683.545
