task,send_time_s,latency_ms
gestureclass,0.0002,400.239
gestureclass,0.0684,372.561
gestureclass,0.0837,357.283
gestureclass,0.0960,345.026
gestureclass,0.0983,387.802
gestureclass,0.1317,398.896
gestureclass,0.2020,415.710
gestureclass,0.2149,446.245
gestureclass,0.2466,414.565
gestureclass,0.2467,458.303
gestureclass,0.3947,572.626
gestureclass,0.3972,570.145
gestureclass,0.4277,584.559
gestureclass,0.4278,628.858
gestureclass,0.4354,621.285
gestureclass,0.4433,656.920
gestureclass,0.4641,722.342
gestureclass,0.4655,720.998
gestureclass,0.4760,710.494
gestureclass,0.4796,749.443
gestureclass,0.4816,790.306
gestureclass,0.5161,755.956
gestureclass,0.5249,792.557
gestureclass,0.5273,790.227
gestureclass,0.5382,823.131
gestureclass,0.5424,862.695
gestureclass,0.5425,862.662
gestureclass,0.5448,860.366
gestureclass,0.5683,881.262
gestureclass,0.5684,881.219
gestureclass,0.5782,913.677
gestureclass,0.5921,942.491
gestureclass,0.5979,980.947
gestureclass,0.6158,1008.857
gestureclass,0.6514,1016.950
gestureclass,0.6635,1004.804
gestureclass,0.6749,1036.900
gestureclass,0.6782,1033.580
gestureclass,0.6910,1064.110
gestureclass,0.7377,1102.884
gestureclass,0.7493,1136.591
gestureclass,0.7642,1121.655
gestureclass,0.8216,1109.024
gestureclass,0.8290,1101.697
gestureclass,0.8302,1100.435
gestureclass,0.8724,1102.362
gestureclass,0.8858,1131.763
gestureclass,0.8882,1129.375
gestureclass,0.8906,1127.068
gestureclass,0.9041,1157.120
gestureclass,0.9348,1214.386
gestureclass,0.9361,1213.195
gestureclass,0.9373,1211.957
gestureclass,0.9398,1254.719
gestureclass,0.9431,1251.496
gestureclass,0.9626,1275.361
gestureclass,0.9640,1274.004
gestureclass,1.0018,1323.682
gestureclass,1.0520,1317.215
gestureclass,1.1526,1349.836
gestureclass,1.1527,1393.390
gestureclass,1.1570,1389.112
gestureclass,1.1717,1418.531
gestureclass,1.1730,1417.259
gestureclass,1.2557,1509.275
gestureclass,1.3226,1486.538
gestureclass,1.3370,1472.188
gestureclass,1.3761,1475.941
gestureclass,1.4176,1476.779
gestureclass,1.4321,1507.867
gestureclass,1.4427,1541.657
gestureclass,1.4823,1546.700
gestureclass,1.4940,1577.659
gestureclass,1.5448,1614.745
gestureclass,1.5645,1595.013
gestureclass,1.5776,1624.933
gestureclass,1.5891,1613.489
