req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),gpu_time(ms),gpu_sync(ms),pred,true
24,2.4006668519033068,site2,10.100.20.48:8001,papageip,sysbp,1768227065.7400753,1768227065.742576,10.61868667602539,6.212027999999999,0.005058,5,0,104.82756042480469,98.0
25,2.5006946373992776,site2,10.100.20.48:8001,papageip,sysbp,1768227065.8399642,1768227065.8423471,10.338068008422852,6.205608,0.002814,6,0,104.82756042480469,98.0
26,2.600722422895249,site2,10.100.20.48:8001,papageip,sysbp,1768227065.9405587,1768227065.9429944,10.466575622558594,6.2248980000000005,0.0031750000000000003,6,0,104.82756042480469,98.0
27,2.7007502083912196,site2,10.100.20.48:8001,papageip,ecgclass,1768227066.040335,1768227066.0427873,10.33639907836914,6.4393139999999995,0.005137999999999999,6,0,0.0,0.0
28,2.800777993887191,site2,10.100.20.48:8001,papageip,sysbp,1768227066.1399887,1768227066.1424148,10.471105575561523,6.281594,0.005208,6,0,104.82756042480469,98.0
29,2.900805779383162,site2,10.100.20.48:8001,papageip,heartrate,1768227066.2407365,1768227066.2431998,10.498762130737305,6.199439,0.005478,6,0,61.56974411010742,69.0
30,3.0008335648791333,site2,10.100.20.48:8001,papageip,gestureclass,1768227066.3405182,1768227066.3429832,10.132312774658203,6.249985,0.005329,6,0,4.0,4.0
31,3.100861350375104,site2,10.100.20.48:8001,papageip,diasbp,1768227066.4409814,1768227066.4433744,10.396718978881836,6.322947,0.005248,6,0,58.433780670166016,56.0
32,3.200889135871075,site2,10.100.20.48:8001,papageip,ecgclass,1768227066.5407,1768227066.543141,10.399103164672852,6.318289,0.005108,6,0,0.0,0.0
33,3.3009169213670466,site2,10.100.20.48:8001,papageip,ecgclass,1768227066.6404967,1768227066.6428678,10.350942611694336,6.411222,0.003355,6,0,0.0,0.0
34,3.4009447068630174,site2,10.100.20.48:8001,papageip,ecgclass,1768227066.740115,1768227066.7425377,10.164022445678711,6.286631,0.003416,6,0,0.0,0.0
35,3.5009724923589887,site2,10.100.20.48:8001,papageip,ecgclass,1768227066.8405633,1768227066.8429804,10.128974914550781,6.361075,0.002944,6,0,0.0,0.0
36,3.6010002778549595,site2,10.100.20.48:8001,papageip,ecgclass,1768227066.9409473,1768227066.943331,10.296344757080078,6.241833,0.0036049999999999997,6,0,0.0,0.0
37,3.701028063350931,site2,10.100.20.48:8001,papageip,gestureclass,1768227067.0405757,1768227067.0429335,10.261774063110352,6.470832000000001,0.005468,6,0,4.0,4.0
38,3.801055848846902,site2,10.100.20.48:8001,papageip,ecgclass,1768227067.141109,1768227067.1434958,10.378360748291016,6.2713980000000005,0.005669,6,0,0.0,0.0
39,3.9010836343428728,site2,10.100.20.48:8001,papageip,ecgclass,1768227067.240758,1768227067.24302,10.223627090454102,6.494198,0.0036959999999999996,6,0,0.0,0.0
40,4.001111419838844,site2,10.100.20.48:8001,papageip,heartrate,1768227067.340265,1768227067.342714,10.219335556030273,6.202662999999999,0.0052179999999999995,6,0,61.56974411010742,69.0
41,4.101139205334816,site2,10.100.20.48:8001,papageip,gestureclass,1768227067.44079,1768227067.4432676,10.497093200683594,6.292931,0.005268,6,0,4.0,4.0
42,4.201166990830786,site2,10.100.20.48:8001,papageip,ecgclass,1768227067.5407097,1768227067.5432112,10.225772857666016,6.262175,0.0058590000000000005,6,0,0.0,0.0
43,4.301194776326757,site2,10.100.20.48:8001,papageip,ecgclass,1768227067.64121,1768227067.643618,10.406970977783203,6.302054,0.003726,6,0,0.0,0.0
44,4.4012225618227285,site2,10.100.20.48:8001,papageip,diasbp,1768227067.7408848,1768227067.7433002,10.6353759765625,6.250437,0.0054589999999999994,6,0,58.433780670166016,56.0
45,4.5012503473187,site2,10.100.20.48:8001,papageip,sysbp,1768227067.8407674,1768227067.8431737,10.375499725341797,6.313482,0.005198,6,0,104.82756042480469,98.0
46,4.601278132814671,site2,10.100.20.48:8001,papageip,ecgclass,1768227067.940527,1768227067.9429934,10.29348373413086,6.347564,0.005198,6,0,0.0,0.0
47,4.701305918310641,site2,10.100.20.48:8001,papageip,diasbp,1768227068.0410986,1768227068.0435297,10.418891906738281,6.223976,0.005108,6,0,58.433780670166016,56.0
48,4.8013337038066135,site2,10.100.20.48:8001,papageip,ecgclass,1768227068.140803,1768227068.143417,10.317564010620117,6.266521,0.005749000000000001,6,0,0.0,0.0
49,4.901361489302584,site2,10.100.20.48:8001,papageip,heartrate,1768227068.2413874,1768227068.2438288,10.318517684936523,6.329597000000001,0.005648,6,0,61.56974411010742,69.0
50,5.001389274798555,site2,10.100.20.48:8001,papageip,ecgclass,1768227068.3409636,1768227068.3434744,10.22958755493164,6.268845000000001,0.005118,6,0,0.0,0.0
51,5.101417060294526,site2,10.100.20.48:8001,papageip,sysbp,1768227068.4414663,1768227068.443879,10.313987731933594,6.300603,0.005098,6,0,104.82756042480469,98.0
52,5.201444845790498,site2,10.100.20.48:8001,papageip,gestureclass,1768227068.5410502,1768227068.543387,11.111021041870117,7.046188999999999,0.005709,6,0,4.0,4.0
53,5.301472631286469,site2,10.100.20.48:8001,papageip,ecgclass,1768227068.641446,1768227068.6437519,10.141611099243164,6.3991229999999995,0.005168000000000001,6,0,0.0,0.0
54,5.401500416782439,site2,10.100.20.48:8001,papageip,sysbp,1768227068.7408266,1768227068.7432492,10.179519653320312,6.281324,0.005318,6,0,104.82756042480469,98.0
55,5.50152820227841,site2,10.100.20.48:8001,papageip,sysbp,1768227068.8412418,1768227068.8436377,10.24937629699707,6.256676,0.003415,6,0,104.82756042480469,98.0
56,5.601555987774382,site2,10.100.20.48:8001,papageip,ecgclass,1768227068.940767,1768227068.943118,10.098457336425781,6.307201999999999,0.012269,6,0,0.0,0.0
57,5.701583773270352,site2,10.100.20.48:8001,papageip,gestureclass,1768227069.041134,1768227069.0435343,10.100603103637695,6.291729999999999,0.005137999999999999,6,0,4.0,4.0
58,5.801611558766324,site2,10.100.20.48:8001,papageip,heartrate,1768227069.141582,1768227069.1441064,10.601520538330078,6.192839,0.005057,5,0,61.56974411010742,69.0
59,5.901639344262295,site2,10.100.20.48:8001,papageip,heartrate,1768227069.2415683,1768227069.244053,10.399341583251953,6.213189,0.003545,6,0,61.56974411010742,69.0
60,6.001667129758267,site2,10.100.20.48:8001,papageip,sysbp,1768227069.3412151,1768227069.3437243,10.318279266357422,6.175853,0.005047,5,0,104.82756042480469,98.0
61,6.101694915254237,site2,10.100.20.48:8001,papageip,ecgclass,1768227069.440863,1768227069.443312,10.433673858642578,6.287202000000001,0.005849,6,0,0.0,0.0
62,6.201722700750208,site2,10.100.20.48:8001,papageip,ecgclass,1768227069.5415728,1768227069.5439436,10.369539260864258,6.289796,0.003155,6,0,0.0,0.0
63,6.3017504862461795,site2,10.100.20.48:8001,papageip,sysbp,1768227069.641196,1768227069.643606,10.35618782043457,6.187711,0.005338000000000001,6,0,104.82756042480469,98.0
64,6.40177827174215,site2,10.100.20.48:8001,papageip,ecgclass,1768227069.741817,1768227069.7442384,10.22791862487793,6.373214,0.005117,6,0,0.0,0.0
65,6.501806057238122,site2,10.100.20.48:8001,papageip,ecgclass,1768227069.8413527,1768227069.8437698,10.302543640136719,6.373223,0.002765,6,0,0.0,0.0
66,6.601833842734093,site2,10.100.20.48:8001,papageip,ecgclass,1768227069.941908,1768227069.9442933,10.857343673706055,6.268725,0.003145,6,0,0.0,0.0
67,6.7018616282300645,site2,10.100.20.48:8001,papageip,ecgclass,1768227070.0410402,1768227070.0434859,10.206222534179688,6.25911,0.003466,6,0,0.0,0.0
68,6.801889413726035,site2,10.100.20.48:8001,papageip,heartrate,1768227070.1415005,1768227070.1439307,10.125398635864258,6.196485,0.005159,5,0,61.56974411010742,69.0
69,6.901917199222006,site2,10.100.20.48:8001,papageip,ecgclass,1768227070.2418823,1768227070.244236,10.155916213989258,6.3761470000000005,0.005789,6,0,0.0,0.0
70,7.001944984717977,site2,10.100.20.48:8001,papageip,ecgclass,1768227070.3413348,1768227070.3437235,10.060787200927734,6.269134,0.003596,6,0,0.0,0.0
71,7.101972770213948,site2,10.100.20.48:8001,papageip,heartrate,1768227070.4416385,1768227070.443976,10.111093521118164,6.244617,0.005198,6,0,61.56974411010742,69.0
72,7.202000555709919,site2,10.100.20.48:8001,papageip,sysbp,1768227070.5419874,1768227070.5443318,10.59865951538086,6.274784,0.004888,6,0,104.82756042480469,98.0
73,7.302028341205891,site2,10.100.20.48:8001,papageip,ecgclass,1768227070.6418679,1768227070.6442423,10.309457778930664,6.401497,0.005969,6,0,0.0,0.0
74,7.402056126701862,site2,10.100.20.48:8001,papageip,diasbp,1768227070.7414367,1768227070.743797,10.416030883789062,6.260271,0.005098,6,0,58.433780670166016,56.0
75,7.502083912197833,site2,10.100.20.48:8001,papageip,ecgclass,1768227070.8421173,1768227070.844486,10.330438613891602,6.249374,0.005207000000000001,6,0,0.0,0.0
76,7.602111697693804,site2,10.100.20.48:8001,papageip,gestureclass,1768227070.9417083,1768227070.9440963,10.368824005126953,6.37769,0.0053879999999999996,6,0,4.0,4.0
77,7.702139483189775,site2,10.100.20.48:8001,papageip,sysbp,1768227071.0413387,1768227071.0437434,10.142087936401367,6.1757729999999995,0.005108,5,0,104.82756042480469,98.0
78,7.8021672686857455,site2,10.100.20.48:8001,papageip,ecgclass,1768227071.1418128,1768227071.144342,10.462760925292969,6.231808,0.0057989999999999995,6,0,0.0,0.0
79,7.902195054181717,site2,10.100.20.48:8001,papageip,ecgclass,1768227071.241647,1768227071.2441568,10.306358337402344,6.320042,0.0036160000000000003,6,0,0.0,0.0
80,8.002222839677689,site2,10.100.20.48:8001,papageip,sysbp,1768227071.342224,1768227071.3447154,10.297775268554688,6.243556,0.005268,6,0,104.82756042480469,98.0
81,8.10225062517366,site2,10.100.20.48:8001,papageip,ecgclass,1768227071.441822,1768227071.4442697,10.288476943969727,6.453406,0.0057989999999999995,6,0,0.0,0.0
82,8.202278410669631,site2,10.100.20.48:8001,papageip,heartrate,1768227071.5413601,1768227071.5436814,10.210037231445312,6.183524,0.005238,5,0,61.56974411010742,69.0
83,8.3023061961656,site2,10.100.20.48:8001,papageip,ecgclass,1768227071.6418312,1768227071.644421,10.399103164672852,6.403791,0.005789,6,0,0.0,0.0
84,8.402333981661572,site2,10.100.20.48:8001,papageip,ecgclass,1768227071.741582,1768227071.7440302,10.280132293701172,6.366223,0.0033150000000000002,6,0,0.0,0.0
85,8.502361767157543,site2,10.100.20.48:8001,papageip,ecgclass,1768227071.8421607,1768227071.844587,10.10584831237793,6.266230999999999,0.0036160000000000003,6,0,0.0,0.0
86,8.602389552653515,site2,10.100.20.48:8001,papageip,ecgclass,1768227071.9415283,1768227071.943925,10.143280029296875,6.268033,0.003045,6,0,0.0,0.0
87,8.702417338149486,site2,10.100.20.48:8001,papageip,heartrate,1768227072.0419428,1768227072.0443864,10.242700576782227,6.2496849999999995,0.004908,6,0,61.56974411010742,69.0
88,8.802445123645457,site2,10.100.20.48:8001,papageip,gestureclass,1768227072.1425223,1768227072.1448684,10.132789611816406,6.3719909999999995,0.005538,6,0,4.0,4.0
89,8.902472909141428,site2,10.100.20.48:8001,papageip,gestureclass,1768227072.241907,1768227072.2443295,10.466337203979492,6.2675719999999995,0.003094,6,0,4.0,4.0
90,9.0025006946374,site2,10.100.20.48:8001,papageip,sysbp,1768227072.3416326,1768227072.344108,10.433435440063477,6.180770000000001,0.005238,5,0,104.82756042480469,98.0
91,9.10252848013337,site2,10.100.20.48:8001,papageip,ecgclass,1768227072.4424121,1768227072.444864,10.15925407409668,6.2692049999999995,0.005278,6,0,0.0,0.0
92,9.202556265629342,site2,10.100.20.48:8001,papageip,ecgclass,1768227072.5418608,1768227072.5442204,10.167598724365234,6.316417,0.003365,6,0,0.0,0.0
93,9.302584051125312,site2,10.100.20.48:8001,papageip,ecgclass,1768227072.6423237,1768227072.644756,10.12873649597168,6.228924,0.003235,6,0,0.0,0.0
94,9.402611836621283,site2,10.100.20.48:8001,papageip,sysbp,1768227072.7417111,1768227072.7441669,10.557889938354492,6.196604,0.005288,6,0,104.82756042480469,98.0
95,9.502639622117254,site2,10.100.20.48:8001,papageip,sysbp,1768227072.8426495,1768227072.8452795,10.418415069580078,6.150074,0.003346,5,0,104.82756042480469,98.0
96,9.602667407613227,site2,10.100.20.48:8001,papageip,ecgclass,1768227072.9424312,1768227072.9449933,10.246753692626953,6.253481,0.005458,6,0,0.0,0.0
97,9.702695193109196,site2,10.100.20.48:8001,papageip,ecgclass,1768227073.0419328,1768227073.0444407,10.410785675048828,6.363278,0.002945,6,0,0.0,0.0
98,9.802722978605168,site2,10.100.20.48:8001,papageip,heartrate,1768227073.1426046,1768227073.145099,10.375261306762695,6.249855999999999,0.004987,6,0,61.56974411010742,69.0
99,9.902750764101139,site2,10.100.20.48:8001,papageip,heartrate,1768227073.2422364,1768227073.2446501,10.223865509033203,6.2147820000000005,0.003075,6,0,61.56974411010742,69.0
100,10.00277854959711,site2,10.100.20.48:8001,papageip,ecgclass,1768227073.3427114,1768227073.3452122,10.096311569213867,6.210025,0.0049169999999999995,6,0,0.0,0.0
101,10.102806335093081,site2,10.100.20.48:8001,papageip,diasbp,1768227073.442037,1768227073.4444308,10.126113891601562,6.245939,0.0053879999999999996,6,0,58.433780670166016,56.0
102,10.202834120589053,site2,10.100.20.48:8001,papageip,ecgclass,1768227073.5424345,1768227073.5447154,10.111093521118164,6.445384,0.005368,6,0,0.0,0.0
103,10.302861906085024,site2,10.100.20.48:8001,papageip,sysbp,1768227073.642808,1768227073.645208,10.316848754882812,6.363347999999999,0.005037,6,0,104.82756042480469,98.0
104,10.402889691580995,site2,10.100.20.48:8001,papageip,ecgclass,1768227073.7424097,1768227073.744874,10.219812393188477,6.348325999999999,0.0053879999999999996,6,0,0.0,0.0
105,10.502917477076966,site2,10.100.20.48:8001,papageip,ecgclass,1768227073.842855,1768227073.845229,10.354995727539062,6.315014,0.003396,6,0,0.0,0.0
106,10.602945262572938,site2,10.100.20.48:8001,papageip,ecgclass,1768227073.9424715,1768227073.9447367,10.101318359375,6.4750190000000005,0.0030340000000000002,6,0,0.0,0.0
107,10.702973048068907,site2,10.100.20.48:8001,papageip,heartrate,1768227074.0429404,1768227074.0454109,10.545015335083008,6.295005000000001,0.005338000000000001,6,0,61.56974411010742,69.0
108,10.803000833564878,site2,10.100.20.48:8001,papageip,diasbp,1768227074.1427722,1768227074.1452403,10.532140731811523,6.25978,0.0052580000000000005,6,0,58.433780670166016,56.0
109,10.90302861906085,site2,10.100.20.48:8001,papageip,ecgclass,1768227074.2425752,1768227074.2449687,10.137319564819336,6.327985,0.005338000000000001,6,0,0.0,0.0
110,11.00305640455682,site2,10.100.20.48:8001,papageip,ecgclass,1768227074.3429704,1768227074.3454134,10.116815567016602,6.293842,0.002704,6,0,0.0,0.0
111,11.103084190052792,site2,10.100.20.48:8001,papageip,ecgclass,1768227074.4423652,1768227074.4447625,10.493040084838867,6.422739,0.003085,6,0,0.0,0.0
112,11.203111975548763,site2,10.100.20.48:8001,papageip,ecgclass,1768227074.5431113,1768227074.5453746,10.055780410766602,6.388356000000001,0.0031149999999999997,6,0,0.0,0.0
113,11.303139761044735,site2,10.100.20.48:8001,papageip,ecgclass,1768227074.642448,1768227074.64479,10.079622268676758,6.369508000000001,0.002925,6,0,0.0,0.0
114,11.403167546540704,site2,10.100.20.48:8001,papageip,gestureclass,1768227074.7427704,1768227074.7451723,10.091304779052734,6.302967,0.004877,6,0,4.0,4.0
115,11.503195332036677,site2,10.100.20.48:8001,papageip,ecgclass,1768227074.8431132,1768227074.845571,10.413646697998047,6.3067519999999995,0.005497999999999999,6,0,0.0,0.0
116,11.603223117532648,site2,10.100.20.48:8001,papageip,ecgclass,1768227074.9427805,1768227074.9451122,10.33163070678711,6.318329,0.003706,6,0,0.0,0.0
117,11.703250903028618,site2,10.100.20.48:8001,papageip,ecgclass,1768227075.0423703,1768227075.0449054,10.478734970092773,6.33143,0.0032949999999999998,6,0,0.0,0.0
118,11.80327868852459,site2,10.100.20.48:8001,papageip,gestureclass,1768227075.1431928,1768227075.145688,10.425329208374023,6.461778,0.005168000000000001,6,0,4.0,4.0
119,11.90330647402056,site2,10.100.20.48:8001,papageip,ecgclass,1768227075.2429419,1768227075.2452326,10.20050048828125,6.4504410000000005,0.005618000000000001,6,0,0.0,0.0
120,12.003334259516533,site2,10.100.20.48:8001,papageip,sysbp,1768227075.3433895,1768227075.3457682,10.119199752807617,6.2030840000000005,0.005228,6,0,104.82756042480469,98.0
121,12.103362045012503,site2,10.100.20.48:8001,papageip,heartrate,1768227075.4427464,1768227075.4451525,10.254859924316406,6.224767,0.005969,6,0,61.56974411010742,69.0
122,12.203389830508474,site2,10.100.20.48:8001,papageip,ecgclass,1768227075.5432835,1768227075.5456328,10.220766067504883,6.471944000000001,0.005168000000000001,6,0,0.0,0.0
123,12.303417616004447,site2,10.100.20.48:8001,papageip,heartrate,1768227075.6427402,1768227075.6451464,10.62631607055664,6.262295,0.005598,6,0,61.56974411010742,69.0
124,12.403445401500417,site2,10.100.20.48:8001,papageip,heartrate,1768227075.7426028,1768227075.745031,10.790586471557617,6.31226,0.0029749999999999998,6,0,61.56974411010742,69.0
125,12.503473186996388,site2,10.100.20.48:8001,papageip,ecgclass,1768227075.842769,1768227075.845295,10.397195816040039,6.412253,0.005568,6,0,0.0,0.0
126,12.603500972492359,site2,10.100.20.48:8001,papageip,sysbp,1768227075.94348,1768227075.9458969,10.224103927612305,6.26615,0.005158,6,0,104.82756042480469,98.0
127,12.70352875798833,site2,10.100.20.48:8001,papageip,ecgclass,1768227076.0430226,1768227076.0455687,10.286808013916016,6.333533,0.005449,6,0,0.0,0.0
128,12.8035565434843,site2,10.100.20.48:8001,papageip,diasbp,1768227076.1436155,1768227076.146044,10.408401489257812,6.4061639999999995,0.005398,6,0,58.433780670166016,56.0
129,12.903584328980273,site2,10.100.20.48:8001,papageip,ecgclass,1768227076.2432902,1768227076.2457469,10.414838790893555,6.349228,0.005729,6,0,0.0,0.0
130,13.003612114476244,site2,10.100.20.48:8001,papageip,diasbp,1768227076.34306,1768227076.3455675,10.55908203125,6.279841,0.005208,6,0,58.433780670166016,56.0
131,13.103639899972213,site2,10.100.20.48:8001,papageip,sysbp,1768227076.442876,1768227076.4452226,10.549068450927734,6.293502,0.005298,6,0,104.82756042480469,98.0
132,13.203667685468186,site2,10.100.20.48:8001,papageip,sysbp,1768227076.5437162,1768227076.5532663,17.293214797973633,6.192749,0.0029950000000000003,6,0,104.82756042480469,98.0
133,13.303695470964156,site2,10.100.20.48:8001,papageip,gestureclass,1768227076.6433065,1768227076.6457179,10.273933410644531,6.3759879999999995,0.004978,6,0,4.0,4.0
134,13.403723256460129,site2,10.100.20.48:8001,papageip,ecgclass,1768227076.7428446,1768227076.745245,10.317087173461914,6.287282,0.005288,6,0,0.0,0.0
135,13.503751041956098,site2,10.100.20.48:8001,papageip,gestureclass,1768227076.8434472,1768227076.8458042,10.301589965820312,6.403479,0.005268,6,0,4.0,4.0
136,13.60377882745207,site2,10.100.20.48:8001,papageip,ecgclass,1768227076.943012,1768227076.9453936,10.143280029296875,6.302045,0.005789,6,0,0.0,0.0
137,13.703806612948043,site2,10.100.20.48:8001,papageip,heartrate,1768227077.0434272,1768227077.0458212,10.368585586547852,6.216314,0.005098,6,0,61.56974411010742,69.0
138,13.803834398444012,site2,10.100.20.48:8001,papageip,ecgclass,1768227077.143201,1768227077.1457636,10.294675827026367,6.231427,0.005118,6,0,0.0,0.0
139,13.903862183939983,site2,10.100.20.48:8001,papageip,ecgclass,1768227077.243784,1768227077.2462294,10.575294494628906,6.301805,0.002905,6,0,0.0,0.0
140,14.003889969435955,site2,10.100.20.48:8001,papageip,sysbp,1768227077.3436017,1768227077.3459232,10.089635848999023,6.256245,0.005327999999999999,6,0,104.82756042480469,98.0
141,14.103917754931926,site2,10.100.20.48:8001,papageip,ecgclass,1768227077.4439764,1768227077.4463804,10.228157043457031,6.363078000000001,0.005738,6,0,0.0,0.0
142,14.203945540427895,site2,10.100.20.48:8001,papageip,sysbp,1768227077.5434709,1768227077.5458412,10.162830352783203,6.191938,0.005468,5,0,104.82756042480469,98.0
143,14.303973325923868,site2,10.100.20.48:8001,papageip,ecgclass,1768227077.643896,1768227077.6463437,10.041236877441406,6.245539,0.005548,6,0,0.0,0.0
144,14.404001111419838,site2,10.100.20.48:8001,papageip,ecgclass,1768227077.7433107,1768227077.7457373,10.291337966918945,6.3512,0.003185,6,0,0.0,0.0
145,14.504028896915809,site2,10.100.20.48:8001,papageip,sysbp,1768227077.8438923,1768227077.846297,10.205507278442383,6.223215,0.005598,6,0,104.82756042480469,98.0
146,14.604056682411782,site2,10.100.20.48:8001,papageip,ecgclass,1768227077.9433675,1768227077.945776,10.204315185546875,6.326032,0.004977,6,0,0.0,0.0
147,14.704084467907752,site2,10.100.20.48:8001,papageip,sysbp,1768227078.0438395,1768227078.0462382,10.29205322265625,6.269746,0.005458,6,0,104.82756042480469,98.0
148,14.804112253403725,site2,10.100.20.48:8001,papageip,ecgclass,1768227078.1434507,1768227078.1458068,10.122060775756836,6.256485,0.0056489999999999995,6,0,0.0,0.0
149,14.904140038899694,site2,10.100.20.48:8001,papageip,sysbp,1768227078.2438214,1768227078.2462058,10.20503044128418,6.196474,0.004707,6,0,104.82756042480469,98.0
150,15.004167824395665,site2,10.100.20.48:8001,papageip,ecgclass,1768227078.343478,1768227078.346031,10.642051696777344,6.309597,0.005779,6,0,0.0,0.0
151,15.104195609891635,site2,10.100.20.48:8001,papageip,ecgclass,1768227078.4435997,1768227078.4460256,10.418176651000977,6.41029,0.003275,6,0,0.0,0.0
152,15.204223395387608,site2,10.100.20.48:8001,papageip,diasbp,1768227078.5443866,1768227078.546818,10.432243347167969,6.336877,0.0054280000000000005,6,0,58.433780670166016,56.0
153,15.304251180883579,site2,10.100.20.48:8001,papageip,sysbp,1768227078.644128,1768227078.646624,10.334968566894531,6.225288,0.005518,6,0,104.82756042480469,98.0
154,15.40427896637955,site2,10.100.20.48:8001,papageip,sysbp,1768227078.7437425,1768227078.7461798,10.230541229248047,6.169052000000001,0.003515,5,0,104.82756042480469,98.0
155,15.504306751875522,site2,10.100.20.48:8001,papageip,ecgclass,1768227078.8442345,1768227078.8466742,10.120153427124023,6.2308959999999995,0.005599,6,0,0.0,0.0
156,15.604334537371491,site2,10.100.20.48:8001,papageip,ecgclass,1768227078.9436052,1768227078.9460804,10.390520095825195,6.247542,0.003105,6,0,0.0,0.0
157,15.704362322867464,site2,10.100.20.48:8001,papageip,ecgclass,1768227079.0442555,1768227079.046641,10.215520858764648,6.4026380000000005,0.003025,6,0,0.0,0.0
158,15.804390108363433,site2,10.100.20.48:8001,papageip,ecgclass,1768227079.1437657,1768227079.14619,10.532140731811523,6.283968,0.003225,6,0,0.0,0.0
159,15.904417893859405,site2,10.100.20.48:8001,papageip,ecgclass,1768227079.2435665,1768227079.2459846,10.095834732055664,6.266902,0.002754,6,0,0.0,0.0
160,16.004445679355378,site2,10.100.20.48:8001,papageip,ecgclass,1768227079.3439562,1768227079.3463936,10.217666625976562,6.269285,0.003075,6,0,0.0,0.0
161,16.10447346485135,site2,10.100.20.48:8001,papageip,diasbp,1768227079.444428,1768227079.4468417,10.379552841186523,6.181752,0.005639,5,0,58.433780670166016,56.0
162,16.20450125034732,site2,10.100.20.48:8001,papageip,ecgclass,1768227079.5441077,1768227079.546551,10.18071174621582,6.254473,0.004997,6,0,0.0,0.0
