task,device_url,n_requests,throughput_rps,avg_latency_ms
etth1fore,10.100.31.64:8000,270,4.5,222.44665357801648
gestureclass,10.100.31.64:8000,270,4.5,222.47725327809653
trafficfore,10.100.31.64:8000,270,4.5,222.4476628833347
eclfore,10.100.31.64:8000,270,4.5,222.45360127201786
ecgclass,10.100.31.64:8000,270,4.5,222.48054698661522
exchangefore,10.100.31.64:8000,270,4.5,222.46066905834056
