task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,14,1,0.0,0.3091,309.0074,309.0074,307.2123,297.6034,0.0038,1.0285,1.7951,1775515290194139313,0
ecgclass,14,1,0.3091,0.3367,27.6675,27.6675,22.0677,21.2888,0.0029,5.0294,5.5998,1775515290507159023,0
ecgclass,14,1,0.3367,0.3635,26.7847,26.7847,20.4833,19.7917,0.0016,5.8498,6.3013,1775515290535656532,0
ecgclass,14,1,0.3635,0.3873,23.7343,23.7343,21.1265,20.5038,0.0014,2.2399,2.6078,1775515290558840616,0
ecgclass,14,1,0.3873,0.4138,26.5472,26.5472,20.956,20.2773,0.0018,5.1897,5.5912,1775515290585532078,0
ecgclass,14,1,0.4138,0.442,28.1239,28.1239,21.3283,20.4931,0.0014,6.3903,6.7955,1775515290613286856,0
ecgclass,14,1,0.442,0.4682,26.2015,26.2015,20.8688,20.09,0.0022,4.8645,5.3327,1775515290639890464,0
ecgclass,14,1,0.4682,0.4999,31.6927,31.6927,21.2384,20.5461,0.0021,9.876,10.4544,1775515290671110169,0
ecgclass,14,1,0.4999,0.5256,25.7275,25.7275,20.4058,19.7308,0.002,4.8838,5.3217,1775515290697819542,0
ecgclass,14,1,0.5256,0.5515,25.8675,25.8675,20.4499,19.7027,0.0015,5.0287,5.4176,1775515290723700040,0
ecgclass,14,1,0.5515,0.5785,27.005,27.005,20.3067,19.5627,0.0015,6.3024,6.6983,1775515290750847302,0
ecgclass,14,1,0.5785,0.6054,26.8798,26.8798,20.182,19.5538,0.0012,6.2819,6.6978,1775515290777838087,0
ecgclass,14,1,0.6054,0.6331,27.7438,27.7438,21.0212,20.1258,0.0014,6.3274,6.7226,1775515290804769009,0
ecgclass,14,1,0.6331,0.6574,24.2345,24.2345,20.3605,19.664,0.0014,3.4304,3.8741,1775515290829622324,0
ecgclass,14,1,0.6574,0.6802,22.8384,22.8384,20.1236,19.5378,0.0015,2.3239,2.7148,1775515290852757925,0
ecgclass,14,1,0.6802,0.7113,31.0385,31.0385,24.64,23.8742,0.0032,5.8899,6.3985,1775515290879167436,0
ecgclass,14,1,0.7113,0.7403,29.0587,29.0587,21.0497,20.2846,0.0016,7.6127,8.009,1775515290911935646,0
ecgclass,14,1,0.7403,0.768,27.7123,27.7123,20.3131,19.6978,0.0014,6.9976,7.3993,1775515290940386323,0
ecgclass,14,1,0.768,0.7912,23.1335,23.1335,20.1738,19.5597,0.0013,2.5694,2.9597,1775515290963676441,0
ecgclass,14,1,0.7912,0.8177,26.5474,26.5474,20.1448,19.5682,0.0014,5.9829,6.4026,1775515290990229287,0
ecgclass,14,1,0.8177,0.8436,25.8818,25.8818,20.4872,19.8482,0.0014,5.003,5.3945,1775515291015802032,0
ecgclass,14,1,0.8436,0.8704,26.7458,26.7458,20.8909,20.1994,0.0017,5.4657,5.8548,1775515291042152710,0
ecgclass,14,1,0.8704,0.8994,29.0627,29.0627,20.4744,19.8614,0.0013,8.1975,8.5884,1775515291071635331,0
ecgclass,14,1,0.8994,0.9251,25.6238,25.6238,20.7685,20.142,0.0017,4.494,4.8553,1775515291097001348,0
ecgclass,14,1,0.9251,0.9554,30.3261,30.3261,20.7398,20.1316,0.0013,9.1753,9.5863,1775515291127312143,0
ecgclass,14,1,0.9554,0.9831,27.6599,27.6599,21.0689,20.2975,0.0013,6.2137,6.591,1775515291154683695,0
ecgclass,14,1,0.9831,1.0086,25.558,25.558,20.7,20.0981,0.0013,4.467,4.858,1775515291180602624,0
ecgclass,14,1,1.0086,1.0363,27.6997,27.6997,20.9595,20.2283,0.0013,6.3462,6.7402,1775515291208045089,0
ecgclass,14,1,1.0363,1.061,24.6305,24.6305,19.5862,19.0035,0.0017,4.6792,5.0443,1775515291234083353,0
ecgclass,14,1,1.061,1.0881,27.0905,27.0905,20.8323,20.1131,0.0014,5.8713,6.2582,1775515291259911539,0
ecgclass,14,1,1.0881,1.1151,26.9928,26.9928,21.2861,20.4843,0.0013,5.3449,5.7067,1775515291286480917,0
ecgclass,14,1,1.1151,1.1429,27.8072,27.8072,21.3998,20.6504,0.0014,6.0182,6.4074,1775515291314151701,0
ecgclass,14,1,1.1429,1.1696,26.6771,26.6771,20.4486,19.5764,0.0014,5.7933,6.2285,1775515291341739481,0
ecgclass,14,1,1.1696,1.1963,26.778,26.778,19.9379,19.2578,0.0014,6.4373,6.8401,1775515291369066931,0
ecgclass,14,1,1.1964,1.2223,25.9385,25.9385,20.2566,19.5217,0.0016,5.2853,5.6819,1775515291394698808,0
ecgclass,14,1,1.2223,1.2481,25.7819,25.7819,20.2814,19.5086,0.0013,5.1222,5.5005,1775515291420480262,0
ecgclass,14,1,1.2481,1.2754,27.3623,27.3623,20.6945,20.1137,0.0013,6.284,6.6678,1775515291447429825,0
ecgclass,14,1,1.2754,1.2991,23.6902,23.6902,21.0268,20.4411,0.0012,2.2862,2.6635,1775515291470799387,0
ecgclass,14,1,1.2991,1.3273,28.146,28.146,21.477,20.7498,0.0019,6.2683,6.669,1775515291498476961,0
ecgclass,14,1,1.3273,1.3543,27.019,27.019,21.153,20.5362,0.0013,5.4922,5.866,1775515291525852122,0
ecgclass,14,1,1.3543,1.3813,26.9444,26.9444,21.7853,21.0794,0.0014,4.7979,5.1591,1775515291552181439,0
ecgclass,14,1,1.3813,1.4072,25.9645,25.9645,20.6528,20.0292,0.0014,4.9622,5.3117,1775515291579295679,0
ecgclass,14,1,1.4072,1.4305,23.2732,23.2732,20.7187,19.6471,0.0015,2.1608,2.5545,1775515291602464113,0
ecgclass,14,1,1.4305,1.4559,25.4288,25.4288,20.6583,20.085,0.0013,4.3881,4.7705,1775515291627970355,0
ecgclass,14,1,1.456,1.4817,25.7399,25.7399,20.5284,19.9461,0.0013,4.8265,5.2115,1775515291653842762,0
ecgclass,14,1,1.4817,1.5073,25.5888,25.5888,20.7712,20.0771,0.0026,4.3464,4.8176,1775515291679107284,0
ecgclass,14,1,1.5073,1.5345,27.2174,27.2174,21.0596,20.3651,0.0023,5.6221,6.1578,1775515291705978004,0
ecgclass,14,1,1.5345,1.5618,27.3054,27.3054,21.0861,20.4146,0.002,5.7385,6.2193,1775515291733319674,0
ecgclass,14,1,1.5618,1.59,28.125,28.125,20.6521,19.9551,0.0015,7.0388,7.4729,1775515291761932588,0
ecgclass,14,1,1.59,1.6168,26.7963,26.7963,20.8927,20.29,0.0016,5.5122,5.9037,1775515291788537837,0
ecgclass,14,1,1.6168,1.6428,26.0274,26.0274,20.6116,20.0175,0.0016,5.017,5.4158,1775515291814844733,0
ecgclass,14,1,1.6428,1.6683,25.5165,25.5165,20.5283,19.9039,0.0014,4.6318,4.9883,1775515291840492251,0
ecgclass,14,1,1.6683,1.6955,27.164,27.164,20.4928,19.8223,0.0019,6.294,6.6712,1775515291867676185,0
ecgclass,14,1,1.6955,1.724,28.4882,28.4882,20.8406,20.1259,0.0014,7.2336,7.6476,1775515291895785317,0
ecgclass,14,1,1.724,1.7506,26.6032,26.6032,20.3534,19.6659,0.0014,5.8482,6.2498,1775515291922894688,0
ecgclass,14,1,1.7506,1.7738,23.1655,23.1655,20.5231,19.9548,0.0015,2.2402,2.6423,1775515291945895344,0
ecgclass,14,1,1.7738,1.8009,27.1244,27.1244,20.9191,20.1958,0.0012,5.8053,6.2053,1775515291972630818,0
ecgclass,14,1,1.8009,1.8278,26.8707,26.8707,21.1963,20.5098,0.0012,5.2752,5.6744,1775515291999230166,0
ecgclass,14,1,1.8278,1.8565,28.7552,28.7552,20.8995,20.2825,0.0014,7.4806,7.8556,1775515292028311010,0
ecgclass,14,1,1.8565,1.8871,30.5443,30.5443,22.2675,21.6364,0.0019,7.7891,8.2768,1775515292057380243,0
ecgclass,14,1,1.8871,1.9136,26.4754,26.4754,21.0061,20.3303,0.0019,5.0175,5.4694,1775515292085162092,0
ecgclass,14,1,1.9136,1.9409,27.3421,27.3421,20.9344,20.1638,0.0015,6.0081,6.4077,1775515292112634938,0
ecgclass,14,1,1.9409,1.969,28.0623,28.0623,20.4759,19.8575,0.0015,7.17,7.5865,1775515292141146027,0
ecgclass,14,1,1.969,1.9979,28.8911,28.8911,21.1475,20.1363,0.0014,7.3271,7.7436,1775515292169372434,0
ecgclass,14,1,1.9979,2.0264,28.5356,28.5356,20.7073,20.1055,0.0014,7.4253,7.8283,1775515292198368345,0
ecgclass,14,1,2.0264,2.0512,24.7548,24.7548,20.6166,20.001,0.0014,3.7627,4.1381,1775515292223246760,0
ecgclass,14,1,2.0512,2.0785,27.3287,27.3287,20.8533,20.2505,0.0013,6.0887,6.4754,1775515292250332789,0
ecgclass,14,1,2.0785,2.1035,25.0287,25.0287,20.7194,20.089,0.0013,3.9024,4.3093,1775515292275479896,0
ecgclass,14,1,2.1035,2.1313,27.715,27.715,20.3884,19.7868,0.0014,6.9511,7.3266,1775515292303563518,0
ecgclass,14,1,2.1313,2.1559,24.595,24.595,20.6923,20.1066,0.0013,3.49,3.9027,1775515292327822407,0
ecgclass,14,1,2.1559,2.1832,27.3304,27.3304,20.9288,20.3148,0.0014,6.0251,6.4016,1775515292354958308,0
ecgclass,14,1,2.1832,2.2077,24.4713,24.4713,20.5741,20.0058,0.0014,3.5205,3.8972,1775515292379789862,0
ecgclass,14,1,2.2077,2.2359,28.2452,28.2452,20.7541,20.0646,0.0014,7.0879,7.4911,1775515292407833281,0
ecgclass,14,1,2.2359,2.2631,27.2007,27.2007,21.5286,20.598,0.0014,5.2798,5.6721,1775515292434275653,0
ecgclass,14,1,2.2631,2.29,26.9022,26.9022,20.5784,20.0046,0.0013,5.9009,6.3238,1775515292462102984,0
ecgclass,14,1,2.29,2.3186,28.5189,28.5189,20.7631,20.1273,0.0015,7.345,7.7558,1775515292490455236,0
ecgclass,14,1,2.3186,2.3461,27.524,27.524,20.9062,20.2858,0.0014,6.2308,6.6178,1775515292517866359,0
ecgclass,14,1,2.3461,2.3734,27.2968,27.2968,20.9848,20.2714,0.0014,5.9435,6.312,1775515292545108525,0
ecgclass,14,1,2.3734,2.3993,25.9233,25.9233,20.6057,19.9834,0.0014,4.9481,5.3176,1775515292571414951,0
ecgclass,14,1,2.3993,2.4293,29.9973,29.9973,20.5578,19.9203,0.0014,9.0439,9.4395,1775515292601439745,0
ecgclass,14,1,2.4293,2.4576,28.2261,28.2261,20.6616,19.9086,0.0012,7.2036,7.5646,1775515292629601670,0
ecgclass,14,1,2.4576,2.4833,25.6841,25.6841,20.4815,19.84,0.0015,4.818,5.2026,1775515292655447276,0
ecgclass,14,1,2.4833,2.5147,31.4257,31.4257,20.4693,19.7486,0.0015,10.576,10.9564,1775515292686894061,0
ecgclass,14,1,2.5147,2.542,27.2739,27.2739,20.7951,19.9015,0.0021,6.0704,6.4788,1775515292713819473,0
ecgclass,14,1,2.542,2.5685,26.4895,26.4895,20.7835,20.0891,0.0032,5.1761,5.706,1775515292740204842,0
ecgclass,14,1,2.5685,2.5961,27.6737,27.6737,21.1164,20.4098,0.0026,6.088,6.5573,1775515292767614035,0
ecgclass,14,1,2.5961,2.6221,25.9745,25.9745,20.8013,20.1627,0.0015,4.7529,5.1732,1775515292793959373,0
ecgclass,14,1,2.6221,2.6489,26.7413,26.7413,20.868,20.0887,0.0015,5.4779,5.8733,1775515292820665876,0
ecgclass,14,1,2.6489,2.6762,27.2841,27.2841,20.6428,19.9468,0.0014,6.2664,6.6414,1775515292848201434,0
ecgclass,14,1,2.6762,2.7074,31.2095,31.2095,20.907,20.2287,0.0014,9.9175,10.3025,1775515292879142337,0
ecgclass,14,1,2.7074,2.7373,29.8884,29.8884,20.7054,20.0254,0.0013,8.8031,9.183,1775515292909242984,0
ecgclass,14,1,2.7373,2.7691,31.858,31.858,21.0253,20.285,0.0013,10.4625,10.8327,1775515292940795722,0
