task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,sharing,820,4.8235,45.676,36.744,84.378,118.629,26.718,11.228,0.001,13.334,13.964,18.959
vocseg,sharing,860,5.0588,46.186,36.827,85.329,112.955,26.543,11.184,0.001,13.254,14.546,19.643
