run_idx,req_idx,latency_ms,backbone_ms,decoder_ms,swap_ms,gpu_peak_mb
0,63,9.9771,9.0943,0.7274,0.0015,443.067
0,64,9.5294,9.131,0.2548,0.0011,443.067
0,65,9.5354,9.1241,0.2642,0.0012,443.067
0,66,9.4813,9.0838,0.2499,0.001,443.067
0,67,9.5205,9.1111,0.256,0.0011,443.067
0,68,9.5071,9.0866,0.2675,0.0011,443.067
0,69,9.499,9.0964,0.2576,0.0009,443.067
0,70,9.5321,9.13,0.2546,0.001,443.067
0,71,9.5734,9.1466,0.2627,0.0011,443.067
0,72,9.5545,9.1367,0.2722,0.0014,443.067
0,73,9.5895,9.1804,0.2623,0.0009,443.067
0,74,9.8197,9.1479,0.2518,0.0009,443.067
0,75,9.5626,9.1744,0.2485,0.001,443.067
0,76,9.5572,9.1614,0.255,0.0013,443.067
0,77,9.5863,9.1714,0.2686,0.0009,443.067
0,78,9.5016,9.1029,0.2535,0.0012,443.067
0,79,9.4971,9.0951,0.2561,0.0011,443.067
0,80,9.5221,9.1112,0.2589,0.0015,443.067
0,81,9.5373,9.1159,0.2699,0.0013,443.067
0,82,9.5215,9.1071,0.2615,0.0011,443.067
0,83,9.5142,9.0871,0.2646,0.0011,443.067
0,84,9.792,9.0894,0.5451,0.0013,443.067
0,85,9.4888,9.0728,0.2685,0.0015,443.067
0,86,9.4404,9.0434,0.2558,0.001,443.067
0,87,9.4481,9.0417,0.2572,0.0012,443.067
0,88,9.4315,9.0224,0.2674,0.0013,443.067
0,89,9.4482,9.0486,0.2569,0.0012,443.067
0,90,9.4801,9.0671,0.2637,0.0011,443.067
0,91,9.5418,9.1271,0.2676,0.0011,443.067
0,92,9.5614,9.15,0.2626,0.001,443.067
0,93,9.7323,9.2967,0.2748,0.001,443.067
0,94,9.6959,9.2665,0.2731,0.0012,443.067
0,95,10.0094,9.3228,0.2534,0.001,443.067
0,96,9.7102,9.3169,0.2528,0.001,443.067
0,97,9.8015,9.401,0.2524,0.0016,443.067
0,98,9.7944,9.389,0.2571,0.0012,443.067
0,99,9.7467,9.3458,0.2548,0.0011,443.067
0,100,9.7448,9.3261,0.2628,0.0009,443.067
0,101,9.7845,9.3651,0.2664,0.0014,443.067
0,102,9.8036,9.369,0.2783,0.0017,443.067
0,103,9.7563,9.339,0.2671,0.0009,443.067
0,104,9.7591,9.3362,0.2681,0.0012,443.067
0,105,9.9543,9.26,0.5376,0.0013,443.067
0,106,9.6282,9.2349,0.251,0.001,443.067
0,107,9.6151,9.209,0.261,0.0011,443.067
0,108,9.6028,9.189,0.2643,0.0011,443.067
0,109,9.6099,9.2032,0.2577,0.0012,443.067
0,110,9.5872,9.1717,0.2637,0.0011,443.067
0,111,9.5749,9.1557,0.2624,0.0012,443.067
0,112,9.5424,9.1315,0.2602,0.0011,443.067
0,113,9.52,9.0973,0.2629,0.0012,443.067
0,114,9.5639,9.1191,0.2847,0.0013,443.067
0,115,9.5449,9.1189,0.2741,0.0011,443.067
0,116,9.8219,9.4268,0.252,0.001,443.067
0,117,9.5678,9.1652,0.2581,0.0012,443.067
0,118,9.5546,9.1479,0.2579,0.0011,443.067
0,119,9.5648,9.1495,0.2641,0.0012,443.067
0,120,9.5636,9.1447,0.2667,0.0009,443.067
0,121,9.5427,9.123,0.2664,0.0011,443.067
0,122,9.5885,9.1672,0.269,0.0012,443.067
0,123,9.5799,9.175,0.2532,0.0013,443.067
0,124,9.5808,9.1546,0.2655,0.0011,443.067
0,125,9.6397,9.2245,0.2645,0.001,443.067
0,126,9.9288,9.2042,0.2595,0.001,443.067
0,127,9.5937,9.1819,0.2612,0.001,443.067
0,128,9.5756,9.1472,0.2781,0.0013,443.067
0,129,9.559,9.153,0.2611,0.0012,443.067
0,130,9.5298,9.1293,0.2556,0.0011,443.067
0,131,9.5822,9.1685,0.2607,0.0012,443.067
0,132,9.5983,9.185,0.2687,0.0014,443.067
0,133,9.5924,9.1778,0.2639,0.001,443.067
0,134,9.6197,9.2008,0.267,0.001,443.067
0,135,9.6505,9.2089,0.286,0.0011,443.067
0,136,9.9071,9.1748,0.5722,0.0011,443.067
0,137,9.562,9.1565,0.2607,0.001,443.067
0,138,9.4966,9.0874,0.2673,0.0013,443.067
0,139,9.523,9.12,0.2557,0.0012,443.067
0,140,9.4767,9.0669,0.2586,0.0012,443.067
0,141,9.5044,9.0956,0.2676,0.0011,443.067
0,142,9.44,9.0243,0.2672,0.0011,443.067
0,143,9.4742,9.0633,0.2568,0.0009,443.067
0,144,9.4701,9.0413,0.2769,0.0013,443.067
0,145,9.4563,9.0243,0.2722,0.0011,443.067
0,146,9.4364,9.0045,0.2787,0.001,443.067
0,147,9.7106,9.0085,0.2553,0.0011,443.067
0,148,9.3949,9.0042,0.2493,0.0011,443.067
0,149,9.4103,9.0135,0.2514,0.0011,443.067
0,150,9.4606,9.0517,0.2649,0.0012,443.067
0,151,9.4707,9.0664,0.259,0.001,443.067
0,152,9.466,9.044,0.2594,0.0011,443.067
0,153,9.5154,9.088,0.2738,0.0011,443.067
0,154,9.5379,9.1128,0.2682,0.0013,443.067
0,155,9.5553,9.1396,0.2665,0.0013,443.067
0,156,9.5226,9.1017,0.2677,0.001,443.067
0,157,9.7993,9.0723,0.5597,0.0013,443.067
0,158,9.4955,9.0947,0.2608,0.0011,443.067
0,159,9.501,9.0988,0.2578,0.0011,443.067
0,160,9.5134,9.0982,0.2533,0.001,443.067
0,161,9.4995,9.0809,0.273,0.001,443.067
0,162,9.5194,9.1016,0.2651,0.0011,443.067
0,163,9.5345,9.1176,0.266,0.0009,443.067
0,164,9.5444,9.1202,0.2599,0.0014,443.067
0,165,9.5631,9.1331,0.2755,0.001,443.067
0,166,9.5145,9.0951,0.2663,0.0012,443.067
0,167,9.5654,9.1319,0.277,0.0012,443.067
0,168,9.8827,9.163,0.2573,0.0011,443.067
0,169,9.5606,9.1632,0.2538,0.0009,443.067
0,170,9.5543,9.1358,0.2689,0.0011,443.067
0,171,9.6034,9.1781,0.2714,0.001,443.067
0,172,9.5968,9.1814,0.2599,0.0013,443.067
0,173,9.5981,9.1887,0.253,0.0011,443.067
0,174,9.5708,9.1544,0.2589,0.0011,443.067
0,175,9.5783,9.1614,0.2667,0.0017,443.067
0,176,9.5636,9.1425,0.2672,0.001,443.067
0,177,9.5647,9.1484,0.2628,0.0009,443.067
0,178,9.8692,9.1504,0.5618,0.001,443.067
0,179,9.5121,9.1091,0.2566,0.0011,443.067
0,180,9.5516,9.129,0.2724,0.0013,443.067
0,181,9.4787,9.0806,0.2543,0.0012,443.067
0,182,9.4627,9.0476,0.2605,0.0011,443.067
0,183,9.4286,9.0105,0.2646,0.0016,443.067
0,184,9.478,9.0728,0.2578,0.0014,443.067
0,185,9.4671,9.0494,0.2611,0.0012,443.067
0,186,9.4817,9.0574,0.2707,0.0008,443.067
0,187,9.4613,9.0355,0.272,0.0012,443.067
0,188,9.481,9.045,0.2765,0.0012,443.067
0,189,9.8506,9.4505,0.2543,0.0009,443.067
0,190,9.4464,9.0381,0.2634,0.0012,443.067
0,191,9.5108,9.1074,0.2578,0.0012,443.067
0,192,9.5344,9.1153,0.2569,0.0012,443.067
0,193,9.5514,9.1377,0.2665,0.0009,443.067
0,194,9.5197,9.119,0.2539,0.0011,443.067
0,195,9.579,9.161,0.268,0.0009,443.067
0,196,9.6044,9.1784,0.2668,0.001,443.067
0,197,9.6567,9.2147,0.277,0.0012,443.067
0,198,9.6599,9.237,0.273,0.0013,443.067
0,199,9.9793,9.2848,0.2541,0.001,443.067
1,0,151.0198,136.3886,14.3489,0.0029,443.067
1,1,9.8625,9.4097,0.2764,0.0022,443.067
1,2,9.4721,9.0592,0.2587,0.0012,443.067
1,3,9.4319,9.0168,0.2628,0.0013,443.067
1,4,9.4986,9.0709,0.2722,0.0009,443.067
1,5,9.5583,9.0389,0.2538,0.0011,443.067
1,6,9.4533,9.0545,0.2575,0.001,443.067
1,7,9.4596,9.0621,0.2526,0.0014,443.067
1,8,9.4745,9.0693,0.2587,0.0012,443.067
1,9,9.5087,9.0916,0.271,0.0015,443.067
1,10,9.5324,9.1069,0.2695,0.0014,443.067
1,11,9.4837,9.0681,0.2646,0.0013,443.067
1,12,9.6372,9.0508,0.4281,0.0012,443.067
1,13,9.4734,9.0817,0.2499,0.0012,443.067
1,14,9.4274,9.0427,0.2511,0.001,443.067
1,15,9.4765,9.0682,0.2557,0.0011,443.067
1,16,9.4237,9.0206,0.2587,0.0012,443.067
1,17,9.4237,9.0109,0.2622,0.001,443.067
1,18,12.0802,11.5793,0.3245,0.0043,443.067
1,19,9.6427,9.2211,0.2593,0.0011,443.067
1,20,9.4576,9.0329,0.2673,0.0011,443.067
1,21,9.4806,9.0456,0.2775,0.001,443.067
1,22,9.7324,9.0942,0.2663,0.0011,443.067
1,23,9.4312,9.0448,0.2457,0.0011,443.067
1,24,9.4144,9.0158,0.2516,0.0011,443.067
1,25,9.419,9.0125,0.2578,0.001,443.067
1,26,9.422,9.0115,0.2604,0.0014,443.067
1,27,9.469,9.0548,0.2693,0.0013,443.067
1,28,9.4416,9.0267,0.2622,0.0012,443.067
1,29,9.4247,9.026,0.2528,0.0011,443.067
1,30,9.4425,9.0196,0.2757,0.001,443.067
1,31,9.4752,9.0499,0.2695,0.0011,443.067
1,32,9.7185,9.0559,0.5037,0.0011,443.067
1,33,9.4602,9.0629,0.2506,0.0011,443.067
1,34,9.4668,9.066,0.255,0.0013,443.067
1,35,9.497,9.0983,0.2582,0.0016,443.067
1,36,9.5216,9.1129,0.2657,0.0016,443.067
1,37,9.5187,9.1013,0.2728,0.0012,443.067
1,38,9.5252,9.1249,0.2538,0.001,443.067
1,39,9.4986,9.089,0.2619,0.0014,443.067
1,40,9.5431,9.1368,0.255,0.0009,443.067
1,41,9.5463,9.1281,0.2694,0.0013,443.067
1,42,9.5487,9.1187,0.2779,0.0009,443.067
1,43,9.8183,9.4056,0.2541,0.0013,443.067
1,44,9.4945,9.0842,0.2623,0.0015,443.067
1,45,9.5194,9.1099,0.2666,0.0012,443.067
1,46,9.4871,9.0893,0.2566,0.0012,443.067
1,47,9.4932,9.0808,0.2604,0.0009,443.067
1,48,9.5502,9.1387,0.2622,0.0012,443.067
1,49,9.5692,9.1504,0.2685,0.001,443.067
1,50,9.5558,9.1462,0.2631,0.0011,443.067
1,51,9.5618,9.137,0.2653,0.0008,443.067
1,52,9.5532,9.123,0.2791,0.0012,443.067
1,53,9.8439,9.1578,0.2539,0.0014,443.067
1,54,9.5469,9.1516,0.2541,0.0012,443.067
1,55,9.5764,9.1818,0.2549,0.0011,443.067
1,56,9.5597,9.1563,0.2583,0.0012,443.067
1,57,9.5949,9.1856,0.2595,0.001,443.067
1,58,9.58,9.1656,0.2608,0.0011,443.067
1,59,9.5861,9.1707,0.2632,0.001,443.067
1,60,9.5455,9.1302,0.2655,0.0012,443.067
1,61,9.548,9.1427,0.2594,0.0014,443.067
1,62,9.5768,9.161,0.2697,0.0014,443.067
1,63,10.0206,9.12,0.7595,0.0012,443.067
1,64,9.5146,9.1013,0.2654,0.0009,443.067
1,65,9.4527,9.0539,0.2554,0.0011,443.067
1,66,9.4416,9.0445,0.254,0.001,443.067
1,67,9.454,9.0336,0.2609,0.0011,443.067
1,68,9.4521,9.0403,0.2644,0.0009,443.067
1,69,9.4395,9.0262,0.2612,0.0015,443.067
1,70,9.4582,9.0466,0.2668,0.0015,443.067
1,71,9.5129,9.0912,0.2652,0.0012,443.067
1,72,9.4628,9.0614,0.2613,0.0011,443.067
1,73,9.4673,9.0514,0.2685,0.0009,443.067
1,74,9.7185,9.0479,0.248,0.0011,443.067
1,75,9.4595,9.0718,0.2468,0.001,443.067
1,76,9.469,9.0674,0.2543,0.0013,443.067
1,77,9.4732,9.0664,0.2585,0.0009,443.067
1,78,9.4466,9.0428,0.2601,0.0013,443.067
1,79,9.4678,9.0556,0.2539,0.0012,443.067
1,80,9.4547,9.0406,0.2633,0.0011,443.067
1,81,9.5003,9.0832,0.2658,0.0013,443.067
1,82,9.5145,9.1005,0.2615,0.001,443.067
1,83,9.5345,9.1035,0.2783,0.001,443.067
1,84,9.8077,9.121,0.5326,0.0012,443.067
1,85,9.5394,9.1364,0.2579,0.001,443.067
1,86,9.5351,9.1154,0.2653,0.0015,443.067
1,87,9.629,9.2183,0.2625,0.0014,443.067
1,88,9.6272,9.2209,0.2646,0.0013,443.067
1,89,9.7187,9.3138,0.2599,0.0011,443.067
1,90,9.8446,9.423,0.2717,0.0009,443.067
1,91,9.9132,9.5095,0.2636,0.0009,443.067
1,92,9.9583,9.5487,0.2564,0.0013,443.067
1,93,10.0134,9.5867,0.267,0.0012,443.067
1,94,9.9648,9.5398,0.2663,0.0012,443.067
1,95,10.2301,9.5276,0.2653,0.0015,443.067
1,96,9.897,9.4905,0.2568,0.0013,443.067
1,97,9.8619,9.4598,0.259,0.0011,443.067
1,98,9.7878,9.378,0.2553,0.001,443.067
1,99,9.8177,9.4003,0.2585,0.0011,443.067
1,100,9.7809,9.3708,0.26,0.001,443.067
1,101,9.7744,9.3465,0.2718,0.0012,443.067
1,102,9.779,9.3465,0.2768,0.0011,443.067
1,103,9.7801,9.3441,0.2777,0.0014,443.067
1,104,9.7331,9.3077,0.2732,0.0017,443.067
1,105,9.9929,9.2912,0.5457,0.0011,443.067
1,106,9.6609,9.2506,0.2645,0.001,443.067
1,107,9.6718,9.2641,0.2618,0.0009,443.067
1,108,9.6708,9.2677,0.26,0.001,443.067
1,109,9.657,9.2497,0.2546,0.0011,443.067
1,110,9.6425,9.2205,0.264,0.0012,443.067
1,111,9.6756,9.254,0.2688,0.0014,443.067
1,112,9.6559,9.2338,0.2664,0.0013,443.067
1,113,9.6512,9.218,0.2902,0.0015,443.067
1,114,9.5804,9.1727,0.2654,0.0011,443.067
1,115,9.5819,9.1542,0.2801,0.0009,443.067
1,116,9.8904,9.5003,0.2531,0.0011,443.067
1,117,9.5447,9.1572,0.2504,0.001,443.067
1,118,9.5984,9.1983,0.2547,0.0013,443.067
1,119,9.581,9.1676,0.2674,0.001,443.067
1,120,9.6327,9.2144,0.2648,0.0014,443.067
1,121,9.6429,9.233,0.2624,0.0015,443.067
1,122,9.6373,9.2167,0.2624,0.001,443.067
1,123,9.6498,9.2303,0.267,0.001,443.067
1,124,9.6166,9.1922,0.2775,0.001,443.067
1,125,9.631,9.1968,0.2868,0.0011,443.067
1,126,9.9219,9.1583,0.2747,0.0011,443.067
1,127,9.5908,9.1803,0.2595,0.0011,443.067
1,128,9.5794,9.1641,0.2624,0.0011,443.067
1,129,9.5864,9.1677,0.2624,0.0017,443.067
1,130,9.5679,9.1651,0.2555,0.0013,443.067
1,131,9.5338,9.1243,0.2648,0.0011,443.067
1,132,9.5092,9.1025,0.2559,0.0009,443.067
1,133,9.4997,9.0909,0.2584,0.0012,443.067
1,134,9.4371,9.023,0.2679,0.0008,443.067
1,135,9.4782,9.036,0.2865,0.0013,443.067
1,136,9.7617,9.0356,0.5691,0.0009,443.067
1,137,9.4546,9.0458,0.2577,0.0016,443.067
1,138,9.4622,9.0586,0.2582,0.0016,443.067
1,139,9.3996,9.0076,0.2536,0.0013,443.067
1,140,9.4621,9.0644,0.2563,0.0011,443.067
1,141,9.4752,9.0713,0.2555,0.0013,443.067
1,142,9.4146,9.0114,0.2617,0.0011,443.067
1,143,9.4408,9.0257,0.2648,0.001,443.067
1,144,9.4754,9.0536,0.2655,0.0011,443.067
1,145,9.5134,9.0815,0.2684,0.0009,443.067
1,146,9.4968,9.0308,0.2865,0.0015,443.067
1,147,9.7641,9.0462,0.2651,0.0013,443.067
1,148,9.4545,9.057,0.2539,0.0011,443.067
1,149,9.4737,9.0614,0.2554,0.0011,443.067
1,150,9.4134,9.0033,0.2635,0.001,443.067
1,151,9.4258,9.0256,0.2613,0.0011,443.067
1,152,9.4892,9.0754,0.2583,0.0011,443.067
1,153,9.4943,9.0712,0.2728,0.0014,443.067
1,154,9.5148,9.0947,0.266,0.0011,443.067
1,155,9.5793,9.1587,0.269,0.0018,443.067
1,156,9.5307,9.1147,0.2655,0.0012,443.067
1,157,9.8482,9.1089,0.5725,0.001,443.067
1,158,9.5415,9.1395,0.2573,0.0011,443.067
1,159,9.5488,9.1471,0.2611,0.0011,443.067
1,160,9.5426,9.1432,0.2555,0.0009,443.067
1,161,9.5428,9.133,0.262,0.0013,443.067
1,162,9.5709,9.1512,0.2685,0.0009,443.067
1,163,9.5498,9.1286,0.268,0.0016,443.067
1,164,9.5272,9.1068,0.2683,0.0017,443.067
1,165,9.5072,9.0798,0.2747,0.001,443.067
1,166,9.4773,9.066,0.26,0.0011,443.067
1,167,9.521,9.0835,0.2864,0.0009,443.067
1,168,9.8057,9.0918,0.2618,0.0011,443.067
1,169,9.4484,9.0406,0.264,0.0012,443.067
1,170,9.4231,9.0161,0.2588,0.0011,443.067
1,171,9.4509,9.0413,0.2623,0.001,443.067
1,172,9.4567,9.0291,0.2733,0.0014,443.067
1,173,9.4179,9.018,0.2572,0.0013,443.067
1,174,9.4552,9.0396,0.2623,0.0012,443.067
1,175,9.4089,9.0041,0.2575,0.0011,443.067
1,176,9.4369,9.0235,0.2658,0.0008,443.067
1,177,9.4728,9.0489,0.2766,0.001,443.067
1,178,9.7888,9.0306,0.5844,0.001,443.067
1,179,9.4196,9.0241,0.2534,0.0011,443.067
1,180,9.4393,9.0324,0.2603,0.0009,443.067
1,181,9.4436,9.0235,0.2737,0.0016,443.067
1,182,9.4403,9.0349,0.2623,0.0013,443.067
1,183,9.422,9.0101,0.2583,0.0013,443.067
1,184,9.4387,9.0246,0.2672,0.0009,443.067
1,185,9.5199,9.0975,0.2683,0.0011,443.067
1,186,9.5307,9.1157,0.2656,0.0009,443.067
1,187,9.5541,9.1192,0.2752,0.0012,443.067
1,188,9.565,9.1301,0.2828,0.001,443.067
1,189,9.9833,9.5638,0.2697,0.0014,443.067
1,190,9.6049,9.1936,0.2634,0.0016,443.067
1,191,9.579,9.1758,0.2582,0.0011,443.067
1,192,9.5883,9.1959,0.2496,0.0013,443.067
1,193,9.6068,9.1957,0.2595,0.0009,443.067
1,194,9.6476,9.237,0.2682,0.0011,443.067
1,195,9.6831,9.2593,0.272,0.001,443.067
1,196,9.6841,9.2657,0.2629,0.0013,443.067
1,197,9.6805,9.2493,0.2761,0.0011,443.067
1,198,9.7149,9.2768,0.2742,0.0012,443.067
1,199,9.9661,9.2783,0.2545,0.0013,443.067
2,0,149.9946,135.4483,14.2753,0.0034,443.067
2,1,9.8212,9.3778,0.2709,0.002,443.067
2,2,9.4651,9.0488,0.2562,0.0016,443.067
2,3,9.4747,9.0414,0.2744,0.0012,443.067
2,4,9.4394,9.0261,0.259,0.0017,443.067
2,5,9.548,9.0371,0.2476,0.0012,443.067
2,6,9.4301,9.0214,0.2685,0.0016,443.067
2,7,9.4378,9.0345,0.2589,0.0017,443.067
2,8,9.4271,9.0329,0.2509,0.0012,443.067
2,9,9.4192,9.0221,0.2581,0.0012,443.067
2,10,9.4483,9.0251,0.2629,0.0015,443.067
2,11,9.5038,9.0841,0.2651,0.0012,443.067
2,12,9.6309,9.0439,0.4302,0.0014,443.067
2,13,9.4409,9.0632,0.2421,0.0013,443.067
2,14,9.4265,9.0372,0.2461,0.0013,443.067
2,15,9.5091,9.1015,0.2619,0.0016,443.067
2,16,9.4663,9.0608,0.2614,0.0016,443.067
2,17,9.4489,9.0456,0.2582,0.0013,443.067
2,18,9.4835,9.0762,0.2649,0.0018,443.067
2,19,9.4616,9.049,0.2573,0.001,443.067
2,20,9.4926,9.0699,0.2692,0.0011,443.067
2,21,9.5228,9.0874,0.2793,0.0012,443.067
2,22,9.6653,9.0462,0.2547,0.0012,443.067
2,23,9.4869,9.0972,0.2501,0.0017,443.067
2,24,9.5067,9.0926,0.2579,0.0016,443.067
2,25,9.5316,9.1216,0.2693,0.0013,443.067
2,26,9.5321,9.1366,0.2501,0.0011,443.067
2,27,9.5484,9.1457,0.2569,0.0015,443.067
2,28,9.5521,9.1554,0.2525,0.0012,443.067
2,29,9.5277,9.1166,0.265,0.0011,443.067
2,30,9.5597,9.1604,0.252,0.0015,443.067
2,31,9.5737,9.1455,0.2596,0.0011,443.067
2,32,9.836,9.167,0.5118,0.0013,443.067
2,33,9.5577,9.1578,0.2521,0.0015,443.067
2,34,9.5045,9.1058,0.2589,0.0015,443.067
2,35,9.5166,9.1243,0.2531,0.0014,443.067
2,36,9.5117,9.1034,0.2578,0.0016,443.067
2,37,9.5436,9.1371,0.256,0.0012,443.067
2,38,9.5122,9.1045,0.262,0.0012,443.067
2,39,9.5119,9.1146,0.2474,0.0014,443.067
2,40,9.5078,9.1059,0.2538,0.0016,443.067
2,41,9.5448,9.1199,0.2757,0.0012,443.067
2,42,9.49,9.0693,0.2739,0.0016,443.067
2,43,9.6918,9.3038,0.2503,0.0013,443.067
2,44,9.4157,9.0119,0.2556,0.0018,443.067
2,45,9.4075,9.0091,0.2507,0.0013,443.067
2,46,9.4771,9.0811,0.2528,0.0011,443.067
2,47,9.475,9.0572,0.2622,0.0013,443.067
2,48,9.4427,9.0364,0.2515,0.0011,443.067
2,49,9.4351,9.0247,0.2608,0.0015,443.067
2,50,9.4583,9.0395,0.2707,0.0015,443.067
2,51,9.4484,9.0363,0.2649,0.0014,443.067
2,52,9.4295,9.0361,0.251,0.0012,443.067
2,53,9.7191,9.0278,0.2513,0.0012,443.067
2,54,9.4588,9.0497,0.2724,0.0012,443.067
2,55,9.4434,9.0534,0.2515,0.0011,443.067
2,56,9.4601,9.0684,0.2491,0.0016,443.067
2,57,9.5154,9.1103,0.26,0.0012,443.067
2,58,9.4666,9.0569,0.2611,0.0015,443.067
2,59,9.5429,9.1117,0.2652,0.0012,443.067
2,60,9.5653,9.1541,0.258,0.0071,443.067
2,61,9.5265,9.1283,0.2531,0.0015,443.067
2,62,9.5499,9.1337,0.2651,0.0014,443.067
2,63,9.9869,9.0962,0.7303,0.0013,443.067
2,64,9.4946,9.0926,0.2542,0.0014,443.067
2,65,9.5248,9.1169,0.2534,0.0014,443.067
2,66,9.5435,9.13,0.265,0.0016,443.067
2,67,9.541,9.1337,0.261,0.0012,443.067
2,68,9.6037,9.1856,0.2609,0.0014,443.067
2,69,9.6247,9.2091,0.2661,0.0017,443.067
2,70,9.5825,9.1721,0.2685,0.0017,443.067
2,71,9.5898,9.1684,0.2588,0.0014,443.067
2,72,9.5461,9.1441,0.2617,0.0011,443.067
2,73,9.6474,9.2367,0.262,0.0014,443.067
2,74,9.8262,9.1476,0.2474,0.0014,443.067
2,75,9.4922,9.0981,0.2509,0.0016,443.067
2,76,9.5211,9.1017,0.2731,0.0014,443.067
2,77,9.4989,9.1033,0.2501,0.0011,443.067
2,78,9.4916,9.0983,0.2518,0.0012,443.067
2,79,9.4917,9.0806,0.2632,0.0014,443.067
2,80,9.5032,9.0985,0.257,0.0013,443.067
2,81,9.4918,9.0867,0.262,0.0012,443.067
2,82,9.4926,9.0663,0.2735,0.0016,443.067
2,83,9.4738,9.0561,0.2635,0.0015,443.067
2,84,9.6964,9.0133,0.5214,0.0015,443.067
2,85,9.4449,9.038,0.2548,0.0017,443.067
2,86,9.9469,9.3292,0.3676,0.0054,443.067
2,87,9.7205,9.297,0.2676,0.0016,443.067
2,88,9.4346,9.0206,0.2627,0.0012,443.067
2,89,9.469,9.0769,0.2492,0.0011,443.067
2,90,9.4618,9.0413,0.2575,0.0012,443.067
2,91,9.6389,9.2403,0.2497,0.0013,443.067
2,92,9.6466,9.2324,0.2667,0.0017,443.067
2,93,9.8134,9.3812,0.2716,0.0016,443.067
2,94,9.7475,9.3278,0.2717,0.0013,443.067
2,95,10.108,9.3952,0.251,0.0015,443.067
2,96,9.7622,9.3741,0.2484,0.0014,443.067
2,97,9.7441,9.3538,0.2502,0.0013,443.067
2,98,9.7347,9.333,0.2528,0.0012,443.067
2,99,9.7157,9.3008,0.267,0.0014,443.067
2,100,9.7273,9.3123,0.2647,0.0014,443.067
2,101,9.7146,9.2855,0.2738,0.0019,443.067
2,102,9.7142,9.2982,0.2631,0.0014,443.067
2,103,9.6922,9.2731,0.2674,0.0013,443.067
2,104,9.6639,9.2546,0.2566,0.0016,443.067
