task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,stfq,4114,24.2,50.585,46.814,86.323,122.59,29.45,26.249,0.002,0.822,15.835,0.0,21.135
vocseg,stfq,10170,59.8235,40.673,37.936,72.434,99.121,24.03,21.35,0.002,0.93,12.304,0.0,16.644
