task,condition,elapsed_sec,latency_ms,server_exec_ms,server_start_ns
ecgclass,sharing,0.607,24.7903,13.2467,1775517569247114798
ecgclass,sharing,0.6114,20.4103,13.2467,1775517569247114798
ecgclass,sharing,0.616,35.0857,13.2482,1775517569266931319
ecgclass,sharing,0.6182,32.8023,13.2482,1775517569266931319
ecgclass,sharing,0.631,20.0968,13.2482,1775517569266931319
ecgclass,sharing,0.6493,20.1232,13.1039,1775517569285534689
ecgclass,sharing,0.6675,20.8135,12.3083,1775517569305233315
ecgclass,sharing,0.7337,26.3901,13.3151,1775517569375952507
ecgclass,sharing,0.7598,18.7893,12.5137,1775517569395440804
ecgclass,sharing,0.7809,36.206,12.3389,1775517569433812174
ecgclass,sharing,0.7936,23.7694,12.3389,1775517569433812174
ecgclass,sharing,0.8009,34.3535,12.0447,1775517569452464266
ecgclass,sharing,0.8022,33.143,12.0447,1775517569452464266
ecgclass,sharing,0.8135,21.8725,12.0447,1775517569452464266
ecgclass,sharing,0.8215,32.584,12.6149,1775517569470576805
ecgclass,sharing,0.8405,30.6063,12.0296,1775517569488330368
ecgclass,sharing,0.8653,23.6182,12.7552,1775517569505482236
ecgclass,sharing,0.8696,19.4504,12.7552,1775517569505482236
ecgclass,sharing,0.8709,18.1851,12.7552,1775517569505482236
ecgclass,sharing,0.8815,25.3072,12.7143,1775517569523347295
ecgclass,sharing,0.914,32.0606,11.7565,1775517569563436297
ecgclass,sharing,0.9246,21.585,11.7565,1775517569563436297
ecgclass,sharing,0.9513,32.387,12.8916,1775517569599924946
ecgclass,sharing,0.9602,23.5994,12.8916,1775517569599924946
ecgclass,sharing,0.977,23.4361,12.0032,1775517569617647839
ecgclass,sharing,0.9803,20.3042,12.0032,1775517569617647839
ecgclass,sharing,0.9816,19.0082,12.0032,1775517569617647839
ecgclass,sharing,0.9834,36.1753,13.5327,1775517569635357361
ecgclass,sharing,0.9849,34.8585,13.5327,1775517569635357361
ecgclass,sharing,0.9861,33.6301,13.5327,1775517569635357361
ecgclass,sharing,1.0078,35.1112,13.4315,1775517569658632829
ecgclass,sharing,1.0133,29.6276,13.4315,1775517569658632829
ecgclass,sharing,1.0176,25.3775,13.4315,1775517569658632829
ecgclass,sharing,1.0291,32.5801,12.9015,1775517569677962809
ecgclass,sharing,1.0314,30.3802,12.9015,1775517569677962809
ecgclass,sharing,1.0563,24.7822,13.8676,1775517569696550048
ecgclass,sharing,1.0715,37.9212,17.3668,1775517569721021267
ecgclass,sharing,1.076,33.69,17.3668,1775517569721021267
ecgclass,sharing,1.0783,31.44,17.3668,1775517569721021267
ecgclass,sharing,1.0852,46.7007,15.1151,1775517569745905424
ecgclass,sharing,1.0895,42.6371,15.1151,1775517569745905424
ecgclass,sharing,1.0895,42.6617,15.1151,1775517569745905424
ecgclass,sharing,1.0962,35.9218,15.1151,1775517569745905424
ecgclass,sharing,1.1252,26.0496,13.1367,1775517569767384466
ecgclass,sharing,1.1365,36.824,12.6179,1775517569790049268
ecgclass,sharing,1.1759,16.561,11.7028,1775517569810097869
ecgclass,sharing,1.2026,30.8044,12.9857,1775517569849683520
ecgclass,sharing,1.2155,41.8715,13.4357,1775517569873251881
ecgclass,sharing,1.2386,40.3869,13.3936,1775517569894793075
ecgclass,sharing,1.2473,32.1226,13.3936,1775517569894793075
ecgclass,sharing,1.2606,18.8637,13.3936,1775517569894793075
ecgclass,sharing,1.2659,36.8936,13.7529,1775517569918166697
ecgclass,sharing,1.2682,34.6603,13.7529,1775517569918166697
ecgclass,sharing,1.2945,27.8115,13.1651,1775517569938485750
ecgclass,sharing,1.2968,25.6016,13.1651,1775517569938485750
ecgclass,sharing,1.2991,23.3576,13.1651,1775517569938485750
ecgclass,sharing,1.3025,41.3775,13.7073,1775517569959434020
ecgclass,sharing,1.315,29.0449,13.7073,1775517569959434020
ecgclass,sharing,1.3205,23.5107,13.7073,1775517569959434020
ecgclass,sharing,1.3286,39.0527,13.2629,1775517569983508962
ecgclass,sharing,1.3562,31.8711,13.0297,1775517570004218311
ecgclass,sharing,1.375,31.6319,12.2898,1775517570023512670
ecgclass,sharing,1.3902,35.6705,13.598,1775517570041582007
ecgclass,sharing,1.3916,34.4915,13.598,1775517570041582007
ecgclass,sharing,1.4064,19.7494,13.598,1775517570041582007
ecgclass,sharing,1.4128,33.0775,13.6217,1775517570061488213
ecgclass,sharing,1.4141,31.908,13.6217,1775517570061488213
ecgclass,sharing,1.4185,27.5645,13.6217,1775517570061488213
ecgclass,sharing,1.4198,26.2692,13.6217,1775517570061488213
ecgclass,sharing,1.4312,33.848,12.641,1775517570081606947
ecgclass,sharing,1.4438,21.255,12.641,1775517570081606947
ecgclass,sharing,1.4472,38.2166,13.1244,1775517570101566554
ecgclass,sharing,1.4472,38.2783,13.1244,1775517570101566554
ecgclass,sharing,1.4822,22.1977,12.6932,1775517570121114254
ecgclass,sharing,1.4919,32.9645,13.7993,1775517570140342080
ecgclass,sharing,1.5105,35.0776,12.8717,1775517570161969248
ecgclass,sharing,1.5149,30.8504,12.8717,1775517570161969248
ecgclass,sharing,1.5355,30.323,13.1076,1775517570181957947
ecgclass,sharing,1.5559,28.614,11.9497,1775517570201846611
ecgclass,sharing,1.5573,27.2555,11.9497,1775517570201846611
ecgclass,sharing,1.625,22.3308,13.0887,1775517570263571802
ecgclass,sharing,1.6335,33.1821,12.9041,1775517570282858160
ecgclass,sharing,1.6515,34.4324,12.4178,1775517570302794817
ecgclass,sharing,1.6547,31.2672,12.4178,1775517570302794817
ecgclass,sharing,1.6664,43.6838,13.4062,1775517570325888598
ecgclass,sharing,1.6698,40.3085,13.4062,1775517570325888598
ecgclass,sharing,1.6901,39.5815,13.015,1775517570345846245
ecgclass,sharing,1.6964,33.3796,13.015,1775517570345846245
ecgclass,sharing,1.706,23.751,13.015,1775517570345846245
ecgclass,sharing,1.7122,36.1495,12.4515,1775517570365181166
ecgclass,sharing,1.7225,25.965,12.4515,1775517570365181166
ecgclass,sharing,1.7278,20.6785,12.4515,1775517570365181166
ecgclass,sharing,1.7352,34.4229,13.1002,1775517570385584582
ecgclass,sharing,1.7354,34.193,13.1002,1775517570385584582
ecgclass,sharing,1.7556,35.8438,13.7649,1775517570406868275
ecgclass,sharing,1.7873,22.5756,13.0354,1775517570426032389
ecgclass,sharing,1.7946,35.1837,13.1447,1775517570445895442
ecgclass,sharing,1.8372,15.1231,11.7502,1775517570469985205
ecgclass,sharing,1.8385,32.9306,12.6792,1775517570488119945
ecgclass,sharing,1.8736,40.7789,12.698,1775517570530894951
ecgclass,sharing,1.8783,36.1886,12.698,1775517570530894951
ecgclass,sharing,1.8866,27.9636,12.698,1775517570530894951
ecgclass,sharing,1.9176,36.7038,13.0101,1775517570570412369
ecgclass,sharing,1.919,35.6748,13.0101,1775517570570412369
ecgclass,sharing,1.9213,33.4275,13.0101,1775517570570412369
ecgclass,sharing,1.9382,35.8489,13.2759,1775517570589726119
ecgclass,sharing,1.9498,24.3006,13.2759,1775517570589726119
ecgclass,sharing,1.954,39.6609,13.5188,1775517570609411024
ecgclass,sharing,1.9598,33.9038,13.5188,1775517570609411024
ecgclass,sharing,1.9701,23.7086,13.5188,1775517570609411024
ecgclass,sharing,1.992,24.9002,14.4247,1775517570631634228
ecgclass,sharing,1.997,39.1583,12.6544,1775517570652653800
ecgclass,sharing,2.007,29.2339,12.6544,1775517570652653800
ecgclass,sharing,2.0106,25.8968,12.6544,1775517570652653800
ecgclass,sharing,2.0149,21.6696,12.6544,1775517570652653800
ecgclass,sharing,2.0418,35.3463,13.8323,1775517570692567635
ecgclass,sharing,2.0485,28.7349,13.8323,1775517570692567635
ecgclass,sharing,2.0651,32.6762,12.9514,1775517570714023346
ecgclass,sharing,2.0685,29.388,12.9514,1775517570714023346
ecgclass,sharing,2.0708,27.0472,12.9514,1775517570714023346
ecgclass,sharing,2.0859,33.0346,13.421,1775517570734754136
ecgclass,sharing,2.1031,34.5769,13.3997,1775517570753454630
ecgclass,sharing,2.115,23.0451,13.3997,1775517570753454630
ecgclass,sharing,2.13,27.8218,12.2012,1775517570774896640
ecgclass,sharing,2.1431,34.3068,13.0296,1775517570793665257
ecgclass,sharing,2.1574,20.0877,13.0296,1775517570793665257
ecgclass,sharing,2.1846,29.4709,12.9022,1775517570830257720
ecgclass,sharing,2.2202,37.4136,13.8271,1775517570872972424
ecgclass,sharing,2.2286,29.18,13.8271,1775517570872972424
ecgclass,sharing,2.2288,28.9776,13.8271,1775517570872972424
ecgclass,sharing,2.2473,31.3401,13.9466,1775517570893638571
ecgclass,sharing,2.257,21.692,13.9466,1775517570893638571
ecgclass,sharing,2.2888,32.2971,13.2799,1775517570937066675
ecgclass,sharing,2.3006,45.4578,14.2295,1775517570960771792
ecgclass,sharing,2.3031,42.9788,14.2295,1775517570960771792
ecgclass,sharing,2.3156,30.462,14.2295,1775517570960771792
ecgclass,sharing,2.3225,44.8737,14.173,1775517570982397360
ecgclass,sharing,2.3248,42.8803,14.173,1775517570982397360
ecgclass,sharing,2.3272,40.4391,14.173,1775517570982397360
ecgclass,sharing,2.3707,38.3594,13.235,1775517571024758188
ecgclass,sharing,2.376,33.0594,13.235,1775517571024758188
ecgclass,sharing,2.3794,29.7146,13.235,1775517571024758188
ecgclass,sharing,2.3848,24.3647,13.235,1775517571024758188
ecgclass,sharing,2.4112,41.4326,13.2545,1775517571068550997
ecgclass,sharing,2.4248,27.9977,13.2545,1775517571068550997
ecgclass,sharing,2.4272,25.6684,13.2545,1775517571068550997
ecgclass,sharing,2.4272,25.6631,13.2545,1775517571068550997
ecgclass,sharing,2.4324,40.225,13.4299,1775517571088373039
ecgclass,sharing,2.4339,38.8691,13.4299,1775517571088373039
ecgclass,sharing,2.46,35.3982,12.9073,1775517571111700699
ecgclass,sharing,2.4613,34.1606,12.9073,1775517571111700699
ecgclass,sharing,2.4715,23.9267,12.9073,1775517571111700699
ecgclass,sharing,2.4831,30.5378,12.7789,1775517571130110271
ecgclass,sharing,2.5187,14.3425,12.611,1775517571149780906
ecgclass,sharing,2.522,31.1425,12.67,1775517571169801326
ecgclass,sharing,2.5454,32.0592,13.7587,1775517571192757191
ecgclass,sharing,2.5531,45.2638,12.6012,1775517571214814897
ecgclass,sharing,2.575,23.6306,12.6012,1775517571214814897
ecgclass,sharing,2.5796,36.4673,12.3004,1775517571232978898
ecgclass,sharing,2.5838,32.3176,12.3004,1775517571232978898
ecgclass,sharing,2.5871,29.0329,12.3004,1775517571232978898
ecgclass,sharing,2.5998,38.9459,12.6641,1775517571255220863
ecgclass,sharing,2.6083,30.4747,12.6641,1775517571255220863
ecgclass,sharing,2.6186,38.9023,11.9687,1775517571274773813
ecgclass,sharing,2.6348,22.6483,11.9687,1775517571274773813
ecgclass,sharing,2.6492,28.1627,12.4876,1775517571293872944
ecgclass,sharing,2.6626,32.3493,11.384,1775517571312902882
ecgclass,sharing,2.6796,34.7776,12.7905,1775517571330768950
ecgclass,sharing,2.6808,33.6885,12.7905,1775517571330768950
ecgclass,sharing,2.6991,36.0146,14.0565,1775517571350254917
ecgclass,sharing,2.7156,19.5119,14.0565,1775517571350254917
ecgclass,sharing,2.7209,33.1073,12.6509,1775517571370167453
ecgclass,sharing,2.7244,29.5756,12.6509,1775517571370167453
ecgclass,sharing,2.7333,20.8387,12.6509,1775517571370167453
ecgclass,sharing,2.7582,41.6992,12.4238,1775517571416659717
ecgclass,sharing,2.7627,37.4937,12.4238,1775517571416659717
ecgclass,sharing,2.7804,40.7817,12.4479,1775517571438053605
ecgclass,sharing,2.8176,24.9889,13.2918,1775517571458556075
ecgclass,sharing,2.8223,20.4806,13.2918,1775517571458556075
ecgclass,sharing,2.8765,32.3808,13.2503,1775517571524762766
ecgclass,sharing,2.8765,32.9061,13.2503,1775517571524762766
ecgclass,sharing,2.8769,32.526,13.2503,1775517571524762766
ecgclass,sharing,2.9001,33.6418,13.6411,1775517571549384772
ecgclass,sharing,2.9086,25.2812,13.6411,1775517571549384772
ecgclass,sharing,2.9165,36.1359,13.3256,1775517571568547705
ecgclass,sharing,2.9403,32.2003,13.5606,1775517571588259642
ecgclass,sharing,2.9712,21.6017,13.6976,1775517571608359586
ecgclass,sharing,2.9821,31.7907,14.3897,1775517571628832225
ecgclass,sharing,3.0086,25.9376,13.598,1775517571649911899
ecgclass,sharing,3.0212,38.5294,13.9378,1775517571675067358
ecgclass,sharing,3.0275,32.372,13.9378,1775517571675067358
ecgclass,sharing,3.0298,30.1259,13.9378,1775517571675067358
ecgclass,sharing,3.0472,34.3685,13.6645,1775517571697139935
ecgclass,sharing,3.0738,27.9169,13.1609,1775517571717879965
ecgclass,sharing,3.1072,32.9263,13.2124,1775517571756071526
ecgclass,sharing,3.1117,28.4398,13.2124,1775517571756071526
ecgclass,sharing,3.1237,39.2561,14.124,1775517571778070320
ecgclass,sharing,3.1303,32.6383,14.124,1775517571778070320
ecgclass,sharing,3.1523,31.6761,13.8083,1775517571799182657
ecgclass,sharing,3.1547,29.608,13.8083,1775517571799182657
ecgclass,sharing,3.1551,29.202,13.8083,1775517571799182657
ecgclass,sharing,3.1604,23.8624,13.8083,1775517571799182657
ecgclass,sharing,3.1605,23.8519,13.8083,1775517571799182657
ecgclass,sharing,3.1671,41.5907,13.9315,1775517571823854784
ecgclass,sharing,3.1726,36.2346,13.9315,1775517571823854784
ecgclass,sharing,3.1739,35.0952,13.9315,1775517571823854784
ecgclass,sharing,3.2131,35.4252,13.7332,1775517571863935026
ecgclass,sharing,3.2167,31.8868,13.7332,1775517571863935026
ecgclass,sharing,3.2313,40.9088,14.0029,1775517571887355570
ecgclass,sharing,3.2341,38.2853,14.0029,1775517571887355570
ecgclass,sharing,3.2404,32.0275,14.0029,1775517571887355570
ecgclass,sharing,3.2417,30.9753,14.0029,1775517571887355570
ecgclass,sharing,3.243,29.8533,14.0029,1775517571887355570
ecgclass,sharing,3.243,29.8502,14.0029,1775517571887355570
ecgclass,sharing,3.2633,29.9392,14.4648,1775517571907917163
ecgclass,sharing,3.268,25.3131,14.4648,1775517571907917163
ecgclass,sharing,3.277,41.2672,13.8272,1775517571933375874
ecgclass,sharing,3.287,31.363,13.8272,1775517571933375874
ecgclass,sharing,3.2894,29.0763,13.8272,1775517571933375874
ecgclass,sharing,3.3262,35.9619,14.206,1775517571976848460
ecgclass,sharing,3.3328,29.3913,14.206,1775517571976848460
ecgclass,sharing,3.334,28.3022,14.206,1775517571976848460
ecgclass,sharing,3.3353,27.0677,14.206,1775517571976848460
ecgclass,sharing,3.3414,41.1916,13.9656,1775517571997522527
ecgclass,sharing,3.3427,39.8219,13.9656,1775517571997522527
ecgclass,sharing,3.3473,35.2318,13.9656,1775517571997522527
ecgclass,sharing,3.357,25.9831,13.9656,1775517571997522527
ecgclass,sharing,3.357,25.975,13.9656,1775517571997522527
ecgclass,sharing,3.3616,21.4462,13.9656,1775517571997522527
ecgclass,sharing,3.3816,41.0404,13.1474,1775517572038884553
ecgclass,sharing,3.3816,41.2905,13.1474,1775517572038884553
ecgclass,sharing,3.3945,28.477,13.1474,1775517572038884553
ecgclass,sharing,3.3945,28.5609,13.1474,1775517572038884553
ecgclass,sharing,3.4282,35.1853,12.8113,1775517572079777500
ecgclass,sharing,3.4318,31.7514,12.8113,1775517572079777500
ecgclass,sharing,3.4342,29.4254,12.8113,1775517572079777500
ecgclass,sharing,3.4482,32.2602,12.0596,1775517572097758923
ecgclass,sharing,3.4763,23.0339,13.4947,1775517572115071908
ecgclass,sharing,3.5175,38.2986,12.8221,1775517572172137041
ecgclass,sharing,3.534,21.8375,12.8221,1775517572172137041
ecgclass,sharing,3.5554,21.0767,13.9495,1775517572191793115
ecgclass,sharing,3.5693,27.607,13.4815,1775517572212615849
ecgclass,sharing,3.5716,25.3599,13.4815,1775517572212615849
ecgclass,sharing,3.586,33.9882,12.8771,1775517572236359747
ecgclass,sharing,3.5883,31.7693,12.8771,1775517572236359747
ecgclass,sharing,3.6,40.2207,13.2995,1775517572255964760
ecgclass,sharing,3.6097,30.5755,13.2995,1775517572255964760
ecgclass,sharing,3.614,26.2721,13.2995,1775517572255964760
ecgclass,sharing,3.6232,38.2042,13.801,1775517572276815245
ecgclass,sharing,3.6343,27.4959,13.801,1775517572276815245
ecgclass,sharing,3.6376,24.214,13.801,1775517572276815245
ecgclass,sharing,3.6424,43.7808,15.7611,1775517572299599382
ecgclass,sharing,3.6482,38.0878,15.7611,1775517572299599382
ecgclass,sharing,3.6488,37.832,15.7611,1775517572299599382
ecgclass,sharing,3.6525,34.2875,15.7611,1775517572299599382
ecgclass,sharing,3.6659,40.2849,14.5798,1775517572320945748
ecgclass,sharing,3.6806,26.0181,14.5798,1775517572320945748
ecgclass,sharing,3.6879,43.7057,13.4892,1775517572347367110
ecgclass,sharing,3.6955,36.7711,13.4892,1775517572347367110
ecgclass,sharing,3.7,32.2351,13.4892,1775517572347367110
ecgclass,sharing,3.7147,36.2229,13.1105,1775517572367116609
ecgclass,sharing,3.7201,30.8363,13.1105,1775517572367116609
ecgclass,sharing,3.7315,37.6167,12.4972,1775517572385849644
ecgclass,sharing,3.7404,28.851,12.4972,1775517572385849644
ecgclass,sharing,3.747,22.2518,12.4972,1775517572385849644
ecgclass,sharing,3.7846,18.7318,11.7703,1775517572420959574
ecgclass,sharing,3.8105,32.7356,13.4426,1775517572459065732
ecgclass,sharing,3.8218,21.4841,13.4426,1775517572459065732
ecgclass,sharing,3.8372,25.7602,12.895,1775517572479109433
ecgclass,sharing,3.8385,24.55,12.895,1775517572479109433
ecgclass,sharing,3.8444,18.7297,12.895,1775517572479109433
ecgclass,sharing,3.8607,26.3352,14.3651,1775517572501877490
ecgclass,sharing,3.8735,32.4628,12.4017,1775517572522699544
ecgclass,sharing,3.8768,29.3112,12.4017,1775517572522699544
ecgclass,sharing,3.9163,17.3156,12.2148,1775517572550792527
ecgclass,sharing,3.9163,39.7892,12.8511,1775517572572377983
ecgclass,sharing,3.9303,26.0403,12.8511,1775517572572377983
ecgclass,sharing,3.9316,24.7443,12.8511,1775517572572377983
ecgclass,sharing,3.9615,36.586,13.3634,1775517572613883345
ecgclass,sharing,3.9628,35.3684,13.3634,1775517572613883345
ecgclass,sharing,3.9827,35.3889,12.3202,1775517572634876387
ecgclass,sharing,3.9842,33.9794,12.3202,1775517572634876387
ecgclass,sharing,4.041,38.8548,12.9667,1775517572696200710
ecgclass,sharing,4.0483,31.5855,12.9667,1775517572696200710
ecgclass,sharing,4.063,42.52,13.1896,1775517572721298626
ecgclass,sharing,4.0758,29.6738,13.1896,1775517572721298626
ecgclass,sharing,4.084,21.5225,13.1896,1775517572721298626
ecgclass,sharing,4.102,26.149,12.6509,1775517572744644347
ecgclass,sharing,4.1116,43.6106,13.4508,1775517572770951064
ecgclass,sharing,4.1452,40.585,12.7508,1775517572802347217
ecgclass,sharing,4.1466,39.4545,12.7508,1775517572802347217
ecgclass,sharing,4.2133,48.5802,13.4444,1775517572877729167
ecgclass,sharing,4.2239,38.214,13.4444,1775517572877729167
ecgclass,sharing,4.2275,35.0349,13.4444,1775517572877729167
ecgclass,sharing,4.2343,28.4307,13.4444,1775517572877729167
ecgclass,sharing,4.2496,42.9988,13.9791,1775517572907830025
ecgclass,sharing,4.2621,30.5343,13.9791,1775517572907830025
ecgclass,sharing,4.2882,30.6151,14.3358,1775517572933703494
ecgclass,sharing,4.317,26.0031,13.558,1775517572958640642
ecgclass,sharing,4.3291,50.0898,13.4537,1775517572994957435
ecgclass,sharing,4.3489,61.938,15.8177,1775517573024386504
ecgclass,sharing,4.3566,54.5912,15.8177,1775517573024386504
ecgclass,sharing,4.358,53.4451,15.8177,1775517573024386504
ecgclass,sharing,4.365,46.5496,15.8177,1775517573024386504
ecgclass,sharing,4.3693,42.3656,15.8177,1775517573024386504
ecgclass,sharing,4.3937,42.1209,12.7348,1775517573052401783
ecgclass,sharing,4.3964,39.6421,12.7348,1775517573052401783
ecgclass,sharing,4.4128,46.6714,12.0576,1775517573076736396
ecgclass,sharing,4.4412,48.4943,13.0109,1775517573105909115
ecgclass,sharing,4.4427,47.0829,13.0109,1775517573105909115
ecgclass,sharing,4.4543,35.4791,13.0109,1775517573105909115
ecgclass,sharing,4.4874,26.9532,13.2551,1775517573130307621
ecgclass,sharing,4.4929,44.2662,12.7914,1775517573153773437
ecgclass,sharing,4.4994,38.0213,12.7914,1775517573153773437
ecgclass,sharing,4.5079,29.5386,12.7914,1775517573153773437
ecgclass,sharing,4.5102,27.3402,12.7914,1775517573153773437
ecgclass,sharing,4.5125,25.0933,12.7914,1775517573153773437
ecgclass,sharing,4.5519,34.0543,13.0951,1775517573202133480
ecgclass,sharing,4.5819,28.8951,11.8802,1775517573228247979
ecgclass,sharing,4.5892,45.0208,12.8685,1775517573250654140
ecgclass,sharing,4.5928,41.7414,12.8685,1775517573250654140
ecgclass,sharing,4.6093,25.3897,12.8685,1775517573250654140
ecgclass,sharing,4.6636,41.0302,12.7595,1775517573321008257
ecgclass,sharing,4.6906,37.1523,12.8365,1775517573344089097
ecgclass,sharing,4.6969,31.07,12.8365,1775517573344089097
ecgclass,sharing,4.7058,45.9592,13.3723,1775517573367643977
ecgclass,sharing,4.7194,32.9976,13.3723,1775517573367643977
ecgclass,sharing,4.728,54.7371,13.4732,1775517573398452485
ecgclass,sharing,4.7323,50.7431,13.4732,1775517573398452485
ecgclass,sharing,4.737,46.2453,13.4732,1775517573398452485
ecgclass,sharing,4.75,33.3016,13.4732,1775517573398452485
ecgclass,sharing,4.7939,37.1826,12.3095,1775517573448056401
ecgclass,sharing,4.7962,35.3284,12.3095,1775517573448056401
ecgclass,sharing,4.8113,42.7315,12.1683,1775517573471193653
ecgclass,sharing,4.8437,33.4973,12.4214,1775517573494005232
ecgclass,sharing,4.8437,33.4897,12.4214,1775517573494005232
ecgclass,sharing,4.8512,26.0854,12.4214,1775517573494005232
ecgclass,sharing,4.8681,31.6563,11.4418,1775517573517699708
ecgclass,sharing,4.8964,28.3077,13.2099,1775517573540659303
ecgclass,sharing,4.9318,42.8798,12.6803,1775517573591064272
ecgclass,sharing,4.9352,39.5341,12.6803,1775517573591064272
ecgclass,sharing,4.9365,38.2214,12.6803,1775517573591064272
ecgclass,sharing,4.9408,33.9694,12.6803,1775517573591064272
ecgclass,sharing,4.9512,54.2614,13.6385,1775517573621021484
ecgclass,sharing,4.9544,51.1787,13.6385,1775517573621021484
ecgclass,sharing,4.9597,46.0927,13.6385,1775517573621021484
ecgclass,sharing,4.9768,29.1641,13.6385,1775517573621021484
ecgclass,sharing,4.9769,29.2132,13.6385,1775517573621021484
ecgclass,sharing,4.9995,31.0719,12.9967,1775517573646745516
ecgclass,sharing,4.9996,31.1224,12.9967,1775517573646745516
ecgclass,sharing,5.0122,43.9618,13.4901,1775517573671815131
ecgclass,sharing,5.0122,44.0252,13.4901,1775517573671815131
ecgclass,sharing,5.0168,39.4869,13.4901,1775517573671815131
ecgclass,sharing,5.0241,32.1891,13.4901,1775517573671815131
ecgclass,sharing,5.0522,28.621,12.9226,1775517573697045192
ecgclass,sharing,5.0537,27.2775,12.9226,1775517573697045192
ecgclass,sharing,5.1023,26.4552,12.6486,1775517573745429946
ecgclass,sharing,5.1299,22.738,13.005,1775517573768925094
ecgclass,sharing,5.1301,22.6338,13.005,1775517573768925094
ecgclass,sharing,5.1301,22.6889,13.005,1775517573768925094
ecgclass,sharing,5.1325,20.3693,13.005,1775517573768925094
ecgclass,sharing,5.1463,30.5884,12.2533,1775517573793924075
ecgclass,sharing,5.2218,37.0452,14.0787,1775517573873676571
ecgclass,sharing,5.2266,32.5921,14.0787,1775517573873676571
ecgclass,sharing,5.2446,37.4506,12.3701,1775517573898823729
ecgclass,sharing,5.2446,37.559,12.3701,1775517573898823729
ecgclass,sharing,5.2649,41.4717,12.8742,1775517573922792116
ecgclass,sharing,5.2893,49.19,13.6778,1775517573954121686
ecgclass,sharing,5.3168,53.4322,13.436,1775517573986160977
