task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,sharing,7368,25.4069,21843.846,20652.097,43727.919,45667.164,2205.1,41.249,0.002,43.067,19627.276,19638.746
gestureclass,sharing,7288,25.131,20559.071,20487.245,38870.219,40702.693,2206.772,41.317,0.003,0.694,18340.556,18352.299
