req_id,send_time_rel,latency_ms,start_time_ns,end_time_ns
0,2e-06,336.1812,1775258541553066077,1775258541874355950
1,0.008497,327.7988,1775258541553066077,1775258541874355950
2,0.015926,447.8173,1775258541885744592,1775258541998940524
3,0.024394,439.5814,1775258541885744592,1775258541998940524
4,0.024777,443.0926,1775258541885744592,1775258541998940524
5,0.025064,442.8172,1775258541885744592,1775258541998940524
6,0.030427,437.4602,1775258541885744592,1775258541998940524
7,0.03535,432.5433,1775258541885744592,1775258541998940524
8,0.045814,422.0853,1775258541885744592,1775258541998940524
9,0.045835,422.0705,1775258541885744592,1775258541998940524
10,0.049454,418.4556,1775258541885744592,1775258541998940524
11,0.049469,418.4458,1775258541885744592,1775258541998940524
12,0.052943,414.9759,1775258541885744592,1775258541998940524
13,0.059319,408.6039,1775258541885744592,1775258541998940524
14,0.059667,408.2606,1775258541885744592,1775258541998940524
15,0.06406,403.8727,1775258541885744592,1775258541998940524
16,0.06434,403.5976,1775258541885744592,1775258541998940524
17,0.064607,403.3351,1775258541885744592,1775258541998940524
18,0.065936,402.0112,1775258541885744592,1775258541998940524
19,0.06927,398.6819,1775258541885744592,1775258541998940524
20,0.070719,397.2373,1775258541885744592,1775258541998940524
21,0.075055,392.9057,1775258541885744592,1775258541998940524
22,0.075073,392.8938,1775258541885744592,1775258541998940524
23,0.081549,386.421,1775258541885744592,1775258541998940524
24,0.085843,382.1323,1775258541885744592,1775258541998940524
25,0.088164,379.8163,1775258541885744592,1775258541998940524
26,0.089531,378.453,1775258541885744592,1775258541998940524
27,0.090898,377.0905,1775258541885744592,1775258541998940524
28,0.090911,377.0812,1775258541885744592,1775258541998940524
29,0.091338,376.658,1775258541885744592,1775258541998940524
30,0.093655,374.3463,1775258541885744592,1775258541998940524
31,0.094981,373.024,1775258541885744592,1775258541998940524
32,0.099407,368.603,1775258541885744592,1775258541998940524
33,0.101733,366.2827,1775258541885744592,1775258541998940524
34,0.102021,365.9987,1775258541885744592,1775258541998940524
35,0.104349,363.6763,1775258541885744592,1775258541998940524
36,0.106644,361.3853,1775258541885744592,1775258541998940524
37,0.106896,361.1376,1775258541885744592,1775258541998940524
38,0.108252,359.8096,1775258541885744592,1775258541998940524
