batch_start_ns,observed_batch_size,send_time_rel_first
1775258562605875439,9,10.00084
1775258562665246083,6,10.021976
1775258562715919337,7,10.033618
1775258562767571189,8,10.078181
1775258562816250308,4,10.099248
1775258562878374198,6,10.11622
1775258562939247953,8,10.131395
1775258562991027308,8,10.141683
1775258563044667224,6,10.167774
1775258563110195667,8,10.194956
1775258563173345945,7,10.211862
1775258563232916824,8,10.233351
1775258563296454542,8,10.248398
1775258563362719976,9,10.282085
1775258563412248539,7,10.325288
1775258563475078068,8,10.341186
1775258563532038785,8,10.367447
1775258563598252867,7,10.395078
1775258563661885038,9,10.40248
1775258563720181923,9,10.421252
1775258563786596880,8,10.458333
1775258563851134696,9,10.479705
1775258563896864694,7,10.504384
1775258563948613358,6,10.519137
1775258564001812892,5,10.534167
1775258564053440723,9,10.544654
1775258564123995675,9,10.579313
1775258564181974530,9,10.594485
1775258564253058846,8,10.623768
1775258564310018024,9,10.646568
1775258564371759333,7,10.672523
1775258564438282603,9,10.688203
1775258564499360464,9,10.722519
1775258564540725562,6,10.738724
1775258564596410395,5,10.76708
1775258564649060464,8,10.783273
1775258564700407406,7,10.804263
1775258564757018164,6,10.827724
1775258564805404496,7,10.868819
1775258564867342360,7,10.900556
1775258564924798221,8,10.930142
1775258564979471046,6,10.959775
1775258565036383762,8,10.96423
1775258565095844488,8,11.000193
1775258565144968660,8,11.022543
1775258565199657725,6,11.043538
1775258565262570346,8,11.073518
1775258565325305342,9,11.093989
1775258565386722932,9,11.150935
1775258565452460472,9,11.190841
1775258565517106420,9,11.223393
1775258565581305767,9,11.256168
1775258565637234376,8,11.296737
1775258565693416702,8,11.33855
1775258565756993561,9,11.362476
1775258565808129189,8,11.414337
1775258565873066416,8,11.433695
1775258565931777841,9,11.445457
1775258565987858865,6,11.457868
1775258566039672370,8,11.494275
1775258566095429605,6,11.520188
1775258566160807964,9,11.5553
1775258566213569406,7,11.568001
1775258566260566659,7,11.591706
1775258566319392128,7,11.630057
1775258566377801995,8,11.649381
1775258566433506568,8,11.666267
1775258566491030671,6,11.687789
1775258566546017764,8,11.708386
1775258566604483593,7,11.724671
1775258566670369846,9,11.745222
1775258566733197105,7,11.768536
1775258566789028531,8,11.781885
1775258566847718606,8,11.796023
1775258566888416756,8,11.816553
1775258566957651541,46,11.84307
1775258567092388209,19,11.997897
1775258567167310861,11,12.068032
1775258567228876585,9,12.101389
1775258567288324221,11,12.134203
1775258567347651653,8,12.175395
1775258567407358876,8,12.213348
1775258567464363485,9,12.233342
1775258567531263626,6,12.253025
1775258567586209578,7,12.259408
1775258567648301927,9,12.28265
1775258567700097612,8,12.326004
1775258567744769001,5,12.345632
1775258567796448803,6,12.35808
1775258567849365970,6,12.380062
1775258567912047955,7,12.40709
1775258567979921783,10,12.427324
1775258568038355760,8,12.451388
1775258568095488132,6,12.469129
1775258568157532660,9,12.476918
1775258568212826811,8,12.511296
1775258568270728525,9,12.538698
1775258568328716961,7,12.559966
1775258568388619399,6,12.584707
1775258568459035127,9,12.602243
1775258568514254136,7,12.628454
1775258568572592141,9,12.647691
1775258568638566477,7,12.660323
1775258568700158452,9,12.688267
1775258568759442263,7,12.726724
1775258568825026518,9,12.740171
1775258568883438385,8,12.777274
1775258568940548327,8,12.79756
1775258568995972892,8,12.816204
1775258569055341076,7,12.831208
1775258569119884062,7,12.855803
1775258569178008801,9,12.875977
1775258569237428716,6,12.902896
1775258569297213872,9,12.926837
1775258569361443159,7,12.961704
1775258569418146580,9,12.980419
1775258569469349718,5,13.02832
1775258569529985147,9,13.04245
1775258569584861517,8,13.06009
1775258569635569483,6,13.081933
1775258569689406184,5,13.096668
1775258569745338843,9,13.112901
1775258569810667281,7,13.143101
1775258569867827384,8,13.176565
1775258569925811150,8,13.215881
1775258569987602930,9,13.235464
1775258570042939863,8,13.301542
1775258570083666193,4,13.32465
1775258570141280069,6,13.334641
1775258570200077337,8,13.3474
1775258570257954119,9,13.364707
1775258570313873368,6,13.389423
1775258570378993230,9,13.429605
1775258570429471369,7,13.458634
1775258570493199703,9,13.471566
1775258570549573414,8,13.500884
1775258570613869404,6,13.525079
1775258570668540108,8,13.536988
1775258570726300857,7,13.558882
1775258570783507252,7,13.576512
1775258570847524443,6,13.605295
1775258570902453765,8,13.620244
1775258570966998151,9,13.647876
1775258571025758628,8,13.687153
1775258571083231569,8,13.732499
1775258571142125960,9,13.769917
1775258571198669066,7,13.790924
1775258571245538146,7,13.809343
1775258571302149124,6,13.844904
1775258571370632708,10,13.859758
1775258571425496408,9,13.894845
1775258571489713885,8,13.906434
1775258571545765917,9,13.922757
1775258571601962644,8,13.936368
1775258571668062793,7,13.956506
1775258571727130048,8,13.990895
1775258571775308854,7,14.019509
1775258571832257841,7,14.031814
1775258571889223689,8,14.051894
1775258571950811103,9,14.074495
1775258572003963116,6,14.108986
1775258572061413527,6,14.126863
1775258572117260423,9,14.142604
1775258572184868873,8,14.159785
1775258572235107165,8,14.184451
1775258572295543888,7,14.199724
1775258572338743827,7,14.216124
1775258572398691785,7,14.24332
1775258572437272447,6,14.272209
1775258572495628652,7,14.286996
1775258572555874360,6,14.309274
1775258572607579022,8,14.322666
1775258572663612434,7,14.360917
1775258572724909300,9,14.367859
1775258572786040172,7,14.518749
1775258572855386529,9,14.5188
1775258572912142951,9,14.51886
1775258572980747048,8,14.518911
1775258573027162765,7,14.518955
1775258573093319225,7,14.525306
1775258573153691166,7,14.56108
1775258573208359430,6,14.58038
1775258573273428970,8,14.593549
1775258573331133768,9,14.623379
1775258573392166067,7,14.650638
1775258573454164912,7,14.681712
1775258573509283198,6,14.697
1775258573568212319,8,14.719962
1775258573624987471,8,14.738695
1775258573689939168,8,14.763925
1775258573753018123,6,14.778578
