task,t_center,count,throughput_rps,p50_ms,p99_ms,mean_ms
exchangefore,25.5,2,2.0,33.59031677246094,42.524399757385254,33.59031677246094
exchangefore,26.5,4,4.0,24.96469020843506,25.530922412872314,25.000929832458496
exchangefore,27.5,7,7.0,24.65748786926269,46.50631904602051,30.283825738089426
exchangefore,28.5,3,3.0,24.80602264404297,40.78442573547363,29.911120732625324
exchangefore,29.5,4,4.0,29.01339530944824,44.49834823608398,31.858325004577637
exchangefore,30.5,6,6.0,72.68106937408447,87.39821910858154,67.33286380767822
exchangefore,31.5,3,3.0,60.79411506652832,81.69459342956544,67.89596875508626
exchangefore,32.5,6,6.0,64.31591510772705,86.10293865203857,66.90231959025066
exchangefore,33.5,5,5.0,56.64563179016113,83.71496200561525,64.46962356567383
exchangefore,34.5,6,6.0,69.44549083709717,85.86881160736084,67.3355261484782
exchangefore,35.5,7,7.0,62.0880126953125,85.75588703155518,64.6418843950544
exchangefore,36.5,6,6.0,71.38872146606445,84.55685377120973,67.42537021636963
exchangefore,37.5,5,5.0,68.70198249816896,83.65365982055663,70.4030990600586
exchangefore,38.5,7,7.0,66.67423248291016,82.68616676330566,68.35719517299107
exchangefore,39.5,5,5.0,64.4073486328125,87.0968246459961,69.21052932739258
exchangefore,40.5,4,4.0,75.55651664733887,82.36157417297363,70.065438747406
exchangefore,41.5,1,1.0,49.15046691894531,49.15046691894531,49.15046691894531
exchangefore,42.5,5,5.0,60.1799488067627,87.60497093200684,64.27459716796875
exchangefore,43.5,8,8.0,67.9088830947876,86.16683959960938,68.04543733596802
exchangefore,44.5,4,4.0,66.95389747619629,76.32398843765259,67.43913888931274
exchangefore,45.5,5,5.0,76.41959190368651,84.92193222045898,71.44994735717773
exchangefore,46.5,7,7.0,72.08514213562013,79.02540683746338,68.93134117126465
exchangefore,47.5,5,5.0,82.79800415039062,83.23731422424315,71.14534378051758
exchangefore,48.5,9,9.0,65.44351577758789,82.76515007019044,65.0127993689643
exchangefore,49.5,5,5.0,62.49475479125977,82.76018142700197,65.03710746765137
exchangefore,50.5,4,4.0,64.77344036102295,75.78054904937744,66.8630599975586
exchangefore,51.5,9,9.0,86.97175979614258,123.37499618530273,83.29163657294379
exchangefore,52.5,2,2.0,54.024457931518555,63.15410614013672,54.024457931518555
exchangefore,53.5,10,10.0,77.51131057739258,87.01079845428467,72.59047031402588
exchangefore,54.5,6,6.0,64.50200080871582,77.85553932189941,66.38868649800618
exchangefore,55.5,4,4.0,53.95615100860596,61.20993614196777,54.66371774673462
exchangefore,56.5,8,8.0,82.80885219573975,129.08145666122437,90.91231226921082
exchangefore,57.5,1,1.0,60.67538261413574,60.67538261413574,60.67538261413574
exchangefore,58.5,3,3.0,83.01663398742677,87.71533966064453,72.75009155273438
exchangefore,59.5,5,5.0,65.88244438171387,74.15749549865723,67.43011474609375
exchangefore,60.5,7,7.0,82.28445053100586,89.04243469238281,75.9566170828683
exchangefore,61.5,3,3.0,74.2039680480957,92.89551734924316,72.2964604695638
exchangefore,62.5,5,5.0,82.26609230041505,88.75577926635742,75.89073181152344
exchangefore,63.5,7,7.0,62.94941902160645,80.58184623718259,62.80381338936942
exchangefore,64.5,9,9.0,67.24405288696289,89.1750717163086,69.00864177280002
exchangefore,65.5,8,8.0,75.2032995223999,90.4010272026062,73.94352555274963
exchangefore,66.5,5,5.0,69.24200057983397,87.76778221130371,69.01435852050781
exchangefore,67.5,4,4.0,73.05264472961426,80.51035404205322,70.5985426902771
exchangefore,68.5,6,6.0,64.23091888427734,72.51845598220827,65.18872578938802
exchangefore,69.5,9,9.0,72.91078567504883,88.2656478881836,68.16771295335558
exchangefore,70.5,2,2.0,56.5342903137207,58.26143264770508,56.5342903137207
exchangefore,71.5,9,9.0,70.39308547973633,83.0140972137451,67.98452801174588
exchangefore,72.5,2,2.0,40.437936782836914,56.69017791748047,40.437936782836914
exchangefore,73.5,5,5.0,63.0333423614502,63.267173767089844,61.2889289855957
exchangefore,74.5,10,10.0,47.24538326263428,63.28775644302368,41.91253185272217
exchangefore,75.5,6,6.0,44.74234580993652,71.5211868286133,44.769287109375
exchangefore,76.5,6,6.0,50.136685371398926,64.61783647537231,50.568739573160805
exchangefore,77.5,6,6.0,52.97279357910156,86.36466264724731,52.434841791788735
exchangefore,78.5,4,4.0,38.87450695037842,45.93047618865967,38.431406021118164
exchangefore,79.5,3,3.0,45.29833793640137,47.13576316833497,45.58571179707845
exchangefore,80.5,1,1.0,24.52397346496582,24.52397346496582,24.52397346496582
exchangefore,81.5,5,5.0,40.01569747924805,83.55715751647949,52.463626861572266
exchangefore,82.5,8,8.0,54.20422554016113,74.55087423324585,54.06501889228821
exchangefore,83.5,3,3.0,25.6953239440918,71.26435756683348,41.09088579813639
exchangefore,84.5,8,8.0,49.72732067108154,63.216090202331536,49.5012104511261
exchangefore,85.5,4,4.0,43.560147285461426,46.92634105682373,39.74270820617676
exchangefore,86.5,6,6.0,51.83005332946777,88.40374946594238,55.605133374532066
exchangefore,87.5,7,7.0,43.14136505126953,50.604376792907715,41.72124181474958
exchangefore,88.5,9,9.0,41.09978675842285,49.84856605529785,37.19141748216417
exchangefore,89.5,5,5.0,43.61701011657715,71.33593559265138,45.87430953979492
exchangefore,90.5,3,3.0,51.96785926818848,57.94089317321777,47.08695411682129
exchangefore,91.5,4,4.0,42.418837547302246,64.97066020965576,47.37293720245361
exchangefore,92.5,7,7.0,35.70342063903809,58.75284194946288,38.12650271824428
exchangefore,93.5,1,1.0,37.93215751647949,37.93215751647949,37.93215751647949
exchangefore,94.5,6,6.0,63.490867614746094,81.4365267753601,63.40416272481283
exchangefore,95.5,5,5.0,43.46752166748047,63.52628707885742,43.76492500305176
exchangefore,96.5,11,11.0,57.21879005432129,89.95780944824219,61.407284303144976
exchangefore,97.5,2,2.0,58.378815650939934,70.75304746627806,58.378815650939934
exchangefore,98.5,5,5.0,48.20513725280762,83.00477981567383,53.93519401550293
exchangefore,99.5,4,4.0,32.898545265197754,40.96590042114258,32.6654314994812
exchangefore,100.5,2,2.0,32.02247619628906,34.36061382293701,32.02247619628906
exchangefore,101.5,6,6.0,44.29340362548828,65.40994644165039,44.9592669804891
exchangefore,102.5,3,3.0,42.18435287475586,44.045844078063965,36.724090576171875
exchangefore,103.5,3,3.0,51.49602890014648,53.21803092956543,48.81556828816732
exchangefore,104.5,2,2.0,47.87266254425049,51.6740345954895,47.87266254425049
exchangefore,105.5,4,4.0,61.79952621459961,81.29418134689331,59.28075313568115
exchangefore,106.5,6,6.0,45.25458812713623,61.9912624359131,44.0519650777181
exchangefore,107.5,5,5.0,70.99485397338867,72.01483726501466,59.64007377624512
exchangefore,108.5,6,6.0,37.16576099395752,66.23466014862059,40.691892306009926
exchangefore,109.5,8,8.0,45.1350212097168,62.029831409454346,42.421579360961914
exchangefore,110.5,3,3.0,55.59062957763672,75.06397247314453,54.541826248168945
exchangefore,111.5,6,6.0,35.32707691192627,59.6145510673523,38.2993221282959
exchangefore,112.5,9,9.0,31.86488151550293,86.69069290161133,41.40493604871962
exchangefore,113.5,4,4.0,37.96720504760742,46.48332834243774,36.878228187561035
exchangefore,114.5,4,4.0,50.705552101135254,57.80456542968751,45.86184024810791
exchangefore,115.5,8,8.0,63.47370147705078,69.13905382156372,58.05462598800659
exchangefore,116.5,4,4.0,27.986764907836914,62.4260926246643,35.795629024505615
exchangefore,117.5,5,5.0,43.70474815368652,52.46424674987793,42.38276481628418
exchangefore,118.5,5,5.0,45.06444931030274,51.62117004394532,43.572139739990234
exchangefore,119.5,4,4.0,30.631303787231445,46.77774429321288,33.09053182601929
exchangefore,120.5,1,1.0,71.86508178710938,71.86508178710938,71.86508178710938
nyudepth,0.5,9,9.0,18.001556396484375,27.402963638305664,19.153568479749893
nyudepth,1.5,8,8.0,19.03223991394043,25.965411663055423,19.24005150794983
nyudepth,2.5,4,4.0,16.964316368103027,17.925591468811035,17.022550106048584
nyudepth,3.5,6,6.0,16.137361526489258,20.50689458847046,16.973495483398438
nyudepth,4.5,6,6.0,18.800020217895508,24.519073963165283,19.528905550638836
nyudepth,5.5,7,7.0,16.466617584228516,19.002237319946286,16.558987753731863
nyudepth,6.5,8,8.0,16.848444938659668,24.514927864074707,17.821669578552246
nyudepth,7.5,7,7.0,18.790245056152344,29.590125083923333,20.71847234453474
nyudepth,8.5,6,6.0,16.254425048828125,18.694758415222168,16.656875610351562
nyudepth,9.5,6,6.0,16.840696334838867,19.368231296539303,16.98144276936849
nyudepth,10.5,10,10.0,16.17252826690674,17.932827472686768,16.44279956817627
nyudepth,11.5,13,13.0,16.05224609375,22.64913558959961,17.309849078838642
nyudepth,12.5,2,2.0,17.226696014404297,18.851733207702637,17.226696014404297
nyudepth,13.5,8,8.0,16.761302947998047,27.106359004974365,19.520223140716553
nyudepth,14.5,5,5.0,17.38572120666504,26.1917781829834,18.826818466186523
nyudepth,15.5,4,4.0,15.974998474121092,16.93777322769165,16.103684902191162
nyudepth,16.5,4,4.0,16.315817832946777,18.750932216644287,16.726434230804443
nyudepth,17.5,3,3.0,15.928506851196287,16.235523223876953,15.901883443196615
nyudepth,18.5,5,5.0,16.23988151550293,17.45830535888672,16.438722610473633
nyudepth,19.5,4,4.0,19.488930702209473,21.035830974578857,19.09172534942627
nyudepth,20.5,3,3.0,17.421960830688473,18.971996307373043,17.549435297648106
nyudepth,21.5,6,6.0,16.32404327392578,16.994881629943848,16.35762055714925
nyudepth,22.5,4,4.0,15.769600868225098,16.41324758529663,15.916049480438232
nyudepth,23.5,5,5.0,16.213655471801758,17.60945320129394,16.31016731262207
nyudepth,24.5,5,5.0,16.677379608154293,27.538442611694336,18.57738494873047
nyudepth,25.5,8,8.0,16.25502109527588,22.394471168518063,17.54927635192871
nyudepth,26.5,5,5.0,16.263723373413086,16.298704147338867,16.158390045166016
nyudepth,27.5,2,2.0,18.17178726196289,19.8526668548584,18.17178726196289
nyudepth,28.5,3,3.0,16.150474548339847,19.526019096374515,17.101446787516277
nyudepth,29.5,9,9.0,16.83807373046875,21.759967803955078,17.547183566623264
nyudepth,30.5,3,3.0,16.808271408081055,18.187508583068844,17.255147298177082
nyudepth,31.5,2,2.0,20.678400993347168,22.056820392608646,20.678400993347168
nyudepth,32.5,4,4.0,16.66092872619629,18.596837520599365,16.913950443267822
nyudepth,33.5,8,8.0,17.163872718811035,21.63706064224243,17.490893602371216
nyudepth,34.5,2,2.0,16.177058219909668,16.676251888275143,16.177058219909668
nyudepth,35.5,6,6.0,17.354607582092285,21.17327451705933,17.925818761189777
nyudepth,36.5,6,6.0,16.1973237991333,21.756792068481445,17.308990160624187
nyudepth,37.5,8,8.0,18.7380313873291,23.54796171188355,18.988728523254395
nyudepth,38.5,7,7.0,16.310453414916992,17.308230400085446,16.456501824515207
nyudepth,39.5,2,2.0,17.802953720092773,18.714423179626465,17.802953720092773
nyudepth,40.5,6,6.0,16.236543655395508,17.231500148773197,16.430179278055828
nyudepth,41.5,4,4.0,15.897989273071289,16.11549139022827,15.882015228271484
nyudepth,42.5,8,8.0,18.587589263916016,22.735719680786133,18.662720918655396
nyudepth,43.5,4,4.0,17.16744899749756,17.513630390167236,16.980290412902832
nyudepth,44.5,3,3.0,17.681360244750977,21.096158027648926,18.653233846028645
nyudepth,45.5,3,3.0,17.653465270996094,34.587030410766594,23.14273516337077
nyudepth,46.5,6,6.0,20.823121070861816,31.998288631439213,21.86572551727295
nyudepth,47.5,5,5.0,16.571998596191403,26.221361160278324,18.781185150146484
nyudepth,48.5,5,5.0,20.328044891357425,28.022003173828125,21.460819244384766
nyudepth,49.5,5,5.0,16.222953796386722,20.12706756591797,16.90831184387207
nyudepth,50.5,8,8.0,16.312837600708008,23.955860137939457,17.65197515487671
nyudepth,51.5,6,6.0,16.34514331817627,17.84987449645996,16.609827677408855
nyudepth,52.5,4,4.0,16.362667083740234,18.00893783569336,16.69996976852417
nyudepth,53.5,5,5.0,16.71433448791504,18.07072639465332,17.060089111328125
nyudepth,54.5,6,6.0,16.454219818115234,23.524284362792972,17.83597469329834
nyudepth,55.5,2,2.0,16.042232513427734,16.065831184387207,16.042232513427734
nyudepth,56.5,7,7.0,20.98560333251953,28.07767391204834,21.5475218636649
nyudepth,57.5,4,4.0,17.23802089691162,20.12700080871582,17.678022384643555
nyudepth,58.5,2,2.0,29.75022792816162,30.29872179031372,29.75022792816162
nyudepth,59.5,4,4.0,25.799989700317383,30.951714515686035,24.64771270751953
nyudepth,60.5,8,8.0,28.46026420593262,42.78088331222534,29.66657280921936
nyudepth,61.5,7,7.0,25.39801597595215,28.12360286712647,23.625884737287247
nyudepth,62.5,6,6.0,24.105310440063477,30.495309829711914,24.28460121154785
nyudepth,63.5,4,4.0,28.86497974395752,29.15318727493286,28.84572744369507
nyudepth,64.5,4,4.0,29.42943572998047,30.138282775878906,29.01238203048706
nyudepth,65.5,2,2.0,23.654699325561523,29.520254135131836,23.654699325561523
nyudepth,66.5,4,4.0,29.286742210388184,32.92686223983764,29.457271099090576
nyudepth,67.5,5,5.0,31.255245208740234,33.06703567504883,31.244468688964844
nyudepth,68.5,5,5.0,28.75518798828125,31.571846008300785,29.140853881835938
nyudepth,69.5,5,5.0,20.249128341674805,33.688783645629876,24.204254150390625
nyudepth,70.5,3,3.0,26.3974666595459,29.770908355712887,24.556080500284832
nyudepth,71.5,4,4.0,28.15687656402588,39.03398275375366,28.268039226531982
nyudepth,72.5,2,2.0,26.2376070022583,30.576140880584717,26.2376070022583
nyudepth,73.5,4,4.0,29.67536449432373,34.57684755325318,29.834210872650146
nyudepth,74.5,10,10.0,30.469775199890137,48.22043657302857,30.764484405517578
nyudepth,75.5,4,4.0,28.77521514892578,34.066836833953865,27.113735675811768
nyudepth,76.5,7,7.0,31.16416931152344,34.57193374633788,27.554886681692942
nyudepth,77.5,6,6.0,28.370141983032227,32.981276512145996,25.71992079416911
nyudepth,78.5,4,4.0,34.0726375579834,41.022565364837654,32.92351961135864
nyudepth,79.5,3,3.0,26.27253532409668,28.873295783996582,24.034420649210613
nyudepth,80.5,3,3.0,28.08237075805664,30.474247932434082,27.9848575592041
nyudepth,81.5,6,6.0,26.200175285339355,30.790817737579346,25.51432450612386
nyudepth,82.5,6,6.0,30.54344654083252,45.21723985671997,32.83262252807617
nyudepth,83.5,3,3.0,24.172306060791016,29.428501129150394,23.87825647989909
nyudepth,84.5,9,9.0,30.08675575256348,41.210737228393555,30.20501136779785
nyudepth,85.5,9,9.0,32.82475471496582,49.91964340209961,35.65263748168945
nyudepth,86.5,7,7.0,29.16502952575684,33.66919994354248,27.971574238368444
nyudepth,87.5,4,4.0,30.95114231109619,32.56244897842407,30.643939971923828
nyudepth,88.5,2,2.0,30.43341636657715,31.041374206542965,30.43341636657715
nyudepth,89.5,8,8.0,31.064987182617188,35.46609401702881,31.068474054336548
nyudepth,90.5,4,4.0,32.24372863769531,39.7735071182251,33.42294692993164
nyudepth,91.5,5,5.0,29.53600883483887,34.24918174743653,30.2001953125
nyudepth,92.5,5,5.0,17.341852188110348,26.5914249420166,19.786500930786133
nyudepth,93.5,3,3.0,25.5281925201416,25.557632446289062,23.73647689819336
nyudepth,94.5,5,5.0,29.32119369506836,38.53754043579101,30.638694763183594
nyudepth,95.5,4,4.0,30.756115913391113,33.184123039245605,31.24260902404785
nyudepth,96.5,8,8.0,30.67600727081299,38.64294290542602,30.947983264923096
nyudepth,97.5,6,6.0,32.34875202178955,38.39441537857055,32.88706143697103
nyudepth,98.5,6,6.0,28.567075729370117,30.91048002243042,28.43793233235677
nyudepth,99.5,7,7.0,30.16972541809082,33.96082878112792,30.137300491333008
nyudepth,100.5,5,5.0,29.5710563659668,38.96954536437988,31.44364356994629
nyudepth,101.5,7,7.0,31.51559829711914,37.398500442504876,30.817338398524694
nyudepth,102.5,6,6.0,28.04422378540039,32.38626718521118,26.563644409179688
nyudepth,103.5,5,5.0,27.039051055908203,31.13335609436035,26.116943359375
nyudepth,104.5,5,5.0,36.805152893066406,40.730438232421875,36.29498481750488
nyudepth,105.5,3,3.0,31.08763694763184,32.63229846954346,31.383593877156574
nyudepth,106.5,3,3.0,32.337188720703125,33.841662406921394,30.93727429707845
nyudepth,107.5,5,5.0,34.551620483398445,42.806711196899414,35.49470901489258
nyudepth,108.5,5,5.0,30.59935569763184,31.94924354553222,29.145193099975586
nyudepth,109.5,8,8.0,32.254576683044434,50.172860622406006,34.170299768447876
nyudepth,110.5,6,6.0,23.651719093322754,29.587173461914062,23.315906524658203
nyudepth,111.5,7,7.0,24.783611297607425,31.87129974365234,24.949141911097936
nyudepth,112.5,4,4.0,24.46162700653076,30.3209114074707,24.268805980682373
nyudepth,113.5,3,3.0,27.98938751220703,28.02980899810791,26.450236638387043
nyudepth,114.5,3,3.0,28.75018119812012,29.86095428466797,28.95832061767578
nyudepth,115.5,6,6.0,30.15518188476562,34.488117694854736,31.04213873545329
nyudepth,116.5,2,2.0,30.258536338806152,32.50122785568237,30.258536338806152
nyudepth,117.5,3,3.0,30.548572540283203,33.2509708404541,27.71615982055664
nyudepth,118.5,6,6.0,31.065583229064945,39.88704681396485,33.04779529571534
nyudepth,119.5,3,3.0,31.410932540893555,31.841783523559574,31.253735224405926
trafficfore,0.5,5,5.0,25.101661682128906,54.29121017456055,31.12316131591797
trafficfore,1.5,5,5.0,24.69348907470703,25.04696846008301,24.611330032348633
trafficfore,2.5,3,3.0,24.20520782470703,26.4515209197998,24.895429611206055
trafficfore,3.5,5,5.0,25.02632141113281,25.526838302612305,24.756145477294922
trafficfore,4.5,10,10.0,25.50649642944336,52.42420673370361,30.402088165283203
trafficfore,5.5,9,9.0,24.741411209106445,36.28829002380371,26.85464753044976
trafficfore,6.5,3,3.0,24.82509613037109,45.90057849884033,31.986713409423828
trafficfore,7.5,7,7.0,27.92477607727051,44.91759777069092,32.059294836861746
trafficfore,8.5,4,4.0,24.274110794067383,26.27835512161255,24.6506929397583
trafficfore,9.5,3,3.0,24.759531021118164,25.193185806274414,24.895429611206055
trafficfore,10.5,7,7.0,24.005651473999023,39.59451675415038,26.353018624441965
trafficfore,11.5,6,6.0,27.97114849090576,38.13384771347046,29.123306274414062
trafficfore,12.5,4,4.0,30.71272373199463,47.705318927764885,33.76448154449463
trafficfore,13.5,6,6.0,24.783968925476074,31.3462495803833,26.417255401611328
trafficfore,14.5,5,5.0,24.75762367248535,25.600271224975586,24.716758728027344
trafficfore,15.5,3,3.0,24.46746826171875,24.85719680786133,24.46405092875163
trafficfore,16.5,2,2.0,24.592995643615723,24.851062297821045,24.592995643615723
trafficfore,17.5,3,3.0,24.48582649230957,24.572978019714352,24.364948272705078
trafficfore,18.5,5,5.0,25.67863464355469,35.43174743652344,27.390623092651367
trafficfore,19.5,4,4.0,26.498794555664062,29.136755466461185,26.592254638671875
trafficfore,20.5,5,5.0,24.924278259277344,40.29542922973633,30.365943908691406
trafficfore,21.5,1,1.0,26.47519111633301,26.47519111633301,26.47519111633301
trafficfore,22.5,6,6.0,25.705695152282715,33.18260908126831,27.253230412801106
trafficfore,23.5,6,6.0,28.109192848205566,43.66300106048584,30.63797950744629
trafficfore,24.5,3,3.0,27.14729309082031,31.772398948669437,27.867555618286133
trafficfore,25.5,5,5.0,25.12359619140625,32.47836112976074,26.2606143951416
trafficfore,26.5,6,6.0,28.65922451019287,42.485761642456055,30.54388364156087
trafficfore,27.5,5,5.0,24.636268615722656,40.870141983032234,28.29890251159668
trafficfore,28.5,6,6.0,25.298237800598148,27.073287963867188,25.495409965515137
trafficfore,29.5,6,6.0,24.576187133789062,27.34692096710205,25.04245440165202
trafficfore,30.5,61,61.0,253.3259391784668,425.30269622802734,249.5735746915223
trafficfore,31.5,69,69.0,472.1410274505615,632.6614093780518,500.9727581687595
trafficfore,32.5,66,66.0,663.9798879623413,807.6915144920348,680.8961124131174
trafficfore,33.5,64,64.0,923.4423637390136,1068.6562013626099,936.2261854112148
trafficfore,34.5,63,63.0,1092.56911277771,1159.5898532867432,1094.0973872230165
trafficfore,35.5,65,65.0,1078.052997589111,1148.8145446777344,1081.8046386425312
trafficfore,36.5,63,63.0,1168.6840057373047,1254.9013233184814,1166.053332979717
trafficfore,37.5,67,67.0,1313.9698505401614,1472.7428913116455,1329.5518142073902
trafficfore,38.5,62,62.0,1465.142846107483,1558.5301327705383,1468.3355708276072
trafficfore,39.5,64,64.0,1522.060751914978,1620.0149250030518,1530.5176228284836
trafficfore,40.5,68,68.0,1502.0509958267212,1584.3962454795837,1509.0962367899278
trafficfore,41.5,68,68.0,1528.7432670593262,1582.1375107765198,1523.4900116920471
trafficfore,42.5,67,67.0,1490.797519683838,1586.6296434402466,1492.717760712353
trafficfore,43.5,61,61.0,1746.126651763916,1914.8016929626465,1736.6546568323354
trafficfore,44.5,65,65.0,2011.3868713378906,2142.0816612243652,2020.5822394444392
trafficfore,45.5,67,67.0,2304.882526397705,2373.2350635528564,2298.5152842393563
trafficfore,46.5,62,62.0,2406.254291534424,2500.5621933937073,2407.85978686425
trafficfore,47.5,64,64.0,2677.1737337112427,2792.2856879234314,2660.3540666401386
trafficfore,48.5,51,51.0,2956.707239151001,3227.1363735198975,3007.9180867064233
trafficfore,49.5,64,64.0,3378.60369682312,3460.227053165436,3376.326534897089
trafficfore,50.5,65,65.0,3475.587844848633,3528.8427543640137,3469.677393253033
trafficfore,51.5,63,63.0,3613.397359848023,3807.8988885879517,3624.946635866922
trafficfore,52.5,67,67.0,3948.253870010376,4021.750426292419,3936.374279990125
trafficfore,53.5,59,59.0,4166.119575500488,4307.65998840332,4150.56603237734
trafficfore,54.5,63,63.0,4394.0231800079355,4510.7196617126465,4364.640727875724
trafficfore,55.5,65,65.0,4537.348985671997,4677.362422943115,4555.018626726591
trafficfore,56.5,61,61.0,4715.09051322937,4786.108064651489,4710.820936765827
trafficfore,57.5,72,72.0,4710.440635681152,4856.612641811371,4656.135777632396
trafficfore,58.5,120,120.0,4803.235173225403,4895.966577529907,2799.093715349833
trafficfore,59.5,108,108.0,4898.7661600112915,5073.805859088898,3007.3649309299612
trafficfore,60.5,94,94.0,5136.555910110474,5320.182595252991,3451.598388083438
trafficfore,61.5,98,98.0,5301.451683044434,5389.326505661011,3600.480865459053
trafficfore,62.5,90,90.0,5405.80952167511,5600.758891105652,3892.40186214447
trafficfore,63.5,115,115.0,5374.356985092163,5687.7000522613525,3177.430534362793
trafficfore,64.5,114,114.0,4941.404461860657,5329.038252830505,2763.6033024704248
trafficfore,65.5,100,100.0,4350.009918212891,4867.850766181945,2755.175061225891
trafficfore,66.5,106,106.0,3709.639310836792,4300.877213478088,2393.8832372989295
trafficfore,67.5,102,102.0,3014.292597770691,3625.93275308609,2062.050185951532
trafficfore,68.5,106,106.0,2608.6518764495854,2838.324975967407,1624.1498960638946
trafficfore,69.5,82,82.0,1965.5870199203491,2462.8214979171753,1564.6290488359405
trafficfore,70.5,101,101.0,1236.4871501922607,1845.422983169556,967.7191559631045
trafficfore,71.5,107,107.0,416.4571762084961,1127.6959991455078,445.0420508874911
trafficfore,72.5,90,90.0,88.11557292938232,382.0928597450256,137.09685537550183
trafficfore,73.5,96,96.0,70.71053981781006,219.15812492370603,91.34294092655182
trafficfore,74.5,77,77.0,54.4133186340332,170.2168083190918,67.55001823623459
trafficfore,75.5,73,73.0,48.30455780029297,95.18572807312012,50.257428051674204
trafficfore,76.5,78,78.0,57.72733688354492,141.23835802078247,64.10430944882907
trafficfore,77.5,90,90.0,68.55237483978271,150.14591217041016,77.13639471266005
trafficfore,78.5,77,77.0,62.75391578674317,173.14167022705078,71.41062191554478
trafficfore,79.5,87,87.0,50.34804344177246,105.01009941101076,52.55243970059801
trafficfore,80.5,83,83.0,54.8253059387207,125.22042274475082,57.50347332782056
trafficfore,81.5,76,76.0,45.690298080444336,116.45013093948364,52.01136124761481
trafficfore,82.5,87,87.0,56.3194751739502,121.73893928527832,62.71820780874669
trafficfore,83.5,78,78.0,60.07182598114014,132.92385816574097,62.59974760886951
trafficfore,84.5,81,81.0,53.13253402709961,189.57104682922363,71.36427325966918
trafficfore,85.5,88,88.0,56.327104568481445,186.43811225891096,72.75364886630665
trafficfore,86.5,77,77.0,50.62484741210938,146.58408164978022,63.271107611718115
trafficfore,87.5,80,80.0,53.91192436218262,166.95354461669908,69.27745342254639
trafficfore,88.5,76,76.0,66.12062454223633,133.7035894393921,63.66816633626034
trafficfore,89.5,81,81.0,78.90939712524414,195.10130882263186,86.31068688851816
trafficfore,90.5,83,83.0,53.47681045532226,131.6389799118041,61.99279463434794
trafficfore,91.5,79,79.0,45.33934593200684,104.02413368225095,51.07636693157727
trafficfore,92.5,74,74.0,50.909996032714844,130.74863433837888,57.62440127295417
trafficfore,93.5,75,75.0,46.08821868896485,85.76284885406496,48.423471450805664
trafficfore,94.5,82,82.0,48.621177673339844,116.73691749572751,54.4344128631964
trafficfore,95.5,83,83.0,57.13105201721192,199.78880405426025,79.1452246976186
trafficfore,96.5,95,95.0,80.69705963134766,163.9200925827027,85.14871848256965
trafficfore,97.5,84,84.0,77.33619213104248,252.1289134025574,102.91793232872372
trafficfore,98.5,74,74.0,47.77181148529053,104.95823383331297,52.887755471306875
trafficfore,99.5,82,82.0,57.64591693878174,121.86943531036376,61.53063657807141
trafficfore,100.5,86,86.0,56.75554275512695,137.1492385864258,65.96940894459568
trafficfore,101.5,81,81.0,51.05185508728027,180.75523376464844,67.48157666053301
trafficfore,102.5,72,72.0,57.86609649658203,204.8966765403748,77.21583710776434
trafficfore,103.5,83,83.0,60.02879142761231,104.913682937622,58.62052469368441
trafficfore,104.5,104,104.0,139.69147205352783,308.17920446395874,148.63563959415143
trafficfore,105.5,92,92.0,119.8645830154419,247.49399185180675,124.18719219124836
