task,send_elapsed_s,latency_ms,server_exec_ms,worker_id,has_adapter
ecgclass__app1,0.0004,427.397,423.269,0,1
ecgclass,0.0002,427.798,423.369,0,1
ecgclass__app2,0.0004,541.575,128.613,0,1
ecgclass__app3,0.0005,544.952,132.234,0,1
ecgclass__app4,0.0006,547.944,135.363,0,0
ecgclass__app5,0.0007,550.891,138.388,0,0
ecgclass__app6,0.0007,553.873,141.459,0,0
ecgclass__app7,0.0008,557.075,144.725,0,0
ecgclass__app8,0.0021,558.700,147.631,0,0
ecgclass__app9,0.0022,565.972,155.017,0,0
ecgclass__app7,0.5579,155.602,149.137,0,0
ecgclass__app3,0.5455,168.671,149.691,0,1
ecgclass__app2,0.5420,172.376,150.037,0,1
ecgclass__app8,0.5608,154.312,150.817,0,0
ecgclass__app6,0.5546,160.926,151.008,0,0
ecgclass__app5,0.5516,164.067,151.092,0,0
ecgclass,0.4280,287.877,151.199,0,1
ecgclass__app4,0.5485,167.844,152.229,0,0
ecgclass__app1,0.4278,288.954,152.494,0,1
ecgclass__app9,0.5682,178.717,37.911,0,0
ecgclass__app5,0.7156,178.064,150.235,0,0
ecgclass__app7,0.7135,181.137,151.251,0,0
ecgclass__app3,0.7142,181.611,151.774,0,1
ecgclass__app4,0.7164,179.726,151.825,0,0
ecgclass__app2,0.7144,181.785,152.016,0,1
ecgclass__app6,0.7156,180.845,152.130,0,0
ecgclass__app1,0.7167,179.886,152.426,0,1
ecgclass__app8,0.7151,181.729,153.586,0,0
ecgclass,0.7159,181.931,154.588,0,1
ecgclass__app9,0.7469,179.840,38.281,0,0
ecgclass__app5,0.8937,178.404,148.595,0,0
ecgclass__app2,0.8962,177.248,149.344,0,1
ecgclass__app1,0.8966,176.935,150.008,0,1
ecgclass__app3,0.8958,178.284,150.516,0,1
ecgclass__app8,0.8969,177.727,151.239,0,0
ecgclass__app7,0.8946,180.759,151.843,0,0
ecgclass__app6,0.8964,179.310,151.937,0,0
ecgclass,0.8978,178.061,151.962,0,1
ecgclass__app4,0.8961,179.988,152.627,0,0
ecgclass__app9,0.9268,178.471,38.055,0,0
ecgclass,1.0759,175.058,148.682,0,1
ecgclass__app7,1.0754,176.116,149.269,0,0
ecgclass__app5,1.0721,179.494,149.342,0,0
ecgclass__app8,1.0746,177.387,149.380,0,0
ecgclass__app3,1.0741,177.982,149.450,0,1
ecgclass__app1,1.0736,178.806,150.042,0,1
ecgclass__app2,1.0735,178.967,150.149,0,1
ecgclass__app6,1.0757,176.995,150.705,0,0
ecgclass__app4,1.0761,177.415,151.589,0,0
ecgclass__app9,1.1053,177.715,37.553,0,0
ecgclass__app1,1.2524,177.428,150.266,0,1
ecgclass__app4,1.2536,177.122,150.722,0,0
ecgclass__app5,1.2516,179.373,151.117,0,0
ecgclass__app2,1.2524,178.636,151.146,0,1
ecgclass__app6,1.2527,179.964,152.965,0,0
ecgclass__app8,1.2520,180.773,153.118,0,0
ecgclass__app7,1.2515,181.821,153.987,0,0
ecgclass,1.2510,182.741,154.376,0,1
ecgclass__app3,1.2521,182.304,155.090,0,1
ecgclass__app9,1.2830,180.878,39.044,0,0
ecgclass__app7,1.4334,174.962,147.766,0,0
ecgclass__app5,1.4310,178.021,148.308,0,0
ecgclass__app1,1.4298,179.578,148.663,0,1
ecgclass__app3,1.4344,175.105,148.723,0,1
ecgclass,1.4337,175.817,148.752,0,1
ecgclass__app2,1.4311,179.945,150.351,0,1
ecgclass__app6,1.4327,178.546,150.435,0,0
ecgclass__app4,1.4307,180.649,150.522,0,0
ecgclass__app8,1.4328,178.790,150.612,0,0
ecgclass__app9,1.4639,176.986,37.122,0,0
ecgclass__app5,1.6090,179.073,149.689,0,0
ecgclass__app7,1.6084,179.905,149.985,0,0
ecgclass,1.6096,178.989,150.122,0,1
ecgclass__app6,1.6113,177.584,150.770,0,0
ecgclass__app4,1.6113,178.089,151.550,0,0
ecgclass__app1,1.6094,180.126,151.581,0,1
ecgclass__app8,1.6116,178.840,152.674,0,0
ecgclass__app2,1.6110,179.727,152.905,0,1
ecgclass__app3,1.6095,181.929,153.795,0,1
ecgclass__app9,1.6409,180.179,38.021,0,0
ecgclass__app4,1.7895,178.042,149.924,0,0
ecgclass__app8,1.7904,178.272,150.186,0,0
ecgclass__app7,1.7883,180.727,150.504,0,0
ecgclass__app5,1.7881,180.951,150.629,0,0
ecgclass__app6,1.7889,180.578,150.856,0,0
ecgclass__app1,1.7896,179.967,150.938,0,1
ecgclass__app2,1.7908,178.797,150.993,0,1
ecgclass,1.7886,181.052,151.054,0,1
ecgclass__app3,1.7915,178.558,152.071,0,1
ecgclass__app9,1.8211,178.471,38.133,0,0
ecgclass__app4,1.9675,179.462,149.899,0,0
ecgclass__app6,1.9694,177.664,150.306,0,0
ecgclass__app1,1.9695,177.636,150.590,0,1
ecgclass,1.9696,178.072,151.434,0,1
ecgclass__app3,1.9700,177.915,151.469,0,1
ecgclass__app2,1.9696,178.573,151.797,0,1
ecgclass__app8,1.9687,179.724,152.085,0,0
ecgclass__app7,1.9690,179.618,152.292,0,0
ecgclass__app5,1.9691,180.199,153.327,0,0
ecgclass__app9,1.9996,179.467,38.358,0,0
ecgclass__app4,2.1470,178.292,149.267,0,0
ecgclass,2.1477,178.348,150.044,0,1
ecgclass__app5,2.1493,177.147,150.258,0,0
ecgclass__app6,2.1471,179.570,150.379,0,0
ecgclass__app8,2.1485,178.488,150.470,0,0
ecgclass__app7,2.1486,178.373,150.560,0,0
ecgclass__app3,2.1479,179.332,151.408,0,1
ecgclass__app1,2.1472,181.009,152.498,0,1
ecgclass__app2,2.1482,180.205,152.543,0,1
ecgclass__app9,2.1791,178.321,38.411,0,0
ecgclass__app1,2.3282,175.815,148.673,0,1
ecgclass__app5,2.3265,177.711,148.764,0,0
ecgclass__app4,2.3253,179.287,149.312,0,0
ecgclass__app8,2.3270,177.936,149.340,0,0
ecgclass__app2,2.3284,176.599,149.456,0,1
ecgclass,2.3261,178.959,149.502,0,1
ecgclass__app6,2.3267,178.367,149.667,0,0
ecgclass__app3,2.3273,177.816,149.818,0,1
ecgclass__app7,2.3270,178.117,149.871,0,0
ecgclass__app9,2.3574,178.105,38.667,0,0
ecgclass__app2,2.5050,177.505,150.027,0,1
ecgclass__app7,2.5051,178.304,150.619,0,0
ecgclass,2.5050,178.547,151.013,0,1
ecgclass__app1,2.5040,179.954,151.200,0,1
ecgclass__app3,2.5051,178.983,151.347,0,1
ecgclass__app5,2.5042,180.258,152.066,0,0
ecgclass__app8,2.5049,180.278,152.930,0,0
ecgclass__app4,2.5046,180.828,153.253,0,0
ecgclass__app6,2.5051,181.642,154.774,0,0
ecgclass__app9,2.5355,180.706,39.604,0,0
ecgclass__app4,2.6854,177.722,150.525,0,0
ecgclass__app2,2.6825,181.349,150.907,0,1
ecgclass__app8,2.6852,179.020,151.230,0,0
ecgclass,2.6836,180.830,151.268,0,1
ecgclass__app3,2.6841,180.384,151.368,0,1
ecgclass__app7,2.6835,181.339,152.197,0,0
ecgclass__app5,2.6845,180.631,152.401,0,0
ecgclass__app6,2.6867,179.251,153.337,0,0
ecgclass__app1,2.6840,182.143,153.397,0,1
ecgclass__app9,2.7163,179.175,38.525,0,0
ecgclass__app6,2.8660,176.598,150.407,0,0
ecgclass,2.8644,178.992,150.709,0,1
ecgclass__app4,2.8632,180.341,150.957,0,0
ecgclass__app8,2.8642,179.547,151.164,0,0
ecgclass__app7,2.8648,179.438,151.871,0,0
ecgclass__app2,2.8639,180.640,152.019,0,1
ecgclass__app3,2.8645,180.349,152.239,0,1
ecgclass__app5,2.8651,180.976,154.057,0,0
ecgclass__app1,2.8662,180.455,154.580,0,1
ecgclass__app9,2.8954,180.364,39.193,0,0
ecgclass__app7,3.0443,179.244,150.435,0,0
ecgclass__app8,3.0438,179.848,150.585,0,0
ecgclass__app4,3.0435,180.414,150.678,0,0
ecgclass__app5,3.0461,178.111,150.753,0,0
ecgclass__app1,3.0466,177.665,150.777,0,1
ecgclass,3.0434,181.090,150.934,0,1
ecgclass__app2,3.0445,180.222,151.658,0,1
ecgclass__app6,3.0426,182.213,151.758,0,0
ecgclass__app3,3.0449,180.222,152.514,0,1
ecgclass__app9,3.0758,178.873,37.888,0,0
ecgclass__app5,3.2242,176.990,149.695,0,0
ecgclass__app2,3.2248,177.014,150.179,0,1
ecgclass__app3,3.2251,176.909,150.272,0,1
ecgclass__app7,3.2235,179.304,151.287,0,0
ecgclass,3.2245,178.590,151.417,0,1
ecgclass__app1,3.2243,179.026,151.512,0,1
ecgclass__app6,3.2248,178.573,151.544,0,0
ecgclass__app8,3.2236,179.798,151.614,0,0
ecgclass__app4,3.2240,180.068,152.762,0,0
ecgclass__app9,3.2547,179.040,37.848,0,0
ecgclass__app2,3.4018,178.582,149.953,0,1
ecgclass__app8,3.4034,177.871,150.608,0,0
ecgclass__app5,3.4012,180.364,150.704,0,0
ecgclass__app4,3.4040,177.940,150.910,0,0
ecgclass__app7,3.4028,179.226,151.021,0,0
ecgclass,3.4031,178.996,151.089,0,1
ecgclass__app3,3.4020,180.418,151.436,0,1
ecgclass__app1,3.4033,179.334,152.256,0,1
ecgclass__app6,3.4034,179.863,153.060,0,0
ecgclass__app9,3.4338,179.700,39.216,0,0
ecgclass__app1,3.5827,176.514,149.335,0,1
ecgclass__app6,3.5833,177.219,149.796,0,0
ecgclass__app3,3.5824,178.352,150.039,0,1
ecgclass__app4,3.5820,178.871,150.112,0,0
ecgclass__app7,3.5821,179.155,150.264,0,0
ecgclass,3.5821,179.162,150.302,0,1
ecgclass__app2,3.5804,181.085,150.628,0,1
ecgclass__app8,3.5813,180.211,150.727,0,0
ecgclass__app5,3.5816,180.702,152.632,0,0
ecgclass__app9,3.6135,177.782,38.228,0,0
ecgclass,3.7613,175.059,148.382,0,1
ecgclass__app6,3.7605,176.409,148.852,0,0
ecgclass__app4,3.7609,176.365,149.007,0,0
ecgclass__app8,3.7615,175.756,149.089,0,0
ecgclass__app1,3.7592,179.035,150.166,0,1
ecgclass__app3,3.7608,177.650,150.268,0,1
ecgclass__app5,3.7623,176.419,150.404,0,0
ecgclass__app2,3.7615,178.474,152.095,0,1
ecgclass__app7,3.7612,178.898,152.187,0,0
ecgclass__app9,3.7913,177.676,37.582,0,0
ecgclass,3.9364,178.523,149.185,0,1
ecgclass__app3,3.9385,176.973,149.883,0,1
ecgclass__app7,3.9401,176.804,151.118,0,0
ecgclass__app5,3.9387,178.530,151.763,0,0
ecgclass__app8,3.9373,180.179,151.909,0,0
ecgclass__app2,3.9400,178.125,152.312,0,1
ecgclass__app6,3.9369,181.457,152.519,0,0
ecgclass__app1,3.9383,180.200,152.670,0,1
ecgclass__app4,3.9372,182.408,154.263,0,0
ecgclass__app9,3.9690,179.579,38.385,0,0
ecgclass__app2,4.1181,176.806,149.719,0,1
ecgclass__app4,4.1197,175.772,150.121,0,0
ecgclass__app7,4.1170,178.672,150.207,0,0
ecgclass,4.1149,181.061,150.704,0,1
ecgclass__app3,4.1154,180.769,150.979,0,1
ecgclass__app8,4.1175,179.703,151.833,0,0
ecgclass__app5,4.1173,180.160,151.863,0,0
ecgclass__app1,4.1185,179.150,151.954,0,1
ecgclass__app6,4.1184,180.274,153.731,0,0
ecgclass__app9,4.1486,178.743,38.692,0,0
ecgclass__app2,4.2949,177.501,148.250,0,1
ecgclass__app5,4.2975,175.834,148.816,0,0
ecgclass__app3,4.2962,177.381,149.262,0,1
ecgclass,4.2960,178.291,150.068,0,1
ecgclass__app7,4.2956,178.911,150.274,0,0
ecgclass__app4,4.2955,179.910,151.199,0,0
ecgclass__app8,4.2972,178.416,151.286,0,0
ecgclass__app6,4.2987,177.034,151.377,0,0
ecgclass__app1,4.2976,178.344,151.478,0,1
ecgclass__app9,4.3273,177.820,38.802,0,0
ecgclass__app1,4.4760,175.055,149.139,0,1
ecgclass__app4,4.4754,176.676,149.776,0,0
ecgclass__app8,4.4756,176.704,149.855,0,0
ecgclass__app5,4.4733,179.146,149.904,0,0
ecgclass__app6,4.4757,177.237,150.899,0,0
ecgclass__app3,4.4736,179.550,151.071,0,1
ecgclass__app2,4.4724,181.282,151.873,0,1
ecgclass,4.4743,180.310,152.848,0,1
ecgclass__app7,4.4746,180.631,153.548,0,0
ecgclass__app9,4.5052,178.838,37.332,0,0
ecgclass,4.6546,174.581,148.257,0,1
ecgclass__app4,4.6521,178.013,148.840,0,0
ecgclass__app8,4.6524,177.989,149.010,0,0
ecgclass__app7,4.6552,175.423,149.162,0,0
ecgclass__app6,4.6530,177.757,149.456,0,0
ecgclass__app2,4.6537,177.667,150.176,0,1
ecgclass__app3,4.6532,178.426,150.293,0,1
ecgclass__app1,4.6510,180.811,150.805,0,1
ecgclass__app5,4.6525,179.470,150.917,0,0
ecgclass__app9,4.6840,177.782,38.430,0,0
ecgclass__app3,4.8316,175.680,148.937,0,1
ecgclass__app5,4.8319,176.117,149.706,0,0
ecgclass__app7,4.8306,178.479,150.153,0,0
ecgclass__app2,4.8314,177.793,150.563,0,1
ecgclass__app8,4.8304,179.129,150.702,0,0
ecgclass__app4,4.8301,179.586,150.874,0,0
ecgclass__app1,4.8319,178.368,151.874,0,1
ecgclass__app6,4.8307,179.732,152.109,0,0
ecgclass,4.8292,182.338,153.437,0,1
ecgclass__app9,4.8618,178.611,37.617,0,0
ecgclass__app4,5.0097,176.499,149.062,0,0
ecgclass,5.0116,175.743,149.759,0,1
ecgclass__app2,5.0092,178.202,149.925,0,1
ecgclass__app5,5.0081,179.669,150.077,0,0
ecgclass__app8,5.0095,178.589,150.162,0,0
ecgclass__app3,5.0073,180.865,150.215,0,1
ecgclass__app7,5.0091,179.237,150.311,0,0
ecgclass__app6,5.0105,177.971,150.332,0,0
ecgclass__app1,5.0102,178.363,150.767,0,1
ecgclass__app9,5.0404,177.539,37.186,0,0
ecgclass,5.1873,176.887,149.285,0,1
ecgclass__app5,5.1877,176.637,149.474,0,0
ecgclass__app3,5.1882,176.465,149.550,0,1
ecgclass__app8,5.1881,177.190,150.197,0,0
ecgclass__app1,5.1886,176.894,150.482,0,1
ecgclass__app2,5.1874,178.346,150.522,0,1
ecgclass__app7,5.1884,177.462,150.663,0,0
ecgclass__app4,5.1862,179.862,150.930,0,0
ecgclass__app6,5.1884,177.894,151.654,0,0
ecgclass__app9,5.2180,178.138,36.946,0,0
ecgclass__app1,5.3655,178.667,151.195,0,1
ecgclass__app7,5.3658,179.401,151.922,0,0
ecgclass__app8,5.3653,180.042,152.224,0,0
ecgclass__app3,5.3647,180.892,152.293,0,1
