task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
nyudepth,sharing,0.0001,253.8171,242.9908,186.6197,0.002,56.0679,4.3361,10.8263
nyudepth,sharing,0.4819,32.7427,27.4999,4.2309,0.0011,23.1148,1.0576,5.2428
nyudepth,sharing,0.9487,33.1898,27.5804,3.9501,0.0016,23.4088,1.6708,5.6094
nyudepth,sharing,1.4255,32.9936,27.52,3.976,0.0013,23.335,1.3807,5.4735
nyudepth,sharing,1.4816,37.2117,27.3392,3.6414,0.0011,23.5191,0.9971,9.8724
nyudepth,sharing,1.4992,48.5752,27.2652,3.4648,0.001,23.649,15.3894,21.31
nyudepth,sharing,1.7897,32.9664,27.5913,4.0141,0.0015,23.3855,1.3673,5.3751
nyudepth,sharing,2.072,32.9421,27.5689,3.9822,0.0014,23.3891,1.3549,5.3731
nyudepth,sharing,2.6958,32.8317,27.615,3.9321,0.0015,23.4827,1.2939,5.2167
nyudepth,sharing,2.7125,45.8004,27.9712,3.4246,0.0012,24.3938,13.9239,17.8292
nyudepth,sharing,2.9217,33.2627,28.2517,3.6519,0.0014,24.4268,1.0135,5.0111
nyudepth,sharing,2.9358,82.3286,61.1858,14.278,0.0012,45.719,16.9678,21.1428
nyudepth,sharing,3.1532,32.3811,27.6033,3.4999,0.0013,23.9469,0.807,4.7778
nyudepth,sharing,3.5002,32.9411,27.5619,3.9516,0.0016,23.4034,1.3738,5.3792
nyudepth,sharing,3.5773,32.6929,27.4726,3.8282,0.0013,23.4407,1.2119,5.2203
nyudepth,sharing,3.8233,33.2663,27.5564,3.9753,0.0015,23.3776,1.4651,5.71
nyudepth,sharing,3.8541,34.431,27.3165,3.5614,0.0009,23.6111,3.1514,7.1145
nyudepth,sharing,3.8728,45.6901,28.4835,3.4234,0.0009,24.9119,13.3803,17.2066
nyudepth,sharing,3.9356,44.7447,29.2386,3.4825,0.0011,25.6143,11.5056,15.5061
nyudepth,sharing,4.1153,33.6049,27.5847,3.4415,0.001,24.0022,1.8883,6.0202
nyudepth,sharing,4.198,32.9292,27.6447,3.9172,0.0014,23.5292,1.2147,5.2845
nyudepth,sharing,4.4481,57.6093,27.353,3.4343,0.0011,23.7492,26.3147,30.2563
nyudepth,sharing,4.4928,43.6566,29.127,3.4857,0.0014,25.4863,10.6165,14.5296
nyudepth,sharing,4.8599,32.9351,27.5697,4.3756,0.0016,22.9757,1.3049,5.3655
nyudepth,sharing,5.1067,32.8209,27.6708,3.6971,0.0016,23.7953,1.0569,5.1501
nyudepth,sharing,5.2367,33.067,27.5659,3.962,0.0015,23.3672,1.4091,5.5011
nyudepth,sharing,5.3199,32.9764,27.658,3.9099,0.0019,23.5345,1.2324,5.3184
nyudepth,sharing,5.4108,32.4197,27.4903,3.6208,0.0013,23.6758,0.9933,4.9294
nyudepth,sharing,5.4264,73.1268,52.0115,3.5396,0.0091,0.5538,14.6654,21.1153
nyudepth,sharing,5.4623,66.6654,28.8707,3.5797,0.0009,25.148,33.8967,37.7947
nyudepth,sharing,5.5988,32.6662,27.5982,3.6658,0.0012,23.7575,1.0321,5.068
nyudepth,sharing,5.6771,33.1869,28.3663,3.469,0.0014,24.742,0.8564,4.8207
nyudepth,sharing,5.9294,33.1187,27.5827,4.1789,0.0014,23.1819,1.4589,5.5361
nyudepth,sharing,6.0717,33.2022,27.5401,3.9128,0.0014,23.4063,1.374,5.6621
nyudepth,sharing,6.1193,48.3499,28.0245,3.4438,0.0011,24.4244,16.3441,20.3253
nyudepth,sharing,6.2107,33.0408,27.773,3.8726,0.0012,23.6935,1.1649,5.2677
nyudepth,sharing,6.3399,32.979,27.555,4.1697,0.0014,23.163,1.3764,5.424
nyudepth,sharing,6.408,63.9429,29.2601,3.5085,0.0012,25.6059,30.7648,34.6828
nyudepth,sharing,6.473,33.6108,28.5629,3.4706,0.0012,24.9156,0.9036,5.0479
nyudepth,sharing,6.6483,32.8889,27.5048,4.313,0.0013,22.976,1.2429,5.3841
nyudepth,sharing,6.7083,35.4686,28.2762,3.4383,0.001,24.6913,3.2954,7.1924
nyudepth,sharing,6.9743,32.8996,27.5445,3.9202,0.0012,23.0645,1.2743,5.3551
nyudepth,sharing,7.2524,39.1736,28.573,3.4819,0.0012,24.9412,6.5992,10.6006
nyudepth,sharing,7.4699,32.9332,27.533,3.9222,0.0015,23.4009,1.2915,5.4002
nyudepth,sharing,7.4846,48.0859,28.3387,3.4629,0.0009,24.7236,15.8048,19.7473
nyudepth,sharing,7.7107,67.3773,51.8218,3.5563,0.0021,0.5596,9.1717,15.5555
nyudepth,sharing,7.9822,33.0648,27.6252,3.8935,0.0014,23.5163,1.3056,5.4396
nyudepth,sharing,8.2058,32.954,27.5365,3.943,0.0016,23.3846,1.3626,5.4175
nyudepth,sharing,8.2619,32.7454,27.7017,3.6247,0.0011,23.9,1.025,5.0436
nyudepth,sharing,8.3268,32.377,27.4055,3.7666,0.0013,23.457,1.08,4.9715
nyudepth,sharing,8.3592,61.193,28.9784,3.6428,0.0013,25.1916,28.2371,32.2146
nyudepth,sharing,8.4304,137.6832,89.5521,16.7061,0.0017,24.0897,43.9146,48.131
nyudepth,sharing,8.4342,136.235,89.5521,16.7061,0.0017,24.0897,40.1425,46.6829
nyudepth,sharing,8.4683,105.3357,89.5521,16.7061,0.0017,24.0897,6.0699,15.7836
nyudepth,sharing,8.7309,33.3014,27.9043,4.7839,0.0012,22.9158,1.3182,5.397
nyudepth,sharing,9.5308,32.8267,27.5066,3.9455,0.0015,23.3589,1.2417,5.32
nyudepth,sharing,9.6445,34.7016,27.4215,3.4713,0.0009,23.8067,3.2816,7.28
nyudepth,sharing,9.7003,33.0498,28.1024,3.6706,0.0015,24.2571,0.9849,4.9474
nyudepth,sharing,9.7791,54.2805,28.3405,3.4883,0.0013,24.7064,22.0017,25.94
nyudepth,sharing,9.8525,32.6691,27.7243,3.6154,0.0012,23.9325,0.9751,4.9447
nyudepth,sharing,9.8771,40.0639,30.3796,5.7245,0.0012,24.185,5.7285,9.6842
nyudepth,sharing,10.0938,32.8436,27.6893,3.7182,0.0015,23.7915,1.0676,5.1543
nyudepth,sharing,10.3704,32.9893,27.5412,3.9333,0.0015,23.3992,1.3611,5.4481
nyudepth,sharing,10.6712,32.9225,27.5092,3.9121,0.0012,23.3709,1.3072,5.4133
nyudepth,sharing,11.7327,33.5042,27.5629,3.9481,0.0015,23.3921,1.5843,5.9413
nyudepth,sharing,12.1543,33.5269,27.6555,3.9045,0.0013,23.533,1.59,5.8714
nyudepth,sharing,12.483,33.2227,27.4981,3.8875,0.0015,23.4033,1.3828,5.7246
nyudepth,sharing,12.692,33.3705,27.5326,3.9591,0.0014,23.3645,1.5228,5.8379
nyudepth,sharing,12.8106,33.8678,27.6187,4.0452,0.0018,23.3564,1.5523,6.2491
nyudepth,sharing,12.8196,54.3303,28.0134,3.3919,0.001,24.4699,22.1057,26.3169
nyudepth,sharing,13.0112,32.8875,27.468,3.8904,0.0014,23.3418,1.2755,5.4194
nyudepth,sharing,13.1351,32.7494,27.6456,3.8335,0.0014,23.6201,1.0672,5.1038
nyudepth,sharing,13.4363,32.9688,27.5522,3.9637,0.0015,23.3781,1.3144,5.4166
nyudepth,sharing,13.8428,32.9685,27.5127,3.917,0.0016,23.3823,1.3466,5.4559
nyudepth,sharing,13.9088,32.6014,27.5446,3.7447,0.0017,23.6138,1.0917,5.0567
nyudepth,sharing,13.9195,53.3583,28.271,3.506,0.0009,24.6267,21.1155,25.0873
nyudepth,sharing,14.1038,41.9014,27.8317,3.4954,0.0009,24.185,10.1185,14.0696
nyudepth,sharing,14.6146,32.999,27.5427,3.9811,0.0014,23.3531,1.3311,5.4563
nyudepth,sharing,14.7788,32.9385,27.5269,3.935,0.0014,23.3795,1.3053,5.4115
