task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing,380,38.0,45.69,43.065,85.34,95.87,20.432,8.002,0.002,6.61,16.724,25.258
vocseg,no_sharing,425,42.5,43.628,41.017,77.028,87.652,18.964,7.892,0.002,6.34,16.56,24.664
