task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,stfq,7147,42.0412,174478.655,175456.06,342001.064,356397.217,40.249,24.441,0.003,0.724,174435.952,0.0,174438.406
gestureclass,stfq,5119,30.1118,142482.707,126620.447,336511.883,355207.835,28.868,24.144,0.002,0.619,142451.465,0.0,142453.839
