task,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms
ecgclass,255,4.6364,215.504,215.494,218.301,219.858,172.28
ecgclass__app1,255,4.6364,215.505,215.482,218.073,218.954,172.298
ecgclass__app2,255,4.6364,215.498,215.465,218.23,220.078,172.326
ecgclass__app3,255,4.6364,215.503,215.343,218.438,219.832,172.356
ecgclass__app4,255,4.6364,215.503,215.425,218.678,219.454,172.21
ecgclass__app5,255,4.6364,215.499,215.511,218.229,219.095,172.19
ecgclass__app6,255,4.6364,215.508,215.291,218.047,220.608,172.146
ecgclass__app7,255,4.6364,215.475,215.456,217.538,218.552,55.445
