task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,sharing,5993,10.1576,143.934,122.516,298.868,397.322,97.25,48.315,0.003,26.027,27.344,46.685
vocseg,sharing,5925,10.0424,144.594,121.856,308.01,417.81,97.52,48.083,0.003,27.136,27.307,47.074
